Date,Open,High,Low,Close,Volume,Ex-Dividend,Split Ratio,Adj. Open,Adj. High,Adj. Low,Adj. Close,Adj. Volume
1981-12-02,18.75,18.87,18.75,18.75,167700.0,0.0,1.0,0.27567777122621,0.27744210896205,0.27567777122621,0.27567777122621,9391200.0
1981-12-03,18.63,18.63,18.5,18.5,91200.0,0.0,1.0,0.27391343349036,0.27391343349036,0.27200206760986,0.27200206760986,5107200.0
1981-12-04,19.0,19.13,19.0,19.0,612300.0,0.0,1.0,0.27935347484256,0.28126484072306,0.27935347484256,0.27935347484256,34288800.0
1981-12-07,19.13,19.25,19.13,19.13,264700.0,0.0,1.0,0.28126484072306,0.2830291784589,0.28126484072306,0.28126484072306,14823200.0
1981-12-08,19.0,19.0,18.75,18.75,226000.0,0.0,1.0,0.27935347484256,0.27935347484256,0.27567777122621,0.27567777122621,12656000.0
1981-12-09,18.87,19.0,18.87,18.87,153000.0,0.0,1.0,0.27744210896205,0.27935347484256,0.27744210896205,0.27744210896205,8568000.0
1981-12-10,18.87,19.0,18.87,18.87,167000.0,0.0,1.0,0.27744210896205,0.27935347484256,0.27744210896205,0.27744210896205,9352000.0
1981-12-11,18.87,19.0,18.75,18.75,339700.0,0.0,1.0,0.27744210896205,0.27935347484256,0.27567777122621,0.27567777122621,19023200.0
1981-12-14,18.37,18.37,18.12,18.12,112700.0,0.0,1.0,0.27009070172935,0.27009070172935,0.26641499811301,0.26641499811301,6311200.0
1981-12-15,18.63,18.75,18.63,18.63,139800.0,0.0,1.0,0.27391343349036,0.27567777122621,0.27391343349036,0.27391343349036,7828800.0
1981-12-16,19.5,19.63,19.5,19.5,292200.0,0.0,1.0,0.28670488207525,0.28861624795576,0.28670488207525,0.28670488207525,16363200.0
1981-12-17,21.12,21.25,21.12,21.12,229700.0,0.0,1.0,0.3105234415092,0.3124348073897,0.3105234415092,0.3105234415092,12863200.0
1981-12-18,22.87,23.0,22.87,22.87,320200.0,0.0,1.0,0.33625336682364,0.33816473270415,0.33625336682364,0.33625336682364,17931200.0
1981-12-21,22.0,22.0,21.87,21.87,251800.0,0.0,1.0,0.32346191823875,0.32346191823875,0.32155055235825,0.32155055235825,14100800.0
1981-12-22,22.25,22.37,22.25,22.25,240300.0,0.0,1.0,0.3271376218551,0.32890195959095,0.3271376218551,0.3271376218551,13456800.0
1981-12-23,21.87,21.87,21.75,21.75,129000.0,0.0,1.0,0.32155055235825,0.32155055235825,0.3197862146224,0.3197862146224,7224000.0
1981-12-24,21.87,22.0,21.87,21.87,129100.0,0.0,1.0,0.32155055235825,0.32346191823875,0.32155055235825,0.32155055235825,7229600.0
1981-12-28,21.12,21.12,20.88,20.88,163300.0,0.0,1.0,0.3105234415092,0.3105234415092,0.3069947660375,0.3069947660375,9144800.0
1981-12-29,21.25,21.5,21.25,21.25,108200.0,0.0,1.0,0.3124348073897,0.31611051100605,0.3124348073897,0.3124348073897,6059200.0
1981-12-30,22.13,22.25,22.13,22.13,143700.0,0.0,1.0,0.32537328411925,0.3271376218551,0.32537328411925,0.32537328411925,8047200.0
1981-12-31,22.13,22.25,22.13,22.13,244000.0,0.0,1.0,0.32537328411925,0.3271376218551,0.32537328411925,0.32537328411925,13664000.0
