Date,Open,High,Low,Close,Volume,Ex-Dividend,Split Ratio,Adj. Open,Adj. High,Adj. Low,Adj. Close,Adj. Volume
1981-10-01,15.25,15.37,15.25,15.25,272900.0,0.0,1.0,0.22421792059731,0.22598225833316,0.22421792059731,0.22421792059731,15282400.0
1981-10-02,16.5,16.63,16.5,16.5,201100.0,0.0,1.0,0.24259643867906,0.24450780455956,0.24259643867906,0.24259643867906,11261600.0
1981-10-05,17.0,17.25,17.0,17.0,192400.0,0.0,1.0,0.24994784591176,0.25362354952811,0.24994784591176,0.24994784591176,10774400.0
1981-10-06,17.0,17.0,16.88,16.88,126600.0,0.0,1.0,0.24994784591176,0.24994784591176,0.24818350817591,0.24818350817591,7089600.0
1981-10-07,17.88,18.12,17.88,17.88,173400.0,0.0,1.0,0.26288632264131,0.26641499811301,0.26288632264131,0.26288632264131,9710400.0
1981-10-08,18.5,18.63,18.5,18.5,138800.0,0.0,1.0,0.27200206760986,0.27391343349036,0.27200206760986,0.27200206760986,7772800.0
1981-10-09,18.63,18.87,18.63,18.63,243400.0,0.0,1.0,0.27391343349036,0.27744210896205,0.27391343349036,0.27391343349036,13630400.0
1981-10-12,19.25,19.37,19.25,19.25,122100.0,0.0,1.0,0.2830291784589,0.28479351619475,0.2830291784589,0.2830291784589,6837600.0
1981-10-13,19.25,19.5,19.25,19.25,197300.0,0.0,1.0,0.2830291784589,0.28670488207525,0.2830291784589,0.2830291784589,11048800.0
1981-10-14,18.25,18.25,18.12,18.12,138300.0,0.0,1.0,0.26832636399351,0.26832636399351,0.26641499811301,0.26641499811301,7744800.0
1981-10-15,18.5,18.63,18.5,18.5,131400.0,0.0,1.0,0.27200206760986,0.27391343349036,0.27200206760986,0.27200206760986,7358400.0
1981-10-16,18.37,18.37,18.25,18.25,162800.0,0.0,1.0,0.27009070172935,0.27009070172935,0.26832636399351,0.26832636399351,9116800.0
1981-10-19,18.63,18.75,18.63,18.63,91900.0,0.0,1.0,0.27391343349036,0.27567777122621,0.27391343349036,0.27391343349036,5146400.0
1981-10-20,19.63,19.75,19.63,19.63,159500.0,0.0,1.0,0.28861624795576,0.2903805856916,0.28861624795576,0.28861624795576,8932000.0
1981-10-21,19.63,19.75,19.63,19.63,343300.0,0.0,1.0,0.28861624795576,0.2903805856916,0.28861624795576,0.28861624795576,19224800.0
1981-10-22,19.63,19.63,19.5,19.5,144100.0,0.0,1.0,0.28861624795576,0.28861624795576,0.28670488207525,0.28670488207525,8069600.0
1981-10-23,19.13,19.13,19.0,19.0,124600.0,0.0,1.0,0.28126484072306,0.28126484072306,0.27935347484256,0.27935347484256,6977600.0
1981-10-26,19.0,19.13,19.0,19.0,121800.0,0.0,1.0,0.27935347484256,0.28126484072306,0.27935347484256,0.27935347484256,6820800.0
1981-10-27,19.37,19.63,19.37,19.37,382100.0,0.0,1.0,0.28479351619475,0.28861624795576,0.28479351619475,0.28479351619475,21397600.0
1981-10-28,20.0,20.13,20.0,20.0,197200.0,0.0,1.0,0.29405628930795,0.29596765518845,0.29405628930795,0.29405628930795,11043200.0
1981-10-29,19.87,19.87,19.75,19.75,136100.0,0.0,1.0,0.29214492342745,0.29214492342745,0.2903805856916,0.2903805856916,7621600.0
1981-10-30,20.0,20.13,20.0,20.0,235400.0,0.0,1.0,0.29405628930795,0.29596765518845,0.29405628930795,0.29405628930795,13182400.0
1981-11-02,20.0,20.13,20.0,20.0,164800.0,0.0,1.0,0.29405628930795,0.29596765518845,0.29405628930795,0.29405628930795,9228800.0
1981-11-03,19.87,19.87,19.75,19.75,126700.0,0.0,1.0,0.29214492342745,0.29214492342745,0.2903805856916,0.2903805856916,7095200.0
1981-11-04,19.37,19.37,19.25,19.25,106300.0,0.0,1.0,0.28479351619475,0.28479351619475,0.2830291784589,0.2830291784589,5952800.0
1981-11-05,18.0,18.0,17.88,17.88,104300.0,0.0,1.0,0.26465066037716,0.26465066037716,0.26288632264131,0.26288632264131,5840800.0
1981-11-06,18.0,18.12,18.0,18.0,109800.0,0.0,1.0,0.26465066037716,0.26641499811301,0.26465066037716,0.26465066037716,6148800.0
1981-11-09,18.25,18.37,18.25,18.25,91000.0,0.0,1.0,0.26832636399351,0.27009070172935,0.26832636399351,0.26832636399351,5096000.0
1981-11-10,18.37,18.5,18.37,18.37,74800.0,0.0,1.0,0.27009070172935,0.27200206760986,0.27009070172935,0.27009070172935,4188800.0
1981-11-11,18.87,19.0,18.87,18.87,122500.0,0.0,1.0,0.27744210896205,0.27935347484256,0.27744210896205,0.27744210896205,6860000.0
1981-11-12,19.5,19.63,19.5,19.5,178200.0,0.0,1.0,0.28670488207525,0.28861624795576,0.28670488207525,0.28670488207525,9979200.0
1981-11-13,18.25,18.25,18.12,18.12,93800.0,0.0,1.0,0.26832636399351,0.26832636399351,0.26641499811301,0.26641499811301,5252800.0
1981-11-16,18.0,18.0,17.88,17.88,100700.0,0.0,1.0,0.26465066037716,0.26465066037716,0.26288632264131,0.26288632264131,5639200.0
1981-11-17,18.25,18.37,18.25,18.25,158100.0,0.0,1.0,0.26832636399351,0.27009070172935,0.26832636399351,0.26832636399351,8853600.0
1981-11-18,18.87,19.0,18.87,18.87,130100.0,0.0,1.0,0.27744210896205,0.27935347484256,0.27744210896205,0.27744210896205,7285600.0
1981-11-19,18.87,19.0,18.87,18.87,178600.0,0.0,1.0,0.27744210896205,0.27935347484256,0.27744210896205,0.27744210896205,10001600.0
1981-11-20,19.0,19.13,19.0,19.0,170100.0,0.0,1.0,0.27935347484256,0.28126484072306,0.27935347484256,0.27935347484256,9525600.0
1981-11-23,18.37,18.37,18.12,18.12,102500.0,0.0,1.0,0.27009070172935,0.27009070172935,0.26641499811301,0.26641499811301,5740000.0
1981-11-24,18.12,18.12,18.0,18.0,98900.0,0.0,1.0,0.26641499811301,0.26641499811301,0.26465066037716,0.26465066037716,5538400.0
1981-11-25,18.37,18.5,18.37,18.37,234600.0,0.0,1.0,0.27009070172935,0.27200206760986,0.27009070172935,0.27009070172935,13137600.0
1981-11-27,18.87,19.0,18.87,18.87,166300.0,0.0,1.0,0.27744210896205,0.27935347484256,0.27744210896205,0.27744210896205,9312800.0
1981-11-30,18.75,18.75,18.63,18.63,107000.0,0.0,1.0,0.27567777122621,0.27567777122621,0.27391343349036,0.27391343349036,5992000.0
1981-12-01,18.63,18.75,18.63,18.63,104400.0,0.0,1.0,0.27391343349036,0.27567777122621,0.27391343349036,0.27391343349036,5846400.0
