,ABT,ABBV,AET,A,ALXN,AGN,ABC,AMGN,ANTM,BAX,BDX,BIIB,BSX,CAH,CELG,CNC,CERN,CI,DVA,XRAY,EW,ESRX,GILD,HCA,HSIC,HOLX,HUM,IDXX,ILMN,INCY,ISRG,JNJ,LH,LLY,MCK,MDT,MRK,MTD,MYL,PDCO,PKI,PRGO,PFE,DGX,REGN,SYK,COO,TMO,UNH,UHS,VAR,VRTX,WAT,ZBH,ZTS
0,34.1068,37.0897,49.5694,44.9552,93.8946,86.6782,46.3638,86.6734,65.5444,68.9927,87.7126,163.4027,7.6239,44.3418,48.9809,22.2679,42.871,59.6138,58.6645,42.358,42.6827,54.8309,39.9788,37.347,44.1292,22.359,81.011,46.8987,51.784,18.3606,190.3888,75.1029,90.453,53.8643,102.3354,46.6519,41.0615,217.1462,28.7525,36.9697,34.3963,106.4649,27.3877,57.9337,168.0832,62.9372,101.9385,73.8127,57.269,56.7515,71.2,45.8118,91.8185,74.6372,31.0021
1,34.2332,36.4223,49.3917,44.8458,92.7005,86.6362,46.2928,85.616,65.5148,68.5939,87.5881,160.1301,7.6524,44.6497,48.8473,22.293,43.1132,60.6222,59.1701,42.4697,42.8815,54.9413,39.945,37.0871,44.1942,21.7704,81.0998,46.9125,51.5425,17.8471,189.2914,74.955,91.4115,53.5772,103.0383,46.6376,41.0209,219.1732,28.7647,37.1802,34.4422,106.8933,27.0593,58.6734,163.9719,62.7302,102.7086,73.5544,57.0212,56.9865,71.3388,45.5023,91.3576,74.7687,31.9323
2,34.4003,36.1018,50.5926,45.1198,93.582,87.2309,46.7774,86.5006,66.2667,69.0601,88.3213,164.628,7.6746,45.0632,49.9893,23.0679,43.9411,61.8706,59.5793,42.8043,43.3233,55.7298,40.9475,37.3027,44.5079,22.2094,81.5221,46.87,51.2294,18.1319,192.4467,75.3535,89.999,53.733,103.6878,47.0552,41.0703,221.3887,28.8545,37.2971,34.7479,107.9128,26.8733,58.4776,165.4785,63.7147,104.3045,74.4497,57.8642,58.0771,71.3517,46.0606,92.2466,75.7992,32.9728
3,34.3419,35.9092,50.2751,44.6626,92.6193,86.6145,46.691,85.0771,65.9688,68.756,88.0004,163.9403,7.65,45.2025,50.2143,22.2534,43.5921,61.5359,59.3174,42.7768,43.3128,55.089,40.3931,36.8677,44.6382,22.3481,80.3201,46.73,50.3812,18.4636,190.2447,75.3381,90.4231,53.9031,103.5059,47.112,41.3155,219.1192,28.8141,37.0221,34.5952,110.8397,27.116,58.206,174.329,63.7413,104.0165,74.355,57.25,57.2882,71.0016,45.8424,92.3134,75.5997,33.1476
4,34.3684,35.5612,50.3174,44.6751,90.7345,86.0951,46.8888,84.6316,65.9368,68.91,88.605,165.0895,7.6211,45.4996,49.6945,22.4132,43.7469,61.9321,59.1665,42.8838,43.6605,54.5548,40.6966,36.2132,45.1457,22.3601,79.337,46.5648,50.1182,18.3861,190.2786,75.7029,89.6261,53.8054,104.6415,47.1754,41.3916,218.9957,28.8389,37.2942,34.5424,111.7274,27.0793,57.1358,168.5535,63.9074,104.5095,74.5051,57.0335,56.5072,71.3372,45.7211,92.1004,75.5292,33.5334
5,34.4569,35.2533,49.6859,44.8788,90.5759,86.3699,46.758,84.863,63.3601,68.3449,88.5195,165.4163,7.4558,45.4928,49.3644,22.6106,43.8795,61.7779,59.3681,42.9828,43.4369,55.0405,41.3123,36.9146,44.7256,22.0581,78.2579,46.0874,50.1063,18.391,191.1372,75.6124,89.6342,53.3692,105.0375,47.0621,41.1555,218.3258,28.8491,37.2049,34.6407,111.7572,26.947,56.8761,169.3691,63.8274,104.265,75.0736,57.1179,56.9277,71.2829,46.2855,93.0832,76.0396,33.3736
6,34.5923,36.0215,49.6543,44.1297,88.1315,86.2041,46.7807,85.1096,63.36,68.3005,88.0807,164.7874,7.5241,46.1302,49.7493,22.643,43.9218,61.6241,59.43,42.8916,43.2391,55.4291,41.5191,36.8985,44.2576,22.1444,77.9938,45.9499,48.9549,20.094,190.5134,75.8217,89.5516,53.4086,104.5957,47.0201,41.0359,217.3769,29.0316,37.1182,34.5392,112.4679,27.0192,56.7101,166.411,63.9365,103.9367,74.8305,57.0725,57.7611,71.1104,45.7913,93.1841,76.18,33.0293
7,34.9889,37.5183,49.4409,42.8488,86.6452,85.6223,46.7476,83.8423,63.1159,68.2334,88.4009,167.8574,7.5034,46.4227,49.5245,22.9949,44.0174,61.3261,58.5966,42.7721,43.1459,55.105,41.52,36.5319,44.4223,22.0065,78.1404,45.6384,48.5732,21.7324,189.8869,75.8802,89.5865,53.6863,103.7366,46.9086,41.3444,214.8516,29.154,37.1281,34.1793,113.2265,27.2851,56.9936,164.939,63.6362,104.0974,74.3262,57.2137,57.7102,70.3428,45.6424,92.7688,75.7857,33.7837
8,34.9368,37.8318,48.3273,42.8814,83.4968,85.3019,47.0825,83.7729,62.0911,68.2319,88.5166,166.7778,7.4521,46.5645,49.8341,22.8364,44.2267,59.633,57.7406,43.2111,43.2614,57.0141,42.3903,36.1966,44.7536,21.8209,71.6011,45.9168,49.117,21.7811,192.8154,76.768,90.323,53.9913,103.967,45.7284,41.9994,216.8383,29.1064,37.2617,34.1722,114.4732,27.5803,57.5243,161.7138,63.6795,104.6052,74.861,55.9556,57.2535,70.6233,46.321,93.106,75.9729,33.8246
9,34.66,38.6492,48.3678,42.582,84.4702,83.502,46.8325,84.9986,62.6765,67.8125,87.8737,166.356,7.3701,46.2837,51.099,22.7933,43.8568,59.7926,58.1583,42.9856,43.299,57.455,42.4012,35.6734,44.4736,21.687,72.6677,46.0651,48.817,21.4165,187.2292,76.7624,89.9605,54.4706,103.4673,44.8435,42.5428,215.9792,28.8604,37.1159,33.5802,114.5481,27.6488,57.2137,159.4657,63.3094,103.7633,73.0386,55.6366,57.3687,70.0033,46.0392,92.3959,75.7181,33.0361
10,34.2531,38.7624,47.8065,41.7523,86.6947,83.123,46.4033,84.7949,62.6087,66.6177,86.7984,162.9826,7.2401,45.5267,49.4614,22.6702,42.934,59.1567,57.6565,41.5739,42.8108,56.6565,41.4423,35.6453,43.7075,21.2633,72.6617,45.6698,48.4299,20.905,185.494,76.6792,89.1226,54.0895,102.3668,44.7313,42.4175,212.9184,28.6758,35.9547,33.1051,113.3223,27.3808,56.2863,157.9433,62.1334,102.3913,72.0546,55.2888,56.7023,69.3235,45.1093,91.9204,74.0015,32.1897
11,34.3741,38.4207,47.6523,41.8429,87.3231,83.0927,46.8137,86.4382,62.323,66.9248,87.6068,163.8992,7.3289,45.4578,50.5678,22.8138,43.5931,58.8991,57.9676,41.6767,43.0281,55.8958,42.2371,35.8096,43.8669,21.6216,70.9292,45.9589,48.6752,21.0527,191.0521,76.2175,89.191,54.0556,103.46,44.7062,42.9495,213.1521,28.8777,36.0396,33.1403,113.244,27.2912,55.945,159.7949,62.473,102.9115,72.6677,54.5705,57.7131,69.9496,45.5375,92.3949,74.052,32.6273
12,34.5357,37.8211,47.3613,41.8855,87.0426,84.1173,46.703,90.3118,62.0912,67.4911,87.7529,163.2739,7.3539,45.6599,50.1622,22.5318,43.3616,58.3711,58.2973,41.4061,43.716,55.891,42.6865,35.4664,44.0847,21.7465,70.3746,46.2381,48.9669,21.1969,190.2555,76.0981,88.676,54.3685,103.3263,44.5204,42.853,210.3519,28.8576,36.0349,33.3144,115.5999,27.0879,56.1931,161.0917,62.7578,103.8161,72.4943,53.881,57.1675,69.9407,45.422,91.6582,73.814,32.2661
13,34.0875,37.2277,46.4431,40.7109,85.6385,84.217,46.4165,89.5902,61.5856,67.0269,86.9048,161.8665,7.2701,45.5895,49.7307,21.8492,43.4107,57.5762,57.7882,40.9634,43.3629,55.1248,42.0397,35.5391,43.6406,21.8195,68.5228,45.8635,48.7515,20.9392,189.2631,75.8216,88.1597,54.162,103.6667,43.936,42.339,208.4515,28.1283,35.7231,33.5444,113.8948,26.9788,55.6445,160.4828,62.7198,103.6309,73.0978,52.929,56.0869,68.5476,44.1515,90.8005,73.2189,32.1627
14,34.2721,36.6932,47.3905,41.4519,86.4852,85.688,46.9776,90.6833,62.1241,67.182,87.8652,165.5639,7.2873,46.1124,50.2875,22.4047,43.814,58.6633,58.776,41.3184,42.9696,55.3792,42.9526,36.5678,44.272,22.0278,68.6975,46.4438,49.0249,21.4702,191.7634,76.1531,88.9101,54.7335,105.5061,44.3986,42.8576,211.1234,28.569,36.2558,34.1389,114.0883,27.3517,56.0965,163.6913,63.4199,105.4663,73.8318,53.7047,57.5686,69.073,46.4667,92.5051,74.203,32.6386
15,33.9498,36.8871,47.2804,41.6385,86.9033,85.5881,47.2796,92.2944,62.2753,67.6745,88.2232,167.2455,7.3903,46.3339,51.8952,22.5962,43.9177,58.5578,59.8021,41.4644,43.1942,56.7007,42.969,37.2345,44.5891,21.9258,68.4557,46.214,50.036,22.0837,177.5366,76.2423,88.7889,54.7785,106.3961,44.949,42.9132,213.108,29.812,36.3738,34.3604,113.7606,27.4767,56.3625,167.3753,63.944,106.3062,74.07,53.6052,58.0404,70.4462,47.1633,92.8537,75.013,33.1655
16,33.6763,37.3368,47.2702,41.6628,86.621,85.2771,47.7739,92.1525,61.99,68.5085,88.2577,167.6603,7.3446,46.3355,52.4312,22.784,44.3019,58.2821,59.856,41.2076,42.9436,57.1772,43.1648,37.1084,44.3268,21.6301,67.9007,45.6032,51.6569,22.335,184.0236,76.5039,88.7618,54.71,106.9993,45.0469,42.5184,210.922,30.019,36.3012,34.4364,112.9744,27.3583,56.0689,170.0555,64.5976,104.9231,74.3625,53.4506,57.7531,70.7298,46.1042,93.1935,74.6939,34.3194
17,33.9802,38.0381,47.2179,41.9567,88.6785,85.7745,48.0915,92.2749,61.7819,68.923,88.1042,167.9751,7.3275,46.215,52.2049,22.4917,44.4834,58.2192,60.6989,41.1686,43.0911,57.5701,43.6107,36.8277,44.3076,21.6714,66.9836,45.3832,52.1337,22.4583,179.4072,77.09,89.2582,54.7082,107.1154,45.0567,43.1326,210.6596,30.5124,36.1697,34.391,114.0533,27.5888,55.9895,172.1146,64.8592,104.9243,74.8763,53.3058,57.4558,71.1824,46.1037,93.2943,74.4175,34.4212
18,34.6047,37.6698,47.6707,42.8373,90.9592,86.5171,48.2559,93.3546,62.2632,70.0466,89.1452,171.8681,7.351,46.3781,53.7969,22.6935,45.7972,58.8048,61.7076,42.0483,43.6271,57.955,44.9348,37.0317,44.903,22.3517,67.4868,46.3961,52.9073,22.6012,174.6511,77.61,90.2898,55.5439,108.2837,45.7601,43.3013,212.8815,30.7041,36.5227,34.7395,114.7869,28.0695,56.3555,174.3063,65.9268,105.8666,76.1611,53.5324,58.2897,72.5822,47.6663,94.9396,75.6666,34.243
19,34.3277,37.6725,48.7686,43.2416,92.7861,86.8855,48.5764,93.5179,62.323,70.1256,88.3178,171.4363,7.5385,46.2265,55.013,23.0251,45.76,59.3212,61.5455,42.292,44.306,58.2369,45.2108,36.9765,44.9384,22.1394,67.2278,46.3486,53.2636,22.7852,174.9419,77.402,89.6889,55.1143,108.8126,45.9658,43.4155,214.8797,30.7731,36.4392,34.8645,116.0793,28.0891,56.6058,175.1366,66.1163,105.568,76.5991,53.615,58.3949,71.9447,49.4549,94.8414,75.7129,34.0661
20,34.3842,37.6809,49.4704,43.2053,92.2855,86.8329,48.0305,93.1046,62.7869,69.3692,88.1435,172.0052,7.4796,46.0801,55.0006,23.3687,45.7715,59.2147,59.4208,42.4325,44.4391,58.8144,44.8988,37.2353,44.7198,21.9535,67.3944,45.5456,53.3953,22.9451,170.673,77.7869,89.6367,55.3962,108.3438,45.7451,43.3939,215.0261,30.7778,36.5856,35.0949,115.6685,28.2426,55.6626,172.8511,65.5026,104.6531,76.5379,53.9464,59.3585,72.3054,49.8692,94.3969,74.9023,34.0167
21,34.5772,37.3624,50.2808,43.1768,91.4155,87.3847,48.2845,93.041,63.0187,69.8524,88.4929,172.2825,7.4809,46.1537,55.4835,23.914,46.019,59.442,59.3509,42.6899,44.9702,58.7165,45.2207,37.3709,45.0761,22.0352,68.0771,45.6874,53.6172,23.3593,171.2654,78.0397,89.336,55.1451,108.9731,45.6438,43.0367,216.961,30.7799,36.7661,35.4561,115.5246,28.1504,55.6855,171.4862,65.7458,107.9487,76.8491,53.8873,59.8297,73.3109,51.9769,94.3652,75.2629,34.1656
22,34.8233,37.7823,49.8288,42.7293,91.5443,88.236,48.5599,91.6655,63.4507,69.9307,89.2942,172.9708,7.4607,46.7387,55.8502,23.709,46.4154,60.2844,59.2792,42.8818,44.074,59.2193,45.5942,37.9205,44.9845,22.1008,68.2107,46.0374,53.7163,23.2871,172.7438,78.3453,89.6816,55.0613,109.5928,45.9912,43.5251,218.7768,30.5408,37.0818,35.7353,115.9979,28.2304,56.1864,171.6796,66.09,106.5126,77.0079,54.2927,60.2388,73.444,52.5853,94.4646,75.6552,33.9541
23,34.9045,37.6326,50.7201,42.7559,91.6165,89.6822,48.663,91.5465,63.9835,69.442,89.792,175.6237,7.5773,46.8559,56.391,23.3602,46.3934,61.1198,58.6757,42.7268,43.8853,59.3588,46.0989,38.0308,44.9832,22.3244,68.1634,45.7404,53.3319,23.4244,170.6655,78.4892,89.7446,55.1091,110.2287,46.0501,45.0815,217.6229,30.8825,37.1945,35.5149,117.1929,28.0195,56.3023,170.5734,66.4894,105.391,77.5838,54.7551,60.6057,73.4295,52.3463,94.2239,75.883,33.9231
24,34.8989,37.2213,51.2331,42.8382,91.4788,91.321,48.8073,91.3439,64.7439,69.5815,90.665,175.6496,7.5066,46.8013,56.6264,23.4573,46.4268,61.8438,58.5713,42.5199,43.8431,59.6549,45.8125,38.2667,45.1071,22.3004,68.4902,45.8172,53.0308,24.1352,170.4667,78.4917,89.4866,55.0898,110.6219,45.733,44.5914,217.7517,30.8921,37.2407,35.3767,116.9455,27.9974,56.0105,173.8942,66.5193,105.1025,77.5259,54.5659,61.1354,74.0442,52.7754,94.2378,76.0798,33.6779
25,35.0457,37.1399,51.2226,43.1936,91.7421,91.3849,49.2279,91.8768,64.9267,70.0368,92.0867,176.8877,7.5144,46.942,57.2729,22.6748,46.4786,62.0063,59.0597,42.4919,42.9743,58.6433,45.8646,38.5102,45.2126,22.3764,68.9105,46.2846,52.7017,24.9028,165.8412,78.8987,89.6485,55.0585,111.0875,45.9247,44.1107,219.429,30.8434,37.4025,35.2907,116.9145,28.0191,56.4594,172.3018,66.6814,104.8559,77.4975,54.533,61.4816,73.8986,52.676,94.4356,74.6553,34.7812
26,34.4093,38.0456,50.9897,42.9885,93.2045,91.4745,48.9787,91.7524,65.0334,69.3811,92.1972,176.5277,7.4181,46.704,56.5672,22.777,46.4227,62.357,59.1837,42.3593,41.5604,59.5507,45.3068,38.056,45.0365,22.4084,69.5845,46.2592,52.4951,24.7831,155.5219,78.9847,89.3368,54.8993,110.5399,45.6266,43.9794,218.7681,30.5908,37.1142,35.2322,116.326,27.9526,56.2268,171.8554,66.0417,104.0507,77.0006,54.6589,61.7655,73.2181,52.4079,94.6049,73.8802,33.6946
27,33.6155,38.2729,50.6196,42.4948,93.2529,90.4058,48.369,90.7476,64.5711,68.9933,91.8226,175.5006,7.345,46.1723,55.9179,22.7957,45.7135,62.1959,58.7065,41.8181,40.6715,59.2567,44.7414,37.7148,44.8569,22.0765,70.4948,45.7967,51.896,22.7599,160.0155,78.9368,88.5681,54.7366,109.8092,45.1666,43.7588,218.1488,30.5269,37.0704,34.9686,116.6381,28.0777,55.7287,170.1469,64.895,103.9934,76.6732,55.0805,61.8986,72.4822,51.4074,94.106,73.2585,32.8431
28,33.5206,38.1654,50.622,42.0257,92.642,89.9359,51.1271,91.746,64.506,69.0572,91.628,175.8006,7.3131,42.8488,55.6293,22.6433,45.3177,62.253,58.9282,41.7533,39.6284,59.0343,44.3832,38.2335,45.0857,21.8681,70.5,45.6189,51.2518,22.6588,159.6418,78.8411,88.3012,54.7477,106.3857,45.1594,43.7291,217.8492,30.6761,37.6444,34.9542,117.25,28.0379,56.264,175.1059,64.6855,104.0482,77.2341,55.1714,62.5168,72.1684,51.8735,93.8892,73.0774,32.6743
29,33.6934,38.9103,50.2709,42.6002,93.9744,89.8024,50.1952,94.204,64.2532,69.765,92.7095,177.6482,7.4287,42.1571,56.0869,22.736,45.6557,62.3752,59.4142,42.4414,40.1581,59.258,44.5527,38.5617,45.4691,22.2682,69.9844,45.8682,52.5757,22.8956,163.5638,79.4418,88.2582,55.2792,107.2223,45.5622,44.174,221.2382,30.7531,38.0784,35.0077,117.5152,28.2601,56.5834,175.8571,65.3429,105.2381,77.5819,55.1282,62.6185,72.3613,52.3445,94.584,73.4551,33.01
30,33.5283,38.6935,50.1809,42.077,92.6336,90.0925,49.9454,94.0336,63.7556,70.01,92.1969,177.1135,7.4005,42.0414,56.0396,22.5139,45.2742,61.8734,59.0225,41.8048,40.9165,58.5485,44.5397,38.5889,45.22,22.252,68.4141,45.7496,53.066,22.8909,165.2536,79.1278,88.011,55.1207,106.6918,45.8201,43.9454,220.0134,30.3228,37.714,34.4858,118.0946,28.1702,56.3231,172.2417,64.7282,104.5312,76.8847,55.0749,62.3318,72.3242,52.4308,93.4205,72.6718,33.5919
31,33.5429,38.7134,49.9029,41.1943,93.1559,90.2798,49.7862,95.9207,63.7789,70.7387,92.5264,178.2849,7.4227,41.9891,56.338,22.3892,46.3028,61.6094,58.9024,41.9063,41.0761,58.002,45.3514,39.3527,45.3813,22.2865,66.813,46.0425,53.0665,22.6096,162.7995,79.5821,88.1726,55.5137,107.5922,45.9236,43.9009,219.8046,29.8692,37.7126,34.0659,118.0791,28.3261,56.4698,171.7185,64.4478,104.0238,76.2858,54.5375,62.4928,72.2778,53.6766,92.9302,73.0798,33.1821
32,33.8218,39.2413,50.1371,41.1389,92.9274,90.9071,50.5605,96.9016,64.0529,70.8814,92.3783,177.0074,7.3391,42.0315,56.1182,22.4117,46.3492,61.8542,59.0181,41.7299,40.8249,57.8181,45.1885,39.6611,45.2685,22.475,66.6829,45.7634,52.9758,22.1728,162.818,79.7237,88.7344,55.5504,107.9791,45.8103,43.7221,214.1956,29.3654,37.6501,33.3157,117.9416,28.2212,56.5507,170.5999,64.494,104.233,75.165,54.8339,62.8907,71.8979,54.3299,92.551,73.0617,32.6573
33,34.1724,40.167,50.617,41.6397,91.7973,91.1723,50.7477,98.0504,64.7605,71.2416,93.3144,176.9025,7.3642,42.1079,56.2744,22.3189,46.5913,62.2504,59.0913,41.8709,40.9661,58.2872,45.625,39.9788,45.4932,22.5667,66.8296,45.9849,53.6467,22.0635,163.7305,80.4571,88.9855,56.2583,107.9579,46.331,44.2439,213.5212,29.095,37.5959,33.6008,117.8518,28.5083,57.0926,169.7318,64.7154,104.6385,74.9159,55.4754,63.5621,71.789,54.0975,93.2648,73.7386,32.3921
34,34.4959,40.006,50.7349,41.8639,92.3434,90.8907,50.6868,99.5319,65.2543,71.8001,94.5086,180.8217,7.5603,41.814,56.34,22.1629,46.2487,62.3995,59.0634,41.6847,40.9191,57.8725,47.123,40.3822,45.4471,22.3756,68.5877,46.4726,53.6446,22.3362,164.6235,81.1033,89.208,56.2468,107.7095,46.3729,44.0428,212.539,28.7289,37.4716,33.2162,117.1191,28.5683,56.5566,169.8509,64.6836,105.9066,74.882,56.6058,64.2741,71.526,54.2143,93.1128,73.7089,32.6576
35,35.0776,40.5025,50.9374,41.8765,91.8101,91.9516,51.2433,101.8176,65.9637,72.4266,95.3304,190.1033,7.7407,41.6711,57.8657,22.0224,47.1464,62.4013,59.1815,42.2893,41.0711,57.7431,48.9321,40.6902,46.1218,22.5236,68.9074,46.2426,54.0204,23.2485,163.9791,81.3956,89.8017,56.7565,107.7561,46.7466,44.1337,212.8914,28.7975,37.9225,33.3946,118.3151,28.8077,56.2419,175.6382,65.0736,107.5446,76.145,56.9782,63.9451,71.9302,55.0868,93.5409,74.7391,33.3059
36,35.1441,40.6669,51.736,41.1461,94.5427,92.3606,51.4747,102.5856,66.7172,72.3877,95.6015,193.4692,7.7703,41.788,58.5176,22.1237,46.9888,62.4412,59.4628,42.0435,41.1923,57.6345,48.2032,40.5774,45.9404,22.6948,74.0514,45.4769,54.0641,22.9242,162.5968,81.7801,90.3453,56.4885,107.8815,46.7141,44.1757,211.554,28.6682,37.7898,33.3062,118.6593,28.7523,56.2401,178.9781,65.1895,106.4751,75.5841,58.1483,64.6732,71.7382,54.2696,93.5116,74.8991,32.971
37,35.8843,40.8414,54.6795,40.8477,98.7439,96.5981,52.6576,105.5502,69.4769,72.2901,96.6026,196.6242,7.8937,42.0259,59.0093,22.4697,47.3991,65.433,63.4273,41.9224,41.522,58.2447,48.1944,40.0361,46.1437,22.6608,80.7205,45.6354,54.4843,23.1187,163.962,82.3978,92.5766,56.6252,108.655,47.2433,44.8749,211.6911,28.4144,37.8744,33.7098,120.1753,29.1966,57.0688,184.1037,65.5388,107.7302,77.4545,62.5486,64.9039,72.0151,54.5438,94.9783,75.5066,32.749
38,36.1259,40.597,54.7616,40.6275,98.1027,95.2927,51.9464,105.0133,68.6302,71.5221,96.641,196.2726,7.7603,42.3879,57.8825,22.0487,46.6529,64.2461,63.2274,40.9976,41.7036,58.1309,47.6997,38.1654,45.6404,22.0713,80.1157,44.7654,54.145,21.9464,165.6631,82.0237,92.7513,56.9254,107.982,47.0403,45.6697,208.2466,28.2953,37.0666,33.6052,118.7202,29.0275,57.0484,185.7553,65.1457,107.033,78.5377,62.0169,62.9992,71.4803,53.0666,94.4753,74.5479,32.5619
39,36.6125,41.5749,54.6359,41.216,98.217,95.5679,52.136,105.5404,68.5497,71.3028,96.659,196.2895,7.8469,42.5024,57.921,21.7511,46.1603,64.0281,62.7519,41.0878,41.3096,57.6062,47.8997,37.2017,45.6966,21.9093,79.8591,44.3975,54.7222,21.6899,165.2201,82.2853,93.3566,56.9582,107.8552,46.9609,45.3371,207.2615,28.5574,37.0254,33.6996,118.2203,29.2002,57.477,184.3884,65.735,107.3941,78.0442,61.9261,62.6938,71.4066,52.8228,94.3204,75.157,31.9987
40,36.3209,41.297,54.0313,41.5701,98.7646,96.6549,51.8829,103.9196,67.9564,70.4995,96.0775,192.9233,7.8586,42.3618,58.2349,21.2335,45.9883,64.1384,62.5627,40.5907,40.7956,56.6697,47.0273,37.6347,45.0469,21.6129,78.2148,44.7806,54.369,21.3403,162.953,81.8819,92.6755,56.3945,106.8814,46.309,45.0565,204.8067,28.5313,36.7988,33.3407,117.6874,29.0915,56.9617,183.0883,65.0114,106.6844,76.7508,62.097,62.3692,70.4531,52.8708,92.6445,73.8088,31.3368
41,36.3109,41.7293,53.9297,41.4984,97.7581,97.4693,52.3525,104.3174,67.434,70.1507,95.458,193.7324,7.7888,42.6266,58.0615,21.1529,46.324,64.4293,62.5156,40.9402,40.692,56.9297,47.148,37.543,45.477,21.4932,77.529,45.0117,54.824,21.3055,165.2659,80.8163,92.6079,56.4625,107.0113,46.2758,45.2296,206.0617,28.4128,37.0701,33.4097,117.8137,28.979,56.8573,186.7113,65.177,105.9006,77.9697,61.6377,62.3904,70.5904,52.2161,92.5643,73.9877,32.5849
42,36.6229,42.7965,55.3122,41.712,98.2314,97.8312,52.9064,104.4536,68.2838,70.593,96.0108,193.5238,7.8299,42.8527,58.3267,22.4136,46.5154,65.149,62.8999,41.1956,41.638,57.3742,48.4071,37.6055,45.4677,21.6677,78.0872,45.2484,55.3375,21.5246,165.1384,81.5072,93.059,56.8323,107.0384,46.7221,45.6006,207.9473,28.6008,36.7064,34.2914,118.4937,29.186,56.7808,191.2879,66.1488,106.6388,78.4984,62.24,62.2602,71.0215,52.5218,93.2586,75.1581,33.2601
43,36.9531,43.1889,55.9756,42.14,99.8942,97.3675,53.3791,107.0882,69.3226,71.4165,96.4131,197.3427,7.8189,43.0388,59.8549,22.7821,47.4279,65.1408,62.5821,41.7861,41.5664,58.0558,49.4064,36.5377,45.8488,21.9613,78.8211,45.2526,56.4352,21.9034,166.2162,81.9876,93.1337,57.509,107.5697,47.1871,46.565,212.1173,28.5568,36.7002,34.5348,119.2224,29.813,56.9357,197.6302,66.6172,107.715,80.9616,62.3539,61.0614,71.5611,54.6106,94.7688,75.7448,33.4134
44,37.3261,43.3027,56.3725,43.4896,100.2957,97.597,53.8536,108.3106,69.8293,71.8938,96.7723,199.7355,7.7938,43.4576,61.4345,23.5036,47.8215,65.6565,63.3633,42.2224,41.9445,57.772,51.3695,37.6804,46.1513,21.9716,78.812,45.6149,57.9116,22.3386,169.8239,82.5483,95.2736,57.988,108.8257,47.7522,47.2453,208.4361,28.9744,37.2354,34.9072,119.7044,30.4478,59.5021,206.5773,66.8547,109.2637,80.3097,62.7973,62.0909,72.2898,55.0364,95.715,76.8093,33.0633
45,37.0938,43.03,56.7033,44.3425,100.0773,97.4566,54.0747,110.7052,69.8069,71.6129,96.3108,206.4269,7.6808,43.2892,61.5925,23.866,47.5164,66.3303,63.3048,42.0434,42.1564,56.4951,51.8405,38.2652,45.9534,21.8553,77.6461,44.3981,57.7692,21.9386,170.2442,82.5793,93.8557,57.6334,108.4264,47.2268,47.0063,210.4466,28.7113,37.2836,34.8263,119.949,30.6386,59.1387,211.7265,66.3992,108.8671,79.7193,63.0301,62.7694,72.7596,55.3254,94.1671,75.4407,32.9512
46,36.5269,42.0822,55.9447,43.5368,97.853,96.7722,54.0722,109.5649,68.8795,70.9772,95.5754,202.3749,7.5789,43.2801,60.7075,23.2138,46.3622,66.108,62.8864,41.664,42.1182,55.8043,51.2952,37.0221,45.1614,21.5389,76.6166,44.0908,56.5921,21.3154,170.4359,82.3051,93.8647,56.9839,107.6165,46.6183,47.0018,201.8441,28.2166,37.0488,34.5,118.5438,30.6911,58.9003,210.8101,65.7347,107.1734,81.6366,62.0472,60.6714,69.4535,54.7222,92.6089,74.4361,32.6112
47,36.3187,41.9719,56.1032,43.2604,96.3043,96.4727,54.6566,110.1273,69.9114,70.5374,94.8457,200.7452,7.384,42.8959,60.9733,23.1613,46.7993,65.9835,62.9417,42.0047,42.1899,55.6505,51.7195,36.8888,45.3519,21.4534,76.2161,44.4237,57.1514,21.1972,169.7767,83.0644,93.2991,57.0813,107.3091,46.4046,46.831,202.2015,28.2182,37.0389,34.3776,117.6929,30.8234,58.3881,214.3715,64.7596,108.0088,81.1037,62.4474,60.1286,69.041,54.1917,91.7515,73.2597,32.9095
48,37.1614,41.9777,55.2912,42.2418,94.7239,97.3344,54.816,109.1518,69.2384,70.2336,94.5753,202.3708,7.2614,42.7033,60.5871,22.6985,46.1607,65.05,62.4863,41.5909,41.7614,55.4895,51.6366,37.3749,45.0127,20.9697,74.9421,44.3349,57.534,20.9368,168.7271,83.9422,93.784,57.2149,106.7478,46.3545,46.6725,202.3911,27.9386,36.832,34.0499,117.297,30.7671,57.9232,212.0056,64.4861,107.7826,81.1854,62.3669,60.1974,67.9187,53.7699,90.0739,73.1635,32.676
49,36.8752,42.3394,54.48,41.9141,92.745,97.151,55.5261,107.7119,67.3719,69.3458,93.6419,200.0656,7.1573,42.6372,59.7784,22.1253,45.7758,63.9191,61.0762,40.931,41.4859,55.4448,51.1627,37.0383,45.0096,21.1299,71.8383,44.59,56.5921,21.0286,164.8734,83.4835,93.1995,56.5241,105.8565,45.7852,46.6727,202.0559,27.8804,36.4983,33.5291,117.3896,30.6722,56.2756,207.8492,63.9275,106.484,80.5217,59.6068,60.1777,66.9128,73.744,88.5504,72.9363,32.7887
