,ABT,ABBV,AET,A,ALXN,AGN,ABC,AMGN,ANTM,BAX,BDX,BIIB,BSX,CAH,CELG,CNC,CERN,CI,DVA,XRAY,EW,ESRX,GILD,HCA,HSIC,HOLX,HUM,IDXX,ILMN,INCY,ISRG,JNJ,LH,LLY,MCK,MDT,MRK,MTD,MYL,PDCO,PKI,PRGO,PFE,DGX,REGN,SYK,COO,TMO,UNH,UHS,VAR,VRTX,WAT,ZBH,ZTS
622,50.8862,70.6379,111.0913,40.1677,202.246,333.9501,107.6836,171.6839,153.1898,38.0026,148.8623,315.5363,17.2966,83.1587,134.8059,69.0296,68.3602,145.6873,78.6521,52.2123,76.9304,91.5733,112.1237,91.8924,74.1891,37.4907,183.4909,65.6941,217.4312,104.8158,180.1432,98.9083,120.3222,85.313,225.7785,77.0453,57.0989,334.1248,55.3513,48.4827,50.7086,190.5537,35.1373,71.4425,552.982,101.0929,174.0879,138.3644,120.1988,140.475,88.8564,126.0207,130.899,106.0203,48.6712
623,51.0319,71.1506,112.192,40.4425,201.1511,338.1814,107.7993,171.3626,154.666,38.5023,151.2916,313.8317,17.3639,83.9397,133.4105,69.1739,72.0709,145.8498,79.1015,53.5443,76.4795,91.9519,117.2256,93.5888,73.3858,37.8692,183.6605,66.1293,216.3996,103.2226,179.9849,99.734,125.6203,85.1499,226.1327,77.4998,58.4667,337.0439,56.9982,48.8634,50.7576,192.8675,35.7917,73.3035,545.5189,101.8214,176.1247,139.1773,121.3935,142.0453,90.4044,126.7205,133.3448,106.9783,48.4046
624,50.7873,70.1244,113.6133,40.7242,196.2508,330.8937,105.3358,170.9097,154.3326,39.4522,151.9106,316.4273,17.2569,82.292,130.988,69.328,72.1408,144.6778,78.6294,55.5803,76.662,90.4842,117.0922,92.7397,73.202,41.5103,184.091,71.1809,217.6032,101.587,179.7364,99.7021,125.6595,84.3074,218.4837,78.1108,58.5903,340.0082,56.7839,49.5585,51.0302,192.2194,35.6966,73.4209,544.376,101.8046,176.3113,138.7357,120.3146,141.6593,85.7259,130.8469,132.549,105.1031,48.4865
625,50.8019,70.0346,113.4739,40.9532,197.7006,330.3863,105.317,178.5287,154.5486,39.93,152.2642,318.644,17.3708,84.5819,131.7034,70.6154,71.8012,144.352,79.1781,56.808,76.5168,90.0827,117.9692,93.2381,73.8318,41.5126,182.7866,72.9103,219.4659,104.341,178.3814,100.1888,127.1488,84.7063,219.3211,78.4828,58.9947,333.7899,55.8803,50.1617,52.8005,191.9833,36.1627,73.9425,554.3115,102.2415,177.2694,139.6553,121.7429,146.3709,86.1848,134.7083,133.623,104.1746,49.0403
626,50.442,69.7952,113.5852,40.9081,195.7314,333.9048,105.836,175.3073,153.583,39.6135,151.8896,322.6621,17.1266,85.507,130.9253,70.9542,70.7536,143.6371,79.4218,55.8783,75.4513,89.2403,119.2307,93.1297,73.3423,41.6427,182.5898,73.6369,216.6311,104.3695,175.1966,99.7508,127.6835,84.1256,222.3455,77.9243,58.9175,334.0342,55.5005,49.9849,52.5767,192.425,36.0947,74.0654,552.4392,101.4671,176.9995,138.4743,121.0389,146.0279,85.5772,137.1999,133.4112,104.2147,48.4868
627,50.5386,70.0589,114.2937,40.8414,197.1205,333.6027,106.3658,174.7951,152.5362,40.4817,152.353,330.3965,17.1321,86.0585,131.0843,70.5902,70.6079,143.6132,80.23,55.9793,74.9685,89.0472,119.2021,93.9975,73.3122,41.5646,182.4078,73.7399,214.6735,108.7188,175.3689,100.0566,127.1436,84.1654,222.8919,77.8394,58.7545,331.2346,54.4523,49.9219,52.9757,189.8528,36.0529,74.5835,589.4746,101.7262,176.5571,138.1464,120.8466,146.5841,86.2346,140.1401,134.2312,103.866,48.8889
628,50.6069,70.4012,117.3346,40.8092,198.4254,335.3693,107.1061,176.5131,154.0092,41.6312,153.2712,336.1704,17.5313,86.1475,132.9306,71.747,65.8813,146.4896,80.2924,56.3696,75.0338,90.6593,119.2226,90.9651,73.5811,42.1145,184.8493,74.676,216.8857,111.6588,177.2746,100.5967,126.9969,84.6718,223.428,78.6346,59.0682,332.9465,54.5555,50.0164,53.0699,190.5258,35.9547,74.4746,590.9972,102.8596,178.4496,138.7242,123.502,144.1068,87.4535,141.4049,135.529,103.8208,48.8292
629,50.4569,69.4882,116.8546,40.2722,191.5085,326.4215,105.5644,170.8574,153.2689,42.0526,150.6172,320.9852,17.4497,85.2799,129.1048,70.844,65.9163,146.7522,80.9873,55.8536,73.1704,89.4637,116.3045,91.5555,72.6253,40.8984,185.7279,75.994,210.5445,107.0912,175.7037,99.4741,125.6697,83.1907,219.803,77.6589,58.5712,328.7543,54.5012,49.7747,51.9575,185.2233,35.3025,73.9777,584.1626,101.5863,174.8421,137.1542,122.5979,142.4843,86.7047,139.626,132.095,102.2097,48.7176
630,49.7419,68.2953,115.9042,39.9089,187.9219,318.0441,103.6121,169.9391,152.3811,41.8241,148.2712,308.8271,17.2113,84.5842,127.0331,70.7482,64.0232,145.6316,80.7638,55.7458,71.691,87.9726,114.0395,91.4348,72.1667,40.309,183.6482,75.5453,208.9051,102.7961,176.2818,98.5911,124.2772,81.5873,215.2087,77.2432,57.932,326.7568,55.784,49.6288,50.9683,187.6201,35.0687,72.1267,579.2023,100.5957,173.3511,135.3626,121.34,142.2413,86.0278,137.0333,131.1466,101.2598,47.9403
631,50.7799,69.1057,116.9877,40.4002,191.1821,321.4393,105.0584,171.6442,152.6963,42.0949,150.1724,315.4145,17.3255,85.9502,131.0925,71.5929,63.3199,145.8725,81.2375,56.195,72.5369,89.0101,116.4218,91.7369,72.9127,41.5543,185.557,77.5817,210.714,104.7834,177.232,99.7251,125.2201,83.3021,217.551,77.7765,58.43,333.768,57.3554,50.1478,51.5878,193.0566,35.344,73.5985,585.4187,102.0816,175.4083,137.0277,122.583,143.6137,87.0527,140.3631,133.7138,103.041,48.4667
632,50.2556,68.394,118.2993,39.5149,186.7331,318.3381,104.2468,168.4512,152.2626,41.7181,148.3144,315.2935,17.1866,85.6445,130.361,71.1682,62.4929,144.6259,80.7994,55.731,71.8334,89.3117,115.5409,89.9894,72.507,41.2425,185.6948,77.19,209.4041,103.9721,176.517,98.991,124.2343,83.4443,215.1711,77.2588,57.7863,326.9917,56.9519,49.8071,50.7288,191.5605,35.1025,72.4623,570.9806,101.4538,173.6035,134.7729,122.1866,141.1386,86.1861,135.9352,132.2952,103.6614,48.1463
633,49.7273,68.1874,116.6766,38.7432,187.5963,312.6365,103.724,168.565,149.6818,40.7977,146.9096,314.4299,17.1085,84.7149,129.7498,69.0958,62.7858,142.3938,79.706,56.663,71.6738,88.8597,115.1643,89.6463,71.9352,41.4272,185.158,76.6252,205.3229,104.094,175.9874,98.1622,123.4025,82.8788,214.0545,76.8185,57.8019,319.1183,55.1657,49.2365,49.8824,187.9143,35.0606,71.9496,568.2304,102.394,173.0337,132.9886,120.5271,140.7164,86.3347,135.9171,128.9994,103.0021,47.5612
634,49.88,68.7146,118.1733,38.6287,189.9388,317.0608,104.2809,169.4923,149.58,40.8903,147.6733,316.4364,17.2867,84.5697,131.1861,70.0304,63.0866,143.8227,79.6918,57.1159,72.2105,88.8957,115.9552,90.9819,72.4791,41.9738,186.2652,77.2445,208.6758,108.4238,176.3435,98.5618,123.9768,83.2899,214.8462,77.4683,59.0502,321.9894,54.6896,49.5706,50.3063,191.221,35.324,72.3574,579.7387,103.1347,173.7277,134.0374,120.7723,142.4016,87.0831,138.3697,128.9707,104.3102,47.9281
635,50.1475,68.7944,119.6817,38.5467,185.9551,313.8232,103.9061,167.7878,149.4502,40.8622,148.0856,312.0699,17.3754,84.1617,128.9984,69.491,63.8327,143.9917,80.0436,56.7966,71.7268,88.3265,115.2201,91.4433,72.3815,42.2502,186.5504,77.3781,208.122,105.6827,176.3715,98.4927,123.9224,83.513,214.839,77.5186,59.2444,320.9439,54.3508,49.5368,50.4368,193.278,35.2989,72.529,575.2634,103.4704,172.8115,134.6326,120.8431,142.9974,86.8929,136.0821,128.832,105.3739,47.3617
636,50.2255,69.3839,122.3926,38.7073,189.453,318.2581,104.1595,168.9732,151.1763,40.7336,148.0273,315.1266,17.4725,83.9351,130.3782,71.0973,64.4919,145.9423,80.1048,56.7477,72.0134,88.9139,116.2377,90.9491,72.6452,42.7596,189.3659,78.343,208.0472,111.2755,176.9529,99.3965,124.5237,83.4502,215.1172,78.3692,59.3886,325.7209,55.1064,49.8553,50.3284,196.7094,35.371,73.244,575.6913,103.9232,173.3798,135.7738,123.0172,144.7177,87.1554,138.6405,128.8996,105.8919,48.1572
637,50.4518,69.0724,124.2493,39.4775,188.3449,321.4353,105.0538,168.2654,153.4962,40.6737,147.3478,313.279,17.569,84.6896,130.5726,72.7687,65.2056,148.4027,80.1388,57.2545,72.9828,90.1252,117.0526,90.7742,73.6895,42.5134,191.3241,78.8187,207.0428,114.8833,176.9179,99.3353,125.6396,83.4903,214.987,78.2505,59.7173,325.0608,55.7191,51.8636,50.5041,196.0361,35.4682,73.5138,573.5816,104.2478,174.9382,135.582,125.5483,145.2103,87.5596,139.8392,128.8776,105.9336,47.9394
638,49.768,68.5688,121.9795,38.5162,184.814,318.0171,105.8342,166.0555,151.7644,40.205,146.2682,314.8305,17.3884,85.0746,128.67,71.1338,65.2553,148.7574,79.8321,56.677,72.553,89.6251,116.2365,89.7828,73.2465,42.1486,189.4756,78.0944,206.0581,112.442,175.2441,99.247,124.9986,83.7109,214.9888,77.4756,59.6282,321.2179,55.1009,51.2766,49.8661,195.4491,35.2191,73.4322,568.03,104.2567,171.3914,134.0132,123.4965,145.6211,86.7379,140.2974,128.3626,105.8459,47.7321
639,48.8897,67.857,119.7918,37.8092,181.471,312.6959,104.0813,163.0247,149.5013,39.7872,144.5896,312.2424,16.9912,83.0429,126.368,67.9585,63.6726,146.7331,79.1612,55.7286,71.9624,88.7163,113.8357,87.8387,71.8773,41.2683,187.2819,76.5808,201.9923,109.7969,172.8315,99.3489,123.2979,87.8385,211.7112,76.6325,57.4113,314.2556,53.7397,50.466,49.3,193.624,34.7665,71.399,553.8012,103.0628,167.8231,132.8919,120.8532,142.7133,85.5535,136.667,126.6664,105.2298,46.8015
640,47.6323,66.3266,116.6088,36.5603,176.6941,300.5431,102.2693,158.4456,146.6248,38.5636,142.6536,302.331,16.4971,81.338,121.5465,64.8923,62.2576,143.6622,76.6021,54.1238,70.468,85.8853,107.96,85.8765,69.6868,40.0555,183.0943,74.7879,200.1525,105.8244,169.0555,96.7593,120.7212,85.498,205.173,74.9925,56.4384,305.6207,51.9736,49.5679,48.1998,187.4417,33.9311,70.5663,538.8393,100.212,163.344,129.4526,117.0073,140.6358,83.8105,128.5401,123.7382,104.8783,45.4527
641,44.1184,62.9749,110.7288,35.0525,167.7553,295.4288,99.0285,149.4144,140.8757,36.9763,138.5244,284.9065,15.8181,78.991,114.1299,61.5055,60.7897,137.0782,74.3003,51.9085,67.2965,81.5867,101.777,83.9089,66.7507,38.2596,176.5672,71.8507,192.175,98.5835,164.1154,92.0199,116.5171,81.1395,196.5571,70.3928,53.6189,292.4313,49.5638,48.09,46.2717,179.2089,32.1838,68.0247,510.1683,95.6335,157.9964,122.9808,110.5395,133.9968,79.5684,122.5145,118.8129,99.9758,43.393
642,44.0502,62.7165,113.4842,35.2669,170.4652,299.7881,98.8924,151.0485,140.9784,37.3053,139.3176,291.364,16.1351,80.9102,116.8557,61.79,61.3748,136.6971,75.1306,51.8831,68.9791,83.0791,105.6516,84.7541,67.4293,38.6802,178.5186,71.138,195.3943,102.4349,167.9746,93.4738,116.0994,80.0308,195.6005,71.5066,52.8523,291.7025,50.7904,48.0255,46.4877,181.2412,32.2422,66.7201,517.2736,97.1442,159.6739,122.8764,112.7191,134.5725,78.7179,124.5406,118.707,99.9198,43.8701
643,43.1757,62.0385,114.129,35.1719,170.0434,300.4148,99.1352,150.8171,140.4392,37.3697,138.7503,290.9159,16.0318,81.7746,116.3688,61.8563,60.8435,136.4513,75.2327,52.1164,68.8841,82.9563,105.1274,85.6134,67.7144,38.3287,179.1735,70.973,192.0682,104.9926,167.8959,93.475,116.5441,79.4685,193.3499,71.4602,53.5852,296.0535,50.1281,48.2167,47.3112,180.4645,31.9805,66.8922,521.0183,97.4803,160.0404,123.2937,112.4289,134.8243,78.8714,125.5927,120.6835,99.5665,43.3197
644,45.2832,63.7301,116.7016,36.3401,177.4429,311.5286,100.7807,154.763,141.7859,38.3452,141.8793,304.4198,16.9136,83.8621,121.7858,63.1329,61.6551,138.2939,76.5013,53.0099,72.325,84.8282,108.0286,88.5602,69.0004,39.1185,183.3014,72.7991,200.43,112.4741,171.2281,95.6925,119.3754,82.9819,198.5671,73.2195,54.7086,303.6343,51.7737,46.0941,49.0581,186.8894,33.1652,68.8509,535.3979,100.4147,163.8908,127.114,116.6544,140.1855,81.1548,132.7893,124.8658,102.5934,45.5173
645,45.7311,63.9759,116.8249,36.4263,177.8561,308.2939,100.8017,155.7177,140.0968,38.6769,142.3939,302.6549,16.9659,83.2606,123.3704,62.2865,62.632,137.2127,76.1356,53.1143,72.04,84.488,107.7169,88.6033,69.3188,39.5652,183.9768,72.8948,201.0107,118.2472,171.1919,95.0898,119.4358,83.3597,199.6328,73.3359,55.1656,302.1603,50.4216,45.9716,49.255,185.6786,32.725,68.7342,535.3305,99.8048,164.0536,126.4868,116.8338,139.79,82.1306,133.2945,124.6671,103.7318,45.4903
646,45.606,62.7425,115.7388,36.2835,174.0982,305.2953,100.2736,153.0633,142.0267,38.5942,141.7378,300.0561,16.8489,82.6579,119.5738,62.4348,62.1577,140.8209,75.9927,52.603,71.0849,83.7706,106.0409,87.1288,68.6305,39.0473,183.9711,71.9037,199.5163,118.4019,171.212,94.2605,118.4092,82.7878,198.7449,72.7767,54.0605,297.3518,50.2098,45.9005,48.772,183.5801,32.2566,68.2328,520.5565,99.0843,163.3223,125.9001,116.2418,138.1547,81.653,129.7286,122.0702,103.8789,45.0435
647,43.8111,60.7882,112.2601,34.9861,172.0336,297.3652,99.6697,148.6811,138.1036,37.3514,136.1853,296.1965,16.1794,80.4163,116.454,59.5052,60.224,139.0788,74.4048,50.8798,68.0309,82.1685,102.5137,84.6288,66.7131,37.5629,179.8748,70.6233,195.2372,116.3475,168.242,92.0518,115.8045,80.1961,196.4956,69.8411,52.6254,288.6326,48.689,44.8463,46.9462,180.0167,31.5358,65.9607,501.2801,95.9779,159.5861,122.5166,112.9034,132.7393,79.2885,124.9648,118.8624,101.0217,44.1784
648,43.9451,60.7881,112.515,35.2538,174.0521,296.8054,99.886,149.833,139.353,37.2036,135.6587,300.9128,16.3419,81.1834,117.7911,59.7319,60.7036,138.7023,74.5704,51.4826,68.7881,82.8294,102.7981,84.596,67.1789,37.531,180.3814,72.0689,195.828,119.8496,169.0005,93.1428,115.5677,81.1222,196.9899,70.9091,52.7425,294.0735,48.3246,44.6074,47.0985,179.5146,31.704,66.1344,509.2705,96.2454,161.3004,121.6698,113.4299,134.6067,79.9281,126.6837,120.9826,101.014,44.6377
649,44.3213,61.8282,115.5482,35.7733,176.1471,301.5415,100.4333,150.8337,143.0372,37.2464,136.9773,305.1053,16.5665,81.5814,118.9373,60.3923,61.0365,141.8562,75.4361,51.7167,69.4484,84.1867,102.9336,86.7649,67.7927,38.4497,182.8725,73.063,196.54,118.7665,171.8483,92.9975,118.1944,82.1894,196.2356,70.9394,53.0882,297.4125,48.0271,44.9071,48.0193,179.1562,32.0744,67.3099,513.6503,97.1359,162.3681,123.015,114.6144,136.1092,81.0942,128.1836,123.3431,102.5867,44.747
650,43.1567,59.7345,113.5964,35.1731,172.4314,294.4315,99.1288,147.068,141.4548,36.2049,134.5833,300.7963,16.2248,80.3924,117.1736,60.0172,59.9094,139.4611,74.6553,51.2122,67.9904,83.1124,102.0328,85.3085,66.7363,38.4531,181.3589,72.3398,193.1402,115.3405,169.5501,91.2603,116.425,80.3866,192.271,68.678,51.6473,291.1775,47.9061,44.6078,47.3841,178.6523,31.3978,65.2568,501.608,95.2709,152.3376,121.1043,112.1782,134.7119,79.3616,126.384,120.2206,100.5586,44.0364
651,43.8184,60.374,117.1744,35.941,175.226,298.4512,100.6141,153.0061,145.0329,36.4824,136.9359,306.4561,16.7908,81.7979,121.1671,61.3975,62.3803,140.4128,75.2925,52.2102,69.4215,84.1371,103.9448,87.0686,67.9509,39.4064,184.6328,74.3928,197.0177,118.7016,172.9984,93.3952,118.0818,82.2062,194.8551,70.1156,52.6012,297.784,48.5417,45.5658,47.9622,180.7819,32.1883,66.0686,530.8552,97.8351,148.9376,122.9457,114.9163,137.2368,80.2865,130.9718,122.8962,102.1927,44.3942
652,43.6989,60.089,118.092,35.8815,173.753,298.5241,101.6927,152.792,146.344,36.6465,137.6105,309.1073,16.7989,81.7826,122.5274,61.9926,62.0638,140.6318,75.2486,52.2338,69.3616,84.2615,105.1107,86.9613,67.7287,39.2663,186.3076,74.9213,197.6213,120.593,171.551,93.2603,118.6858,81.9915,195.6738,70.457,52.3656,299.9218,48.3605,45.6117,47.6791,179.4009,32.3102,66.1259,533.0692,98.1698,150.2297,122.6705,115.869,136.2411,80.0954,131.2924,122.66,102.1587,44.4306
653,43.0558,59.523,116.8748,35.7825,171.0888,295.521,101.9789,152.6964,144.8067,36.0401,135.5183,311.4855,16.7747,82.6419,122.5702,62.3221,61.7564,138.2851,74.5584,52.1545,69.1372,83.9056,106.8971,85.4501,67.463,39.3871,184.9856,75.2366,198.7623,124.1818,170.812,92.5594,117.4057,81.1279,193.887,70.0828,52.6949,291.9737,47.7822,45.4637,47.4206,177.9602,32.4933,65.5888,531.4792,98.2653,149.1213,121.8674,116.7088,134.9065,79.5478,131.7451,122.8876,100.2942,44.3838
654,43.2267,59.3584,117.1914,35.7786,171.2822,293.0164,103.5715,152.3318,146.0457,36.0164,135.7288,312.4496,16.842,84.2596,122.981,62.9246,62.2409,139.0612,74.6322,52.4429,69.3101,84.2993,108.5729,84.8268,67.4163,39.9117,186.4114,75.8288,204.7349,129.084,171.2432,92.499,117.4217,81.2612,196.5223,69.7105,51.9577,297.6502,48.1666,45.5848,47.7149,178.5205,32.7571,65.3844,529.8947,99.262,149.4645,122.1921,117.9489,132.8062,79.3975,132.4417,124.0613,100.097,44.7448
655,43.1488,58.8253,116.7472,35.5411,167.7215,294.7889,104.4718,151.0258,146.1659,35.9062,135.9159,314.9246,16.7376,84.3122,122.0415,63.2212,61.8989,139.2623,74.8192,53.5155,69.3705,84.0659,109.1374,85.1345,67.6624,40.2672,186.7374,75.3082,204.5896,127.6602,170.2387,93.3763,118.1776,81.7783,196.356,68.7974,52.3627,296.4271,48.7318,45.5615,47.6681,180.2198,32.7394,65.9877,529.5289,98.7864,148.3511,122.1174,117.749,134.9219,78.9719,134.4627,124.0358,98.9947,44.4595
656,43.5764,58.9903,116.935,36.0068,169.0896,302.1331,105.247,151.761,147.2397,36.1978,136.8781,318.9634,16.991,84.8231,123.98,63.1376,62.6816,140.1339,75.1232,54.2153,69.8065,84.9219,110.8603,85.4208,67.8662,40.9439,187.8768,76.3234,206.2941,131.0389,170.7744,94.0946,119.4934,83.0439,199.6481,69.4128,53.4539,296.8067,49.5792,45.9791,48.2369,183.4624,33.1089,66.5496,538.7546,99.598,148.1956,124.4658,119.3659,134.986,78.8276,134.9748,124.5595,99.9093,44.8666
657,43.8269,59.3274,117.0966,36.5729,167.0257,302.8384,105.8494,150.3769,150.7126,36.1912,138.5053,317.9342,17.0771,85.25,123.4452,63.6073,63.3454,142.0224,75.8307,52.9963,70.232,84.4449,110.5583,84.9994,68.1311,41.3229,187.7609,76.8004,205.0157,130.0861,171.2392,94.4536,120.0332,83.8677,203.2167,70.0816,53.6637,299.7247,48.969,44.8048,48.6252,181.6463,33.0434,67.6853,539.311,100.3555,149.5092,125.8391,120.6301,136.1738,78.7449,133.447,124.0677,100.4526,44.362
658,44.3688,59.9793,117.8924,36.54,167.5188,300.8238,106.8881,153.4514,150.2283,36.4099,139.5988,325.245,17.2348,85.1131,125.0946,64.0201,64.4691,143.0906,75.9036,53.5695,70.7731,84.9103,111.2393,85.7415,69.0178,42.026,188.6146,78.0243,209.6832,130.5275,173.438,94.9829,120.5265,89.3083,204.5375,70.8387,53.7422,302.5756,49.4671,45.0811,49.0374,181.9102,33.4624,68.2385,548.4006,100.8964,150.2668,128.2906,123.2232,138.981,78.8676,134.7326,124.5214,101.0004,45.849
659,43.547,60.8998,116.6869,35.808,166.6459,295.2413,106.1569,151.4639,147.6075,36.1401,138.5207,317.0291,16.8808,83.7737,123.3847,62.6196,63.6758,141.7963,75.1802,53.2154,71.1601,83.8609,109.2284,83.0936,68.6725,41.7624,187.7958,76.7866,208.7277,126.853,171.1731,93.964,119.5186,89.5767,204.3333,70.3109,52.5049,295.5093,49.3529,44.9318,47.7205,179.2674,33.0423,67.1857,549.8898,99.4289,152.6628,126.3092,122.7505,137.7774,77.7175,127.0114,122.7694,99.4349,45.173
660,43.3417,60.2773,118.2207,35.7313,161.8653,289.5544,105.583,148.4526,148.2995,36.1662,139.3583,301.6972,16.7577,83.4736,119.6037,62.4154,63.4836,141.9154,75.9448,53.1504,71.1738,83.8627,106.3001,82.4196,68.6729,41.7511,188.6644,76.9205,202.1667,119.8018,168.6468,93.2687,118.9313,88.2994,202.8047,70.5619,51.2669,293.9803,48.3517,45.2524,47.0344,175.3569,32.6029,67.3173,535.1252,99.7842,155.8397,126.1453,123.1822,138.1775,78.5322,120.4306,121.683,98.6691,44.6848
661,42.295,57.4643,117.9928,35.084,157.8728,286.9207,103.2303,144.6622,148.5929,35.1858,137.8057,294.3709,16.5322,81.0858,116.416,61.8848,62.5755,140.8701,75.4878,52.2059,70.497,82.4355,104.9594,82.4979,67.5348,41.1972,188.1661,75.9383,192.46,116.3331,164.4964,92.7197,117.1432,87.2284,197.7642,69.8313,50.6095,286.7814,46.2507,44.8967,46.2429,171.2004,32.0835,66.0995,525.8926,98.3053,153.1959,124.8794,122.889,138.4028,77.119,113.7792,119.3541,97.3725,44.0801
662,42.2956,57.6512,118.4248,35.0263,158.1683,288.6861,102.8135,145.8551,148.9568,35.7152,138.936,299.7248,16.71,81.9644,117.5274,62.7462,63.0952,142.3185,75.6114,52.7808,70.9481,83.4039,105.537,83.7957,67.598,41.1858,188.6152,76.6657,191.8086,117.2001,164.0011,93.0394,116.9206,87.0583,198.2516,69.5008,51.0081,283.0527,45.9786,45.0848,46.5646,171.6394,32.5981,66.1539,535.3426,98.4306,155.4991,124.8621,123.08,139.202,77.0425,111.6797,120.2563,97.3218,44.2826
663,41.7666,56.4476,116.0546,34.4403,156.2555,285.0647,101.6533,143.2613,146.5189,35.171,138.4789,291.9498,16.7353,81.1128,113.9359,61.103,62.2556,140.509,74.3086,52.4394,70.104,82.4732,102.792,82.1528,66.8807,40.6294,186.1275,75.9188,187.2176,111.8337,163.2579,92.3446,115.1803,85.5773,195.8685,68.292,50.525,278.5971,44.9537,44.8972,45.8473,168.1742,32.5133,65.2879,523.0447,97.9323,153.9982,123.4423,120.7738,134.6621,75.4625,110.8009,118.3906,95.7512,43.5405
664,41.297,56.1282,112.8305,34.494,152.4672,284.264,100.4493,140.6321,143.2348,34.8084,138.1515,287.6581,16.5706,80.3094,110.4065,59.9855,61.4958,138.1962,73.0317,52.453,69.8204,81.3574,101.1814,80.6586,66.2166,40.3361,182.9288,75.4281,177.5829,108.1326,161.0498,91.7485,113.6068,84.5255,194.4501,67.1105,49.9838,281.7734,43.97,44.7423,45.91,162.6348,32.2035,65.3414,499.3038,97.9198,150.8623,123.7755,117.6888,131.7935,75.7372,105.258,118.1765,95.0357,42.7848
665,39.5096,53.4816,106.6629,33.5984,145.4289,260.0944,97.1037,133.4284,137.1063,33.0404,130.8431,274.4995,15.9836,77.4327,105.939,53.5882,58.6396,134.1383,70.8419,50.9863,67.4978,79.8931,96.2391,74.7296,64.3751,37.9735,175.483,72.7069,167.5233,96.319,155.7222,91.0578,108.2203,80.6263,186.3099,64.7927,48.5915,277.8245,40.7568,43.0983,44.5753,152.6327,31.0572,61.0968,459.1398,92.9575,144.3572,118.5412,113.1347,124.6264,72.1324,100.4438,114.9959,92.0921,40.4327
666,39.6039,53.0838,105.8428,33.6865,148.4405,253.1337,95.2806,134.835,137.8206,32.7998,130.4951,280.8466,15.972,77.0523,106.0056,52.8124,59.5986,132.6786,71.0546,50.6061,68.3412,80.831,96.2352,73.6041,64.7417,37.9647,175.7845,72.0684,171.0711,99.5412,153.1037,92.964,107.6106,80.5975,185.1513,66.7288,48.654,281.5321,40.2635,42.9596,45.0448,154.7865,31.0207,60.8605,457.0656,93.1714,145.2816,119.845,113.7827,121.7381,73.1489,101.3705,117.2725,93.6536,39.8213
667,40.024,53.9862,109.109,34.1497,154.5135,266.6832,94.99,137.7298,139.8647,32.8142,132.5182,288.8838,16.3012,76.8203,107.778,54.3458,60.0965,134.7564,72.1672,50.6332,70.3843,80.8945,98.2288,77.0427,66.2288,38.7672,177.8249,73.9182,174.8587,108.2691,153.2036,93.3904,108.2445,82.902,184.6683,66.8338,49.2779,285.3034,40.0567,43.1395,45.7915,155.7767,31.3224,61.2734,464.6812,93.8257,148.301,121.7563,115.8622,124.2855,73.8637,103.6161,117.8459,93.7488,40.9526
668,40.5061,54.7135,109.3131,33.7538,156.4908,276.9208,94.0779,138.5474,138.5318,32.631,131.433,286.9624,16.5596,76.6425,110.7667,53.7043,59.5513,134.9073,71.9307,50.1759,72.8753,80.4633,97.5008,76.7747,66.6835,38.7311,179.4696,73.2635,159.8318,113.9119,151.2053,92.6781,109.4223,84.4625,184.8573,67.5223,49.0968,284.2315,40.7576,43.0508,45.3859,155.6842,31.5517,61.4367,464.2748,94.4104,145.8001,121.87,115.9409,126.0198,73.5561,105.3305,116.6978,93.5614,40.9079
669,40.9255,55.0627,111.1735,34.1208,163.4636,283.1582,93.422,140.2875,139.8747,33.1433,133.774,286.786,16.6719,77.365,114.2418,54.4108,60.2714,136.3353,72.1531,50.4588,76.1539,81.4371,96.6105,76.3863,67.8146,38.8701,180.9923,74.5261,158.8562,125.4925,152.7508,93.2014,110.9139,86.49,184.7839,70.235,49.4666,285.9654,42.8134,43.5004,45.8261,157.993,32.5986,61.8727,469.4453,95.5244,146.8242,123.0003,117.2284,125.4513,74.5177,112.3573,117.8843,93.8856,42.0824
670,41.3579,56.3599,113.143,35.2057,163.7651,278.7872,94.8819,143.3605,142.9003,33.3382,136.7177,286.47,17.1246,79.1011,116.5032,55.7379,61.8675,139.6275,73.2415,52.139,75.2449,81.7173,99.187,79.1956,69.0873,38.8756,183.4263,75.1489,163.1507,121.7583,156.3884,94.542,113.0664,86.5968,188.7962,70.7506,51.0566,289.8538,43.6445,44.5901,46.742,161.6734,33.3577,63.4936,474.6086,96.7666,148.4206,126.277,119.326,130.0332,75.9825,114.5671,119.5875,95.6071,42.7519
671,40.081,55.2092,109.1606,34.856,158.9431,270.3811,93.4247,140.8814,139.6534,32.6102,134.7254,275.7325,16.7676,78.4908,111.701,53.1083,61.6098,136.8612,72.4127,52.3854,72.88,81.1495,96.8716,77.3752,68.2061,37.5877,179.7808,71.9715,139.4335,111.7873,153.3619,93.4883,110.6103,84.0647,184.9013,69.8832,50.0615,283.447,43.2135,44.2769,46.604,159.9968,32.9515,61.8571,459.4667,95.0621,145.33,124.0885,116.2073,128.3949,75.5874,107.9857,116.9709,94.238,41.7875
