,AMG,AFL,ALL,AXP,AIG,AMP,AON,AJG,AIZ,BAC,BBT,BRK.B,BLK,HRB,COF,CBOE,SCHW,CB,CINF,C,CME,CMA,DFS,ETFC,FITB,BEN,GS,HIG,HBAN,IVZ,JPM,KEY,LUK,LNC,L,MTB,MMC,MET,MCO,MS,NDAQ,NTRS,PBCT,PNC,PFG,PGR,PRU,RF,SPGI,STT,STI,TROW,BK,TRV,TMK,USB,UNM,WFC,XL,ZION
0,144.7572,50.9353,44.1959,60.4022,38.6667,66.3073,55.5252,37.9967,38.6793,11.8776,30.8146,,238.0898,23.7792,57.4901,34.1801,16.7049,85.27,43.799,42.819,56.8377,35.005,39.3284,10.8975,16.5293,46.7126,150.2533,24.401,7.1083,27.3962,48.5705,9.481,26.1234,29.377,43.6388,103.8562,36.6564,37.3638,47.012,23.3675,28.8534,51.9906,12.5353,63.289,30.5465,23.1269,58.4326,7.9303,44.7214,56.2987,28.6686,72.8164,27.4942,78.5079,37.0597,33.3857,23.8418,34.8659,27.6417,24.0431
1,145.1308,50.2938,45.0253,61.7588,38.4137,66.0829,55.8894,37.964,38.97,11.8417,30.6589,,236.3648,23.9323,57.2488,34.2774,16.9582,85.2603,44.8356,42.8392,56.8651,35.0662,39.1908,10.8839,16.4874,46.5498,150.5344,24.1475,7.1125,27.2692,48.2702,9.5104,26.4005,29.1028,43.7175,103.6245,36.4975,36.8589,46.6198,23.0207,29.1085,52.4054,12.5278,63.45,30.4447,23.1772,56.7116,7.9293,43.9933,56.2788,28.7276,72.7169,27.7032,78.7389,36.9223,33.5058,23.629,34.69,27.7123,23.933
2,146.3229,50.2678,45.0987,61.8754,38.7954,66.448,56.221,37.9209,38.5066,11.798,30.6249,,238.0186,24.3009,57.1398,34.3513,16.9761,85.8644,44.471,42.7234,57.1377,35.2156,39.8947,10.9752,16.5142,46.6892,151.3924,24.215,7.1573,27.275,48.5477,9.5385,26.7444,29.3167,43.7499,104.1864,36.4635,36.8834,43.5682,23.264,29.4124,52.6119,12.5518,63.4183,30.7615,23.2982,57.2991,7.9212,42.9218,56.5235,29.1203,73.1855,27.8864,78.6864,37.0076,33.6249,23.9682,34.8101,28.3078,24.0745
3,145.6479,50.2279,45.244,61.7806,39.2489,66.5067,56.5155,37.8579,38.5702,11.8458,30.6573,,239.2182,24.374,56.566,34.6114,16.7266,86.3863,44.5484,43.1216,56.9625,35.0439,39.9627,11.054,16.461,46.7055,152.0568,24.3078,7.1385,27.4477,48.6212,9.4966,26.6353,29.576,43.4967,104.0319,36.3864,36.935,44.8973,23.3474,30.5911,52.6704,12.5867,63.9061,31.0291,23.5165,57.3506,7.9205,43.7974,56.7196,29.3522,73.1176,27.8095,79.0702,37.1424,34.0797,24.1186,35.2224,28.3847,24.1875
4,145.9688,49.6313,45.4856,62.2706,39.1166,67.2847,56.6986,37.8541,40.6297,12.1546,30.5501,,239.8124,24.6633,55.816,34.9822,16.8597,86.775,44.558,44.1149,57.1232,35.043,39.732,11.2127,16.5439,47.3268,153.6496,24.3747,7.1715,27.6944,49.0795,9.4972,26.8988,29.7116,43.6246,105.1933,35.5936,37.0512,46.5015,23.5209,30.6429,52.95,12.7224,64.4928,31.1515,23.6918,56.976,7.9187,44.2659,56.9342,29.4387,73.7332,27.8842,79.8395,37.2881,34.2798,24.1557,35.3932,28.4407,24.417
5,146.1201,48.8782,45.782,62.3091,38.9068,67.8446,57.1775,38.4302,41.2017,12.2502,30.5148,,242.2167,24.8525,55.435,34.9681,16.9384,86.5615,44.6551,44.174,56.9565,35.1668,39.3715,11.2979,16.2077,47.4758,154.2792,24.4389,7.1602,27.6331,48.8968,9.4907,27.0205,30.1608,43.9924,104.9789,36.2743,37.5621,46.321,23.6252,31.3279,53.2615,12.8486,64.2491,31.3862,24.2656,57.3143,7.909,44.166,56.9579,29.1334,74.1585,28.256,80.0042,37.3717,33.9864,24.4967,35.137,28.4646,24.8034
6,146.9162,48.6652,45.853,62.3438,38.9113,68.6148,57.3381,38.7497,41.799,12.1802,30.4082,,244.2092,24.8515,55.1856,35.5651,16.8908,86.4967,44.6961,44.1793,57.8777,35.2262,39.3582,11.324,16.124,47.9299,155.747,24.4616,7.1427,27.6858,48.9506,9.4818,27.41,30.3084,44.0426,104.5103,36.182,36.5953,46.8325,23.7552,30.6913,53.0198,12.8612,63.9719,31.492,24.1062,57.0221,7.867,44.5861,57.1619,28.8195,73.9351,28.1285,80.1655,37.2796,33.9475,24.4228,35.1347,28.2809,24.6226
7,146.9108,49.1256,45.9752,61.9713,38.7224,68.9672,57.0792,38.7706,41.8354,12.0684,30.3216,,243.9963,25.0918,54.4655,35.949,16.8832,86.4645,44.7479,44.0251,58.4481,34.918,39.3874,11.3274,16.0826,48.0851,155.2007,24.3244,7.1262,27.3885,49.0726,9.4693,27.1981,30.3812,43.9084,104.6374,36.0709,36.8013,46.7341,23.7107,31.0964,53.4223,12.9331,63.9903,31.6806,24.1746,57.3842,7.878,44.8462,57.3293,28.27,73.1154,28.0703,80.3915,37.3842,33.9306,24.4907,35.1562,28.6476,24.4193
8,148.3461,49.3512,46.4969,62.1116,38.6359,68.9647,57.615,38.8194,42.1138,12.2113,30.3561,,243.5689,24.6584,53.3164,35.7843,17.0055,86.8768,45.0072,44.4339,58.975,35.3725,39.4158,11.2693,16.0006,48.521,157.2778,24.5514,7.141,27.5772,49.4513,9.5745,27.1021,30.6497,43.9258,105.256,36.1007,36.8777,47.8882,24.1455,31.4189,53.7132,13.0447,63.6989,32.1183,24.4334,57.9554,7.9071,45.5977,57.2108,27.7074,73.654,28.1651,80.756,37.6969,34.0357,24.665,35.1666,28.8117,24.5301
9,146.8439,49.9956,46.6904,62.151,37.9963,68.5025,59.0347,38.8374,41.5938,11.9951,30.1249,,241.0194,24.7138,52.3338,35.6233,16.8438,86.6457,44.7927,43.7378,58.2647,34.9726,39.139,11.1599,15.9063,48.1049,156.5474,24.5406,7.0805,27.4568,48.9439,9.4555,27.3029,29.9564,43.5881,105.0321,36.2142,36.1643,47.6225,23.7597,31.281,53.5336,13.0329,63.2746,31.7708,24.4343,56.7918,7.8047,45.7832,57.1313,27.733,72.7878,28.0039,80.3809,37.4495,33.9173,24.3649,35.152,28.6716,24.3918
10,143.5817,49.4365,46.338,61.4978,37.3221,67.3995,59.1946,38.5441,40.9961,11.5103,30.0447,,236.4522,24.3637,52.1465,35.4728,16.3989,86.043,44.5085,42.3342,57.7615,33.8641,38.3478,10.8497,15.6961,47.0707,151.6712,23.8173,6.9068,26.4218,48.133,9.3286,27.3908,29.2209,43.3145,103.5978,36.2228,35.2725,47.4365,22.9302,30.9851,52.7223,12.9192,62.9333,30.9995,24.4874,55.1477,7.6364,45.8737,56.1909,27.547,71.5119,27.4085,80.1666,37.163,33.8031,23.9952,35.4394,28.4044,23.8372
11,145.671,49.8908,46.6745,62.2691,38.5361,67.7499,60.3246,38.6578,41.5741,11.4322,30.3699,,239.8753,24.6242,52.1102,35.4441,16.6459,86.6838,44.9479,42.6693,58.1072,34.1985,38.7702,10.7314,15.78,47.5748,153.285,24.0428,6.9393,26.494,48.6712,9.4574,27.8911,29.6498,43.6285,103.974,36.5275,35.6475,48.1532,23.3552,31.2411,53.1165,12.922,62.6216,31.4885,24.6618,55.7589,7.7368,45.9236,57.1152,27.8308,71.6879,27.5709,80.892,37.2462,33.7472,24.1977,35.6328,28.8987,23.9284
12,145.2318,49.4695,45.9714,62.6006,37.7407,67.2283,60.4946,38.3567,41.0642,11.256,30.3414,,240.1242,24.5832,51.7757,35.2238,16.5922,85.4923,44.4785,42.2196,58.3797,33.8339,38.5265,10.7899,15.6836,47.2818,151.4135,23.5937,6.9443,26.4847,48.4447,9.4317,27.5052,28.9471,43.0142,103.45,36.2087,35.167,47.4684,22.758,31.3182,52.9318,12.945,61.7864,31.2023,24.3151,55.6993,7.688,46.083,57.2243,27.5965,70.9298,27.2545,80.0753,37.1618,33.7367,24.0331,35.3422,28.6244,24.0035
13,143.061,48.8563,45.4374,61.825,37.3125,66.4185,60.184,38.2802,40.6673,11.1253,30.0679,,235.856,24.594,51.2314,35.4742,16.1511,85.0038,44.4396,40.9144,58.521,33.5674,37.716,10.5496,15.5462,46.5092,148.1159,23.0696,6.7976,25.6756,47.4729,9.2161,26.5679,28.2738,42.5358,101.7209,35.8002,34.5214,47.2082,22.1579,31.3413,52.352,12.852,60.8826,30.7317,24.274,54.3663,7.4955,45.6712,56.6221,27.2599,70.2989,26.9178,79.771,36.864,33.6647,23.7547,34.7585,28.3747,23.5309
14,145.5309,49.4728,45.8052,62.1933,37.6937,67.701,60.638,38.5665,40.8473,11.2542,30.234,,240.0818,24.8373,51.4373,35.919,16.3498,85.4371,44.9271,41.7296,59.5862,33.7764,38.195,10.7212,15.6774,47.1579,150.7179,23.64,6.9904,26.2793,48.905,9.3414,26.6457,29.149,42.9368,102.3305,36.4755,35.3948,48.1517,22.7524,31.6345,53.0775,12.958,61.5258,31.4576,24.4517,55.5773,7.5935,46.5162,56.9961,27.5934,71.5273,27.2781,80.4917,37.2199,33.907,24.2123,34.8523,28.6798,24.0401
15,146.6936,50.0684,46.102,62.2633,38.1066,68.611,61.4074,38.5455,41.8119,11.2814,30.4299,,240.6336,24.9293,51.2021,35.9501,16.3166,85.7269,45.0409,42.1945,59.7765,34.3456,38.612,10.6656,15.8365,47.1976,150.9458,23.6986,7.0447,26.6984,49.1344,9.3919,26.9333,29.5984,43.2199,102.2246,37.0861,35.5068,48.0898,22.7105,31.7607,53.204,13.0555,62.2721,31.6854,24.4894,55.6695,7.6418,46.6018,56.8499,27.6363,71.4957,27.2433,80.7052,37.4547,34.0039,24.4557,35.1527,28.7762,24.2112
16,145.4991,50.2483,46.107,62.2265,37.7385,67.9356,60.7498,38.1739,41.6507,11.3472,30.5329,,236.1562,24.7557,51.3567,35.4266,16.3313,85.4,44.9903,41.9663,59.6947,34.3642,38.8323,10.6287,15.795,46.7243,150.3123,23.5149,7.0542,26.7631,48.9492,9.3308,26.5233,29.5472,43.0252,102.3705,37.082,35.2574,48.4997,22.3866,31.4574,53.1382,13.1506,62.5188,31.4886,24.3264,54.9726,7.662,47.1332,56.363,27.5266,71.4303,27.1298,80.2215,37.4654,33.9996,24.4862,35.3142,28.63,24.0635
17,145.8633,50.0462,46.2395,62.5569,37.8711,68.4919,60.3331,38.2548,41.6395,11.3386,30.9123,,239.1041,25.2366,52.5456,35.6082,16.6986,85.6472,45.179,42.5283,60.4685,34.9173,39.5119,10.7113,15.9227,47.126,150.9878,23.5129,7.1674,27.1607,48.7982,9.4299,25.82,29.9526,42.7662,103.0094,37.0444,35.2989,49.0492,22.4112,31.7104,53.6801,13.1953,63.1896,31.7277,24.3797,55.1064,7.8174,47.1454,56.8742,27.7824,72.0044,27.3387,80.4258,37.6303,34.0425,24.9892,35.643,28.8959,24.1143
18,149.1147,50.9966,47.1487,64.0212,38.5582,70.1843,60.8635,38.6763,42.515,11.6091,30.6833,,243.4748,25.1891,54.1316,36.0062,17.0096,86.7117,45.6329,43.5268,61.5575,35.0113,40.5616,10.9262,16.0505,48.3199,153.8933,24.1193,7.1902,27.7339,49.7275,9.551,26.1029,30.9337,43.0959,103.7375,37.2948,36.4346,49.9938,22.8349,32.4989,54.5088,13.2358,63.808,32.4691,24.6791,56.9399,7.9487,47.8339,57.6866,28.0882,73.8308,27.8918,81.4088,38.2384,34.0287,25.5246,36.0094,29.4414,24.5401
19,149.915,51.1943,47.3701,64.7494,38.4878,70.342,60.4521,38.4591,42.3629,11.878,30.5052,,248.3622,25.1778,54.2639,35.9549,17.3974,86.8344,46.018,44.2894,62.0328,35.252,41.3884,10.9434,15.9903,48.6938,154.0849,24.3497,7.2255,27.8828,49.9046,9.6827,26.3932,31.2946,43.1503,103.8166,37.1687,36.5723,50.4413,22.7398,32.4019,54.117,13.2156,63.9524,32.6128,24.7686,57.0463,8.1116,47.908,58.5418,28.2415,74.2564,27.8572,81.1544,38.4972,33.6987,25.9633,36.01,29.4918,24.9699
20,149.8428,51.3042,47.3057,64.4961,39.0412,70.8335,60.3143,38.3803,42.5,12.1827,31.1231,,249.2028,25.1474,54.2607,35.8619,17.6057,86.7631,46.2674,44.8511,61.8326,35.4978,41.4768,11.2136,16.1777,48.6933,156.3775,24.2653,7.3218,27.9447,50.557,9.8677,26.3019,31.5278,43.2301,103.9321,36.9954,37.0028,50.2218,23.1594,32.1145,54.3087,13.2548,64.7927,32.6353,24.7861,58.0217,8.1784,47.8734,58.6592,28.5841,74.6226,27.9273,81.2439,38.6236,34.0536,26.0915,36.3787,29.5727,25.2183
21,150.6844,50.602,47.3257,64.3743,39.4974,71.7117,60.1908,38.7162,42.7722,12.144,31.3738,,248.4842,27.0991,54.1041,35.6973,17.7452,86.8674,46.2941,46.0886,62.2938,36.0272,41.2512,11.2799,16.2992,48.7938,153.2622,25.2831,7.3706,27.999,50.057,9.8879,26.5727,32.6647,43.4246,103.9708,36.9937,38.6498,50.5307,22.9747,32.1076,54.769,13.2568,64.856,33.233,24.809,59.438,8.1358,47.5959,59.2878,29.2976,74.965,28.4913,81.5336,38.8508,34.2047,26.4076,36.4595,29.6242,25.3189
22,150.2795,50.5521,47.5875,65.2794,39.4776,72.1847,60.0752,38.8158,43.3572,12.1286,31.6815,,247.2958,27.2616,54.6276,35.9056,17.7165,87.0752,46.4272,47.2459,62.5055,36.7211,41.784,11.3738,16.3449,49.181,153.4787,25.6426,7.3643,28.1396,50.455,9.9028,26.4792,33.1471,44.0255,104.0904,36.945,39.35,51.0954,23.0516,32.2622,54.9601,13.2912,65.6001,33.7991,24.8912,60.1261,8.2722,48.9343,59.2411,29.6837,74.9102,28.5076,81.5796,39.0587,34.407,26.9835,36.9364,29.6462,25.5421
23,150.1315,50.7793,47.6969,65.3964,39.1192,72.0005,59.7631,38.7461,43.7193,12.0285,31.4049,,248.7614,27.5473,54.7519,35.8708,17.6687,88.0741,46.617,46.8528,62.5876,36.4536,42.1551,11.3637,16.3206,49.2697,151.8314,25.7261,7.383,28.105,50.3164,9.8452,26.8475,32.9624,43.9872,104.0633,36.8604,39.5231,51.1879,22.7646,32.1043,54.8357,13.2864,65.442,33.8008,24.9021,59.9116,8.2011,48.176,59.1626,29.5604,74.5527,28.6132,81.7341,39.1592,34.3262,27.0165,36.8783,29.8377,25.4985
24,153.1635,50.6365,47.8803,65.2959,39.0647,72.9881,59.6487,39.115,43.7737,12.0466,31.5085,,252.0192,27.8411,54.7548,35.8196,17.9199,88.3901,46.8379,46.6966,62.6217,36.3613,43.0943,11.5815,16.2702,49.5733,151.9033,25.7206,7.4181,28.2733,50.2435,9.943,26.6047,33.1315,43.9429,104.1065,36.8839,39.7944,51.4454,22.7384,32.1683,54.7913,13.2805,65.7397,34.0165,25.2351,59.7282,8.2018,48.7586,59.6757,29.5227,74.9671,28.8578,82.0599,39.4338,34.189,27.2781,36.7396,29.9696,25.5585
25,154.8113,50.6865,48.0908,65.4757,38.9793,74.2822,59.9454,39.4732,44.1805,12.1853,31.5544,,256.0006,27.9804,54.5033,36.4292,18.0517,88.8613,47.1907,47.3848,62.9998,36.7072,42.9429,10.9911,16.3926,50.0191,153.4135,26.2613,7.4726,28.8249,50.68,9.9688,27.0148,33.4632,44.4657,104.549,37.0806,40.2846,51.6041,22.8485,32.6178,55.1644,13.3708,66.119,34.3667,25.2458,59.9203,8.2622,48.9558,59.876,29.5208,75.5025,28.9467,82.3516,39.6769,34.0169,27.7232,36.8939,30.2855,25.7075
26,154.3892,50.8762,48.0255,65.974,38.86,74.1429,59.8578,39.5787,44.1122,12.5512,30.8948,,255.8793,27.5668,55.0145,36.1743,17.7961,88.4684,47.0152,47.3202,63.1263,36.7261,43.8864,10.7394,16.5244,49.8725,154.2051,26.323,7.5095,28.966,49.8406,10.0799,27.1938,33.3037,44.581,104.38,37.0058,40.0827,51.6095,23.358,32.6108,54.8322,13.5181,66.5174,34.0779,25.0457,60.2463,8.3563,48.8646,59.9438,29.1185,75.3799,28.8242,82.6493,39.5441,34.1227,27.6859,37.8523,30.3234,25.4187
27,153.8095,50.3529,47.8714,65.6913,38.5519,74.1811,59.2016,39.5371,43.9492,12.5024,30.7132,,255.1653,27.5118,54.6128,36.0884,17.701,87.8983,46.2192,46.2094,62.6282,36.1738,44.079,10.5718,16.4537,49.4519,151.9776,25.9956,7.4406,28.9321,49.4029,10.0824,26.7946,32.8605,44.2621,103.5371,36.8656,39.2671,51.3785,22.8826,32.3145,54.2196,13.5197,66.2069,33.74,24.9758,59.5242,8.2808,48.3128,59.358,28.8395,74.789,28.3757,82.6675,39.2516,34.0956,27.5047,37.7507,30.2915,25.2389
28,152.0875,49.8586,47.7477,65.1706,38.3086,74.1113,58.9911,39.6981,44.24,12.7429,30.7657,,253.2152,27.5895,53.6845,35.9899,17.5196,87.7513,46.1036,45.975,61.4893,35.9597,44.0571,10.4981,16.4927,49.3141,149.6788,25.6335,7.4656,28.475,49.2376,10.0696,26.5211,32.3798,43.87,102.8401,36.9447,38.8167,50.735,22.5164,31.7993,53.9035,13.5296,66.1697,33.4767,24.9047,59.4228,8.2734,47.9154,59.1599,28.6894,74.2928,28.2851,83.0933,39.1457,33.9851,27.4093,37.5946,30.2094,25.2778
29,153.3537,50.5665,47.963,65.9012,38.4449,74.7923,59.39,40.126,44.6252,12.8154,30.9373,,258.1203,27.8068,53.8214,36.383,17.7308,88.428,46.5188,46.2316,61.903,36.1629,44.7731,10.735,16.5335,49.7229,150.3618,26.0583,7.4958,28.565,49.2345,10.1591,26.6699,32.8579,43.9957,102.9337,37.4471,38.7814,51.6956,22.7148,31.9549,54.551,13.4953,66.6999,33.7051,24.9792,59.6078,8.3927,48.5176,60.2904,28.7024,74.7677,28.2856,83.7539,39.5242,34.0816,27.568,37.5205,30.2556,25.451
30,150.991,51.0556,47.9003,65.6215,37.8464,74.1459,59.6411,40.2332,43.8365,12.6845,30.7332,,254.8979,27.9497,53.8138,36.3821,17.5735,87.9655,46.3124,45.7498,61.2503,35.9787,44.636,10.7118,16.4166,49.2552,147.431,26.0308,7.4649,28.4218,48.7247,10.0598,26.6912,32.5471,43.918,102.8585,37.2525,38.1272,51.4823,22.3596,32.1002,53.8508,13.4796,66.1548,33.4238,24.8819,58.651,8.2877,48.6475,59.2685,28.3737,73.9301,27.9918,83.7798,39.3011,33.6667,27.3147,37.2221,30.2688,25.2258
31,151.0312,51.5784,48.0947,66.0984,37.8461,73.7205,60.0887,40.3915,43.9379,12.5619,30.7635,,253.2091,28.0926,53.9774,36.187,17.5399,88.0775,46.3358,45.2275,61.3203,36.1795,44.9369,10.6969,16.3091,49.4027,146.6987,26.2492,7.3859,28.3401,48.6957,10.0247,26.7101,32.5982,43.9616,102.9403,37.3937,38.1996,51.364,22.1717,32.3184,54.5237,13.3237,66.1855,33.4578,24.8834,58.5859,8.2144,48.4367,59.4955,28.149,73.8519,28.2179,83.8153,39.4091,33.5649,27.349,37.2283,30.255,25.1494
32,151.5463,51.521,48.5893,66.1898,37.7763,73.5973,60.7972,40.4659,44.0745,12.4718,30.8174,,253.3418,28.4612,54.4281,36.534,17.5532,88.5593,46.485,44.8541,61.3929,36.0385,44.9208,10.6086,16.3143,49.6031,146.3882,26.0966,7.3694,28.3568,48.6359,10.0011,26.9803,32.3788,43.8734,103.0196,37.291,38.3188,52.0858,22.0205,32.3155,54.3828,13.3761,66.1376,33.3865,24.8317,58.5381,8.2475,49.8291,59.4485,28.4458,73.9053,28.2452,83.4611,39.4312,33.6256,27.5196,37.163,30.3821,25.1747
33,151.6323,52.1217,48.6178,66.9935,38.2833,73.6668,61.5719,40.6386,44.0294,12.2893,31.1209,,256.3221,28.8042,55.1166,36.5657,17.5776,88.0602,46.7642,44.7238,61.4255,36.1014,45.0122,10.6002,16.3708,50.0074,146.2753,26.0935,7.4332,28.5866,48.6183,10.042,27.3085,32.5446,44.0177,102.7246,37.6362,38.4426,51.79,22.1389,32.4104,54.7161,13.3787,66.2657,33.7109,24.96,59.1891,8.2711,50.2867,59.7781,28.601,74.5424,28.3336,83.4756,39.4972,33.6544,28.0331,37.2224,30.2631,25.1961
34,150.5945,51.8681,48.5682,67.032,38.1403,72.9879,61.4684,40.7718,44.1616,12.2066,31.1886,,256.0938,28.9877,54.7731,36.485,17.3167,88.2361,46.8045,44.4235,61.0593,35.6064,44.9024,10.5189,16.3245,49.7977,147.6049,25.845,7.4038,28.5993,47.8134,10.0026,27.121,32.2812,43.7424,102.7135,37.8089,37.9631,52.054,22.2276,32.381,54.5653,13.3707,66.0402,33.4892,24.9871,58.9163,8.1828,50.0517,59.0693,28.4932,74.0599,27.8894,83.2729,39.4953,33.6975,27.9047,36.9956,30.2691,24.9094
35,152.9202,51.9543,48.9678,67.3368,38.6513,73.4839,61.5482,41.1187,44.7523,12.1711,31.2491,,256.7261,29.3354,54.8727,36.8038,17.6582,88.6768,47.0747,44.2746,61.3372,35.7571,44.852,10.6539,16.2928,50.1598,147.76,25.7059,7.4078,28.8777,47.4663,9.9604,27.3098,32.4931,43.956,103.1318,37.9203,37.9775,52.8082,22.056,32.2923,54.5145,13.3983,66.3247,33.8953,25.1815,58.9678,8.1635,51.8636,59.1939,28.6105,74.783,27.972,83.9525,39.7936,33.8982,28.2031,36.9533,30.2969,24.9611
36,152.407,51.9495,49.3105,67.2405,38.4589,73.0958,61.1455,41.1401,44.9364,12.1779,30.9156,,253.8295,29.3081,54.0015,36.5902,17.5437,88.717,47.1032,44.0686,61.1564,35.3433,44.1611,10.4782,16.1518,49.916,145.9305,25.6366,7.3524,28.5484,47.8001,9.8126,27.3773,32.2809,43.9366,102.4018,37.837,37.7291,52.8376,21.7351,32.0577,54.5136,13.3398,65.8335,33.7843,25.3028,58.3663,8.0493,51.605,58.4025,28.4052,74.3757,27.833,84.0122,39.5803,33.9362,28.1214,36.9044,30.2716,24.7618
37,152.2841,53.0449,49.7265,67.4502,38.8877,73.2664,61.3721,41.3393,45.2473,12.1872,30.7912,,256.2148,29.285,54.3449,36.8726,17.2388,88.9568,47.3651,44.1471,60.6624,35.2204,44.5395,10.3854,16.1453,50.1618,146.3399,25.5213,7.2995,28.7466,48.1559,9.7609,27.3445,32.6633,44.2009,102.2773,37.6947,38.1468,52.9003,21.6982,28.6952,54.7156,13.1921,66.6166,33.9954,25.4483,59.1096,8.0365,51.8502,58.5654,27.9474,74.8326,28.0511,84.3296,39.7213,34.0579,28.0266,36.9306,30.7366,24.5479
38,151.0883,52.7198,49.4592,66.6057,38.3412,72.4008,60.6833,41.0917,45.2669,11.8424,30.2192,,250.6464,28.9799,54.1738,36.2061,16.8777,88.3206,47.4213,42.872,60.14,34.3756,43.7205,10.2195,15.9399,48.9929,143.5296,25.0528,7.1956,28.2746,46.9734,9.6143,27.3116,32.0163,44.0911,101.0897,37.4109,37.4764,52.2527,21.1713,28.1429,54.2398,13.0114,65.415,33.5708,25.3765,58.2502,7.8897,51.446,57.4549,27.2423,73.5441,27.585,83.9436,39.046,33.7175,27.2726,36.7351,30.6249,23.9275
39,149.5952,51.5919,49.4779,66.6976,37.8856,71.9892,60.6547,41.2021,45.1847,11.8862,30.4646,,249.6495,28.4845,54.8436,36.2657,16.6556,88.8122,47.5414,42.6127,60.0405,34.1774,43.256,10.1327,15.9908,49.4033,143.2514,25.4953,7.2182,28.5593,47.3232,9.665,27.8901,31.4918,44.1447,101.5286,37.568,37.2606,52.7532,21.2686,28.6231,54.3094,13.071,65.4896,33.5217,25.2375,56.926,7.9342,51.4455,57.0673,27.412,73.8596,27.5026,84.2053,39.2419,33.7852,27.0701,37.1925,30.5551,24.0689
40,146.8181,49.6907,49.2419,65.1647,37.9133,70.887,59.9783,40.8219,44.9352,11.8861,30.0626,,243.4089,28.1626,54.3257,36.111,16.4005,88.5552,47.1189,42.4286,59.2905,34.033,42.7867,9.9493,15.8905,48.9678,142.2896,25.0455,7.1825,28.144,47.4653,9.5553,27.3711,30.6012,43.6861,100.5611,37.2582,36.4058,52.0148,21.2592,28.71,53.4721,13.004,64.8942,33.1585,25.222,55.1834,7.8841,51.2902,56.8138,27.6477,72.8088,27.141,84.0235,38.6815,33.288,26.0498,36.8972,30.5637,23.8078
41,149.2505,49.063,49.765,65.5034,39.3951,71.7726,60.3725,41.2811,45.3907,12.0339,30.2338,,246.7219,28.2393,55.0694,36.3462,16.6536,89.6067,47.5456,43.0724,59.821,34.4856,43.3797,10.0012,16.0592,49.4666,142.7268,25.7503,7.2823,28.441,48.1261,9.6929,27.6384,30.9272,43.7093,100.8683,37.2794,36.3129,52.4105,21.4748,28.8142,54.2591,13.1071,65.5813,33.51,25.5684,55.4902,7.9424,51.5804,57.5363,28.4144,73.5962,27.3785,84.4279,38.6465,33.4558,26.2624,36.8485,30.8752,23.8879
42,151.0583,49.7079,49.8261,65.3845,39.7393,72.7055,60.7978,41.3189,45.6945,12.2802,30.7824,,253.4892,28.3023,55.8991,36.255,16.9395,90.6122,47.6021,43.9485,60.0311,34.8862,43.4072,10.1619,16.3732,50.3767,146.1224,26.1933,7.383,28.8914,48.69,9.8319,28.3111,31.76,43.8259,101.974,37.3587,36.7907,52.777,21.8921,28.7021,54.8261,13.1754,66.3501,33.9898,25.7283,56.3197,8.0422,51.3748,58.4503,28.8557,74.5379,27.6468,85.1388,38.9527,33.7409,26.6067,37.3589,31.0706,24.2341
43,153.883,50.1728,49.7371,65.4719,40.0079,74.2086,61.2942,41.4961,46.9845,12.3221,31.2114,,259.3095,28.9187,56.0721,36.9343,17.3606,90.7131,48.0872,44.9681,60.182,35.3709,43.2471,10.3448,16.5984,51.6572,149.0559,26.7854,7.4642,29.7351,49.2861,9.9791,28.9161,32.8788,43.9388,104.0744,37.4915,37.7292,54.1693,22.2747,28.9026,55.575,13.3218,67.0581,34.6932,25.3095,57.7721,8.2035,51.9749,59.8472,29.0735,75.7338,28.349,84.8555,39.8351,34.1659,27.3137,37.6829,31.1907,24.5531
44,155.4405,50.0106,50.2328,65.6071,40.3771,75.2016,62.6194,42.395,47.5708,12.1506,31.2244,,264.0658,28.8922,55.1069,37.2443,17.5437,91.8547,48.8155,45.1325,60.6604,35.496,42.866,10.4131,16.7646,51.9243,149.4182,27.5983,7.4689,30.0948,49.3152,10.0722,29.2248,33.2686,44.022,104.8636,38.3911,37.5288,54.3647,22.3817,29.2024,56.2352,13.3824,67.3673,35.2875,25.7237,57.7575,8.2046,51.9492,60.4673,28.9579,76.8427,28.7516,85.7206,39.878,34.255,27.4751,37.6381,31.5109,24.8113
45,154.032,49.8244,50.2813,65.5261,40.0778,74.6243,62.4448,42.1823,47.4604,12.145,30.9238,,263.1889,28.5977,54.4118,37.0171,17.2476,91.6756,48.8573,44.5165,60.4735,35.0488,42.9151,10.2317,16.4504,51.6991,148.4242,27.529,7.3809,30.1256,49.0932,9.9116,28.9557,32.7579,43.9721,100.7277,38.3023,36.8125,54.2962,21.7728,29.0463,55.7254,13.3008,65.8713,35.2984,25.598,56.848,8.1236,51.6816,59.7132,28.6759,76.5994,28.4542,86.0016,39.7047,33.9926,27.3117,36.9854,31.3381,24.3909
46,149.5096,49.4549,49.5905,64.6445,39.1229,72.9095,62.0393,41.9866,47.0924,12.1281,30.4698,,257.5952,27.7716,53.6306,36.5642,16.9065,90.0674,48.6317,45.6715,59.6065,34.5309,42.6041,9.8573,16.2699,50.6426,148.279,26.7482,7.2536,29.3859,48.5269,9.679,28.645,32.1724,43.103,99.4837,37.9056,36.3463,53.9235,21.7174,28.8506,54.6567,13.1031,64.5355,34.7639,25.2347,56.1427,7.9409,51.519,58.3947,28.1722,75.2692,27.7223,85.4528,39.238,33.5923,26.7732,36.9433,30.8024,23.9125
