,AMG,AFL,ALL,AXP,AIG,AMP,AON,AJG,AIZ,BAC,BBT,BRK.B,BLK,HRB,COF,CBOE,SCHW,CB,CINF,C,CME,CMA,DFS,ETFC,FITB,BEN,GS,HIG,HBAN,IVZ,JPM,KEY,LUK,LNC,L,MTB,MMC,MET,MCO,MS,NDAQ,NTRS,PBCT,PNC,PFG,PGR,PRU,RF,SPGI,STT,STI,TROW,BK,TRV,TMK,USB,UNM,WFC,XL,ZION
281,190.4803,63.7197,55.4444,91.4557,50.2814,111.0873,85.3596,46.8236,65.7057,17.7842,39.7701,,300.7228,29.6752,73.7954,56.4042,28.1991,98.105,47.4883,49.9713,76.2403,51.8014,58.3046,25.0898,23.2748,51.811,169.1633,35.3189,9.9852,35.8581,59.8729,14.4297,26.5171,52.1198,43.9421,120.2069,49.7012,54.0505,80.9523,32.6458,37.5137,65.0874,14.8563,86.2388,46.0874,23.7405,87.1591,11.2679,77.8093,67.7548,40.1971,81.9296,35.0426,83.1506,52.6383,42.8095,35.5875,48.835,30.3448,32.9994
282,175.9608,59.1835,53.7807,89.3775,49.2022,108.7986,82.8521,45.845,63.327,17.3793,38.0988,,289.8861,27.7676,72.8097,44.7531,27.5972,91.2012,31.3316,48.6795,68.2001,51.5743,56.3768,22.1309,18.82,49.951,163.754,34.0083,9.006,34.4042,58.4066,14.1538,25.2991,50.6794,42.5828,118.7891,47.6346,52.1571,77.0818,30.3506,33.3132,54.0345,12.2538,84.4451,44.5948,23.0607,83.5801,11.0479,72.8788,63.8719,38.7999,66.4215,34.0221,80.6526,50.0502,40.3558,33.9359,47.6018,28.9752,30.3658
283,188.0474,62.8985,56.2304,90.9261,50.5894,111.0105,84.8498,47.1925,65.9202,17.4125,40.1607,,301.6492,29.5985,75.2526,56.1007,28.3729,99.2038,48.0021,50.1117,77.1516,52.508,57.8664,24.3409,23.3876,52.1414,166.0768,35.3741,9.8871,36.1429,60.8551,14.2915,26.9925,52.0498,43.6258,121.1276,49.3459,53.4866,80.456,32.4071,37.8822,65.5284,14.9372,86.9356,47.0699,24.1386,87.0032,11.1258,75.8106,70.0695,40.2865,82.3406,35.5782,83.8855,52.5858,43.2858,35.5952,49.0591,30.5383,30.5505
284,185.363,63.0159,55.967,91.137,50.2231,109.9755,84.0146,47.1025,65.5265,17.3538,40.5944,,305.304,29.3526,75.472,57.206,27.9679,99.1216,47.9389,50.2651,76.6586,52.0203,57.6684,23.934,23.3831,52.6442,164.2396,35.3815,9.92,36.186,60.9706,14.335,27.1314,51.8573,43.5987,121.0503,49.3191,54.0475,79.958,31.8066,38.116,65.2609,14.8583,86.5024,46.5518,24.1651,87.3021,11.069,76.0779,69.9669,40.3107,82.2026,35.3283,84.1704,52.5099,43.4318,35.5711,49.0388,30.6382,30.6336
285,183.7494,62.8273,55.7687,90.2479,49.9282,109.5216,83.52,47.1258,65.292,17.2267,40.5915,,310.35,29.1493,76.5285,56.3497,27.9975,97.9302,48.0214,49.3309,75.5392,51.9167,57.0382,23.834,23.323,53.9931,162.4702,35.023,9.9618,36.4186,60.2651,14.2422,27.0222,51.2521,43.2403,121.0411,49.1263,53.785,79.4412,31.4783,37.6881,64.8449,14.7131,86.1731,46.7294,24.0111,86.039,11.0532,75.9826,69.2176,39.754,81.8538,35.2286,83.646,52.1065,43.0495,35.2065,48.678,30.5133,30.322
286,181.0742,61.9911,55.4445,89.4733,48.9672,107.2164,82.2521,48.1023,64.0112,17.0024,39.8473,,307.3476,28.6163,75.2401,56.1275,27.1677,97.3361,47.7152,47.2147,73.7989,50.3973,56.8429,22.9342,22.5508,52.7878,161.8458,34.3905,9.7119,36.0866,59.4664,13.7213,26.7023,49.8266,42.9362,119.8082,47.612,52.2601,77.7152,30.778,36.9196,63.9314,14.4715,84.7206,45.2094,23.7185,83.0401,10.7527,74.2271,67.8083,38.9423,80.7675,34.908,83.3009,51.2853,42.1631,34.3657,48.7422,30.1209,29.7234
287,190.0788,62.6506,55.8033,90.7821,49.8062,109.0701,82.9353,46.9241,63.8995,16.9883,39.9824,,311.1714,30.05,76.0686,55.8411,27.2363,97.8419,48.162,47.3133,74.4684,51.1464,57.5231,22.7617,22.8007,53.6442,162.7779,34.7912,9.8813,36.5292,60.1502,14.1421,27.2326,50.0131,43.4106,120.5124,48.7887,52.4732,77.7469,31.0216,37.0413,65.0198,14.6154,85.7029,45.8842,24.0026,83.5474,10.9451,75.1795,68.8943,39.1383,81.8699,35.1682,83.8816,51.5548,42.3646,34.5316,49.2949,30.6054,30.2891
288,199.2616,63.0459,56.4429,90.5351,49.9946,110.1021,83.9941,47.4492,64.8389,17.2135,40.1716,,314.5105,30.141,77.0742,56.535,27.3221,98.8654,48.4469,47.6564,74.1766,51.6669,58.2382,22.9447,22.9622,54.1672,163.5705,35.2658,9.962,36.9322,60.7587,14.2822,27.8044,50.6471,43.9483,121.1482,49.1051,52.9149,79.0586,31.1647,37.1058,65.511,14.8119,87.0089,46.0784,24.1545,84.6323,11.0757,76.1119,69.5735,39.7812,82.5142,35.3141,84.8803,52.254,42.8262,35.1692,49.6914,31.1465,32.2845
289,203.9314,63.3195,56.3742,90.8684,50.1716,111.5439,84.6415,47.6509,65.6495,17.3311,40.3523,,315.109,30.6444,76.8156,56.1792,27.4975,98.9518,47.7037,47.9958,72.7568,51.6181,58.8273,23.4993,23.0457,57.2589,165.4725,35.6152,10.1051,37.2322,60.7197,14.3352,27.8243,50.8615,44.2358,121.5001,49.5135,53.5256,80.3008,31.1756,35.9628,65.6186,14.8487,87.0694,46.6858,24.0981,85.5471,11.193,77.4399,69.5682,40.2458,83.1747,35.3683,84.5664,52.464,42.9682,35.3388,49.7185,31.042,31.1616
290,204.5267,63.47,56.3048,90.4648,50.4336,113.3183,84.7013,48.1676,65.7526,17.2198,40.576,,319.0112,30.999,77.1229,55.0214,27.6561,98.9095,48.071,48.272,72.3093,51.9831,59.1401,23.7062,23.0474,54.848,166.9342,35.9103,10.1341,37.6773,60.4834,14.3185,27.7898,51.464,44.5556,121.3117,49.8375,53.6302,80.3141,31.3995,36.6727,65.6426,14.8689,87.5647,47.3123,24.1637,86.3309,11.0947,77.1067,69.3436,40.2889,83.8148,35.2847,84.8023,52.7293,42.9689,35.4962,49.7151,31.0908,31.6
291,201.2374,63.9344,56.5497,90.9602,50.7077,113.2207,84.3554,48.1035,66.5007,17.1156,40.5508,,315.0127,30.262,77.3535,54.8207,27.6048,98.9997,48.1696,47.5867,72.4256,51.9088,59.2344,22.4072,23.149,54.6128,166.0776,35.9924,10.1619,36.6641,60.5702,14.4244,27.3648,51.4416,44.7526,121.5185,49.7512,53.7525,80.4111,30.9592,36.44,65.5579,14.9155,87.3191,47.1057,24.3761,86.424,11.0224,76.6797,69.3298,40.2333,83.4172,35.2846,84.8693,52.8019,42.813,35.2479,49.7633,31.2838,31.5791
292,196.3955,63.588,56.7835,89.8663,51.1651,118.2015,83.3543,47.2252,65.8956,16.9227,40.3128,,313.659,31.0804,77.0557,54.0325,26.4123,98.9582,48.2862,47.2135,71.8812,51.5515,58.8496,20.704,23.1003,53.7938,164.5317,35.6243,10.1428,37.5128,60.2623,14.3459,31.4995,50.7372,45.4534,121.2972,49.518,53.2536,80.4848,30.6866,36.169,64.983,14.7537,86.7506,47.0352,24.4036,85.383,11.0547,75.7426,68.84,40.0032,82.0529,34.9448,85.5469,52.6177,42.8511,35.0616,49.885,31.476,31.7658
293,191.8396,62.1908,55.9611,87.2093,49.7636,108.3978,81.4346,45.0118,64.8406,16.4213,39.5707,,305.9511,28.6116,75.5687,52.203,25.8154,98.0063,47.8306,46.6363,68.4262,50.4507,57.0938,20.0283,22.5703,52.3713,159.7193,34.851,9.8912,34.8322,59.1913,13.9073,26.699,48.787,44.274,119.8882,48.3997,51.5033,78.0727,29.5748,35.8797,63.2023,14.5931,85.0997,45.7106,24.2214,81.8275,10.7642,74.9627,66.8756,39.1891,79.8256,33.968,85.2693,51.6632,42.0623,34.0888,48.8721,30.9882,30.7821
294,191.1047,62.1098,55.878,86.3754,49.8146,107.4288,81.2355,44.0138,64.8914,16.3874,39.5176,,302.4717,28.7721,75.6441,51.1572,25.6701,97.8118,47.3896,46.5262,68.5076,50.3478,56.1902,19.964,22.4339,52.7309,156.7484,34.7565,9.8898,34.993,58.747,13.9026,26.3962,48.1462,44.463,120.7975,47.8875,51.4133,78.4186,29.4301,35.1841,62.5972,14.8031,84.5321,45.3073,24.1614,81.0696,10.6696,74.8425,65.9434,38.9895,79.5001,33.8274,84.6866,51.76,41.8597,34.1097,48.7484,30.9564,30.6144
295,191.7261,62.7359,55.9985,87.9212,51.7487,108.3004,82.1138,43.7571,64.7035,16.5028,39.7032,,306.5473,29.0869,75.8896,52.2741,26.1326,98.615,47.7501,46.8934,69.2577,50.4992,56.9093,20.8624,22.5589,53.1858,157.705,34.8555,9.857,35.4216,58.9601,13.9212,26.4609,48.6104,44.4832,121.1573,48.1715,51.942,78.7807,30.0012,34.6704,62.6785,14.8549,84.5913,45.6463,24.139,81.6263,10.6989,76.0773,66.8327,39.2479,79.7979,33.9009,85.4074,52.2711,41.9038,34.2508,48.877,31.1327,30.6445
296,183.7919,62.3327,55.6065,85.8787,51.1718,106.3235,80.1843,43.6724,64.0689,16.1964,38.8836,,299.2294,28.7703,74.7923,51.5941,25.3866,98.8865,47.8609,46.399,68.7956,49.0592,55.9047,20.5247,22.0473,52.3857,156.1601,34.1675,9.5784,34.9087,57.5895,13.5866,26.2486,47.4053,43.5575,118.7361,47.2967,50.762,77.5578,29.3055,35.0047,61.883,14.7195,82.6179,44.6896,23.9297,79.7395,10.3928,74.0344,65.06,38.1937,78.8099,33.1264,84.6504,51.382,40.8509,33.7015,47.9451,30.806,29.8973
297,180.0198,61.3329,55.2776,84.632,49.5159,102.65,79.5185,44.0195,63.3354,15.9001,38.6352,,294.312,28.0655,74.01,50.9403,24.9003,99.204,47.1887,45.7825,67.3165,48.3717,55.2819,20.0846,21.5958,51.8985,153.0572,33.6358,9.3825,34.3218,55.4372,13.2214,26.064,46.1117,43.5025,117.9828,47.0877,49.886,74.9995,28.6354,34.7219,60.8494,14.5843,81.1086,43.6314,23.642,78.1585,10.1606,72.4968,64.0713,37.8342,77.3492,33.1316,85.2046,51.1949,40.6276,33.4026,48.1981,30.9503,29.3195
298,180.9642,61.0001,55.1352,85.2671,49.4304,102.1112,80.4486,44.5921,63.5593,16.0218,38.7849,,297.3075,28.0848,74.0252,50.5669,25.2334,99.3057,47.6058,47.4694,67.285,48.4336,55.2464,20.02,21.5754,52.0302,154.2874,33.6359,9.3899,34.4023,54.9093,13.2877,25.8083,46.1938,43.5573,120.3309,47.3662,49.3272,75.9322,28.9492,34.5657,61.0762,14.6679,81.4272,44.0055,23.7757,78.1447,10.162,72.5616,64.2353,37.7366,77.7725,33.1397,85.4216,51.0127,40.6012,33.0976,47.9911,30.9991,29.2594
299,180.8658,61.4154,55.3778,85.5625,49.5146,102.3945,80.7245,44.805,63.2163,16.2103,38.9327,,299.0464,27.8438,74.2822,50.1129,25.9529,99.7418,47.9341,48.0943,67.3542,48.2875,55.2181,20.1157,21.5339,51.8028,154.3224,33.742,9.3937,34.4055,54.7802,13.3823,25.6343,46.3487,43.6746,120.1398,47.5727,50.0652,75.4916,29.2765,34.0415,59.4393,14.6764,81.6755,44.0074,23.7828,78.393,10.1746,73.1253,63.7885,37.8066,78.5346,33.055,85.4537,51.2557,40.7217,33.1134,48.5192,31.2323,29.3319
300,184.0419,62.4112,55.9898,87.0807,51.5753,104.3395,82.1227,45.0762,64.756,16.0016,39.2238,,307.4053,28.3125,75.229,51.31,26.6381,101.0841,48.7278,50.116,68.4214,48.5496,56.2222,20.8079,21.7826,52.5342,156.2658,34.4014,9.2927,35.0025,55.1302,13.4698,25.9225,47.362,44.0683,121.4177,48.1719,50.237,77.1645,29.6937,34.6556,59.0493,14.9084,83.8788,44.6287,23.9671,79.5779,10.2946,75.0002,64.7847,38.1528,80.1196,33.369,86.6362,51.8599,40.4597,33.7745,48.933,31.1743,29.6838
301,186.5221,62.9772,55.8798,85.987,50.8292,106.0281,82.2278,45.1526,65.8051,16.1346,37.9506,,306.8672,28.1739,75.3682,52.1972,26.9727,101.1641,48.7659,48.2748,69.2854,48.4342,56.8632,21.064,21.0081,53.4646,158.6678,34.6803,9.1462,35.2412,55.2547,13.5919,26.0167,48.0494,43.9931,121.5318,48.3361,51.1102,78.825,30.8895,35.5439,59.3775,14.5625,83.7049,45.182,23.9399,80.8431,10.2495,76.4286,65.544,37.849,80.6642,33.6988,86.7355,52.263,40.7736,33.942,49.0316,31.1609,30.1175
302,185.42,62.6882,55.81,86.6144,50.6817,106.097,82.0685,45.1894,65.8785,16.0945,37.7314,,306.3289,28.2942,75.3163,51.9859,27.0131,100.7619,48.6128,47.8921,69.3832,48.4557,56.9067,20.9882,20.8027,53.3798,157.676,34.5203,9.2322,35.365,55.1468,13.6749,26.0375,47.8584,43.8155,121.2849,48.2134,51.0724,78.8384,30.8992,35.4728,59.8488,14.4915,83.9154,44.9866,23.8295,80.8999,10.2346,76.4104,65.0563,38.6675,80.6538,33.7257,86.2898,52.1031,40.4401,33.6946,49.1313,31.1363,30.1046
303,186.439,62.7935,55.9848,87.1325,50.9547,106.8476,82.2588,45.198,66.4708,16.2446,38.0232,,308.3373,28.3933,75.266,52.3544,27.3978,104.2924,48.8319,48.2415,70.6957,48.8766,56.6629,21.5487,20.8229,53.9594,159.847,34.6821,9.3447,35.682,55.7224,13.8361,26.2616,48.4474,43.8719,121.8358,48.455,51.8553,79.6918,31.1636,36.4702,60.2544,14.5321,84.3863,45.2001,23.7567,82.1901,10.4188,76.7703,65.2288,39.1447,81.251,33.7145,87.3755,52.3536,40.6947,33.9998,49.2861,31.2059,29.3773
304,186.3415,62.6496,56.1992,87.1254,51.4779,106.5867,82.1441,44.987,66.6933,16.3182,38.0035,,307.8582,28.0878,74.9892,52.7088,27.1822,101.5631,49.2903,49.0544,71.3009,49.1567,56.3418,21.5234,21.0917,55.1461,160.2422,34.7932,9.3868,35.7836,55.8685,13.802,26.2593,48.7605,43.8358,122.4309,48.5126,51.9589,80.1302,31.0304,36.4549,60.8234,14.6437,84.6576,45.2079,23.6808,82.0981,10.4182,76.8019,65.8136,39.0814,81.1954,34.1644,88.1021,52.7648,40.899,34.0011,49.4885,31.4442,29.6775
305,185.9312,62.122,56.3176,87.4364,52.2922,106.2016,81.9915,44.7615,67.1087,16.3941,37.8385,,304.363,28.029,74.888,52.9087,27.1445,101.881,49.5685,48.3383,71.087,48.7658,56.1799,22.5822,20.9802,53.9281,161.332,34.7963,9.3473,35.524,56.0737,13.7094,26.2356,48.5216,44.3532,123.2529,48.5261,51.8685,79.7609,30.9941,36.3025,60.6177,14.6092,84.4079,44.8265,23.8222,81.906,10.3167,76.1757,65.7137,38.9203,82.644,33.773,88.631,52.4746,40.7019,33.5442,49.354,31.5287,29.3726
306,183.4838,61.8611,56.2453,86.9711,51.8856,103.986,84.2379,44.4222,66.744,16.0521,37.448,,301.7457,27.6753,73.6516,52.5648,26.8844,101.698,48.2863,47.8555,70.5805,47.9914,55.4936,22.4056,20.9551,52.8036,158.5866,34.7793,9.2092,34.9375,55.7968,13.581,25.8323,47.5474,44.1738,122.2222,48.5018,51.7044,79.5187,30.6212,36.0786,59.6066,14.4102,84.4701,46.4564,23.7607,80.808,10.2472,75.1801,64.0614,38.555,81.6796,33.5112,88.3861,52.3429,40.5898,32.9466,49.1863,31.4264,29.0677
307,179.525,61.8108,56.7849,86.8045,52.1075,103.1907,84.5443,44.6815,66.1893,15.1288,37.1024,,299.039,27.361,73.1437,52.3859,26.4381,101.6911,48.2139,47.4389,70.3981,47.4806,55.6063,21.8849,20.5038,51.802,156.0217,34.4976,9.0809,34.6961,55.2988,13.3389,25.4218,46.8331,43.9152,121.8759,48.7139,50.8612,78.616,29.9481,36.117,59.1444,14.3298,83.0552,46.1501,23.9149,79.7486,10.0625,74.9881,63.3144,37.9062,80.8005,33.3038,89.6307,52.0376,40.4824,32.3778,48.9217,31.4339,28.7548
308,195.6705,63.8919,57.1221,87.7411,52.5256,110.0004,84.9298,44.6262,66.6584,15.1755,37.4394,,301.2109,28.037,73.4633,52.862,26.5534,102.396,48.4282,47.8493,70.9522,47.6985,55.8073,21.9405,20.5203,51.6456,157.9249,34.8833,9.0441,35.2396,56.0081,13.4667,25.5653,47.8741,44.0269,121.8805,49.2047,51.6822,78.5571,30.4236,36.5191,60.0403,14.228,83.4978,46.4874,24.161,80.7036,10.0895,74.3781,64.3334,37.9274,81.7538,33.7968,91.1414,52.5367,40.4684,32.8583,49.3481,31.5752,29.1314
309,196.6179,62.4608,56.7937,87.3802,52.8785,110.7374,84.8339,44.9251,67.1525,15.1795,37.3562,,300.533,28.3209,73.737,53.0874,26.4825,101.8362,48.5504,48.2769,70.367,48.0831,55.8216,22.2739,20.5794,52.137,159.3963,35.6344,9.1105,35.1369,55.9221,13.5805,25.446,48.228,43.9304,123.2621,49.2317,52.0458,78.4535,30.8287,36.8973,60.1004,14.2609,83.9225,48.3149,24.4443,80.5016,10.1084,73.9091,64.481,38.0874,81.851,33.7926,90.4986,52.7974,40.7342,33.0484,49.6164,31.3268,28.9158
310,196.7236,63.1516,57.2631,86.9134,52.8871,111.3703,85.406,45.1233,67.7712,15.1322,37.2189,,300.9909,28.7927,74.0368,53.1471,26.6213,102.1403,48.8784,47.8214,69.8311,48.1256,55.6958,22.6299,20.7278,52.4978,160.4006,35.7857,9.1291,36.0165,55.7592,13.5769,25.5866,48.7403,44.0648,122.5966,49.3351,51.6036,78.0922,31.1521,36.9264,60.1497,14.306,83.8072,46.555,24.6933,81.1137,10.1888,73.7034,71.1065,37.9804,81.5398,33.9652,90.6792,53.2588,40.4878,33.4122,49.6364,31.6982,28.6798
311,196.0841,63.1752,57.2846,86.851,52.5915,112.2428,85.2541,44.799,67.9954,15.2075,37.5049,,300.846,28.8746,75.6094,54.3357,26.8034,102.1581,49.1274,47.8131,70.1332,48.5399,56.5405,22.6236,20.6158,52.9761,159.6182,35.8848,9.1895,36.3349,55.7979,13.9198,25.8904,49.1541,44.1402,122.1274,48.565,51.9669,78.713,30.9683,37.0495,60.6707,14.3767,85.0035,46.647,24.871,82.0469,10.3361,73.9605,65.5014,38.5173,81.9105,34.4619,91.1589,53.44,40.4739,33.7161,49.7122,32.0231,28.9874
312,195.2719,62.7582,57.0509,87.0429,52.4426,111.831,85.0606,44.7549,67.8009,15.0745,37.417,,298.2755,28.7666,75.6432,53.1243,26.8198,101.9974,48.9601,47.1604,69.5717,47.9939,56.3073,22.4606,20.609,52.4501,156.0501,35.6182,9.0998,35.791,54.2007,13.6334,25.5437,49.2834,43.8926,121.1908,48.6451,51.5344,79.4225,30.0182,36.6977,60.1082,14.3156,84.0135,46.3032,24.8123,82.0813,10.2472,74.8081,63.9327,38.1765,81.1236,34.2527,90.5738,53.2881,40.2979,33.5031,51.0643,31.9021,28.5825
313,193.3122,65.1359,57.2016,87.8653,51.1772,112.3431,86.1435,44.4717,67.6328,14.9278,37.7145,,301.173,28.4183,75.9495,52.2114,26.4252,103.6396,49.3609,46.9719,69.7525,47.6676,56.6539,21.8637,20.5172,55.2035,156.1235,35.4835,9.0906,35.6881,54.0777,13.5443,25.8601,49.3271,43.8198,121.5271,48.8902,50.7544,81.8292,29.8731,37.1693,60.5975,14.3103,84.9401,46.4072,24.8132,81.469,10.2377,76.7826,64.0438,38.315,84.737,34.2741,90.8924,53.5119,40.7898,33.6342,50.0788,32.0343,28.4464
314,194.2474,62.3804,57.7238,87.4828,51.4981,110.9243,86.1948,44.504,66.415,14.826,37.1902,,298.2576,27.5827,75.9673,51.1742,25.8475,103.0066,49.2023,46.5856,69.9283,47.3865,56.3495,21.3815,20.5663,52.6271,155.5186,35.1936,9.1107,35.5396,53.7867,13.5168,25.5071,48.6179,43.7193,120.5008,48.5572,49.976,82.1461,29.482,36.8278,60.2349,14.3597,83.6168,46.0117,24.6117,80.5406,10.1791,75.9316,63.996,37.9088,81.1977,33.9952,91.1407,53.2179,40.3448,33.4154,49.2325,31.9752,28.5869
315,194.5413,62.9838,58.0262,91.7503,52.3421,111.8826,86.0712,45.0415,66.7968,14.938,37.4429,,301.0383,27.8209,76.36,51.4439,26.1962,102.5062,49.2339,47.1793,69.7991,47.914,57.4521,21.4703,20.7123,53.9344,157.2516,35.5381,9.23,35.7646,54.3602,13.6121,25.8454,49.9501,43.7079,121.0373,48.6226,51.3413,82.3991,29.8657,36.792,61.1976,14.3895,84.0101,46.8264,24.5889,83.4116,10.2489,77.623,64.923,39.2058,81.5696,37.0985,91.2152,53.7984,40.3788,33.9948,49.3734,32.1617,29.0419
316,190.992,62.897,58.0141,88.6106,52.1131,110.9482,85.4377,45.2629,67.2986,14.7742,37.4645,,300.9869,27.7193,76.4861,50.5918,26.1652,103.0152,49.0495,46.9527,69.4658,47.6367,57.541,20.9785,20.4678,54.6285,156.9007,35.3497,9.2426,35.9168,53.9852,13.4997,25.6527,49.4655,43.2473,120.791,48.7244,51.3923,82.3371,29.5724,36.3598,60.8815,14.3468,83.86,46.4552,24.574,83.9278,10.322,78.1605,64.574,38.0163,81.3615,34.0053,91.1241,53.6858,40.2718,33.484,49.0601,32.0064,29.0626
317,194.944,63.2075,58.3468,89.6842,53.2133,112.3628,86.1558,45.8751,68.1774,14.9824,38.0804,,304.9058,28.614,77.5888,51.5854,26.8837,103.0039,49.2956,47.2655,70.6725,48.3467,58.3091,21.6771,20.7862,55.3266,159.3106,35.5045,9.3695,36.1742,54.4945,13.7849,25.4891,50.6691,43.3161,122.8526,49.3012,51.9249,83.7167,30.2375,36.8398,61.6508,14.5307,85.3597,47.4312,24.8296,84.7158,10.4327,79.4083,65.6663,38.5561,81.7111,34.6635,92.2833,54.2851,40.4755,33.9813,49.6663,32.3598,29.5069
318,194.2898,63.6517,58.4215,89.3742,53.9464,112.1805,86.5131,45.7841,69.1821,15.0359,38.0014,,303.6951,28.3518,77.5073,51.0968,26.7515,103.2845,49.3521,47.4208,70.6416,48.2028,60.4944,21.8114,20.8309,55.68,160.265,35.3701,9.402,36.1963,58.3695,13.8451,25.487,51.1221,43.3503,122.3029,49.141,51.9886,83.4272,30.4147,42.5466,61.741,14.5132,85.0773,47.5548,24.9548,84.6637,10.4888,79.1985,65.7726,38.7229,81.4458,34.8402,92.7898,54.4075,40.5411,34.089,49.8301,32.5184,29.2797
319,191.4661,62.9924,58.1437,88.6541,53.4126,110.8701,86.1354,45.283,67.6894,14.8821,37.2497,,302.3511,28.2567,76.4906,50.4585,26.3262,102.6471,48.9154,47.1453,70.127,46.9553,57.0292,20.8562,20.479,55.8778,159.8313,34.8051,9.201,35.6372,54.4217,13.4012,25.4638,50.0811,42.8141,120.3507,48.8437,51.0163,83.1659,30.1921,36.6697,61.0288,14.2491,83.6504,46.7244,25.3555,82.7975,10.1905,78.0767,65.1218,37.9842,80.9467,34.3202,92.6773,53.7342,40.3747,33.4739,49.3516,32.2371,28.4928
320,185.2665,61.8199,57.6064,87.7112,52.8562,108.1239,85.8231,44.8988,66.7292,14.5448,36.721,,297.3008,27.9442,76.0044,49.1109,25.0892,102.3582,48.4411,46.4697,69.604,45.8468,56.4093,19.8404,20.1119,54.5803,156.6782,34.0846,8.9644,34.6551,53.6762,13.0793,25.2273,47.3236,42.528,118.2971,48.6113,49.5364,81.1401,29.5923,36.2043,59.3216,14.1141,82.4046,45.1209,25.3949,79.8852,10.018,76.5329,63.3054,37.4858,79.0779,33.5545,92.3139,53.1079,40.3899,32.6051,49.017,31.9321,28.0435
321,184.7794,61.3627,57.5257,93.4404,52.4089,108.2702,86.2859,45.2228,66.2534,14.4525,36.6848,,296.895,28.0762,75.6768,48.6533,24.8168,102.2538,48.3156,46.4223,68.7371,45.7902,56.2511,19.8358,19.9771,54.0596,156.0148,34.1966,8.9898,34.5661,53.3352,13.0561,24.9974,46.9976,42.4954,118.3297,48.8817,49.3705,81.0872,29.9364,35.9989,59.5813,14.0567,82.5648,45.2785,25.366,79.5501,9.8915,77.422,63.1101,37.0902,79.5093,33.8727,92.1106,53.1388,40.7119,32.5494,48.977,32.0122,27.9034
322,187.3808,61.9367,58.0787,87.8928,55.6024,109.4317,86.8384,45.2822,66.4858,14.6047,38.7631,,298.8076,28.5335,75.9164,48.8484,24.9431,102.7573,48.8002,46.5721,69.9959,46.2946,56.5959,20.1194,20.1709,54.8664,157.5284,34.1474,9.0529,35.0159,53.5835,13.2195,24.9831,47.7611,42.5739,119.3739,49.1913,49.7413,81.5695,30.1626,36.2026,60.0227,14.191,83.1098,45.675,25.2997,80.5351,9.9967,78.3713,63.7792,37.7423,80.1335,34.068,92.6575,53.5202,41.196,32.822,49.3995,32.1512,28.2445
323,185.0185,61.4964,58.0902,87.3092,52.5386,108.5909,86.9021,45.5201,66.5159,14.5605,37.041,,296.868,28.3468,75.6841,48.5215,24.855,102.6483,48.5632,46.5877,68.6345,46.0387,56.4769,19.8879,20.0607,54.1492,156.5042,34.0742,9.005,34.9973,53.7034,13.1963,24.6947,47.5991,42.5242,119.3909,49.128,49.5503,80.8788,29.757,35.976,59.6793,14.1157,82.6705,45.334,25.156,80.4069,9.9651,77.8792,63.2955,37.6658,79.6689,34.0049,92.6357,53.3679,41.1456,32.8423,49.1117,32.2649,28.0728
324,186.311,62.0985,58.413,88.2455,53.7282,110.0334,87.7968,45.7111,66.5587,15.6533,37.3373,,299.8226,28.8226,76.4488,48.9831,25.2111,103.0163,48.6674,46.8823,69.7435,46.3595,56.8312,20.1189,20.346,54.7076,159.2482,34.3411,9.0968,35.292,54.8006,13.3192,24.6103,48.1112,42.696,119.9557,49.4503,50.2215,81.6291,30.1191,36.3311,59.9263,14.2458,83.6664,45.9929,25.226,81.2296,10.0895,78.4924,64.3017,38.0826,80.4023,34.3556,92.8979,53.6647,41.2333,33.251,49.6168,32.343,28.4135
325,189.4868,61.7015,58.3807,88.2243,53.7278,110.7092,87.8414,46.0129,66.6385,14.6764,37.4091,,300.5523,29.2264,76.8108,49.4948,25.4951,103.0582,48.6579,47.0383,71.0305,46.639,57.0189,20.4162,20.4448,54.9863,159.9066,34.4981,9.0805,35.4872,54.4725,13.2854,25.0566,48.4937,42.9294,120.5765,49.5342,50.5525,81.8182,30.3308,36.3902,60.2602,14.4429,83.9245,46.4221,25.1469,81.4249,10.0818,79.322,64.6771,38.0909,80.7876,34.5212,92.9034,53.9419,41.3259,33.2627,49.9147,32.462,28.4029
326,190.3403,61.2894,58.3592,88.5665,53.6714,110.9251,88.1866,45.9262,66.5842,14.7466,37.6333,,300.8096,29.3001,77.0411,49.8363,25.6135,102.8613,48.5943,47.3021,70.8721,46.76,57.2412,20.3624,20.564,55.0286,160.0348,34.7181,9.0851,35.6723,54.4608,13.3654,25.3952,48.2947,43.1209,120.9549,49.6221,50.7222,82.3294,30.4519,36.3728,60.2944,14.4429,84.4098,46.4514,25.1177,81.6753,10.1017,79.4799,64.502,38.2587,80.8034,34.7772,92.8531,54.023,41.4245,33.4459,50.0856,32.4892,28.4255
327,190.6766,61.313,58.5246,92.5323,53.889,111.5474,88.9566,46.0381,67.3694,15.1933,38.0237,,304.6383,29.4036,77.8274,50.7372,25.6204,103.4486,48.7887,47.9094,71.634,47.3401,58.0347,20.3652,20.7497,55.1559,162.0979,34.8367,9.1676,35.9809,55.1649,13.5122,25.7466,48.7604,43.3147,121.6177,49.8238,51.6854,85.1462,31.0824,37.0419,60.8114,14.4776,84.9137,46.7838,25.0927,82.9584,10.1618,80.6416,65.247,38.4774,81.0424,34.6392,93.4272,54.2367,41.7478,33.7907,50.4664,32.5092,28.5495
