,AAP,AMZN,AN,AZO,BBBY,BBY,BWA,KMX,CCL,CBS,CHTR,CMG,CMCSA,DHI,DRI,DLPH,DISCA,DISCK,DG,DLTR,EXPE,FL,F,GPS,GRMN,GM,GPC,GT,HBI,HOG,HAS,HD,IPG,KSS,LB,LEG,LEN,LKQ,LOW,M,MAR,MAT,MCD,KORS,MHK,NWL,NKE,JWN,ORLY,OMC,RL,PCLN,PHM,PVH,ROST,RCL,SNI,SIG,SNA,SWK,SBUX,TGT,TGNA,DIS,TIF,TWX,TJX,TSCO,TRIP,ULTA,UAA,URBN,VFC,VIAB,WHR,WYN,WYNN,YUM
0,72.9995,263.5567,48.0086,368.507,59.909,15.7818,37.0954,40.0155,38.7388,42.0559,81.2786,317.6576,19.4157,23.563,47.1895,38.773,69.8265,63.6229,45.9646,39.6168,66.236,34.55,13.1692,33.3609,37.8673,28.4552,69.1905,13.6408,9.6427,52.6212,38.056,66.4667,12.2023,45.8784,47.7367,29.3909,40.0587,23.0409,38.41,39.4307,40.5642,39.3972,95.0118,55.6298,102.4911,24.2099,27.0313,55.2318,92.7688,54.3125,176.6442,695.8278,19.7342,120.915,29.5705,35.8063,62.21,63.4013,80.64,77.3111,28.0241,62.4629,19.2057,54.8638,63.298,52.0762,45.4748,51.5579,48.098,99.6392,12.5737,43.126,36.0698,59.2489,109.1276,59.5441,122.7386,62.4577
1,77.7977,258.96,48.0455,379.0827,59.0305,15.5652,36.6698,39.3687,38.8459,41.9632,80.4918,317.4641,19.2052,23.1205,47.3445,38.2619,69.9764,63.8177,45.5171,39.3266,64.8317,34.4676,13.0919,32.2224,38.0619,28.4651,69.4635,13.5448,9.951,52.2566,38.361,66.2168,12.0308,45.8437,46.4733,29.5427,39.3458,23.1057,38.6504,40.1432,40.287,39.4863,94.4463,55.8106,101.4621,24.1085,27.2256,54.8858,100.8418,54.0651,175.8952,687.3883,19.3213,121.6477,29.9426,35.809,59.1703,62.8188,78.3177,76.6433,27.8215,62.293,19.0956,53.9846,62.6058,51.9125,45.2161,51.5353,46.4147,98.9037,12.4188,43.2927,36.3413,58.6477,107.6408,59.429,122.1989,63.5768
2,78.559,262.4721,48.6478,384.5152,59.6905,15.2862,37.279,39.8607,39.0071,42.707,80.748,319.5202,19.3526,23.0416,47.2103,38.3278,71.2309,64.6903,45.9805,40.8474,65.5234,34.8048,13.093,32.1862,38.2547,28.5861,69.8151,13.5975,10.1399,52.8968,39.4437,66.8672,12.1476,45.9669,45.9467,29.6549,39.0674,23.5181,38.98,40.027,40.9223,40.1417,95.1141,56.9862,102.5687,24.1912,27.3507,55.6338,102.1818,54.9404,177.6959,698.9739,19.3669,122.9227,30.5173,36.1127,60.1024,62.9762,78.4102,76.3511,28.1866,62.5373,19.4503,54.6122,62.7822,52.5842,45.638,51.7755,47.0127,99.2722,12.5653,42.7454,36.5242,59.3773,107.1972,59.785,125.4108,65.0124
3,77.9408,258.1975,48.0918,386.164,59.4164,15.592,37.4677,39.6178,38.7201,42.2797,79.6077,323.6017,19.2784,23.101,47.1268,38.8612,71.0303,64.291,45.7085,40.803,64.8715,34.7374,13.1144,32.6126,38.0356,28.5052,69.7827,13.7678,10.0952,53.5024,39.7341,66.4315,12.156,46.1117,45.6167,29.612,38.773,23.3508,39.0232,40.1159,41.0928,40.2802,95.1559,56.8505,104.4173,24.1398,27.557,55.4205,102.2564,55.2459,177.2062,695.4081,19.4324,120.0088,30.3714,36.1346,60.5871,62.7105,78.6383,76.0106,28.0592,62.3987,19.5372,54.7919,63.1192,52.0356,45.4494,51.6752,46.3217,99.2092,12.4106,42.5865,36.1224,59.2327,107.0156,59.6963,124.4744,64.7186
4,78.1082,258.8784,47.6915,383.2457,59.0919,15.4876,37.6467,39.5203,39.0195,42.9965,79.7857,323.5854,19.5915,24.0435,46.692,39.7219,70.9772,64.2612,45.1553,40.2789,65.272,34.8218,13.1193,32.2844,37.6522,28.5731,70.0635,13.6423,10.0729,53.2943,39.9025,67.1499,12.3557,46.0215,45.13,29.8856,39.9433,23.2267,39.6725,40.2085,41.3371,40.5435,95.0901,63.0682,106.4465,24.0598,27.5141,55.0893,101.4489,56.1528,177.1872,702.0287,20.1341,120.5228,30.2798,36.4147,61.1094,62.6018,78.9275,77.3797,28.1437,62.614,19.8345,54.9475,63.4429,52.3969,45.2401,51.5328,46.2467,98.852,12.4514,42.3572,36.3814,59.2369,109.778,59.6827,122.9828,64.6586
5,78.6513,266.435,47.0697,380.2661,59.0239,15.1207,37.666,39.4521,37.672,42.7352,80.0814,318.4691,20.4928,24.0277,45.7988,39.8968,71.5365,64.457,44.2814,39.8124,65.3588,33.7105,13.0391,32.044,38.3226,28.6579,70.2956,14.0622,10.0846,53.5275,40.3979,67.4179,12.3593,46.4545,44.87,30.197,39.9666,23.215,39.7246,40.0521,41.306,40.918,93.9215,61.9902,107.1508,23.9994,27.3554,55.3002,102.3059,56.6476,176.2611,703.4577,20.2447,120.5606,30.4189,35.6122,61.8468,62.4794,78.6434,77.371,27.9023,62.807,19.8096,54.9448,63.4656,52.7575,45.1807,51.4475,46.4038,99.1342,12.2405,41.6608,36.2675,59.4578,111.2028,59.1389,123.0229,64.3826
6,78.9844,268.7378,46.9104,375.3538,58.7596,15.7356,37.6825,39.614,37.1756,42.5969,79.6018,316.7065,20.1744,23.8316,45.5836,39.9511,70.14,63.263,44.9276,39.4939,65.1348,33.3319,13.0998,31.4197,38.7344,28.2882,70.6284,14.0841,10.1077,53.5384,40.6621,67.3131,12.4581,46.8486,44.36,30.3874,39.9717,23.1857,39.6132,39.5547,41.1128,41.0727,93.5928,61.8931,107.3666,24.1943,27.2875,55.1048,101.7295,57.0714,174.5975,703.4775,20.2702,120.2712,30.2261,35.4659,62.1401,62.636,79.5698,77.8401,27.8242,63.0311,19.8442,54.9643,63.5155,53.4566,45.2039,52.0261,43.626,88.1085,12.1942,41.5375,36.1778,59.5981,110.9192,58.9134,122.6356,64.0279
7,78.9221,265.6845,46.4196,373.7055,58.0522,16.4597,38.0616,39.6757,37.1174,44.2749,79.5409,314.6326,20.4701,23.8125,45.391,39.9815,70.545,63.1583,45.0841,40.8764,64.8626,33.5315,13.0584,32.7663,39.4474,27.6651,71.1387,14.1552,10.063,52.8716,40.6901,67.5102,12.5575,46.3948,44.1167,30.6971,39.7073,23.264,39.2553,39.2255,41.3568,41.0401,93.8618,63.1017,108.1872,24.2738,27.4491,55.3655,101.8543,57.7056,176.2383,701.551,20.3961,120.1878,30.0136,35.6286,62.482,62.4768,79.388,78.5021,27.392,61.7009,20.1114,55.1777,64.5803,53.6458,44.9689,52.1272,44.3324,87.7827,12.3942,41.418,37.4546,59.6172,111.0246,59.4035,122.8205,63.9909
8,80.2546,267.6945,45.3097,374.0351,58.0574,17.445,38.3888,39.7886,36.4828,44.8373,79.4482,313.7563,20.7056,23.4161,45.2431,39.7564,70.3716,62.9781,43.9727,40.3738,64.4706,33.8075,12.9699,32.4564,39.1473,27.6048,69.199,14.1321,9.966,52.4637,40.6288,67.4436,12.5562,46.4538,44.1733,30.6409,38.974,22.6617,39.2674,39.9032,40.8425,41.0288,94.0104,64.2024,108.0311,23.966,27.2771,56.0089,101.8725,57.3418,176.622,703.0022,19.9728,120.6538,29.8133,35.262,62.2974,62.8541,79.6705,79.0627,27.1872,61.7617,20.459,55.7256,65.1265,53.636,44.9316,51.6776,43.7849,85.2466,12.492,41.7156,38.4619,59.9591,111.2324,58.7796,120.0633,64.9143
9,79.9247,270.7753,44.9067,379.1487,57.6879,17.0817,38.0973,39.7749,35.8613,44.2488,78.8669,310.9148,20.666,22.2602,45.2182,39.2796,70.2143,62.6696,43.9221,40.3757,63.5772,34.3591,12.692,32.5851,35.4087,27.3386,69.2392,13.9532,9.8582,51.9645,41.1379,66.7939,12.5017,47.2256,44.3733,30.243,37.3837,22.6729,39.1237,39.8905,40.0023,40.931,94.0601,62.5086,105.824,23.7681,27.1611,55.6397,101.7328,57.3354,174.9019,696.736,19.0922,119.6637,29.6101,34.8758,62.182,62.4104,79.5343,78.2057,26.879,62.6076,20.3557,55.0436,64.8389,53.4644,44.7445,51.0555,43.0577,86.5122,12.3297,41.4839,38.5789,59.2551,109.9643,57.9693,118.0182,64.9644
10,79.1727,265.6721,44.5001,379.6884,57.6042,17.1679,37.2197,38.7632,35.293,43.4952,77.1765,309.6038,20.1641,22.0464,44.7727,37.9981,69.0599,61.6955,45.3272,41.4026,63.4378,34.5532,12.3904,32.0091,34.9492,26.545,68.5869,13.5704,9.6966,51.0098,41.0281,64.8109,12.2829,46.4789,43.6333,29.6788,36.594,22.114,37.7655,39.4299,39.2463,40.4786,94.171,59.913,102.5549,23.4574,27.2863,54.6024,101.2249,56.2574,171.3262,683.9093,18.588,117.815,29.0366,33.8437,61.3206,60.5298,78.0975,76.4693,26.5922,63.371,19.7578,54.2505,64.3382,52.6591,44.3366,50.7321,42.9677,86.51,11.9994,40.2847,37.9072,58.3188,106.1985,56.9739,114.943,64.9412
11,79.0993,264.1256,44.5827,382.8067,57.5251,17.0879,37.1766,38.7611,35.0247,43.1908,82.4363,313.043,19.9488,22.3222,45.9629,38.1316,69.8341,62.4431,45.8308,41.6356,64.2626,33.9417,12.43,31.7657,34.9971,26.8477,69.2847,13.4246,9.6755,51.2655,41.1203,65.3787,12.5298,46.2322,43.26,29.7583,37.0262,22.5106,37.8349,39.1923,39.2949,40.4795,94.7609,59.3192,104.9747,23.3911,27.1706,54.0565,101.8718,56.8296,171.0697,684.8443,18.805,118.4991,28.8301,33.6725,62.1945,60.0044,78.4914,77.2854,26.8801,63.2789,19.7411,54.1885,64.2267,52.8719,44.1558,50.5708,43.4804,88.5495,11.8839,39.7988,37.6323,58.5182,109.2552,58.0245,116.6689,65.243
12,79.0988,264.4722,43.8079,382.535,57.4573,17.0966,36.9933,39.0796,34.8731,42.9,83.8966,314.2584,19.8664,21.8312,45.8119,38.2997,70.3773,63.0793,45.6644,41.2775,63.3301,33.5608,12.3019,31.638,34.5217,26.7033,69.3058,13.2593,9.6947,51.5496,40.8463,65.1772,12.5044,46.0026,43.42,29.6179,36.5544,22.5301,37.1003,38.9258,39.0684,40.4058,96.2829,58.712,104.8584,23.1871,27.2496,53.2384,102.3155,57.1993,171.438,683.9557,18.4603,119.0973,28.6433,34.2898,62.2229,59.9726,78.3261,76.1297,26.954,63.4339,19.5641,54.1974,64.7128,52.3403,44.0803,50.9277,44.172,88.6314,11.8646,39.6612,37.9275,58.107,108.7219,58.0566,117.6107,65.5587
13,77.2138,258.7271,42.8743,374.9468,56.9568,16.6495,36.4432,38.1798,34.6459,42.3581,85.701,312.0036,19.8113,22.0545,45.5974,39.1058,70.5819,63.2699,44.9785,41.0002,62.473,33.123,12.2363,31.6999,34.0043,26.5859,69.1353,12.8588,9.6667,50.8946,40.0993,67.245,12.3901,45.6099,43.22,29.4968,36.936,22.3931,36.6034,39.6248,38.5423,40.1269,96.2755,58.2727,103.8584,22.6716,27.1496,52.7518,101.672,56.8439,170.4501,683.5526,18.8194,118.5834,28.2573,33.8364,61.1948,60.3502,77.5161,75.9484,26.6392,63.8361,19.1124,53.8369,65.2612,52.1319,43.7213,51.2519,43.7628,86.593,11.8014,39.3809,37.6187,57.4006,109.2561,57.9197,114.9,64.8184
14,77.0738,262.6403,43.7963,376.5506,57.027,16.5065,37.2218,38.5354,35.3388,43.6386,87.3295,315.6811,20.0304,22.5426,46.8138,41.3156,72.7688,64.78,46.8406,45.5196,63.9343,33.7172,12.7117,32.3123,34.6645,27.296,70.2108,12.8968,9.7742,52.0999,40.4256,67.9128,12.5943,46.2662,43.9867,30.2963,37.8901,22.7986,37.4221,40.4126,39.137,40.7286,95.5571,59.5525,106.3501,23.2568,27.1683,53.5369,102.2135,57.0642,172.819,700.7646,19.2978,120.9422,28.7109,34.504,62.4578,61.0454,79.3173,77.8409,27.2371,62.9154,19.7822,54.2119,66.4698,52.964,44.3214,51.6707,44.9244,87.6996,12.0571,40.019,38.1524,58.0792,110.7816,59.0356,117.5005,65.3003
15,76.8061,264.2713,43.8771,378.2652,57.0362,16.3796,37.3861,38.6451,35.8841,43.3984,86.5869,316.9759,19.9942,22.4885,46.3952,41.8877,73.3703,64.68,46.3473,45.3828,63.8269,34.1799,12.75,33.0112,34.3752,27.1989,70.9418,13.0756,9.9777,52.8362,40.2278,68.6135,12.7873,45.9114,45.7433,30.6083,38.1753,21.4426,38.1319,41.1251,39.494,40.8846,95.9201,59.8332,106.5197,23.4498,27.2061,54.3576,102.2491,57.5849,173.719,687.139,19.2935,121.7488,29.0443,34.8765,63.0666,61.3837,80.2784,78.6228,27.4507,63.2267,20.1013,54.7214,67.0138,53.3507,45.1317,52.1482,45.3071,88.4779,12.2625,40.4873,38.4012,58.5876,112.8538,60.1274,117.7181,65.784
16,76.2137,264.2195,43.4217,378.0055,56.7481,16.8363,37.5227,38.3517,35.8358,43.3305,86.4594,317.7373,19.9146,22.402,45.7605,42.0593,74.4019,65.6449,47.059,45.5862,63.6645,34.3808,12.5936,33.7563,34.8218,27.2445,70.9319,12.9891,9.799,52.2317,40.1685,68.8545,12.7395,46.056,45.1367,30.554,37.7937,20.752,38.2303,40.6799,39.4552,40.4948,95.5511,59.1747,106.0063,23.316,27.3077,54.0185,102.1167,57.1055,173.3769,693.9643,19.1055,121.9922,28.9326,34.8671,63.9526,59.443,79.63,77.6549,27.3155,63.9773,20.0907,55.0812,68.5399,53.5425,44.9564,51.536,45.3968,88.7228,12.3234,40.6444,38.1823,59.2505,113.6405,60.6462,116.5147,65.1453
17,76.8458,270.3012,44.504,380.1838,56.5982,17.6096,37.2687,39.3631,36.021,43.5468,86.5202,320.9005,20.0642,22.9859,46.3847,42.2145,75.328,66.423,48.2781,46.1945,63.8081,34.5751,12.677,33.7094,35.0398,27.0788,71.51,12.6948,9.9197,52.3069,40.1495,69.7589,12.7641,46.445,45.09,30.8137,38.7136,20.6622,38.1687,41.4492,39.2204,40.5416,95.0704,59.0573,107.8336,23.3803,27.3156,53.8774,103.5376,57.5858,174.0777,705.8974,19.5363,122.7746,29.2936,35.0333,64.5697,59.663,78.9602,76.8346,27.6764,65.9049,20.293,55.6651,69.346,53.7956,45.1808,51.6559,45.3545,89.8707,12.4713,41.0318,38.7196,59.5117,116.1721,60.3847,116.0194,65.2284
18,77.1064,273.5918,44.8576,382.0525,57.7947,18.0746,37.6734,40.0976,36.3027,44.7818,87.1628,327.8456,20.4219,23.7515,46.585,42.4256,76.2501,67.6065,48.7393,45.9134,65.7442,35.0745,12.9131,34.2134,35.2557,27.5868,72.759,12.8275,9.9746,53.4912,40.6,70.4303,12.9401,46.5114,45.3167,31.3388,39.8268,20.5872,38.5683,41.8188,39.5579,41.1127,95.8168,60.4121,109.9031,23.6555,27.4188,54.3027,104.3464,57.951,176.4432,719.0282,20.172,124.7985,29.6006,34.8659,64.7837,60.1314,80.3153,78.3273,28.2734,66.4738,20.8255,56.384,70.1133,55.0836,45.1868,52.0912,47.1185,91.3815,12.4848,41.6076,39.1252,60.8553,119.042,61.0217,116.4073,66.4214
19,76.5501,273.5564,45.4488,378.4226,58.7637,19.0072,38.3429,40.9511,36.2478,44.847,90.0257,331.5642,20.4415,23.9166,47.1647,42.3222,76.0256,66.7222,48.573,45.537,65.1798,35.2751,12.923,34.4864,35.3352,27.8941,72.4256,12.875,9.9449,53.7415,41.1197,70.5291,12.8226,46.4304,45.2467,31.4948,40.5133,20.2359,38.873,41.2591,39.4503,41.0891,96.6319,60.545,111.3266,23.8682,27.6459,54.3337,103.6784,57.7664,177.5347,721.7883,20.1824,123.4372,29.7299,34.6899,64.3945,60.4613,81.6665,78.7177,28.5878,66.3984,20.734,56.4567,70.0319,55.4574,45.074,52.2813,49.4749,91.1725,12.5676,40.9124,38.9438,60.7193,118.993,61.3646,117.112,67.2223
20,76.2486,273.4551,44.9378,380.183,58.8621,19.0096,38.8201,40.844,36.3309,45.1182,89.9251,326.8639,20.3693,23.6587,47.2403,42.6033,76.2462,68.1232,47.7342,45.2109,64.6875,35.2864,12.8403,35.5774,35.1375,27.9417,73.1079,12.9476,9.8331,54.2692,41.1355,70.1627,12.967,46.3269,45.0233,31.5585,40.3871,20.2827,38.5301,41.295,39.4017,41.2588,96.9516,59.1742,111.7966,24.0569,27.65,54.0253,104.3081,57.9297,177.752,719.768,20.0913,123.948,28.0734,34.5146,63.9402,60.5211,81.0804,78.2342,28.9889,65.9439,20.9226,56.2375,70.7108,56.3831,44.7581,51.6524,50.2949,89.9752,12.567,40.5973,38.7023,60.6911,117.0505,61.837,117.3088,66.9849
21,76.4972,273.252,44.7319,382.8962,59.022,19.9586,39.4853,41.2989,35.8275,45.7937,88.8599,322.8998,20.4086,23.9127,47.3235,42.9763,77.7065,70.0134,47.631,45.1055,64.406,32.9644,12.9333,36.0648,35.478,28.0482,74.1546,13.1602,9.952,54.5774,41.4567,70.963,13.0005,46.6057,45.08,31.8476,40.6905,20.8918,39.1459,41.5606,39.9452,41.2981,98.5457,57.8468,112.3607,24.7155,27.3614,54.5375,104.4671,58.612,177.1532,720.0654,20.1676,123.1978,28.0352,33.696,63.8993,60.7006,81.8497,78.9945,29.359,66.1233,21.3316,57.1315,70.0578,57.3433,44.7815,52.1203,50.94,89.788,12.3581,41.1646,38.6571,61.7335,118.0446,63.0786,117.2712,67.9168
22,77.4012,271.8794,44.4084,387.2173,60.6649,20.1271,39.7181,41.3516,35.6459,45.8274,88.9975,324.3722,20.4984,24.0236,47.5162,43.1164,77.8118,70.0551,47.6527,45.0989,64.496,32.3859,13.2565,36.3248,35.6702,28.2418,74.9369,12.9409,10.035,54.6705,41.9832,71.2357,13.0817,46.847,45.2067,32.307,40.9515,21.3971,39.5591,41.6685,40.2265,41.5481,98.7046,55.5337,112.7259,25.1007,27.2272,54.3708,104.2747,59.1675,176.8197,723.6317,20.1799,121.349,28.0882,33.8894,64.3912,61.3869,82.1135,79.6122,29.3276,67.0169,21.4617,57.603,69.3267,57.1915,44.8794,52.1107,51.3407,89.8929,12.0821,41.454,38.5149,61.8492,118.8691,63.0793,118.574,68.487
23,77.323,274.288,44.1954,388.33,61.0262,20.3114,39.5831,41.2597,35.403,45.7505,89.3304,319.2405,20.3646,23.7194,47.7879,43.1022,77.729,69.8923,47.8112,44.7255,64.951,32.6509,13.3451,36.4303,35.619,28.3636,75.3293,13.0044,10.0793,54.4643,42.0664,70.7398,13.0341,47.3371,45.06,32.3675,40.4335,21.4518,39.2438,41.9476,40.0935,41.5612,98.7346,55.7127,112.2933,25.1534,26.8079,54.124,103.8985,59.0882,175.1368,720.4209,19.8105,117.9537,27.9999,33.7689,64.3258,62.1653,81.719,79.6813,29.1221,67.2478,21.4615,57.0224,68.5593,56.6732,44.6727,51.5138,51.0778,88.2692,12.1589,41.5686,38.6923,61.7227,118.9361,62.1715,117.3121,69.6659
24,78.1528,274.1409,44.3785,390.5932,60.2083,20.9134,39.5437,41.357,35.5447,45.7803,89.8686,321.3127,20.2643,23.9218,48.7006,43.153,78.0838,70.0228,47.8848,44.9623,65.5171,32.9477,13.4027,36.636,34.792,28.1858,75.5488,13.3166,10.3334,54.6447,41.7577,70.6606,13.2938,48.5534,44.7333,32.2042,40.1974,21.7153,39.3449,42.1962,40.1828,41.8628,99.1071,57.9537,112.7212,25.3168,27.2837,54.0628,104.2531,59.3784,173.7067,717.3212,19.9049,119.1725,27.7099,33.5366,64.4724,62.0038,80.9128,80.1635,29.3104,67.1351,21.6697,57.2272,68.6943,56.5853,44.9094,51.4579,52.0226,87.4647,12.3415,41.4989,38.9788,62.04,117.9384,62.6882,118.642,69.2734
25,77.8998,267.1212,44.0548,390.166,60.4805,21.3503,39.8414,41.3937,35.4072,47.0181,89.9056,322.3225,20.4869,24.4433,48.88,43.2047,78.6779,70.5942,48.47,44.9881,66.1896,33.0643,13.4079,36.6089,34.7974,28.1366,76.1637,13.5409,10.3491,54.7486,42.1156,70.4729,13.3386,49.0128,44.7733,32.4546,40.9677,21.6715,39.2152,42.1419,40.3872,42.1753,99.1837,58.3272,113.0598,25.6301,27.3599,54.3561,103.5889,59.4755,173.2758,712.8152,20.4777,118.7256,27.9913,33.9075,64.5245,62.785,81.395,80.9426,28.8632,67.2749,21.8227,57.6624,68.9578,57.1991,45.2469,51.2904,52.5421,83.3987,12.6693,41.2036,39.2457,63.4939,117.7381,62.9232,119.5902,69.6721
26,78.8767,263.1742,44.0726,390.8931,60.8021,21.4511,39.8779,41.5291,34.646,46.8764,90.0307,320.8174,20.4005,24.4115,49.2131,43.2849,77.5637,69.5796,48.2194,44.4814,66.1099,32.5983,13.3925,36.3942,34.5922,28.1242,76.0322,13.6699,10.242,55.1353,42.3541,69.5538,13.3166,49.1128,45.06,32.1773,40.9628,21.1769,38.9022,41.6804,40.3002,42.1209,99.1981,57.4879,113.6343,25.5882,27.3164,53.9948,103.6642,59.8111,172.1429,713.0095,20.7203,118.3276,28.1173,33.7947,64.3628,62.9237,81.2513,80.7619,28.7718,66.8631,21.8415,57.5657,69.1532,56.7292,44.9882,50.6219,52.6484,74.9997,12.7042,40.7531,39.2754,63.3058,115.6704,62.8062,119.6399,69.8686
27,80.2427,258.4006,43.7248,390.6444,61.6219,21.9998,39.149,41.5598,34.1466,46.619,96.8286,320.1973,20.1478,24.2307,48.8189,42.8801,76.9177,69.0114,48.145,44.696,64.7389,32.1791,13.2384,36.5349,34.3979,28.0221,75.6706,13.4865,10.299,54.5198,42.1199,69.4179,13.1372,48.6575,44.8,32.3067,40.6358,20.9953,38.7795,41.5613,39.9535,41.8633,98.7073,57.8637,113.4968,25.4035,27.1697,53.6484,104.3451,59.1175,169.9426,700.8772,20.7152,116.5128,27.9587,33.4818,64.475,62.8812,81.1852,80.5762,28.5065,66.7684,21.7101,56.963,68.5753,56.3366,45.003,50.541,52.6723,73.852,12.5553,40.1731,39.0686,62.6516,114.9167,62.4191,120.4419,69.185
28,80.1168,256.0612,43.6472,390.074,61.6768,22.0357,39.0085,41.0688,33.3688,45.923,99.5955,318.371,19.9833,24.3955,48.6642,42.9482,77.5613,69.5628,47.7183,44.5587,62.5258,31.7785,13.1871,35.9188,33.7354,28.0583,75.5601,13.3911,10.2872,52.9909,41.8802,69.0222,12.9633,46.7662,44.22,32.4714,40.7366,20.8594,38.3693,41.3375,39.4999,41.7684,98.5436,56.4491,112.9368,25.4596,26.9207,52.5948,103.5068,58.5028,167.2592,688.2461,20.918,114.847,27.7876,32.9387,64.9724,62.76,81.3424,80.974,28.2523,66.4166,21.842,56.2348,68.4596,55.5749,44.912,50.2964,52.2826,74.6344,12.1978,39.3565,39.1938,61.4977,115.0781,62.4763,119.9932,68.9005
29,80.2949,257.0274,43.9314,395.4725,62.9342,22.9837,39.2683,41.1196,33.6073,46.3714,104.0473,321.4651,20.3959,25.1549,48.7397,43.269,78.9089,70.3656,49.3834,45.849,63.1799,32.1797,13.3112,35.9193,33.4925,28.899,76.5258,13.3805,10.416,53.8609,42.2761,69.0559,13.0798,46.6121,43.8333,32.9209,42.076,21.0214,38.5065,42.4056,40.0028,42.3226,98.7416,56.4682,114.2229,25.4944,27.2788,52.965,103.5476,58.7211,169.4669,688.5898,21.3061,113.1183,27.9411,32.6386,65.4371,62.9613,81.7766,81.5763,28.638,68.1178,22.0386,56.9163,69.2753,56.1606,45.3713,50.9178,53.1871,76.9769,12.2968,40.1743,39.5948,61.8836,116.2585,62.3888,121.9313,69.4406
30,80.1987,254.659,43.7501,393.6512,63.1931,22.8755,38.7242,40.4421,33.5583,46.1011,102.5293,320.576,20.2238,24.854,48.8155,43.3477,78.3353,69.7858,49.5887,46.1446,62.2189,32.2823,13.3114,35.4979,33.1958,28.8169,76.9635,13.046,10.4961,52.9189,42.742,68.8998,12.967,46.5234,43.4467,32.8305,41.8369,20.977,37.9764,42.4782,39.7226,42.4964,98.6152,55.538,112.1121,25.3916,27.232,52.9712,102.6856,58.3259,169.3603,690.8945,21.0523,112.292,28.8167,32.2874,64.8931,62.0123,81.4933,81.3975,28.5391,67.8969,21.8352,56.4751,68.2718,56.1373,45.5426,51.0091,52.136,77.8878,12.1877,39.8642,39.5009,61.4211,114.4541,62.0439,121.5538,69.5845
31,79.6708,255.4517,43.5362,394.912,64.1207,22.3611,38.2662,40.2843,33.8939,46.0446,102.6934,319.21,20.5132,24.8314,49.4936,43.2764,78.8966,69.8829,50.2067,46.8678,62.6834,33.457,13.2442,35.6074,33.0858,28.2287,77.0787,12.8612,10.7703,52.7558,43.4059,69.3262,12.9914,46.2177,43.49,32.8301,41.2793,20.8635,37.7785,42.6237,39.7892,42.9799,99.3218,55.6644,110.9407,25.2691,29.6822,53.3141,103.0837,58.6475,168.8086,693.9961,20.7217,112.3426,29.4385,32.0233,64.7251,62.4041,81.5248,81.4582,28.7095,68.4303,21.7055,56.791,69.735,56.8024,46.4085,51.0484,52.277,77.5459,12.5672,39.0616,39.8077,61.939,113.9903,62.2894,122.2245,69.6479
32,80.325,256.5651,43.7896,393.5517,64.101,23.1685,37.9661,40.4006,33.7167,45.5938,102.9006,318.2098,20.7851,24.6343,50.4503,43.0934,79.1415,69.7615,51.1667,47.2978,62.5264,33.0429,13.3195,35.9325,33.2766,28.2005,76.715,12.6733,10.891,52.6003,43.6656,69.7125,12.937,46.5312,44.3733,32.7567,41.0489,20.9606,38.3005,42.431,39.7952,43.3963,98.597,55.6951,111.509,25.2333,29.7342,53.7099,103.2421,58.4505,167.1794,698.0601,20.4549,112.772,29.556,31.8996,64.0729,62.2566,81.7942,81.5673,28.3596,68.5794,21.5458,56.278,68.5487,56.6389,47.0306,50.8833,52.6535,77.0904,12.6441,38.9437,39.2828,61.3307,114.0041,62.6717,122.6934,70.6835
33,81.1739,259.1691,43.8456,392.1987,64.3334,22.6354,38.311,40.7256,33.6026,45.6528,102.8747,318.3609,20.7642,24.3084,50.3739,44.0147,79.187,69.7115,51.8762,47.9873,62.4805,33.4317,13.2936,35.155,33.245,28.1194,77.0331,12.7116,11.019,52.931,43.686,69.9925,12.9457,46.4855,44.51,33.0474,40.862,21.3724,38.1716,41.7605,40.964,43.5942,98.471,54.9885,112.7298,25.5376,29.671,54.0213,103.4164,58.7334,167.0243,695.2127,20.2453,113.5524,29.7686,32.1503,64.1121,62.511,82.069,81.4486,28.4874,68.331,21.8448,56.5042,68.1887,56.8805,46.8624,50.7661,52.3731,78.5943,12.6126,39.1322,39.3983,61.3601,114.1961,63.1353,123.9408,70.9003
34,81.4526,263.9476,43.7281,392.8533,64.9873,22.1878,38.6892,40.8764,33.5566,45.9417,104.5208,318.8032,20.7689,24.2153,50.495,44.4062,78.321,69.2695,51.0386,47.8528,61.1628,33.9412,13.1935,35.1206,33.0203,28.0611,77.1658,12.6908,11.1015,52.8045,43.6623,69.429,13.0069,46.5503,43.7567,33.2079,40.7511,21.5055,38.201,41.7963,41.4772,43.3302,98.9156,55.7105,112.3266,25.5932,29.2866,54.4074,102.9675,58.5702,168.4939,689.328,20.1377,112.4632,29.9372,32.3369,63.9301,62.7896,81.5153,79.9732,28.3242,69.3037,21.8177,56.264,68.1775,56.4711,46.9314,51.313,52.2564,80.0509,12.7064,39.112,39.3868,61.2347,115.4259,63.7058,123.7152,71.095
