,AAP,AMZN,AN,AZO,BBBY,BBY,BWA,KMX,CCL,CBS,CHTR,CMG,CMCSA,DHI,DRI,DLPH,DISCA,DISCK,DG,DLTR,EXPE,FL,F,GPS,GRMN,GM,GPC,GT,HBI,HOG,HAS,HD,IPG,KSS,LB,LEG,LEN,LKQ,LOW,M,MAR,MAT,MCD,KORS,MHK,NWL,NKE,JWN,ORLY,OMC,RL,PCLN,PHM,PVH,ROST,RCL,SNI,SIG,SNA,SWK,SBUX,TGT,TGNA,DIS,TIF,TWX,TJX,TSCO,TRIP,ULTA,UAA,URBN,VFC,VIAB,WHR,WYN,WYNN,YUM
270,125.7394,370.2934,53.3697,542.9103,68.5122,25.7433,61.5032,49.1201,39.1811,68.032,128.572,581.9079,26.0441,24.0694,48.2035,67.237,85.6873,78.4816,59.471,53.8743,76.0416,42.3082,15.5872,42.692,54.6666,37.7231,87.6156,27.4656,18.7742,66.8879,54.7529,82.8971,17.2944,55.0045,57.1486,31.8763,42.419,28.525,50.7787,57.38,53.6329,37.2745,95.1499,98.3377,142.2027,31.7488,38.7796,61.5156,150.1791,74.6647,161.2945,1366.79,20.7456,125.5512,35.9932,51.1011,81.5875,97.3314,112.9745,81.6323,36.3623,60.7323,29.3003,82.7932,93.0781,68.1149,61.757,71.8731,106.7962,89.0893,29.0016,37.2041,59.8198,88.5027,147.5518,74.6584,248.8007,75.3471
271,126.7748,372.2203,53.3574,542.0928,68.3833,25.1343,61.8431,48.9256,38.9559,67.5304,126.433,591.9205,26.0746,23.8407,48.8721,68.3363,85.8127,78.6683,59.562,54.0521,75.2361,42.6082,15.7242,42.1153,54.0365,37.7791,87.3988,27.9736,18.7071,67.8075,55.1266,82.6598,17.5569,54.8359,56.8818,32.0872,42.0234,27.6166,50.0884,58.3567,54.445,37.853,95.3347,98.7765,144.1936,31.5685,39.0117,61.507,150.0602,75.5811,161.5677,1367.77,20.601,125.7545,35.8524,51.2989,81.8741,98.248,113.4606,81.8885,36.3486,60.8505,29.4264,83.2092,93.4697,68.8796,61.0081,72.2088,107.957,87.3233,28.8654,37.0868,59.9661,87.8477,147.714,75.7903,247.9518,77.1807
272,127.1704,371.4883,53.8062,541.9599,69.1075,25.7161,61.3613,48.7166,39.3194,67.3857,126.5401,592.2662,25.8728,23.5551,49.6864,66.7537,85.8923,79.5656,59.3441,54.4275,74.8559,45.7969,15.6352,41.9797,53.7649,37.7897,87.3873,27.8056,18.7392,68.171,55.0312,82.4252,17.6979,55.5312,57.3402,32.1777,41.3543,27.7508,50.2916,58.1058,54.8323,37.7693,95.2819,98.4719,144.6598,31.3663,39.7482,62.2992,150.5109,75.7688,163.888,1361.89,20.2986,126.5076,35.9816,52.0257,82.0669,98.7253,114.0194,82.3173,36.3865,60.76,29.0155,82.5406,93.9193,68.5903,61.6307,72.5877,107.7706,87.2607,29.1842,37.4021,61.5482,88.4574,147.1548,75.9596,246.6137,77.025
273,126.8633,369.5863,53.563,541.6807,69.31,26.0631,61.3635,48.8311,38.9747,66.8679,128.3881,588.4833,25.746,22.964,50.0407,66.8326,85.7517,79.9904,59.2113,54.2478,75.1762,46.0144,15.5287,41.9501,53.0716,37.0129,86.6002,27.6696,18.6073,67.2059,54.7228,82.0913,17.4967,54.9892,57.587,32.0348,40.3914,27.6243,50.1327,58.0483,54.1434,37.6478,95.2782,97.8785,143.4839,31.193,39.4181,62.5302,150.7308,74.0637,163.4252,1342.98,20.0801,124.8089,36.0538,51.2923,81.2043,97.6755,113.1154,81.8282,36.6521,61.0016,29.3923,81.9577,93.1752,68.2419,62.0354,72.4202,107.7179,88.9147,29.157,37.3939,61.7167,88.1262,145.1762,74.4993,241.4053,76.9725
274,127.3574,369.9371,53.1551,541.4982,69.3645,25.9349,61.3025,48.6597,38.8873,66.2506,128.0253,588.1101,25.6612,22.7384,50.1924,67.5471,84.8745,79.1521,59.3017,54.4151,75.2713,46.1272,15.3312,41.8818,53.4285,35.8159,86.4689,27.3936,18.4126,67.9085,54.5566,81.376,17.471,55.547,57.0967,31.9799,40.5148,27.3181,49.5813,59.2825,54.2091,37.5425,98.1115,98.6493,143.6465,30.9844,39.5274,62.5279,150.0903,73.1896,163.2155,1330.97,19.9869,123.3908,36.0739,50.9709,80.312,97.4767,113.0998,82.7088,37.4918,61.2033,28.9662,81.3705,92.8472,68.0331,61.9212,72.3344,105.5693,91.6105,29.374,35.703,61.5101,88.3878,144.7222,75.1303,242.1761,77.4163
275,126.4365,368.19,52.8661,539.6918,70.7432,25.686,61.0726,47.7431,38.9648,65.737,127.3366,585.2953,25.4328,22.4826,50.0827,67.1218,84.6248,79.0248,60.4089,54.7081,75.6617,45.902,15.3713,41.0628,53.6964,34.8959,86.5335,27.0645,18.3705,67.9446,54.3208,80.463,17.4565,55.1042,56.8866,31.9782,40.1887,27.1934,49.2079,58.4442,53.8386,37.2986,98.5939,97.5959,141.9406,30.7251,39.3693,62.1096,149.1626,72.9054,162.0782,1329.05,19.5131,122.1406,36.1656,50.7153,79.9567,97.1609,111.7282,80.422,37.5902,60.9475,28.3838,80.9154,92.2128,67.2373,61.2862,71.8172,105.999,90.9313,29.1404,35.1114,61.1689,87.652,143.5046,73.9045,238.4648,77.0753
276,124.3677,376.212,43.3343,510.1954,68.7592,24.8214,60.9574,45.3622,38.6703,63.7964,125.8543,526.8274,25.2625,22.227,47.4681,64.7527,84.3529,78.6093,57.0786,54.3485,76.2328,45.7629,14.8499,39.5782,52.667,34.2633,75.5085,26.8042,17.6014,67.3974,54.6121,76.1562,15.9718,49.34,51.9179,30.3389,39.6725,27.0473,45.8335,55.9659,53.771,37.0877,93.2296,95.3138,135.4448,29.9172,38.2773,59.1229,147.4977,69.4497,155.674,1312.05,18.8749,114.3603,36.1391,49.1253,75.4236,98.1138,95.5555,76.3551,37.4188,56.3736,27.9235,77.7079,88.07,64.9535,57.8982,71.1521,103.8468,91.7469,25.2092,35.0511,58.8365,87.5584,142.0363,71.3808,234.58,73.3533
277,124.6056,374.9219,52.9291,533.3441,68.6324,25.5922,61.1616,47.1432,38.4716,65.6746,126.7954,576.327,25.3182,22.0752,49.1859,65.5007,83.3238,77.6837,57.5855,54.2223,75.9086,45.3919,15.1443,42.1659,52.3618,34.1322,85.5918,27.3138,18.656,67.2162,54.747,79.4257,17.2054,55.0437,57.0213,31.4215,39.4171,26.4974,49.2545,58.6033,54.0142,37.33,97.5162,98.122,138.9994,29.4228,39.238,61.6382,147.5244,72.0019,160.2774,1280.61,19.183,115.7372,36.4041,50.3806,78.6992,98.5016,111.1115,79.1889,37.1976,59.5886,27.9233,80.031,92.0217,66.7594,61.4456,71.1496,103.7041,96.2425,29.3335,35.5112,61.054,87.3241,142.273,72.3844,229.2653,75.3605
278,125.8464,376.6811,53.5107,538.4598,68.1353,25.971,61.2839,47.5526,38.7854,65.9629,126.671,577.4812,25.4245,22.0352,49.7304,66.2456,83.1475,77.467,57.6476,53.6773,76.79,45.2416,15.2613,42.1935,53.3977,34.3509,85.8328,27.3875,18.5541,67.6099,55.1605,79.5606,17.2707,55.7431,57.1925,31.6942,39.3589,26.1045,49.556,58.9205,54.0396,37.7396,97.7167,98.1812,140.399,29.532,39.4497,62.09,148.706,72.8497,161.0597,1292.82,19.252,115.6594,36.8113,51.0202,79.2691,100.2055,111.7135,80.1998,37.2424,59.7295,27.93,81.1583,92.0286,66.7501,61.8504,72.287,105.4547,95.8802,30.0559,35.4277,62.0605,88.2352,144.9664,72.8482,232.3147,75.375
279,125.4769,376.9566,53.4331,539.1802,68.3192,25.7953,61.9612,47.8826,39.6311,66.3697,126.1923,590.3077,25.1132,22.3978,49.5813,67.3057,83.4713,77.7063,57.9031,53.669,77.2786,46.1525,15.5021,42.2405,54.2004,35.2986,85.8612,27.6161,18.9007,67.9641,55.1551,80.0414,17.2682,55.7159,57.3194,32.1636,39.84,26.462,49.7283,59.1287,54.3417,38.0891,97.4184,96.5416,141.8248,29.9509,39.8467,62.362,148.3391,73.0636,163.3821,1301.68,19.4532,119.1699,36.7291,52.857,79.721,101.6695,112.5552,80.2329,37.2855,59.7837,28.1296,81.9222,92.8276,67.3277,61.1797,73.7073,105.4873,98.4583,30.7115,35.852,62.4218,88.6742,146.2334,73.7749,234.6758,75.1981
280,122.9816,368.7304,52.3106,526.8782,67.0781,25.1007,59.8091,46.5979,38.7239,65.0389,125.6185,577.736,24.4582,22.4754,47.8038,65.3406,81.8063,77.4425,56.762,52.0372,74.804,45.5011,15.0673,40.6288,52.8635,34.1174,82.2811,27.0813,18.209,66.1595,54.3209,78.2495,16.6282,53.9831,56.5157,31.5264,40.5197,26.2419,48.6449,57.2487,53.8006,37.9072,94.289,96.8847,141.3263,29.0557,38.956,61.464,146.0097,71.4846,158.7952,1276.94,19.4689,117.5278,35.6413,52.3466,77.8535,99.2843,110.3271,78.9857,37.8504,58.2703,27.5577,78.678,91.7379,65.7489,59.4084,73.2149,103.3278,99.24,29.916,35.4353,61.1447,87.5177,142.6198,72.9146,227.0687,72.5076
281,124.9063,368.9194,53.5152,533.3719,68.0593,25.7523,62.0963,47.6842,39.7919,66.0747,126.7129,608.27,25.2569,22.0048,49.3157,67.3379,83.7076,77.4105,57.591,53.5052,75.4691,46.8946,15.493,41.6138,54.5776,34.9431,85.0103,27.1714,19.0725,67.8202,54.7954,80.0031,17.1847,54.9928,57.3518,31.9724,39.896,25.8016,49.4847,58.7588,54.1024,38.4771,96.65,97.4566,140.1954,29.6593,39.451,62.64,147.5777,71.6761,160.2629,1291.37,19.4036,118.779,36.5176,54.0014,77.4239,101.7749,112.3345,79.6736,38.2865,59.6895,28.6058,80.6961,93.1094,66.6608,60.8044,74.3164,103.9535,104.8723,30.0806,36.1646,62.1277,87.5487,144.4759,72.6799,226.8268,75.1202
282,117.5972,323.1707,49.9596,511.067,54.042,25.3404,58.8705,42.9765,38.6166,64.5292,80.55,587.0768,22.6854,20.6797,48.6797,62.9695,66.4762,50.9961,55.5003,34.9836,52.5879,44.1003,15.1288,40.323,47.1652,34.0933,78.6847,21.8327,18.3832,63.004,29.9171,78.3529,15.5173,52.8793,54.5059,30.347,36.1964,21.7024,47.5152,53.9645,43.3,31.2028,88.5923,94.7268,133.1768,27.9683,37.0836,60.5385,114.7296,68.9509,153.4842,1094.26,17.757,115.9096,23.9645,51.7511,70.6307,96.623,99.3242,74.3832,33.62,57.2505,27.7815,78.7235,87.8994,63.4751,58.7015,47.3022,86.8472,73.0566,28.2402,32.2357,60.5352,69.8222,138.4825,67.777,205.545,72.4885
283,124.9491,353.5495,53.3534,530.5592,67.2755,26.4387,60.7622,47.6783,40.0147,64.5219,125.4825,593.4125,24.9686,21.2354,50.4123,66.198,83.2516,76.9916,56.6051,52.2607,72.3003,45.9103,15.3955,41.167,55.038,34.7307,84.337,26.5785,18.8016,67.0043,54.8914,79.6592,17.0104,55.8159,57.967,31.7968,40.4032,25.3577,49.0867,58.4012,55.1701,38.7075,96.3231,94.2016,137.3724,29.9145,37.5264,61.9739,146.781,71.8458,159.8291,1228.98,18.8286,119.5875,36.6282,53.3173,75.5059,99.0248,110.7675,79.3237,37.9305,59.5323,28.3184,79.7261,87.7598,65.548,60.9924,72.9945,97.92,100.9446,29.9401,36.4004,62.0206,85.8186,143.084,72.3498,222.7543,74.5769
284,124.129,353.5358,52.5729,529.8616,67.6612,26.3266,60.1243,46.7858,38.256,63.5458,124.6293,574.0393,24.8537,21.4781,50.6498,65.7796,83.066,76.8493,55.4627,52.0972,72.1186,46.0726,15.3575,40.2815,54.7227,34.5468,84.5818,26.2157,18.8491,66.475,54.5633,79.4509,16.9839,55.1606,57.3746,31.8423,38.4858,25.3247,48.5261,58.1141,55.3831,38.6277,96.0506,93.476,138.3243,29.8172,37.0092,62.3807,146.9644,71.9832,157.0155,1222.7,18.7973,117.4244,36.0965,52.9965,74.7843,99.4206,112.4824,80.1019,37.4454,59.0746,27.8823,79.4696,86.3873,65.3185,60.2568,72.136,97.0298,100.651,28.9893,35.9794,61.1965,85.3008,145.0449,72.7173,222.0903,73.9709
285,122.7761,348.1482,51.8347,524.574,67.4461,25.7434,60.2399,45.5067,37.7614,62.4523,124.0599,567.642,24.9993,21.349,50.8165,65.32,82.8397,76.4415,55.4554,52.1395,71.5506,45.3595,15.2993,39.9364,55.7572,34.4165,84.2636,25.5708,18.8464,66.6131,54.5659,79.044,16.7179,55.4405,56.4382,31.8041,38.2262,24.872,48.4682,58.2112,55.7413,39.2306,95.9864,92.4533,136.5591,29.6778,37.5094,62.1089,147.2176,72.6546,157.8172,1208.71,18.6975,122.9039,35.6825,52.2274,74.27,98.5426,111.4752,79.5319,36.9915,59.4098,27.5564,79.2249,85.7413,65.1879,59.7621,70.7355,93.4291,102.6827,28.6684,36.0901,60.919,85.1892,144.183,71.8122,215.105,74.267
286,123.2811,334.6538,51.496,523.1261,66.9767,25.2985,59.3705,45.2912,37.0282,60.8019,119.5235,553.7946,24.4038,22.1556,49.2579,65.3634,80.912,75.6662,55.4117,51.4084,71.4153,45.3774,15.2253,39.6491,56.7748,34.2549,83.5256,25.5351,19.1772,65.7924,54.1879,78.4547,16.6556,56.0706,55.8957,32.2462,37.5654,24.9686,47.9612,58.3218,54.5647,39.2426,95.7423,90.361,132.6568,29.1521,36.5767,61.7441,145.7197,72.1996,155.5623,1165.36,18.4871,122.993,34.8137,52.3928,74.2634,103.5825,112.1777,78.8855,36.3967,59.4173,27.1287,77.9073,84.7395,63.3286,59.375,70.0584,89.6659,99.1633,28.2929,35.6749,60.6205,82.2774,143.2069,70.9845,208.392,72.8097
287,125.8064,341.6044,54.8664,530.3705,68.4768,26.5919,60.078,46.4247,37.2929,62.3164,123.3528,567.5251,24.7727,21.6295,50.5963,66.5494,82.2959,76.2465,55.8359,52.4637,72.3188,46.6651,15.4716,40.5434,55.7011,34.7884,85.0719,26.033,19.0084,66.3628,55.2098,78.9154,17.0694,57.2605,57.2473,32.1686,38.737,26.0187,48.8805,59.3162,55.6517,39.8804,97.0251,92.7966,134.0054,29.3243,36.8411,62.6381,148.1004,72.4234,158.2566,1198.64,18.9643,123.5709,36.1479,53.2681,75.8257,106.0022,112.1317,80.4258,36.8567,60.2107,27.1566,79.045,86.1,64.6556,60.268,70.8162,90.4342,98.3021,28.8326,36.3421,61.4025,84.6423,146.1524,72.902,218.4113,74.1964
288,126.0972,338.9442,53.0545,534.1812,68.9189,26.3179,61.2588,46.8094,37.666,62.1081,122.8647,567.7424,25.0382,21.7399,50.8043,67.7021,82.7951,77.1608,55.5146,52.1097,72.6449,46.9226,15.5817,39.9279,55.6552,34.3752,86.5171,26.2812,19.0773,66.4446,55.5347,79.0725,17.1038,56.7322,56.731,32.5991,38.8215,26.24,48.9312,59.5648,55.9707,39.9848,98.0414,92.924,135.5099,29.7257,36.9231,62.2571,148.153,72.6609,160.4229,1201.45,19.1746,124.3155,35.846,54.4196,76.0707,105.7511,113.4386,81.2102,36.7898,60.4526,27.4871,79.9782,86.0194,65.2334,60.5234,70.6244,90.9401,97.5057,28.7447,36.4276,61.9595,85.2227,148.8893,73.3843,222.7132,75.238
289,127.4889,342.3662,54.317,536.896,69.4848,26.2289,63.6839,47.4533,38.212,63.259,124.8382,577.632,24.9466,22.0794,51.3148,69.4225,83.5614,78.0659,56.0877,52.4399,75.2365,47.5546,16.2163,40.7294,55.5375,34.7091,86.4802,26.8887,19.4201,67.8362,56.22,79.6747,17.2145,56.9843,57.219,32.5429,39.531,26.9474,49.4787,59.7089,56.7122,40.2188,98.0054,94.8494,138.0251,30.2316,37.2009,63.0152,149.8134,72.1967,163.1267,1234.13,19.5375,126.1001,36.2417,55.8568,77.2373,106.3887,113.6579,81.7552,37.1088,60.5778,27.9714,81.2267,87.744,65.9306,61.0368,71.4455,94.4132,98.165,28.9373,36.5666,62.2826,86.2952,152.9707,73.9379,228.2013,76.0574
290,126.8782,343.5944,54.9408,535.4602,69.3457,26.83,63.6431,47.9139,38.0434,63.5496,126.642,575.7501,25.3384,22.1718,51.9074,70.0719,84.3696,79.0032,57.2443,52.5918,75.6336,48.0047,16.366,41.6742,56.4278,34.6842,87.102,26.7006,19.4374,68.7328,56.3435,81.3284,17.4158,57.7495,58.5138,32.6898,39.6777,27.0635,49.6431,60.3772,56.8434,40.277,97.6612,95.3412,138.103,30.3871,37.3231,63.6462,149.421,71.8898,163.803,1262.44,19.6899,125.9377,36.6789,56.2487,76.6786,107.0083,113.7713,81.9903,36.8281,60.9331,28.1588,81.6555,88.5674,66.8608,61.9309,71.9892,95.0607,99.7615,29.5671,37.7403,62.6806,87.3193,153.655,74.6738,227.2628,76.988
291,126.419,333.356,54.8129,535.5848,69.7723,26.7855,63.2609,47.8045,38.3405,62.6809,125.2242,571.3624,25.7641,22.3336,51.8951,69.7441,86.4697,78.7666,57.3049,52.8592,74.1775,47.6034,16.3977,42.1316,57.1713,35.2794,87.5662,27.2318,19.2023,68.6764,55.8734,79.4971,17.2097,57.6214,58.8294,32.6548,39.6087,27.7322,49.124,60.5531,56.7077,40.0147,97.6437,93.2451,136.1547,29.8594,37.1293,63.4426,148.6938,72.3903,162.8488,1240.89,19.6661,125.2794,36.8325,55.7188,76.0724,107.0029,113.6997,81.7184,36.6808,61.4765,27.9102,81.734,88.5858,66.9801,61.6705,71.2389,92.5306,99.918,28.6182,38.2237,61.7939,87.2095,153.4108,73.5757,223.7162,76.6058
292,122.9616,322.8022,53.8485,528.6982,70.0368,27.6916,62.8428,46.0164,38.2998,61.9936,123.6194,558.0614,25.3924,22.6017,51.769,68.3223,83.2561,78.111,56.9725,52.5685,70.9456,50.6146,16.2483,43.6104,56.3483,35.5222,86.8159,25.7687,19.0352,68.454,55.0749,78.953,17.0494,57.8318,58.8714,32.7763,40.0659,27.7132,49.1748,60.3084,56.2398,39.5481,97.941,90.8497,137.9452,29.5983,36.671,66.4029,145.5642,72.155,159.8527,1197.78,19.7882,127.505,36.4078,59.125,76.8394,105.9657,112.6409,81.3031,36.0402,61.5616,27.6795,81.4602,87.758,66.917,61.4679,69.7269,86.7301,96.5458,27.211,38.1774,60.9096,85.5185,154.0427,73.1059,264.3044,75.6789
293,118.5954,319.359,52.3194,521.5777,67.8168,27.3022,60.6678,43.9368,37.8871,60.1704,119.879,538.0744,24.6044,21.768,50.686,66.2525,80.9702,75.7903,55.5499,50.9971,68.7626,45.3373,15.9861,40.9501,55.6453,34.2016,84.8794,25.4052,18.2428,66.1604,54.5482,77.4229,16.6204,56.314,57.0582,32.048,38.6372,27.1973,47.1678,58.5676,55.7907,38.3617,97.2587,87.1421,131.5472,29.2845,35.6936,62.0789,143.1314,70.4206,155.9258,1163.06,19.0566,123.1844,35.5034,53.2203,74.9233,102.9441,109.8995,79.2734,35.273,60.6633,27.2043,79.4784,85.5886,64.7832,60.0621,67.1716,82.6435,93.7127,25.7402,37.0955,59.7332,83.2425,148.2925,71.082,210.2081,75.3042
294,118.6439,324.946,52.3356,521.0977,67.7591,27.2501,60.5231,44.3219,37.9351,60.238,119.789,547.336,24.3552,21.7916,49.8182,65.5233,80.0746,74.935,55.3667,50.9117,69.0688,45.636,16.0855,40.4887,56.4334,34.2387,85.736,25.2368,18.1849,66.7579,54.7839,77.1094,16.5656,56.5308,57.4192,32.3642,38.7013,27.4777,46.6829,58.2842,55.8978,38.6392,97.6183,88.2504,130.1941,29.4495,36.3987,62.4014,143.8331,69.6686,155.2853,1185.31,19.1509,123.2955,35.6389,52.6447,75.1193,103.4241,110.1092,78.9626,35.6753,61.2995,27.2716,78.9948,86.1806,64.7765,60.1371,68.1464,85.9702,95.0619,26.1666,37.642,59.7563,83.324,147.5535,71.2255,210.9438,76.0137
295,120.6797,327.6148,53.6397,525.767,67.3606,27.3412,61.7489,44.9589,37.9954,62.0623,123.2547,553.0329,25.0346,21.8013,50.0171,67.764,80.6567,75.5664,55.9924,51.715,70.9675,45.8929,15.9078,40.1657,56.8921,33.7831,86.7649,25.9816,18.4767,67.3306,54.9485,77.6207,16.7153,56.4369,58.3767,32.6571,38.5826,27.742,47.1711,58.5731,56.5113,38.4803,98.2657,89.6305,133.2032,29.6998,36.5723,62.7427,144.5233,70.4489,156.3774,1210.61,18.9644,124.6728,35.6802,53.4843,75.9516,104.315,111.6281,79.7653,36.0745,61.2795,27.7445,80.0631,87.1983,65.6505,59.9149,68.7873,87.4865,96.6783,26.8436,37.6728,58.7264,85.128,149.1698,71.7845,218.8315,76.5448
296,120.1701,321.5412,53.6253,518.0534,63.7374,26.319,60.9327,44.2453,37.6056,60.5633,122.0842,537.6431,24.4845,21.7387,50.1307,67.2305,79.9689,74.9159,55.853,51.062,69.7848,44.7991,15.695,39.3914,55.8552,33.9322,86.0184,25.7215,18.3492,67.3158,54.5633,76.7186,16.6085,55.1772,56.2741,32.4419,38.7438,27.4266,47.0093,57.1711,55.8757,38.1183,99.2606,89.547,133.1891,29.2453,36.2879,61.4634,143.2808,69.8477,154.997,1199.52,19.1175,124.1544,35.2602,53.4968,74.4575,104.4632,110.0287,78.8028,35.5062,60.3441,26.9448,78.2329,86.7386,64.1305,59.0503,67.8456,83.452,94.9725,25.9046,37.5186,58.9517,83.7035,147.6752,71.0748,214.3859,75.4814
297,117.1696,312.5053,52.7992,513.4769,63.8455,25.5523,59.7635,43.0902,37.0134,59.1986,120.5535,536.4137,24.1206,21.6043,48.8682,65.5942,78.4413,73.4709,54.7542,51.254,68.8599,44.1715,15.7546,38.3208,55.1352,32.3624,84.7711,25.3009,18.3684,66.0617,53.822,76.1707,16.4761,53.7139,54.1676,32.0267,38.1022,27.3544,46.4316,57.1649,55.416,37.8031,99.3138,87.9349,131.4109,28.8682,35.888,60.7805,142.2282,68.2216,153.6754,1161.26,18.7791,122.6087,34.5802,52.1246,73.7396,101.7121,109.6798,77.8968,34.6896,58.9606,26.3641,77.2747,84.7685,63.2339,57.9993,67.5066,80.1103,90.6135,25.7264,36.2899,57.9754,82.2569,148.6899,69.8226,210.7097,74.6483
298,117.3227,315.2899,53.0658,514.8301,64.4123,25.6769,59.9751,43.4091,36.5406,58.9486,119.1033,540.0928,24.2895,22.3085,49.3212,65.3559,77.1047,72.403,55.1052,50.832,70.1166,44.462,15.673,37.762,55.1084,32.5328,84.9051,25.4425,18.4587,65.2685,53.7022,76.1378,16.2995,53.4145,53.9718,32.2819,38.0813,26.8978,46.7449,56.9746,55.4529,38.0342,99.8057,87.0375,132.9206,28.9375,36.0676,60.4593,142.5153,68.4872,154.2649,1170.31,18.7752,122.3816,34.5762,51.2809,74.092,102.1636,109.6759,78.1381,34.6864,59.3074,26.3584,77.4616,84.9654,63.0752,57.9575,66.9781,79.6833,91.0613,25.5343,36.2298,58.2829,82.4023,148.7968,70.2916,212.6129,75.2053
299,117.035,311.8701,52.9048,517.1216,64.0091,24.845,60.4929,43.0974,36.1257,58.7032,117.8035,540.4071,24.2062,21.5765,48.6843,65.5139,76.2768,71.4163,54.9246,50.6491,70.1972,44.5333,15.7635,38.0771,55.3721,32.8703,84.601,25.8042,18.8711,64.8329,53.3655,75.4454,16.3113,54.1201,53.9359,32.2809,37.9617,27.0447,46.3528,57.3225,55.657,38.3129,100.6745,88.2889,134.2176,28.9154,36.1081,60.7552,142.6962,68.7269,154.4255,1162.38,18.5595,122.0562,34.5645,50.3986,72.9745,100.4922,110.0102,81.1998,34.4398,59.4358,25.9428,77.2928,85.5891,63.0424,58.3964,66.466,82.6895,89.7866,26.0175,35.9356,58.8058,82.1161,150.6077,70.1123,201.3208,75.4931
300,118.8294,319.5902,53.7833,520.8161,64.6725,24.5934,61.9737,43.8056,36.4361,59.8811,118.0409,548.9712,24.577,21.756,48.7232,65.941,77.635,72.5096,55.0206,50.7067,71.9393,45.1829,16.0045,38.9146,56.4332,33.748,87.3089,26.7977,19.0715,66.2699,53.9454,76.2594,16.7538,54.99,54.7811,32.8874,37.9687,27.0208,46.7363,58.4134,56.2452,38.1071,100.8772,89.6105,135.4699,29.1876,36.4867,61.4291,143.7461,70.464,155.407,1195.57,18.8286,123.1938,34.7607,51.0186,74.1575,101.2103,112.0603,81.026,35.1596,59.8048,26.3631,78.6646,86.9511,63.9295,58.9665,66.9358,84.6406,90.6125,26.6095,36.3286,59.9007,83.0749,153.6622,71.2444,205.6652,76.4377
301,126.5475,325.3066,55.0797,518.3179,63.7142,24.477,62.6099,44.404,37.185,60.1209,117.6228,549.0279,24.596,21.5368,48.6092,67.6733,77.7272,72.8229,55.2335,51.0992,72.211,45.316,16.0371,38.6291,56.1398,33.9609,87.6157,27.0632,19.5516,67.1299,54.5122,77.096,16.9749,54.2927,54.2026,32.9698,38.3134,27.1187,46.7779,57.2528,56.3234,37.3496,100.546,90.1583,135.0338,29.7209,36.9767,60.6229,146.6579,71.3855,154.9009,1219.24,18.7682,123.3799,34.663,51.381,74.4779,100.4087,115.2206,81.8916,35.283,59.9197,26.801,79.7275,86.7266,64.9991,58.787,67.4808,85.8398,87.8734,26.7123,35.7545,59.9889,83.8446,154.153,71.764,207.3213,76.5507
302,120.8458,328.0866,54.8145,519.1133,63.741,24.2697,63.0064,44.7494,37.3022,59.5743,123.3172,510.6754,24.8217,21.4694,48.0696,67.5926,77.4738,72.4778,55.0157,50.6887,71.866,45.3199,15.9872,38.5537,56.4454,33.9741,87.8263,27.1016,19.0314,67.0236,55.2792,77.9787,16.9143,54.6206,54.1141,33.0145,37.2772,27.3673,46.6864,57.2591,56.2861,37.8715,103.809,90.6498,135.4929,29.949,36.9003,60.6,147.4286,71.3317,154.062,1216.4,18.6465,121.5568,34.5603,51.0033,74.6553,100.2725,115.8962,81.4638,35.1513,59.7472,26.8199,79.1583,86.7868,64.9966,59.1691,67.0931,84.7417,90.1638,26.5316,35.4337,60.2201,84.1165,153.9626,71.9041,205.4205,75.8946
303,123.4975,332.2822,54.3365,521.4942,63.3534,24.358,63.432,43.7688,37.4626,59.7535,125.8018,510.0656,25.5852,21.8645,49.4596,68.6553,77.5893,72.9405,55.1379,51.2592,73.6104,45.6872,16.0843,38.8211,56.2011,34.2612,86.9014,27.1504,19.0194,72.4986,55.4637,79.7311,17.4892,54.3705,54.2374,33.3108,37.7316,27.2202,47.5928,57.5964,56.8813,37.7944,99.5535,93.2321,137.5557,30.1624,37.1699,60.8164,148.3216,69.9458,155.015,1228.94,18.7704,121.4743,34.6273,51.9901,74.9233,100.0997,117.0931,82.0013,35.5314,60.3167,27.0884,79.6115,88.2251,65.0239,59.6196,67.5919,86.1119,89.6518,26.817,35.7144,60.1202,84.2512,156.1643,73.1099,214.9233,77.4469
304,122.2636,325.8996,53.6081,525.9899,63.2432,24.4068,63.4057,43.4635,37.5636,58.7884,127.8514,505.709,25.642,21.3162,50.382,68.8449,77.9078,72.7042,55.2788,51.5699,72.5472,46.0457,16.2249,39.2163,56.1614,34.4306,86.1473,27.3013,18.8214,71.7751,54.9692,78.942,17.4568,54.7649,54.3207,33.3155,37.2293,27.1321,46.6185,58.3092,57.1618,37.5697,99.3607,91.9228,136.4002,30.2178,37.1813,61.5752,148.071,68.6654,154.4096,1224.61,18.4771,121.4411,34.333,52.7563,74.9387,100.0053,117.1994,82.4136,35.2684,60.6631,27.042,79.3718,88.263,66.1057,59.181,67.6044,83.9531,88.9167,27.0858,35.9904,60.4033,84.2873,153.6248,74.4131,209.3409,77.0315
