,AMT,AIV,AVB,BXP,CBG,CCI,DLR,EQIX,EQR,ESS,EXR,FRT,GGP,HCP,HST,IRM,KIM,MAC,MAA,PLD,PSA,REG,SPG,SLG,UDR,VTR,VNO,HCN,WY
276,78.2082,30.0919,120.9784,98.904,27.2947,68.8436,51.6281,184.0142,54.5577,156.7984,49.0518,110.7236,21.4542,37.2027,19.6734,27.6146,21.3954,54.4151,66.6145,40.3586,136.5736,49.8539,160.7451,97.5233,24.801,57.6287,92.1624,58.6748,28.7397
277,80.558,30.4152,129.7209,111.7809,27.2913,75.312,51.6385,182.2132,58.2203,164.6191,49.2785,111.098,22.2962,37.2715,20.3283,27.6206,21.9581,59.9429,67.346,40.3012,168.0782,50.263,161.4677,98.4093,25.7256,60.8764,97.8496,59.0092,30.6832
278,81.6004,30.46,129.9154,112.2397,27.2454,75.0465,52.5454,183.1431,58.2996,165.1294,48.7225,110.9216,22.2423,37.1489,20.4565,27.6786,21.9043,60.4329,67.4495,40.5103,168.4928,50.4258,162.6677,98.6536,25.7984,60.6803,97.6925,58.6274,29.4554
279,81.7722,30.3672,129.9168,112.9067,28.0313,74.8488,51.2404,185.6239,58.3161,165.6992,48.5018,111.2898,22.2453,37.0552,20.4362,28.1841,21.891,60.7555,67.5878,40.7753,168.2659,50.5107,163.0685,99.3618,25.8035,60.7088,98.2027,58.32,29.4805
280,77.8125,29.2635,123.9429,106.2569,26.4314,77.4505,50.6223,179.2231,56.3591,162.2585,47.2788,109.3448,21.5916,36.1185,19.9669,27.7335,21.1642,59.2908,65.8194,39.245,160.7614,48.8367,158.4723,97.1706,24.8293,57.7557,95.9714,55.7887,28.7804
281,80.8263,29.9362,128.7981,111.8799,27.6558,74.0902,49.5431,181.2817,56.9031,163.7825,47.3699,110.1353,21.6237,36.2152,19.9819,27.9393,21.4952,59.373,66.398,39.973,166.5346,48.822,159.2932,97.5101,25.2758,58.9065,97.4297,56.846,29.1168
282,79.1436,28.2696,125.9736,108.5631,26.6242,70.1793,48.5711,147.9327,54.8966,157.8157,44.1563,107.5541,20.961,35.2177,18.8736,26.1249,20.6457,53.3752,64.3929,38.8138,155.2774,47.1756,153.1141,92.5314,24.206,55.9523,94.441,55.8746,28.614
283,80.8333,29.9999,129.5217,112.9439,27.3185,73.7396,50.1749,180.3779,56.789,165.5975,50.1233,112.2491,21.5667,36.7991,19.974,27.5486,21.7401,60.1362,66.8036,40.1822,167.9654,49.763,160.1247,98.275,25.1911,59.4236,97.5774,58.0347,29.2028
284,81.4391,30.4377,130.993,113.4639,27.3268,73.7974,51.3098,182.4038,57.6486,168.2646,49.554,112.8215,21.7296,37.0751,20.0564,27.3411,21.8263,60.732,67.5045,40.3393,168.4633,50.3932,161.4754,99.1625,25.6756,59.9047,97.8622,58.2946,29.2067
285,82.197,30.0633,130.1664,112.4906,26.7402,73.6276,51.992,182.1069,57.3618,166.0356,47.658,112.2424,21.4099,37.1809,19.8235,27.2989,21.7344,60.8157,66.6702,40.0956,167.7147,50.1898,159.9594,98.5321,25.6071,59.6384,97.0509,58.0856,29.0221
286,80.3957,30.0083,129.2175,111.0078,26.2915,74.4782,53.0892,180.9282,56.5909,165.2883,48.4227,112.7693,21.4634,37.4252,19.597,26.8741,21.6963,60.699,67.6578,39.9086,165.9447,50.8274,160.4922,97.9169,25.2939,59.6073,96.7785,58.0427,28.6875
287,82.0783,30.0576,130.0446,113.8215,26.8006,74.8233,53.7139,183.4438,57.3684,168.2377,48.0859,113.9826,21.8639,38.1028,19.9326,27.1812,21.8615,61.8127,67.3577,40.5794,168.4658,50.911,163.4691,99.6013,25.694,60.3522,98.0128,59.1599,29.1719
288,82.0281,30.1796,131.1218,114.4904,27.3224,74.0637,53.1679,184.4048,57.9598,170.1345,48.4586,114.5703,21.9404,38.6393,20.178,27.3296,21.8563,62.2115,68.2396,41.154,168.6732,51.0908,164.0336,139.5175,25.8366,60.5289,98.3766,59.5402,29.3186
289,81.3346,29.9251,130.7415,115.1393,27.528,74.5628,52.7802,185.0406,58.1782,213.7725,49.0519,114.7259,21.8863,38.6503,20.398,27.7698,21.6042,62.1924,67.9297,40.7142,168.6036,51.0254,164.2312,100.9243,25.7188,61.006,98.872,60.3631,29.4851
290,81.5451,29.8568,131.4309,115.5558,27.8639,74.8544,52.2846,185.2099,58.9527,171.704,48.9689,114.8695,21.9959,38.869,20.582,28.0655,21.792,62.4819,68.0093,40.9024,169.5082,51.2201,164.2338,101.074,25.7322,61.3602,99.2056,59.7717,29.5738
291,81.1191,30.1438,132.183,115.4549,27.7048,74.9337,52.7152,183.4429,59.1215,168.7394,48.429,113.8575,21.8698,38.9065,20.6534,27.4562,21.813,62.3655,68.4767,40.7933,169.1662,50.9889,164.2088,100.7018,25.7146,61.3461,99.1251,59.4878,29.6497
292,80.6381,30.1604,133.4211,116.4648,27.5674,74.9374,53.7771,179.488,59.1466,170.286,52.0427,114.2128,22.2161,39.4538,20.6163,27.883,21.9207,62.761,68.6459,41.1013,173.6968,51.2699,165.3961,101.1945,25.7786,62.0639,99.3568,62.2299,29.6817
293,81.0901,30.098,134.0322,116.7905,26.9018,74.468,53.2357,178.1709,59.7627,169.7767,48.1608,114.3223,22.2815,40.1716,20.6655,27.6235,22.0393,63.3031,68.9321,41.2225,170.0758,51.4984,167.269,101.6428,25.7096,63.0358,100.7471,61.3301,29.1829
294,80.9595,30.125,133.53,116.9219,26.8926,74.6674,56.7731,177.156,59.9185,168.7094,47.8601,114.2986,22.2804,40.5214,20.7307,27.4103,22.0233,63.2071,69.2471,41.1176,170.4146,51.5639,166.8125,101.8962,25.845,63.7955,99.648,61.8481,28.6998
295,81.5303,30.0689,133.547,116.4592,27.1595,74.4166,63.1405,176.3586,59.9969,168.7618,48.1986,113.9154,22.3437,40.4362,20.6318,27.7247,22.0944,63.468,69.1484,41.4243,170.1058,51.4443,167.034,101.475,25.788,65.6832,99.3094,61.8843,28.5162
296,81.3887,29.5524,132.7515,114.77,26.7726,74.3403,53.4054,173.5462,59.101,166.8987,48.2054,112.2499,22.2146,39.7817,20.2598,27.7281,21.9393,62.8037,68.7832,40.4814,169.0526,50.8505,172.0862,99.7544,25.6368,62.8283,97.6744,61.3246,28.2573
297,80.8785,29.2169,132.3833,115.4622,26.4295,72.4754,52.1959,171.3853,58.0862,165.69,47.8767,112.2468,22.1193,40.3128,20.082,26.5674,21.8407,63.1509,67.3998,40.167,168.9045,51.0596,167.0282,107.2366,25.4109,63.0563,98.2352,61.8793,27.8251
298,81.2088,29.1198,133.0979,115.2787,26.6144,73.1734,51.9728,171.5301,57.9919,165.5264,48.328,113.26,22.2475,40.3726,20.2312,26.326,21.8295,63.4677,67.782,40.1058,169.1749,51.3183,167.6229,100.138,25.3008,63.8864,98.0105,61.4976,27.8114
299,81.4718,29.2366,134.1309,116.4774,26.6535,73.2456,53.0998,172.927,58.1412,167.0217,49.0016,114.1615,22.3839,41.0516,20.3706,26.1637,22.0417,64.4301,68.2787,40.3747,172.144,51.6635,169.7701,101.4945,25.46,65.5701,98.7303,62.4253,27.6908
300,82.2918,29.4332,135.053,116.8077,26.8226,74.1863,53.9287,178.8871,58.3691,168.2046,49.7396,115.5662,22.6565,41.2002,20.909,27.0669,22.5341,66.1848,68.58,40.8696,172.2737,52.2969,171.9333,102.7486,25.7121,65.56,100.2272,62.8789,27.8237
301,82.6543,29.5329,133.8043,116.9623,26.9145,73.9699,53.3816,180.6449,57.4947,167.5269,49.8133,115.0828,22.7128,40.5395,20.9337,26.9978,22.4001,65.5472,68.2426,41.0448,171.659,52.156,169.9399,101.5747,25.4336,65.0954,100.2891,61.9368,27.8276
302,82.8033,29.869,134.0468,117.6191,26.6447,74.3616,53.5763,179.2905,57.9993,169.108,50.1954,115.4462,22.8473,40.7693,21.0095,27.2684,22.495,65.0054,68.4345,41.3229,172.8522,52.2939,170.4504,102.0099,25.5939,64.976,100.4463,62.133,28.0808
303,83.752,30.0814,133.9518,117.8305,26.7466,75.0043,53.5276,180.8576,57.9089,169.7001,50.5526,115.7739,22.8686,40.5573,21.5059,27.4804,22.5776,64.7101,68.4969,41.0497,172.8772,52.1055,170.6677,102.1032,25.6467,64.3545,100.8768,61.6902,28.9689
304,83.779,30.077,133.4128,117.3607,26.724,74.7105,52.7618,180.4146,57.8338,168.9647,50.3816,115.5909,22.7798,40.6925,20.9993,27.9626,22.4697,64.0325,68.7891,40.9743,173.1519,51.8846,170.4211,102.0642,25.6171,64.5264,100.8983,61.6837,28.5904
305,83.8105,30.3809,133.8422,117.9428,26.5857,73.6927,52.7555,180.2829,58.2992,169.9964,50.6896,116.1847,22.7874,40.9656,21.1579,28.0281,22.6233,64.1768,68.8622,41.1917,173.6842,52.2862,171.0152,103.4709,25.7675,64.3851,100.9196,62.2955,28.6646
306,83.1816,30.4434,135.0109,117.4414,26.1759,72.9736,52.7893,180.6752,58.6318,169.9122,50.5175,116.1132,22.7309,41.0819,20.9293,27.7074,22.8307,64.0193,69.0362,40.7599,173.5369,52.1277,170.8791,107.4354,25.7561,66.0063,100.7152,62.2362,29.4182
307,83.344,30.6274,136.5617,118.0358,26.0641,71.9593,52.6793,179.3588,59.2981,172.1906,56.1127,116.8301,22.7357,41.3514,20.9152,27.7478,22.7093,64.5513,69.4593,40.7858,175.017,52.4947,170.8394,103.2818,25.7612,65.3083,101.686,63.3059,29.7448
308,83.273,30.7086,136.4598,117.6568,26.2833,72.024,53.2576,183.7264,59.4067,172.3371,51.9542,116.9548,22.8769,41.6986,21.8113,28.025,22.857,64.3969,69.3985,40.911,175.8337,52.5954,173.259,103.5683,25.8616,65.7919,101.8568,62.9956,29.8533
309,83.4616,30.7899,136.3143,117.1427,26.4851,72.2139,53.2336,186.2254,59.2024,172.8145,51.86,117.1424,22.8886,41.7665,21.3136,28.2242,22.8785,64.614,69.4615,40.5884,175.4026,52.3032,172.792,104.1234,25.7955,65.8383,102.2769,62.9603,29.8671
310,85.446,30.8988,135.819,117.7276,28.7288,73.1419,53.2733,187.535,59.1381,174.0737,51.9707,117.6686,22.952,41.8572,21.3324,28.3955,22.8996,64.5588,69.2532,40.7393,174.8078,52.3709,172.89,104.9231,25.8347,66.2059,102.8771,62.9175,29.7594
311,87.1192,31.2931,136.5738,117.8281,28.5847,75.3863,53.8758,187.3791,59.9466,175.5822,51.9543,118.1389,23.122,42.0419,21.4522,28.0317,22.967,65.0392,69.9786,40.8419,170.7085,52.7069,173.014,107.6877,26.1113,66.3802,103.3205,62.9836,29.9766
312,88.2776,31.4382,137.8578,117.7968,28.7023,75.975,54.0976,189.4662,60.5728,176.7702,51.6093,118.3454,23.183,42.1818,21.3048,27.7654,22.91,65.0102,70.4476,41.0675,171.418,52.6183,173.5714,106.105,26.2756,66.8875,103.3593,63.5115,30.1503
313,88.0993,31.6495,139.3748,118.5711,29.1118,77.182,54.3975,189.2426,61.8996,177.9114,51.5053,118.2182,23.3559,42.531,21.4799,27.8504,23.1679,65.9618,70.6535,43.1756,173.3244,52.6054,177.4063,105.9788,26.3071,67.8112,104.7729,64.0932,30.5463
314,88.0962,31.6818,139.1567,118.4634,28.4781,77.411,55.8639,186.0437,61.4753,178.7984,51.7906,119.4427,23.308,42.4272,21.2365,27.1557,23.1372,65.1336,71.5152,40.9913,172.4767,53.2208,199.3454,107.2999,26.7322,67.6602,104.8851,64.4535,31.5028
315,88.1867,31.8512,139.4903,119.001,28.3803,77.3428,56.0134,188.8435,61.7644,179.7414,51.5254,119.7369,23.4997,42.2119,21.5067,27.0556,22.9499,65.6658,71.6525,41.389,171.2484,53.8858,176.0737,108.0965,26.9304,68.2976,104.9643,63.9474,30.3613
316,88.414,31.6718,139.1869,119.6016,28.2958,77.2266,57.4891,189.8393,61.7445,180.1909,51.4403,118.3559,23.9316,42.3049,23.1442,26.8833,22.7542,65.5829,71.7208,41.2461,171.309,53.6879,176.0302,109.8863,27.0094,68.1861,105.8011,64.4915,30.2086
317,88.3283,31.574,140.0256,119.6049,28.5704,77.3164,58.8125,192.118,62.0972,180.5277,51.9398,118.7526,23.6799,41.9191,21.6885,27.4493,22.7671,65.9229,72.1421,41.3233,171.8261,54.0477,176.0917,108.8643,27.301,66.9009,105.8547,64.1759,30.3901
318,93.6308,31.3863,139.9433,119.2332,28.6396,77.3199,58.6409,194.2577,61.9383,179.9248,51.6205,118.3567,23.6985,41.9597,21.5049,27.6223,22.9314,65.5222,72.0861,41.4441,178.6209,53.6017,190.385,108.6747,27.3899,66.7052,105.5121,64.104,30.4395
319,89.0275,31.0035,139.2522,118.6206,28.9034,77.2801,58.8353,195.4151,61.621,179.729,51.2212,118.2771,23.522,42.1442,21.4385,29.5844,22.7964,65.4474,71.3927,41.3342,171.4074,53.6975,174.0922,108.3432,27.2802,67.0869,105.6856,64.0741,30.5433
320,88.3342,30.849,139.7582,118.5653,28.6991,76.6632,58.229,194.9837,61.3987,178.8525,51.8625,118.0405,23.2856,42.1543,21.3274,29.5597,22.6708,65.1242,71.3767,40.8299,170.3028,53.1081,174.262,107.6913,27.234,67.2573,105.269,64.3026,30.0787
321,88.7621,31.1393,140.2816,119.5601,28.8772,77.0692,59.1372,195.3046,61.6744,180.2913,51.5993,119.1353,23.5102,42.373,21.5843,29.8876,22.8056,65.7676,72.0372,41.2364,171.726,53.4825,175.3422,108.132,27.4671,67.8144,105.4137,64.9293,30.253
322,88.0123,31.2098,140.6527,119.8011,29.3152,76.3834,58.9937,196.3224,61.6991,179.6975,52.0112,119.4247,23.5589,42.2456,21.7068,30.1802,22.7934,65.6786,72.3629,41.1462,171.756,53.0226,175.4006,108.4647,27.6829,67.5339,105.2701,64.5173,30.1758
323,87.8591,31.2221,140.2411,119.7494,29.0135,77.5934,58.923,194.3761,61.4063,179.1434,51.9913,118.8678,23.5036,42.379,21.6302,29.854,22.6301,65.3828,72.3407,40.9017,170.896,52.7209,184.761,108.4131,27.6358,67.4555,105.0993,64.8091,29.982
324,88.2811,31.1539,139.9448,119.5306,29.0523,76.538,57.4661,194.5005,61.1588,178.8717,51.9847,118.7756,23.401,41.9433,21.481,29.7452,22.6043,65.3212,71.6412,40.7127,170.5095,52.7047,174.8474,108.5429,27.5569,66.5824,104.916,64.1029,30.1924
325,88.566,31.0923,139.5305,118.5437,29.0623,76.5312,57.5225,194.9398,60.7953,179.0511,51.9083,119.015,23.4446,41.7799,21.5401,29.658,22.5861,65.2247,71.138,40.5912,170.1859,52.7796,174.3724,108.0306,27.5673,66.3226,104.7907,63.8137,30.0205
326,88.392,31.2284,139.8533,118.8605,29.0891,76.0199,57.3951,195.8361,60.8067,179.485,51.9203,119.5051,23.4914,42.0404,21.6384,29.9801,22.6612,65.3559,71.1701,40.9031,171.0893,52.9977,175.1205,108.5437,27.5034,66.8428,105.1947,64.2526,32.9336
327,88.9222,31.4211,140.6123,120.039,29.6708,76.3413,57.4841,197.623,61.3515,179.4801,52.6303,120.1165,23.5951,42.069,21.7315,30.396,22.8821,65.7198,71.8154,41.4342,172.0014,53.4296,176.1592,108.7563,27.609,67.1868,106.2469,64.4067,31.0009
328,88.9739,31.2979,140.2128,119.2363,29.6807,76.4458,57.5941,198.6152,61.1614,178.9504,52.1772,119.4238,23.5657,41.4668,21.6256,30.8552,22.7485,65.5229,71.619,41.0761,170.65,53.3982,0.0,108.4474,27.4899,66.188,106.0192,62.4015,31.0371
329,89.1274,31.4102,140.0739,119.2317,29.5431,76.5572,57.4958,199.5096,61.4999,179.4795,52.3221,119.1711,23.595,41.5912,21.7647,30.9348,22.7734,65.6061,71.6793,41.1941,170.1633,53.3032,165.1069,108.8636,27.4961,66.5112,106.267,62.6394,32.237
330,89.6439,31.5121,141.8643,120.4625,30.0988,76.7722,57.6167,198.5671,61.8313,180.8841,52.3782,119.7901,23.8264,41.8086,22.0476,31.6128,22.9276,66.084,72.0939,41.5143,172.2976,53.4531,166.1134,109.6999,27.5369,66.8141,107.1133,63.1789,31.4416
331,88.5573,31.4982,141.9468,120.8614,29.9941,76.4347,57.9397,199.3021,62.1185,180.9502,52.451,120.4853,23.9463,41.9889,22.0807,31.1089,23.041,66.2462,72.5532,41.522,172.206,53.9011,166.5119,110.0965,27.5782,65.0478,107.5388,64.2576,31.4276
332,88.6743,31.4942,142.1895,120.203,30.0876,75.694,57.9181,197.6271,62.1846,180.8949,52.4052,120.7889,23.8555,42.0516,22.1111,30.9201,22.9964,66.4256,72.6407,41.0947,171.3812,54.065,165.9997,110.3369,27.6468,64.8471,107.0086,69.5341,31.126
333,88.7474,31.5613,142.5926,120.0667,30.4644,75.5443,58.3192,198.6684,62.0758,181.3399,52.6045,121.1542,23.854,41.7962,22.1957,30.7868,23.1024,66.5018,72.7665,41.2827,171.6608,54.1178,166.3436,110.5314,27.7135,64.1149,106.7963,63.4764,31.184
334,89.378,31.8023,143.6043,121.1752,30.7376,101.5418,58.8713,199.8644,62.8935,184.0066,53.7173,122.7773,24.161,42.312,22.8365,31.0671,23.4015,67.5359,73.1651,42.1718,173.9957,55.1333,168.7498,112.1529,28.0404,65.4566,108.2262,64.4637,31.263
335,90.2614,31.7717,142.8652,121.8149,30.5444,75.8935,58.7475,201.5487,62.7378,184.4631,53.6316,122.4232,24.1773,42.4016,22.7468,31.4818,23.4527,67.5666,72.7263,42.2486,172.9524,55.0683,169.591,112.356,28.037,66.8779,108.1244,63.9957,31.4304
336,89.7125,31.4075,140.441,120.1402,30.5234,75.7902,58.1763,201.7836,61.788,182.2128,53.5319,120.5167,23.953,41.8058,22.6167,31.8407,23.0805,66.5905,71.8654,41.5516,171.6012,54.7426,167.7147,111.6738,27.5953,64.5322,106.8463,63.5989,31.335
337,89.2482,31.3366,139.2311,118.211,30.4116,75.3294,58.0894,202.3131,61.137,179.8072,53.3173,119.3105,23.6468,41.3955,22.3366,31.6044,22.7769,65.8934,71.4154,41.1659,171.5017,53.9438,165.8011,110.1781,27.2775,63.814,105.7733,63.4406,31.6477
338,88.6999,31.4633,138.7952,117.1326,30.1787,74.8985,56.6273,202.3136,61.098,179.0063,53.0214,118.8533,23.3779,41.3217,22.2902,31.3527,22.611,65.303,70.9763,41.6184,169.8862,53.5086,164.6139,110.2383,27.2469,63.5874,105.3948,62.7892,32.2284
339,88.1957,31.5069,139.0539,116.3182,30.0757,74.2696,56.5257,202.2198,61.0494,179.4272,52.7747,118.9801,23.3484,41.2935,22.1186,31.0193,22.4754,65.0279,70.6941,40.9824,169.3528,53.7016,164.0336,115.3895,27.372,63.5486,104.7735,62.7338,30.8801
340,88.2183,31.854,139.7223,116.7197,30.4197,73.7219,56.536,204.7228,61.4572,179.1026,52.9636,119.3873,23.4219,41.3638,22.0986,31.0223,22.5905,65.0048,71.0382,40.9486,169.3683,54.0013,163.5702,110.5276,27.4283,63.4658,104.5229,62.9595,30.8365
341,89.8439,31.8352,139.3525,116.1792,30.3902,73.169,57.7589,206.7516,61.2985,178.4524,52.4825,118.942,23.4501,41.1953,21.9593,33.908,22.6373,65.3007,70.7297,40.8926,169.418,54.0591,163.6294,110.3042,27.5103,63.331,104.4407,62.8389,30.7452
342,88.1733,31.5986,139.7234,114.9957,30.4868,73.2036,57.6281,207.3534,61.2129,178.5605,52.7323,119.2531,23.4965,40.4729,22.0317,30.9571,22.6417,65.2618,70.884,40.8803,178.2973,54.4308,164.0951,110.0394,27.5426,62.6243,104.4785,64.5739,31.7708
343,87.7665,31.7181,139.9919,119.8728,30.3461,73.1533,57.3632,207.5048,63.5498,180.3565,53.2373,119.4292,23.6375,40.4064,22.1132,30.6237,22.9046,66.0147,71.218,41.1024,169.8922,54.7407,165.3736,110.6009,27.6605,62.5925,104.6986,61.9379,30.7122
344,88.4875,31.9517,141.1645,117.4914,30.5376,73.8666,58.1373,207.6277,61.6486,182.5177,54.0011,119.9507,23.7529,40.6851,22.2941,30.5601,23.1937,66.5836,71.5257,41.5881,171.1112,55.2681,166.8484,111.1736,27.9322,64.0763,105.8222,62.8991,30.832
345,88.8784,32.0602,141.2189,118.2734,30.8542,74.0032,57.8394,209.0564,62.0484,183.431,54.294,122.1916,23.8925,40.8726,22.3311,30.3417,23.4016,67.0024,72.3018,41.3675,171.8795,55.8498,167.3528,111.8084,28.3144,64.4822,106.401,63.1916,30.8951
346,89.0694,32.0966,141.8506,118.1975,31.3591,73.9329,57.5542,208.2922,62.0789,184.1877,53.6038,120.2215,23.8169,41.3442,22.416,30.1448,23.5064,66.9347,72.026,41.2956,171.6826,55.6125,167.055,110.8781,28.2217,64.4709,106.4031,63.5881,31.2787
347,89.2823,32.0696,142.248,118.4435,31.5457,74.5157,57.8918,209.1184,62.2728,184.3963,53.4264,120.0298,23.7195,41.2574,22.2274,30.2251,23.3729,66.7298,72.0632,41.3531,171.2822,55.3728,166.5175,110.6999,28.2302,64.4407,106.3359,63.2967,31.9784
348,89.2704,32.221,142.7163,118.4062,31.6816,74.4107,57.6867,209.9041,64.5697,184.6547,53.2403,120.2728,23.6485,41.0668,22.1027,33.8921,23.1397,66.5347,72.3152,41.467,170.0221,55.267,166.128,110.1967,28.3856,63.9326,106.223,63.0888,32.1412
349,88.845,32.181,141.299,117.2557,31.715,74.3895,57.5728,207.6195,62.8996,183.4883,53.0657,119.6477,23.4428,41.2137,21.9148,35.6648,22.9215,65.9815,72.29,41.098,169.5252,54.8527,165.5701,108.8943,28.4209,63.8564,105.7433,62.9957,32.5836
350,89.5878,33.4946,151.5785,118.7416,36.1683,74.7565,66.4375,211.5917,65.8812,191.4802,61.1661,131.3711,23.5532,41.6604,22.6521,34.8838,23.6207,68.133,76.9887,42.2855,184.9378,59.8267,199.1092,111.383,29.6327,70.4313,126.0431,66.3525,33.1797
351,89.8442,32.3588,142.1482,118.21,31.9385,74.351,58.2717,210.0,63.0357,184.6008,53.2376,120.8276,23.5496,41.3523,22.0677,35.3086,22.9798,66.6648,73.0696,41.1266,171.5236,55.5365,166.5734,109.3796,28.6377,63.9638,106.6957,62.7045,33.1842
352,89.7191,32.302,142.1893,118.5987,31.999,74.5667,58.8111,212.5427,63.2677,185.5199,53.6755,121.6258,23.5813,41.4424,22.0988,38.1703,22.925,67.1087,73.2301,41.0622,171.9436,55.774,166.8403,109.5167,28.755,64.1694,106.6659,63.0052,32.611
353,90.1917,32.2492,142.2735,117.9675,32.1966,74.0776,58.5089,212.1486,63.301,184.8415,53.3286,121.5186,23.5636,41.17,22.0209,35.4594,23.0824,66.6652,73.0034,41.0011,171.2438,55.2633,166.4301,108.9454,28.6136,63.9303,106.6168,62.2095,32.9599
354,89.6804,32.2052,141.7864,117.4325,32.2548,74.0497,58.1171,213.4678,63.0412,184.3389,53.0327,121.2364,23.5754,40.6972,22.0502,35.4532,22.8918,66.1581,72.4919,40.8773,170.6203,54.8471,165.8745,108.3836,28.4803,63.69,105.6862,61.7106,33.8527
355,90.4595,32.4463,142.5404,118.4685,32.0449,74.1025,58.5409,212.3348,63.1677,185.4981,53.1755,121.5067,23.6979,40.9538,22.1246,35.1931,22.9912,66.5619,72.7945,41.0416,170.7824,69.4312,166.283,108.4693,28.5238,64.4096,105.9647,62.2752,33.0995
356,90.3598,32.8407,143.5271,118.6061,31.8931,73.9721,59.1221,209.3151,63.5795,186.4224,53.0737,122.5286,23.8457,41.3053,22.124,35.156,23.1407,66.9093,73.0407,41.0889,170.8153,55.4058,167.0673,108.657,28.4353,64.3901,106.1086,62.5747,33.2428
357,92.3279,32.845,143.2644,118.4988,32.4284,74.1593,59.0491,218.9575,63.4411,186.1459,52.8397,122.4042,23.8623,41.2392,22.2754,35.3608,23.1086,66.7088,72.9388,40.9258,170.2168,55.3003,166.9005,108.3172,28.3193,64.2605,106.0519,62.5564,33.2508
358,91.2093,33.0033,144.0812,119.5744,32.5542,74.5417,59.7827,211.2003,63.6723,187.3619,53.0499,123.1292,24.0066,41.5859,22.5439,35.128,23.1949,67.0716,72.9789,41.2056,171.0713,55.5907,168.3439,108.8426,28.4457,64.7793,106.0405,62.9874,32.8143
359,91.451,33.066,143.8353,119.3304,32.5688,74.6444,59.6094,211.5917,63.9907,187.3863,52.9106,123.0602,23.8201,41.2148,22.5295,35.3325,23.1581,67.1107,72.2638,41.2082,171.0648,55.5474,168.6346,109.2568,28.4616,64.1942,106.4716,62.762,32.3199
360,91.8884,33.3254,144.894,120.15,32.786,74.9389,59.9703,211.274,64.1998,188.6168,53.3699,123.1804,24.0394,41.2841,22.7162,35.394,23.2869,67.746,72.84,41.4872,171.9381,55.7308,169.185,109.3858,28.6109,64.193,106.7737,62.8722,32.2879
361,91.4275,33.5286,145.9277,120.3065,32.7512,74.1555,60.3157,211.3445,64.5416,189.3667,53.2573,123.0576,24.0124,41.4729,22.8043,34.9846,23.2611,67.7006,73.2804,41.4249,172.0642,55.7659,169.9311,110.084,28.761,64.013,106.9099,63.087,32.4052
362,91.9006,33.7195,146.3302,120.6476,32.8485,74.3393,60.4485,210.1185,64.7305,189.4578,53.0978,122.843,24.0865,41.7176,22.9648,35.1554,23.2828,67.8721,73.4785,41.5866,172.1851,55.7874,170.4492,109.9585,28.7616,64.2004,107.2944,63.3937,32.3396
363,91.2102,33.7494,146.3382,120.6488,33.031,74.1897,60.7831,208.7569,64.6384,189.1156,52.9275,122.7667,24.0554,41.8466,23.0183,34.9332,23.2955,67.8628,73.6327,41.4908,172.04,55.5626,169.92,109.7806,28.6926,64.3164,106.2921,63.7334,32.5106
364,92.0442,33.9007,147.0847,121.3791,33.031,74.91,60.7831,210.6752,64.7604,190.6574,53.6415,124.107,24.0554,42.081,23.0183,34.79,23.4617,68.3121,74.0091,41.6882,172.8207,55.9934,170.7496,110.4577,28.8167,64.6828,107.1268,64.1102,32.5106
365,91.9614,33.794,146.5559,121.1151,33.0039,75.0344,61.3006,209.9794,64.7346,190.4333,53.3924,123.7897,23.9759,42.134,22.9815,34.4325,23.3908,68.2158,73.4849,41.5466,173.069,55.7991,170.3015,110.3745,28.6308,64.4805,106.9931,64.1881,32.3422
366,92.5689,33.902,146.5225,121.5923,33.2991,75.773,62.1547,212.4559,65.1901,191.3113,53.5407,124.274,24.0906,42.1914,23.1049,34.7189,23.4973,68.5493,73.5531,42.0237,173.2978,56.0999,171.2621,111.6672,28.6838,64.4665,107.8783,64.3814,32.3766
367,93.0297,33.9233,145.6662,121.3309,33.3846,76.258,62.987,214.8692,65.2586,191.3916,53.5954,124.529,24.2713,42.2672,23.0767,34.5084,23.5567,68.5936,73.8932,42.0951,173.8998,56.295,170.2225,111.662,28.6491,64.2763,108.0097,64.4458,32.1742
368,92.4647,33.9142,148.3525,121.2392,33.6281,74.3463,63.4308,216.9385,65.6643,192.1415,53.5715,124.321,24.0976,42.3812,23.0125,34.4323,23.4992,67.2989,74.3838,41.9637,174.8018,56.3205,170.4842,111.575,28.7927,64.5729,108.3581,64.5913,32.071
369,92.4624,33.7469,148.2077,120.2932,33.4677,73.4137,62.9128,217.4584,65.1792,191.2985,53.1619,123.4159,23.9328,42.3791,22.9361,34.1094,23.4065,67.1246,74.2585,41.7053,174.5121,55.75,169.3569,110.0869,28.7251,64.3645,107.5019,64.4844,31.9477
370,92.5745,33.8738,150.0044,121.4136,33.0676,74.4158,63.5366,217.9985,65.5347,192.5913,53.1938,124.1159,24.0589,42.5889,22.9927,33.9928,23.4836,67.4437,74.641,42.0609,175.2467,55.7859,170.3316,110.1698,28.893,64.7392,107.3384,64.7098,32.165
371,92.538,33.9218,149.7637,120.7081,32.6117,74.907,63.7374,215.7505,65.4966,192.288,53.0038,123.4956,23.7687,42.5844,22.8702,34.212,23.373,66.889,74.6335,41.8901,174.9484,55.6808,170.3048,109.5167,28.9836,64.612,106.9873,64.44,32.0661
