,AES,LNT,AEE,AEP,AWK,CNP,CMS,ED,D,DTE,DUK,EIX,ETR,EXC,FE,NEE,NI,NRG,PCG,PNW,PPL,PEG,SCG,SRE,SO,WEC,XEL
308,14.2777,29.106,41.3468,54.0862,46.1069,24.6636,30.064,58.17,72.4277,77.7548,75.1473,56.4532,73.0328,36.24,34.3295,97.8048,36.2316,32.7769,45.5321,56.6434,33.4985,40.5044,53.0364,98.8323,46.4065,48.2105,31.85
309,14.3625,29.1878,41.3342,53.9311,45.6831,24.7228,30.1735,58.1364,72.7743,78.0478,74.6745,58.2415,73.0564,34.9398,33.8062,100.3371,36.2113,32.7288,45.6578,56.0378,33.6181,40.9604,53.4324,98.7345,45.9295,48.411,31.8123
310,14.6315,29.3235,41.2889,53.6889,45.921,24.8077,30.2102,58.0599,72.456,78.2053,74.4251,56.4632,72.8224,38.4534,33.901,99.7852,36.8135,33.3085,45.5729,55.8395,34.0172,40.4545,53.344,98.6861,45.1987,48.9001,31.9329
311,14.4686,29.0465,40.5172,52.9556,46.2153,24.4075,29.7959,56.9673,71.1844,77.2403,73.2003,55.6733,72.4887,35.9295,33.4605,98.347,36.3893,33.631,44.8442,54.7908,34.0243,39.2448,52.4589,97.7975,44.4952,48.0216,31.3093
312,14.2874,29.1542,40.5184,53.2115,46.3918,24.4413,29.7556,56.988,71.0006,77.672,73.3456,55.7504,72.8816,36.1787,33.4252,97.8923,36.6915,33.6388,44.7798,54.4999,34.2034,39.4958,52.2181,98.4914,44.3999,47.9493,31.2379
313,14.3673,29.0358,40.974,53.5395,47.1278,24.5485,30.0277,57.7511,72.0409,78.6453,74.4506,56.5551,75.2362,36.4776,32.9389,99.5137,37.0494,34.2163,44.7266,55.0844,34.4596,39.7367,52.5127,102.1474,45.2219,48.313,31.7332
314,14.4128,29.307,40.8653,53.1205,46.6705,24.4406,30.1655,57.6721,71.7244,78.9544,74.2454,56.9596,74.6607,36.6306,33.5315,98.7149,36.8907,34.938,44.6924,55.6259,35.1102,39.6436,52.7084,99.8779,44.7912,48.1522,31.539
315,14.1294,29.23,40.6116,53.1112,46.7714,24.3953,29.9889,57.537,71.3273,78.2946,72.9834,56.2904,74.733,36.4068,33.5506,104.1234,36.7246,34.6689,44.5836,55.7703,34.1829,39.2964,52.8263,99.989,44.3923,47.7988,31.2979
316,14.091,28.8738,39.6301,52.9556,46.8446,24.0773,30.0266,56.5757,70.1843,76.965,72.2547,55.5515,74.732,36.6997,33.9449,98.1677,37.3473,34.5151,43.8861,55.4666,33.7955,38.9786,52.0892,98.9125,44.0003,47.0885,30.8958
317,14.0318,28.6818,39.0282,51.9074,46.3414,23.8308,29.1375,55.0817,69.5148,77.2554,71.7997,54.98,74.3704,35.6221,33.0409,96.1068,35.9345,34.033,43.2506,54.9102,33.198,38.2418,51.4104,98.0786,43.3983,45.4703,30.5055
318,14.073,28.658,38.887,52.3645,46.7859,23.6718,29.0817,54.8235,69.7019,76.1997,71.8016,55.0709,73.3217,35.6184,32.583,99.8498,35.9217,33.7654,43.0749,54.9698,33.3076,38.1374,51.5472,97.8805,43.2887,45.9152,30.5462
319,14.1784,28.8226,39.2827,52.484,47.2023,23.6943,29.2839,55.2535,70.5214,76.3837,71.304,55.1793,74.0735,35.0934,32.3702,99.6892,36.3271,34.0595,43.6761,55.1694,33.4912,38.3089,51.7787,98.4884,43.7442,45.7068,30.8718
320,14.1837,28.711,39.3689,52.1852,47.2714,23.6593,29.2454,55.0368,70.2905,76.0248,71.7774,55.3872,74.0759,34.6969,32.3451,96.6392,36.2628,33.7696,44.6773,54.9742,33.7251,38.1069,51.5712,98.1677,43.664,45.8345,30.7198
321,14.1786,28.6493,39.1565,52.4107,47.0486,23.7877,29.2315,54.9535,70.1516,76.1263,71.3524,55.219,74.3365,34.4494,32.2387,96.4925,36.3275,33.6037,43.5654,54.9884,33.9414,37.7457,51.5273,97.9924,43.4522,45.1363,30.4308
322,13.9867,28.449,38.7322,51.3744,46.9028,23.571,28.9373,54.3867,69.2941,75.0859,70.336,54.2861,73.4065,34.0562,31.5123,95.2367,36.8415,33.4599,43.5626,54.766,33.5743,37.3038,50.9796,97.4244,42.998,44.9214,30.1312
323,13.8537,28.2555,38.4487,51.0935,46.8497,23.556,28.9088,53.9932,69.0269,74.4834,70.1623,54.0027,73.4231,33.9578,31.3854,95.687,36.763,33.4938,43.6165,54.6729,33.3756,37.1865,50.7786,97.2018,42.7904,44.7861,30.0675
324,13.6458,28.264,38.0884,51.0645,46.8297,23.6418,28.8859,53.863,68.9247,74.3322,69.9463,53.7772,73.4442,33.7616,31.4052,100.2091,36.656,33.5479,44.222,54.4829,33.2715,37.2208,50.808,97.8734,42.7785,44.6262,30.0563
325,13.633,28.4325,38.6487,51.485,47.2224,23.9779,29.1783,54.1253,69.6853,74.9721,70.3893,54.3302,74.0837,34.1851,31.504,96.647,37.1718,33.6807,44.5192,54.8642,33.5126,37.5763,51.304,98.4734,43.1494,45.0447,30.2527
326,13.7418,28.5067,38.7208,51.4979,47.5576,23.9083,29.335,54.2377,69.6151,75.0833,70.4287,54.1094,74.0411,34.2385,31.4511,96.7142,37.3099,33.69,44.6323,54.9359,33.5415,37.4804,51.2785,99.1735,43.1426,45.2044,30.2878
327,13.8039,28.6996,38.8793,52.597,47.6112,23.9638,29.2005,54.397,69.3685,75.3311,70.62,54.2046,74.155,35.5639,33.3133,96.854,37.2814,35.1496,44.7776,55.1821,34.2698,37.3335,51.1795,99.1565,43.1497,45.1189,30.357
328,13.7815,28.8683,39.1022,52.7814,47.5845,24.003,29.4332,54.4944,68.4053,75.3646,70.7295,54.3725,74.4094,35.7955,33.5799,97.2292,37.2991,35.1506,45.1545,55.0815,34.6078,37.9015,51.5215,99.4957,43.3792,45.2654,30.4418
329,13.903,28.8715,38.885,52.6671,47.5601,23.975,29.4165,54.5295,68.4039,75.301,70.7144,54.3596,75.0434,36.2086,33.5938,96.3024,37.1016,35.3858,45.5356,54.811,34.6355,38.3121,51.404,99.7788,43.3996,45.0208,30.5098
330,14.0385,29.1335,39.4149,53.3623,48.4633,24.165,29.7122,55.0738,69.0533,76.2948,71.4306,55.2676,75.3864,36.7738,33.7769,97.5786,37.4002,35.5919,46.089,55.3392,35.0896,38.8915,51.8933,100.6568,43.6958,45.5051,30.8096
331,14.1076,29.0959,39.1169,53.4009,48.3224,24.0892,29.7306,55.0444,69.4477,76.181,70.8424,55.5227,75.7704,36.5266,33.5791,100.0223,37.5653,35.6719,45.7988,55.1868,34.8363,39.0787,51.9262,100.3323,43.68,45.5117,30.6857
332,14.1535,29.0438,39.1677,53.9011,48.0478,24.0023,29.7406,55.0154,69.8187,76.1938,70.638,56.0896,76.088,37.0268,34.6356,97.1853,37.6057,35.975,45.6952,55.0366,35.0039,39.143,51.8079,100.3821,43.6971,45.44,30.6847
333,14.0938,29.0261,39.1842,54.2897,47.7631,23.9339,29.7598,55.0242,69.8579,76.0558,70.7692,55.929,76.3898,37.1616,34.2979,97.1039,37.6845,36.1513,45.6858,54.7623,34.833,38.4994,51.626,100.206,43.6352,45.4188,30.6589
334,14.2269,29.2813,39.4744,54.1959,48.0546,24.0445,30.0495,55.5715,70.1742,76.533,71.5326,56.5865,78.2312,37.4327,34.5213,97.8027,37.9434,36.2719,46.3094,55.0833,34.9402,38.9527,52.1695,100.8202,44.0039,45.7632,30.9431
335,14.4677,29.3788,39.5033,54.4207,48.139,24.1714,30.2369,55.5892,70.0859,76.7604,71.7879,56.2841,78.6427,37.5286,34.8644,98.245,37.9708,36.2671,46.9493,55.071,34.7409,39.0073,51.6411,101.4571,44.2381,45.9802,31.3338
336,14.4519,29.2231,39.0404,53.5479,48.1178,23.9474,29.8548,54.9355,69.1556,75.6105,70.8653,55.7787,78.4953,37.158,34.7154,96.508,37.572,36.3155,46.2434,54.6271,34.2506,38.3971,51.1051,101.0835,43.6006,45.6051,31.0694
337,14.3361,29.0738,38.6389,53.5019,47.8451,23.9484,29.7248,55.1359,68.6846,75.2231,70.6758,55.5702,78.3175,37.2053,34.8227,95.9375,37.1651,36.2905,46.1411,54.4515,34.8897,38.1133,50.8887,100.3972,43.6282,45.4039,30.8513
338,14.2446,28.7803,38.2458,52.7825,47.6503,23.8091,29.4645,54.8215,68.0438,74.4584,69.9793,55.1547,77.5994,36.1519,34.2765,94.9435,36.7866,36.2951,46.3362,54.0221,33.8941,37.8001,50.3575,99.2995,43.2496,44.8007,30.5142
339,14.1751,28.5895,38.1046,52.2366,47.7524,23.8241,29.2185,54.6494,67.7377,73.6602,70.002,54.4683,77.4411,35.1771,34.0338,95.3421,36.6811,36.0613,46.098,53.6803,33.4528,37.4555,50.1394,99.4505,43.23,44.4205,30.4237
340,14.1984,28.8261,38.3824,52.7213,47.9152,23.9629,29.5244,55.1633,68.3778,74.4148,70.6819,54.8464,77.9493,35.5495,34.079,96.6762,37.0761,36.5615,46.4557,54.2205,33.9268,37.809,50.6331,100.797,43.5477,45.0064,30.6567
341,14.3722,29.2221,38.8841,53.2928,48.1922,24.5596,29.8672,55.7167,68.7616,75.2965,71.3456,55.6899,78.9657,36.1953,34.2974,97.4485,37.6393,36.877,46.9477,54.7464,34.3452,38.1563,51.1642,101.8296,43.8983,45.5603,30.981
342,14.479,29.1576,38.6645,52.7028,48.2196,24.8396,29.6736,55.4717,68.399,74.952,70.637,55.4469,78.276,36.3029,34.0953,97.4784,37.5534,36.7412,46.8113,54.4071,34.0774,38.2538,50.9566,101.2398,43.4568,45.2559,30.5999
343,14.8821,29.5248,39.3998,53.6908,48.3904,24.6326,30.2829,56.1461,69.4516,76.3143,71.8015,56.7243,79.5447,36.7982,34.8058,99.5571,38.0734,37.2429,47.517,55.4278,34.4827,39.0157,51.867,103.338,44.1767,46.0428,31.2176
344,15.2082,29.789,40.0247,54.755,48.5952,24.8931,30.7146,56.8871,70.9055,77.5014,73.034,57.6285,80.5619,37.1062,34.9086,100.1234,38.6734,37.7674,47.9235,56.3952,34.8165,39.7714,52.7261,104.3867,44.6768,46.7474,31.6176
345,15.2737,29.8444,39.8761,54.6779,48.2707,24.7156,30.6905,56.8889,70.6767,77.7889,72.6092,57.7853,81.0016,36.8764,34.8051,100.0664,38.6456,37.3924,48.2693,56.2237,34.8264,39.822,53.1997,104.3123,44.5294,46.9519,31.7478
346,15.2687,29.6138,39.6198,54.3401,48.3307,24.6319,30.4984,56.6353,70.1458,77.4573,72.1655,57.4233,80.3661,36.3065,34.6016,99.5829,38.5241,37.0361,47.6725,56.4954,34.4776,39.2089,52.5719,103.7196,44.2078,45.8016,31.4647
347,15.2712,29.7671,39.7996,54.6406,48.629,24.7357,30.569,56.724,70.3553,77.7404,72.3703,57.6882,80.5821,36.21,34.4325,100.7121,38.6714,36.9652,47.7886,56.7557,34.5538,39.4264,52.7886,104.1576,44.2868,45.8744,31.4705
348,15.2314,29.873,40.0051,54.9962,48.6467,24.9507,30.7705,56.9086,69.9399,77.9351,72.8878,57.9136,80.9073,36.2242,34.3177,101.4836,39.2448,36.7847,47.444,56.5192,34.5169,39.5777,52.9429,104.7004,44.561,46.0309,31.5776
349,15.4351,29.9449,40.329,54.9572,48.7644,25.0235,30.7784,57.1218,70.6025,77.4568,72.9773,57.4864,80.9081,36.201,34.2334,101.2975,39.6413,36.7394,47.1177,56.3717,34.6453,39.7641,53.0616,104.3992,44.733,46.509,31.6872
350,15.8564,33.8591,45.7804,57.4912,55.2073,25.5679,34.1005,58.2208,75.3411,79.3654,74.346,62.3785,87.5279,37.802,34.1628,103.252,40.7153,39.5809,47.8599,60.7867,37.7955,43.7435,56.9444,114.4711,45.8043,50.3833,32.0089
351,15.571,30.3893,40.9042,55.8158,49.4261,25.6132,31.16,57.6808,71.4689,77.9647,74.2601,58.1598,82.0604,36.577,34.6257,102.1306,39.3703,37.262,48.0238,57.6536,35.4948,40.7528,53.7942,104.7764,45.435,46.932,32.1964
352,15.5111,30.1541,40.7563,55.3387,49.268,25.4767,30.9371,57.1441,72.1205,77.2773,73.7579,57.6564,81.5915,35.756,34.1758,101.6159,39.1901,36.4849,47.4149,57.7718,35.3098,40.4256,53.4757,103.8804,45.1639,46.6554,32.1185
353,15.4251,29.4426,40.0146,54.2341,48.7213,25.0195,30.2003,56.0747,69.83,75.9204,72.4578,56.6346,78.9422,34.7394,33.0326,100.079,38.7515,35.9249,46.6939,56.9485,34.4775,39.5183,52.6366,102.4026,44.3764,45.4806,31.6038
354,15.3777,29.2429,39.2494,53.5509,48.1861,24.8064,29.7739,55.7106,68.4538,75.0934,71.1708,55.7068,77.3223,34.0627,32.4861,98.4188,38.2631,35.4402,46.046,56.5136,33.997,38.256,52.2748,100.8541,43.8822,44.9023,31.4358
355,15.4554,29.3491,39.6445,53.767,48.0296,24.8,29.9222,56.4251,68.8372,75.4557,71.4637,55.9721,78.0843,34.3162,32.7473,98.4505,38.2893,35.0916,46.4627,56.5875,34.084,38.4241,52.7549,101.2273,44.1364,45.1337,31.5988
356,15.4691,29.5518,39.7651,54.3905,48.5123,24.8581,30.1889,56.6897,68.9753,75.9272,72.3455,56.6877,79.7643,34.3135,33.0892,98.869,38.2758,35.2974,46.7655,57.0066,34.0723,38.6804,53.1613,102.0005,44.5721,45.4009,31.6589
357,15.374,29.4485,39.7281,54.5823,48.4648,24.881,30.043,56.3014,69.0124,75.4337,72.0712,56.4494,77.9115,34.3019,33.0633,100.8398,38.3836,35.5574,46.8058,56.6153,33.9978,38.526,53.0061,101.8248,44.4046,45.241,31.6119
358,15.4783,29.7333,40.1225,54.7334,48.6392,25.0132,30.3221,56.5847,69.7955,76.1368,72.4286,56.9325,78.1911,34.3081,33.193,99.3911,38.882,35.3512,47.1824,56.9016,34.2337,38.89,53.4199,102.4655,44.6709,45.5617,31.7775
359,15.391,29.6189,40.0401,54.4782,48.3442,25.0121,30.2552,56.293,69.6678,76.1627,72.335,56.6947,78.3835,33.9959,32.7633,99.0947,39.0498,34.7365,47.1536,56.9523,33.9144,38.6936,53.1683,102.343,44.6351,45.4102,31.692
360,15.2064,29.3661,39.4334,53.8716,48.3593,24.7738,30.0072,56.0676,69.1133,75.555,71.7038,56.1366,77.5627,33.1259,32.1119,97.8203,38.8967,33.8954,46.948,56.1956,33.5228,37.7933,52.7762,101.502,44.2796,44.9442,31.4632
361,15.1377,29.3676,39.4719,53.9106,48.3842,24.8433,30.1516,56.2513,69.3001,75.9396,72.0198,56.4456,77.3599,32.8962,31.9729,98.0785,38.7835,33.322,47.2612,55.997,33.4986,37.4157,52.7742,101.6514,44.3782,44.9191,31.5063
362,15.2031,29.3109,39.6026,54.0744,48.459,24.8235,30.1794,56.5029,69.5429,75.9607,72.2436,56.6264,77.6052,32.8185,32.1116,98.5439,38.6617,33.0178,47.295,55.6974,33.5993,37.553,52.8084,101.9191,44.6135,45.0201,31.6152
363,15.1422,29.2423,39.6415,53.8156,48.2567,25.0235,30.2221,56.4496,69.3714,76.0034,72.5016,56.797,76.79,32.0587,31.8151,98.1102,38.5627,32.1455,47.1867,55.789,33.7336,37.1181,52.7831,102.0917,44.6488,45.0378,31.6725
364,15.1422,29.4021,39.8999,54.2017,48.7387,25.0235,30.2221,56.7549,69.9237,76.4097,72.8366,56.893,76.8112,32.0587,31.8151,98.2739,38.9395,32.1455,47.1867,56.4731,33.7336,37.1181,52.9556,102.1956,44.8077,45.2575,31.6725
365,15.1199,29.4526,40.0718,53.884,48.6803,25.0811,30.3842,57.092,70.028,75.9521,73.2066,56.9925,77.135,32.1145,31.7306,98.5738,39.0991,31.9459,47.0372,56.8364,33.6604,37.0893,53.1812,102.0144,44.863,45.3089,31.6414
366,15.2237,29.5932,40.1816,54.1032,48.9625,25.1781,30.4925,57.3679,69.9698,76.0556,73.3579,57.077,76.4027,31.9835,31.7307,98.5997,39.4253,31.5304,47.2099,56.9562,33.6948,37.219,53.156,102.1782,44.9449,45.3742,31.7184
367,15.1714,29.6583,40.1199,53.9999,48.7405,25.0248,30.4617,57.2073,70.0661,76.3256,73.3474,56.7005,75.7937,31.7968,31.8222,98.4559,39.4005,31.5747,47.1315,56.8769,33.6702,37.101,53.0637,102.1224,44.8582,45.4523,31.5688
368,15.2266,29.6607,40.0752,53.9275,48.791,25.116,30.5172,57.2451,70.2983,76.9163,73.9733,56.8687,75.9884,31.7381,32.0626,98.7332,39.5144,31.6493,47.3351,56.8036,33.6892,37.2043,53.1714,102.2757,44.7358,45.5942,31.6515
369,15.1419,29.5024,39.7334,53.3155,48.6328,24.9404,30.3399,57.0591,70.0159,76.2164,73.3711,56.9377,75.6122,31.5236,31.9975,98.5568,39.38,31.4748,47.216,56.4478,33.5,37.0723,52.9992,101.7469,44.7556,45.2684,31.557
370,15.0171,29.838,40.3101,54.311,48.9535,25.1201,30.4888,57.5574,70.6912,76.8357,74.0669,57.3441,74.2373,31.9267,32.2941,99.3237,39.3133,31.6929,47.3003,56.9896,33.9087,36.3499,53.5181,102.6996,45.2476,45.9192,31.9355
371,15.1764,29.4326,40.0873,54.3435,48.7655,25.0681,30.3452,57.6522,70.278,77.0091,74.1664,57.3396,75.0658,31.6421,32.3446,98.7407,39.0275,31.3866,46.8023,56.7077,33.8356,37.3013,53.1806,102.9981,44.9051,45.58,31.8468
372,15.0171,28.9928,39.1898,53.2105,48.4597,24.6848,29.5712,56.9105,69.2253,75.9363,73.1731,56.1932,74.2373,31.1038,31.7905,96.8837,38.5977,30.9127,46.0309,55.1016,33.3338,36.3499,52.4068,101.9351,44.4863,44.7373,31.3147
373,14.7087,28.4337,38.648,52.296,48.0273,24.4184,29.0821,56.2193,68.0955,74.3539,72.5014,55.1673,73.3005,31.1059,31.3498,94.5803,37.9434,30.9322,45.0267,53.6931,33.0999,35.4407,51.1918,100.3043,43.5029,43.8615,30.9611
374,14.6725,28.023,38.1401,52.4114,48.1261,24.522,29.0314,56.1958,66.654,74.1874,71.842,55.3459,72.2987,31.0566,30.813,93.186,36.9526,30.8749,44.3325,53.185,33.1472,35.0397,50.0782,98.847,43.4331,43.3723,30.5592
375,14.6725,28.023,38.1401,51.1194,47.2388,24.2342,28.667,55.396,66.654,73.2943,71.842,55.3459,72.2987,31.0566,30.813,93.186,36.9526,30.8262,44.3325,53.185,32.8173,35.0397,50.0782,98.847,42.8406,43.3723,30.5592
376,14.5925,28.0954,37.5715,51.0794,46.9117,24.1142,28.5697,55.3389,66.3012,72.6446,71.2263,55.6323,72.4404,31.2779,31.7314,92.9805,36.8325,30.9224,43.9953,52.9975,32.7289,35.0553,49.8267,98.3238,42.7611,43.0997,30.4209
377,14.3488,27.7201,36.9344,49.389,46.4915,23.7264,28.1265,54.8008,65.0122,72.0369,69.9395,54.7738,71.1182,31.0205,31.4744,92.4701,36.4525,30.2399,43.0868,52.2507,32.0222,34.2362,48.7764,96.845,42.1177,42.1381,29.7396
378,14.3739,27.7423,37.321,49.851,46.5335,23.8344,28.4298,55.3222,65.669,73.1367,70.606,55.3465,71.574,31.558,31.4773,93.8456,36.5983,29.9257,43.2983,52.5444,32.3463,34.6064,49.2461,99.1712,42.6102,42.7975,29.9961
379,14.6,27.8205,37.9019,50.3372,47.6943,24.2,28.9361,56.3858,71.0151,74.1488,71.4382,56.4451,72.4056,31.9403,32.0985,95.0251,36.9985,29.4785,43.8748,53.2451,32.9067,35.2826,49.8772,100.596,43.2751,43.1631,30.3758
380,14.672,27.975,38.0779,50.504,47.9376,24.3972,29.2294,56.2094,67.6413,74.6578,71.753,56.6941,72.8256,32.1508,32.3843,95.0705,37.5106,29.4601,44.0155,53.5034,33.0474,35.5723,49.6405,101.2599,43.1768,43.3455,30.5406
381,14.5818,27.8812,38.176,50.4814,48.2777,24.4068,29.1689,56.1405,67.5583,74.4547,70.8226,56.2951,71.5467,31.9586,32.3658,95.0289,37.5722,29.2954,44.0639,53.3356,33.1576,35.5006,49.5862,100.911,43.2268,42.8756,30.5019
382,14.6803,28.161,38.3465,50.6864,48.3617,24.1982,29.3229,56.2999,67.7299,74.9343,70.8226,56.3401,71.7541,31.4768,32.3749,95.7858,37.9162,29.2705,43.9898,53.3698,33.1548,35.4148,49.6306,101.1572,42.9401,43.151,30.6068
383,14.8716,28.3515,38.5969,51.0503,49.1494,24.4746,29.5015,56.5424,68.1776,75.7306,71.7636,56.9769,72.7883,31.7606,32.6415,96.0643,38.3868,29.388,44.428,54.2056,33.577,35.5049,50.207,102.2717,43.3215,43.3515,30.8532
384,14.8342,28.4076,38.614,51.3983,49.911,24.4693,29.577,56.9264,68.8887,76.137,72.2463,57.2655,72.8337,31.8504,32.9388,96.528,38.6743,29.238,45.1694,54.5153,33.8276,35.5501,50.3639,103.1522,43.4681,43.4343,31.0001
385,14.7869,28.4966,38.932,51.5427,49.7257,24.4475,29.5416,56.9692,68.8018,76.2964,72.2051,57.4173,72.8586,31.8552,32.8741,96.2546,38.5521,29.0873,45.0619,54.4585,33.6577,35.5416,50.3021,102.9483,43.4349,43.3542,30.9219
386,14.8758,28.6406,39.3903,53.3241,49.9752,24.5648,29.8161,57.1956,69.3907,76.8928,72.7314,58.2833,73.6683,31.8886,33.1109,97.0603,38.8763,29.4154,45.483,54.8413,34.0138,36.5451,50.7846,103.66,43.703,43.9888,31.9406
387,15.0129,28.7627,39.3681,52.2312,49.8983,24.6547,29.9223,57.3594,69.5222,77.0087,72.6833,58.6445,74.6883,31.9809,33.2392,97.5112,38.9344,29.7133,45.8479,54.9514,34.0365,36.1219,51.0208,103.745,43.7303,44.1253,31.3142
388,15.0903,28.9029,39.5416,52.7502,50.1061,24.7376,30.0781,57.6267,69.7664,77.3685,73.1077,58.5821,74.9204,32.2435,33.4146,98.0992,38.8054,30.0529,45.862,55.3504,34.3056,36.4232,51.2325,104.1013,43.9249,44.1187,31.416
389,15.0112,28.8519,39.4762,52.4864,49.8065,24.5605,29.9131,57.2261,69.4666,76.9244,73.1066,58.5852,74.5411,32.4172,33.3747,97.7199,38.6839,29.6732,45.6652,55.5752,34.1742,36.3677,51.1182,103.4847,43.7118,43.9782,31.4052
390,15.1205,29.0485,39.7352,52.9123,49.7935,24.742,30.112,57.401,70.0494,77.3003,73.1051,58.5906,75.4311,32.7794,33.6482,98.1484,38.7772,29.7127,45.9078,56.2026,34.3314,36.7356,51.4297,103.6176,43.8889,44.4461,31.5686
391,15.0878,28.8582,39.2424,52.5272,49.7871,24.6613,29.8976,56.9947,69.7537,76.8256,72.5589,58.0403,74.747,32.4989,33.4236,97.1841,38.6421,29.793,45.658,55.9262,34.1244,36.5182,51.0516,103.0,43.7405,44.394,31.4282
392,15.0183,28.9193,39.1558,52.8777,50.1851,24.6354,29.9072,56.9564,69.3054,76.6838,72.7126,58.0526,75.2033,32.678,33.6452,96.7244,38.9961,30.1917,45.7039,56.3637,34.1948,36.6596,51.0784,103.5683,43.7137,44.4777,31.4894
393,15.044,29.0936,39.5806,53.26,50.1549,24.7803,30.2294,57.538,69.6321,77.6107,73.1548,58.4157,76.0994,32.9985,33.9529,97.3351,39.427,30.4332,46.0423,56.6045,34.4213,36.9389,51.4351,104.7118,44.1226,45.0057,31.7473
394,15.1548,29.1831,39.8678,53.546,50.4854,24.8223,30.4521,57.7733,69.9767,78.0914,73.7613,58.9419,77.0177,33.2931,34.1594,98.1599,39.6523,30.7161,46.3774,56.7727,34.5867,37.2507,51.7913,105.7481,44.2758,45.2161,31.979
395,14.9806,29.0633,39.4987,53.0284,50.1053,24.7351,30.345,57.33,69.7877,77.4237,73.5506,58.6677,76.4208,32.8848,33.6697,97.3789,39.6559,30.5181,46.9361,56.2879,34.2838,36.6613,51.3564,105.6975,43.8709,44.7839,31.7264
396,14.6501,29.2257,39.7334,53.3241,50.0425,24.8792,30.4783,57.7141,69.6954,77.7102,73.8403,59.3466,77.1627,33.1913,34.0993,97.6732,39.8039,30.4192,47.3368,56.3171,34.4674,36.5451,51.7001,106.0757,44.1511,45.1369,31.9406
397,14.6193,29.2166,39.7063,52.9847,50.4027,24.7494,30.3152,57.513,70.0392,77.5918,73.9036,58.8696,76.8672,33.3613,33.9978,97.2989,39.7914,30.3635,46.9625,56.0969,34.373,36.5879,51.5879,106.0349,44.0657,44.8848,31.8075
398,14.7933,29.5474,40.1241,53.5799,50.4324,24.9968,30.6839,57.8886,71.0157,78.5581,74.6907,59.3851,77.3661,33.7436,34.4376,97.6133,40.3742,30.8623,47.9509,56.5259,34.5004,37.0739,52.0816,106.977,44.5888,45.4002,32.3452
399,14.9253,29.5032,39.6606,53.5603,50.2305,24.8904,30.5662,57.602,70.8014,78.4675,74.7313,58.7591,76.5734,33.5211,34.3518,97.4709,40.3722,30.7383,47.5583,56.8304,33.7583,37.0223,51.2178,107.2412,44.6065,45.2748,32.2033
400,14.8119,29.1847,38.9993,52.9832,49.7305,24.7823,30.3021,57.0577,70.1954,78.1225,74.0545,58.0927,76.1655,33.1212,34.1036,96.0599,40.2517,30.6411,47.0687,56.3914,33.3087,36.7413,50.7157,106.063,44.0652,44.7796,31.7882
401,14.5355,28.8904,38.8026,52.9393,49.3783,24.6013,30.0444,56.7793,69.5675,77.3284,73.3654,57.6645,76.0176,32.8832,33.8891,95.7219,39.974,30.6617,46.9306,56.1913,32.948,36.4812,50.4007,104.867,43.7433,44.6925,31.5584
402,14.4994,29.0759,39.0197,53.3864,49.5415,24.6849,30.1505,57.1302,69.6882,77.015,74.1102,57.7688,76.7286,33.2628,34.4184,95.8366,39.9414,30.8372,47.149,56.9837,33.0883,37.0281,50.7212,105.5125,43.9171,44.9553,31.7516
403,14.4361,28.7446,38.4741,52.7123,49.2501,24.4068,29.6878,56.6625,68.7655,75.9895,73.4969,57.0814,75.7974,32.8661,34.1723,94.6381,39.2068,30.4762,46.5715,56.6015,32.7079,36.7668,50.1139,104.2099,43.5092,44.5226,31.4239
404,14.4112,28.6616,38.4545,52.6813,49.1842,24.3028,29.6275,56.5539,68.6471,76.0692,73.3661,57.1989,75.9778,33.2149,34.3833,94.2366,38.9925,30.1716,46.3691,56.806,32.6422,36.9055,50.0754,104.1812,43.3652,44.4816,31.3253
405,14.5417,28.8317,38.7033,53.5251,49.5542,24.4168,29.8197,57.1944,69.3001,76.8607,74.2903,57.9838,77.0201,33.7044,34.7506,94.9645,39.4056,30.604,46.0416,57.27,33.2746,37.723,50.5945,104.9888,43.8807,44.7637,31.3002
406,14.5127,28.7961,38.7744,53.4476,49.3551,24.4032,29.8503,57.0721,69.2185,76.7068,74.4005,58.0969,76.7219,33.753,34.7654,95.4112,39.4411,30.6597,46.1936,57.3003,33.5437,37.9015,50.5588,105.7792,43.6509,44.7717,31.294
407,14.4522,28.5164,38.2953,52.7751,48.9799,24.2169,29.3634,56.6801,68.5299,75.7425,73.5666,57.7605,75.8841,33.7918,34.3588,94.6463,39.1663,30.7081,45.8589,56.4403,33.2618,37.7384,49.9819,105.3165,43.2554,44.0486,30.9719
408,14.6552,28.603,38.5782,53.1393,49.2564,24.1057,29.5722,57.0448,68.7958,76.167,74.1788,57.8732,76.6004,34.1698,34.5752,95.1343,39.8736,31.1527,45.8652,56.4396,33.542,38.1416,50.4219,105.9294,43.6178,44.1842,31.1279
409,14.5711,28.5623,38.4454,53.0437,48.9218,23.9142,29.4449,56.9331,68.4288,76.0328,73.9116,57.5592,77.0249,34.5276,34.6515,94.768,39.3724,31.0309,45.3292,56.2446,33.3554,37.9597,50.1847,105.3045,43.5802,43.8743,30.9604
410,14.5054,28.2501,38.2688,52.5019,48.394,23.811,29.5351,56.8647,68.2359,75.8366,73.8983,56.9108,76.7028,34.1599,34.3827,94.7009,39.4061,30.7724,45.3755,56.0703,33.2157,37.7762,49.7405,104.3112,43.4438,43.5822,30.8779
