,AES,LNT,AEE,AEP,AWK,CNP,CMS,ED,D,DTE,DUK,EIX,ETR,EXC,FE,NEE,NI,NRG,PCG,PNW,PPL,PEG,SCG,SRE,SO,WEC,XEL
0,11.0201,23.0271,32.6255,44.395,38.3973,20.6284,25.5525,56.6877,54.17,63.7104,68.8389,47.7583,64.6448,30.7613,39.8413,71.8471,26.786,24.0556,42.3514,53.5223,30.1363,31.0237,46.9946,75.567,43.7539,39.5698,27.7166
1,11.0779,23.0812,32.7707,44.5251,38.9512,20.7739,25.6604,57.0501,54.279,64.0403,68.8616,47.7873,64.9518,31.6546,40.128,72.2048,26.8985,24.195,42.6928,53.5827,30.2728,31.4415,47.0019,75.7415,43.8682,39.8649,27.7701
2,11.0327,23.1737,32.576,44.4923,39.047,20.8474,25.6144,57.0626,54.1812,64.0213,68.962,47.748,64.3162,31.0561,40.1395,72.0752,26.8287,24.0635,42.7044,53.7576,30.2624,31.347,47.0759,75.8214,43.7789,40.0015,27.7944
3,11.1245,23.2552,32.7959,44.6205,39.0825,20.8849,25.6649,56.5729,54.3161,64.3877,69.1226,47.9489,64.5949,31.3848,40.0857,72.1218,26.9392,24.0911,42.7133,54.0784,30.3291,31.463,47.428,75.7344,44.0225,40.0944,27.9348
4,11.2588,23.3266,32.9265,44.7899,39.1652,20.9828,25.7032,56.4446,54.4187,64.2211,69.4558,47.8987,63.9177,31.8796,40.4545,72.3807,26.916,24.3481,42.6318,54.3751,30.4576,31.4242,47.6443,75.7852,44.0654,39.8018,27.9454
5,11.3833,23.2941,33.2489,44.8578,39.3613,20.8234,25.8369,56.65,54.6486,64.4248,68.7906,47.7193,63.7595,31.6411,40.722,72.5661,27.1274,24.1765,42.6082,54.6435,30.4601,31.5197,47.9029,76.167,44.1659,39.8213,27.9419
6,11.2708,23.4228,33.1104,44.6771,39.2059,20.5547,25.786,56.4606,54.4584,64.2356,68.2212,45.9753,62.0249,30.8919,40.5567,72.2362,26.9966,24.0122,42.5026,54.4101,30.4282,31.2429,47.7665,75.6763,43.9978,39.569,27.9141
7,11.1665,23.4904,33.1594,44.988,39.0522,20.4406,25.8129,56.558,54.9042,64.4349,67.9668,46.5199,61.4569,30.6835,40.4961,72.4534,26.8099,23.9492,42.6465,54.3623,30.4358,31.1716,47.9159,75.5385,44.0494,39.7179,28.0301
8,11.2892,23.8574,33.2814,45.4076,39.5299,20.5406,25.9776,56.9188,55.4383,64.6806,68.794,46.9299,61.7724,30.5696,41.0277,72.8416,27.1325,24.2685,43.0065,54.9008,30.4273,31.374,48.4224,76.4315,44.4226,40.122,28.3051
9,11.3659,23.9185,33.5942,45.6782,39.6192,20.7287,26.1129,57.2775,55.9877,64.8772,69.0146,46.8022,61.7566,30.3824,40.8493,72.9951,27.1788,24.2666,43.1038,55.0308,30.5493,31.4155,48.9393,76.4443,44.5806,40.2567,28.3051
10,11.1176,23.7491,33.2482,45.4062,39.4506,20.6619,26.0081,57.3312,55.7129,64.7144,68.8851,46.3464,61.5535,30.2059,40.1217,72.6975,26.9635,23.9698,41.4436,54.7218,30.4507,31.778,48.5734,75.8809,44.5199,40.1214,28.0665
11,11.1653,23.9163,33.5647,45.9613,39.6553,20.8453,26.3419,58.1641,56.2066,65.4396,69.3558,46.7625,61.9757,30.4147,40.3687,72.7736,27.1936,23.9966,41.671,55.2235,30.7627,32.1195,48.9348,76.6101,44.7021,40.3467,28.2158
12,11.0705,23.9273,33.5068,46.0903,39.6444,20.8138,26.4568,58.4398,56.4639,65.7347,69.6877,46.5017,62.2287,30.6245,40.0826,72.5591,27.1654,24.0073,42.0255,55.0261,30.4158,32.0653,48.9325,76.7773,44.8871,40.5143,28.2822
13,10.9172,23.6748,33.3238,46.1731,39.3891,20.7053,26.2262,58.2683,55.3248,65.5366,69.5269,46.0153,61.5861,30.5968,39.0322,72.266,27.0036,23.7333,41.6193,54.7906,30.4888,32.1607,48.4948,76.9299,44.7071,40.4452,28.2754
14,11.5523,23.8822,33.4786,46.5079,39.2716,21.162,26.3483,58.4895,55.5771,66.0632,70.0452,47.2077,61.832,30.6281,39.2655,71.7136,27.3503,24.0285,41.9344,55.0228,30.6517,32.527,48.7979,77.466,44.9529,40.7125,28.4367
15,11.6788,23.8948,33.8358,46.838,39.436,21.3602,26.6037,58.9765,55.9909,66.8039,69.5259,47.8894,62.3049,30.938,39.4747,72.0739,27.6897,24.0666,42.5635,55.813,30.8286,32.6285,48.9588,77.8123,45.0871,41.185,28.7046
16,11.8231,23.7347,33.8086,46.6449,39.5132,21.4131,26.2632,58.892,56.1365,66.2983,68.7682,48.2973,62.1108,30.8899,39.4561,72.1107,27.8465,23.9795,42.7259,55.8906,30.8248,32.6134,48.8127,78.0507,44.8357,41.2229,28.6227
17,11.9616,23.9387,33.9666,47.1452,40.0154,21.5777,26.75,59.2185,56.3422,67.0382,69.5083,49.134,62.7027,31.2021,39.6979,73.3023,28.1452,24.037,43.2917,56.5519,30.9319,33.2068,49.3668,78.8435,44.8335,41.5285,28.8991
18,12.1351,24.1224,34.2553,47.7023,40.3627,21.8491,27.0042,59.6845,56.6296,67.3569,70.1233,49.8165,63.321,31.4886,40.0093,73.96,28.2913,24.4203,43.4644,57.21,31.2421,33.498,49.8329,79.4631,45.3115,41.8033,29.211
19,12.3453,24.1258,34.1048,47.5955,40.0083,21.7276,26.9264,59.3797,56.406,66.9166,69.8124,50.0664,63.6241,31.742,40.3318,74.0246,28.2577,24.5839,43.0491,57.315,30.7652,32.9545,49.5676,79.1991,45.4491,41.5736,29.0992
20,12.3174,23.9598,34.1357,47.5627,39.6705,21.6714,26.9108,59.1807,56.0769,66.7807,69.5875,50.144,63.6094,31.8452,40.6604,74.0343,28.1022,24.6574,43.0084,57.2061,30.6165,32.8333,48.9937,78.6626,45.5422,41.2583,29.0034
21,12.2982,23.9566,33.9074,47.3914,39.8488,21.7521,26.9272,58.7569,55.7278,66.6015,69.4746,50.4303,63.3496,31.989,40.8184,73.961,28.1868,24.689,42.6801,56.9691,30.5743,32.6481,48.9633,78.4835,45.2045,41.252,28.9534
22,12.4437,24.1911,33.8668,47.3988,40.2846,21.8462,27.1169,58.9451,56.1954,66.7415,69.6849,50.6228,63.412,32.3517,41.05,74.1598,28.4671,25.1719,42.8809,57.038,30.2677,32.8105,49.3233,79.0845,45.2153,41.5294,28.9973
23,12.5377,24.1175,33.8007,47.2555,40.2175,21.8226,26.9998,58.8136,55.9843,66.6425,69.5109,50.649,63.4116,32.1502,41.1726,73.0843,28.3652,25.222,42.9142,56.8514,30.3596,32.7571,49.1955,78.7501,45.1671,41.4876,28.9554
24,12.6305,24.2692,33.9392,47.4054,40.1392,21.8338,27.0694,58.8086,56.3323,66.8378,69.8987,50.9586,63.7818,32.154,41.1347,73.3347,28.372,25.4068,43.188,56.9475,30.4929,32.8555,49.3307,78.9677,45.2338,41.5074,29.0084
25,12.6047,24.3373,34.3218,47.5486,39.9488,21.8033,27.2495,58.6946,56.3612,66.351,69.9164,50.9781,63.717,32.4074,41.4835,73.7413,28.3553,25.6883,43.4498,56.9993,30.3111,32.8785,49.4186,79.0944,45.2811,41.3451,28.9729
26,12.4793,24.3715,34.2439,47.7596,40.1559,23.4561,27.4263,58.9999,56.6964,66.3046,69.7222,50.9197,64.6271,33.153,41.878,74.2218,28.4162,26.0765,43.5567,56.8529,30.3191,33.0985,49.454,79.0673,45.2982,41.3072,29.0379
27,12.4394,24.3213,34.2379,47.7557,40.1245,23.2374,27.2665,58.841,56.4773,66.1614,69.7676,50.4903,64.6059,33.359,41.8441,74.1909,28.1127,26.2112,43.5217,56.6413,30.2551,33.1898,49.3563,78.8235,45.3916,41.1403,28.9385
28,12.4137,24.3175,34.2205,47.6806,40.2978,22.9952,27.0747,58.8085,56.6375,66.0464,69.8666,50.7486,64.0794,33.4812,41.5709,75.043,28.2689,25.9538,43.4578,56.6143,30.1301,33.1274,49.1797,79.0368,45.376,41.0176,28.5393
29,12.6399,24.5206,34.5156,48.0558,40.693,23.1221,27.2269,59.1423,57.1223,66.49,70.3944,50.8903,64.0068,33.6052,41.7436,75.446,28.5469,26.0021,43.8686,57.1198,30.2947,33.5289,49.5654,79.8238,45.6824,41.4614,28.7485
30,12.4728,24.4407,34.2639,47.7269,40.5979,23.335,27.1575,58.9439,57.0563,66.2559,70.2019,50.5725,63.1539,33.6741,41.6516,75.7032,28.5605,25.8937,43.7122,56.7486,30.2488,33.4714,49.4396,79.4196,45.5244,41.3718,28.6694
31,12.4387,24.5319,34.256,47.8532,40.7728,23.5231,27.2865,59.1009,56.8407,66.3196,70.4695,50.4377,62.4157,33.8251,41.02,76.0335,28.327,25.7806,43.7963,56.7263,30.0651,33.4284,49.6123,79.85,45.6121,41.5074,28.661
32,12.3261,24.529,34.2941,47.8005,40.8839,23.4143,27.2273,59.0857,56.87,66.1876,70.4449,50.7171,61.7689,33.6434,40.7449,76.3351,28.4162,25.7272,43.5628,56.7708,30.1009,33.3344,49.5129,79.251,45.6826,41.423,28.7067
33,12.4203,24.6088,34.5489,47.941,40.9715,23.6253,27.3188,59.4641,57.3963,66.6042,70.8127,50.5824,62.1445,33.7261,41.1004,76.9587,28.6018,25.7955,43.6159,56.9185,30.4399,33.5495,49.9075,79.8675,46.0026,41.7344,28.8837
34,12.4841,24.6201,34.6499,48.0152,40.9868,23.6648,27.3998,59.9164,57.5266,66.8649,71.5394,50.3176,62.7569,33.9526,41.4914,77.0146,28.6989,26.0775,44.0219,57.0018,30.6659,33.6346,50.1607,79.6827,46.2741,41.9105,29.1906
35,12.5558,24.969,34.9632,48.514,41.2904,23.906,27.8125,60.8108,58.0282,68.0048,72.4135,50.3394,63.1898,34.3886,42.0341,77.487,29.1836,26.3842,44.3703,57.6385,31.1703,34.1551,50.9403,79.6946,46.7422,42.6925,29.6206
36,12.4935,24.887,34.9459,48.4955,41.14,23.812,27.7631,60.7718,58.1287,68.3585,72.2758,50.3607,63.3348,34.3888,42.031,77.4234,29.1463,26.4419,44.6356,57.7276,31.2815,34.1306,51.0982,79.7845,46.6884,42.5291,29.5744
37,12.4925,24.9558,35.082,48.4238,41.2764,23.9534,27.8612,60.7151,58.5708,68.4912,72.5008,50.7216,64.0309,34.6023,42.0753,77.9675,29.2671,26.7077,44.8798,57.7021,31.1637,34.2327,51.2846,80.515,46.7885,42.5906,29.6545
38,12.4874,24.8558,34.8841,48.1683,41.0746,23.7666,27.8157,60.7028,58.774,68.4788,71.9922,50.413,64.6976,34.6307,41.9753,78.5565,29.2614,26.4012,45.4458,57.6086,30.9581,34.286,51.3289,80.4125,46.7092,42.4945,29.8482
39,12.516,24.9611,34.839,48.5726,41.2974,23.9152,28.0517,61.1337,59.3828,68.7483,71.785,50.1404,66.1205,34.6936,42.726,79.1666,29.4836,26.4057,45.8821,57.8395,31.1805,34.4943,51.6332,80.9935,47.1557,42.5728,30.067
40,12.4527,25.1612,34.6308,48.6631,41.2507,23.7476,28.1412,61.19,59.4466,68.6798,71.8187,50.581,66.8527,35.0587,43.756,79.1607,29.7127,26.3468,46.4268,57.9608,31.377,34.4855,51.9869,81.2331,47.0768,42.7405,30.0796
41,12.5139,25.29,34.7994,48.954,41.4626,23.9605,28.247,61.2435,59.7737,69.0696,72.5844,50.6316,67.4894,35.1421,44.1523,79.4632,30.0458,26.58,46.6273,58.4275,31.4976,34.3528,51.8752,81.8395,47.2595,42.9613,30.249
42,12.6122,25.4422,34.9747,49.1295,41.6927,23.9988,28.309,61.4501,60.0738,68.8155,72.7334,50.7085,67.7429,35.6623,44.6896,79.3502,30.1964,26.9309,46.7701,58.3939,31.5288,34.6167,51.6246,82.076,47.3759,43.0807,30.3554
43,12.8551,25.557,35.1102,49.5735,42.0538,24.0495,28.4153,61.6852,60.2578,69.1604,72.95,50.8462,68.1154,36.1214,45.1504,79.8122,30.5271,27.1125,47.0432,58.7088,31.7267,34.9054,51.95,82.0359,47.4631,43.2401,30.5588
44,12.9254,25.7145,35.2728,49.8653,42.2279,24.1824,28.422,61.7708,60.206,69.4348,73.1897,51.3061,68.8692,36.144,45.4935,79.8886,30.4974,27.186,47.0168,59.1271,31.8305,34.9789,52.1209,82.4065,47.5852,43.1591,30.6055
45,13.0126,25.7594,35.414,49.904,42.3567,24.074,28.6534,61.8915,60.0789,70.1881,73.0274,51.8294,69.4435,36.1536,45.5132,79.5875,30.5831,27.116,47.1819,59.4381,31.9676,35.0375,52.4096,82.2821,47.7384,43.5071,30.8392
46,12.9167,25.5219,34.9402,49.5388,41.5588,23.8285,28.5236,61.6616,59.7975,70.579,72.8634,51.8075,69.2492,36.0934,45.4001,79.482,30.3574,26.7261,47.1018,58.8935,31.7272,35.0199,51.9379,81.7025,47.7406,43.2352,30.5329
47,12.8194,25.5773,34.9447,49.3933,42.0786,23.7696,28.5695,61.4221,59.5539,71.0341,73.2827,51.673,69.3751,35.8589,45.522,79.5464,30.3044,26.7127,46.919,58.8403,31.7971,34.9699,51.9115,81.307,47.9156,43.1319,30.434
48,12.5938,25.4409,34.6446,49.2663,41.7226,23.5464,28.4896,61.2659,59.3191,71.5753,73.0394,51.5615,69.135,36.0288,45.2985,79.0216,30.315,26.4027,46.8927,58.2122,31.8305,34.9823,51.6211,81.106,47.938,42.7626,30.2901
49,12.5912,25.6146,34.931,49.3911,41.7841,23.7138,28.6614,61.4045,59.6464,71.978,73.2096,51.486,70.0641,36.3348,45.5338,78.8903,30.56,26.5803,46.7905,58.4537,32.0185,35.2265,51.7844,81.0472,47.8537,42.9105,30.4157
50,12.7149,25.8214,35.5375,49.8788,42.0257,23.9921,28.8962,62.1692,60.4547,72.1462,73.8824,52.1061,69.7675,36.5621,45.4832,79.524,30.9392,27.0674,47.3832,59.0521,32.463,35.6861,52.4666,82.3165,48.2558,43.3408,30.8274
51,12.8769,25.917,35.5725,50.1899,41.6304,23.9683,29.0027,62.3559,60.9313,72.6118,74.1725,52.3723,69.5936,36.6601,45.785,79.8593,31.002,27.3103,47.344,59.6756,32.4925,35.775,52.6868,82.3094,48.4254,43.5505,30.9403
52,13.1054,25.9356,35.7767,50.475,41.2143,24.0959,28.9436,62.3934,60.9285,72.835,74.2914,52.6527,69.2756,36.7206,45.8539,80.1188,31.005,27.4733,47.3523,59.7966,32.5757,35.6638,52.4485,81.0712,48.5918,43.6851,30.8659
53,13.1934,26.2037,36.1495,50.9078,41.1385,24.2122,29.1692,62.7432,61.103,72.767,74.7519,53.0064,69.8621,37.1014,46.0945,80.4424,31.1624,27.7283,47.7371,60.1603,32.7994,35.9738,52.6167,81.6205,47.9595,43.9622,31.1785
54,13.4489,26.2565,36.1399,50.8065,41.3335,24.3474,29.2705,62.8958,60.6022,72.5063,75.084,53.2638,68.721,37.1682,46.2527,80.4541,31.2019,27.997,47.9173,60.7636,32.8397,36.0888,53.3382,81.3254,48.0451,44.1875,31.3252
55,13.4642,26.0234,36.12,50.5683,41.2691,24.2969,29.4449,62.964,61.1445,72.2518,75.0034,53.3677,69.111,37.3228,46.4654,80.6559,30.9154,27.9157,47.9468,60.7318,33.0427,36.1813,53.3504,81.7027,47.99,44.1814,31.2552
56,13.6608,26.3634,36.2101,51.2652,41.3757,24.5416,29.7367,63.5457,61.1468,72.4988,75.1979,53.9122,70.7176,37.6581,46.3315,81.0994,31.1327,27.9588,48.3113,60.799,33.296,36.4571,53.9774,82.3689,48.1398,44.4819,31.5885
57,13.8357,26.5905,36.1387,51.3563,41.6272,24.5713,29.7998,63.5305,61.4635,72.691,75.0394,53.9386,71.189,37.4815,46.5545,82.1146,30.6708,27.8737,48.3633,60.8195,33.308,36.5557,54.1155,82.6155,48.1308,44.8339,31.6888
58,13.8394,26.5084,35.9726,51.3688,41.9365,24.5055,29.6272,63.6434,61.4063,72.832,75.109,52.7564,71.7233,36.9248,46.4345,81.5218,30.711,27.7269,48.0214,60.7852,33.3548,36.7786,54.1507,82.5091,48.0844,44.5029,31.5931
59,13.783,26.4542,35.8786,51.1606,42.0834,24.1298,29.305,63.4382,61.0412,72.4014,74.6184,52.4348,71.3475,36.1404,46.0471,81.5646,30.5419,27.2811,47.2414,60.4447,32.8648,36.4747,53.6928,82.4172,47.2463,44.271,31.3289
60,13.8776,26.6306,36.565,51.2525,42.1259,24.4172,29.4828,63.5313,61.0043,72.6385,74.4996,52.3502,71.0384,36.078,45.181,81.8283,30.647,27.5854,47.2949,61.4671,32.8562,36.407,53.882,84.0438,47.3149,44.5286,31.3328
61,13.8087,26.3008,36.1134,50.6022,41.7249,24.1943,29.0407,63.0035,60.6235,71.7346,73.1772,51.732,69.3968,35.208,44.389,80.8621,30.2017,27.6466,46.7075,60.9313,32.128,35.6499,53.5227,82.9857,46.9867,43.8852,30.7432
62,13.8965,26.4309,36.0324,50.9119,41.6774,24.3256,29.1377,62.9687,60.7418,71.9252,73.4409,51.818,68.7083,35.4254,44.0928,81.3234,30.1633,27.4287,47.3591,61.103,32.2656,35.6625,53.6307,83.2196,47.0972,44.0492,31.0089
63,13.8784,26.3376,35.8606,50.1638,41.5902,24.2816,29.072,62.4977,60.5665,71.6917,73.0621,51.3697,68.1141,35.6753,43.7105,81.0998,29.906,27.1558,47.0806,60.8358,32.0243,35.3419,53.2136,82.9846,47.0619,43.9549,30.9669
64,13.3963,25.9646,35.5334,49.2262,42.4051,24.1473,28.5145,61.5724,59.6234,70.6077,72.1269,50.2405,67.3581,35.6147,42.8532,80.0776,29.0893,27.0434,46.2369,59.6016,31.8791,35.0,52.4147,82.0644,46.3904,43.2082,30.3975
65,13.0586,25.954,35.3494,48.7122,42.087,24.1407,28.334,61.5173,59.5509,69.9465,72.0842,49.7708,67.2727,35.7218,42.77,79.7286,28.7109,26.9543,46.3802,59.1973,31.6127,34.7135,52.3356,81.4944,46.009,42.9244,30.1872
66,13.0391,25.9154,35.6303,48.6293,41.9188,24.0943,28.2953,60.5623,59.6058,69.906,71.7638,49.7233,67.1753,35.039,42.6068,79.5822,28.7664,27.1895,46.4999,58.9993,31.6115,34.5414,52.4448,81.4109,45.8263,42.8108,30.0607
67,13.1687,25.9702,35.8015,48.7962,42.4286,24.1555,28.5185,60.4922,60.3035,70.5463,72.1789,49.4769,67.8159,35.0632,42.9429,80.1813,28.9607,27.575,46.8355,59.3154,31.8822,34.7038,52.8273,82.3067,46.2016,43.0293,30.0286
68,13.0912,26.365,36.1776,49.3233,42.6456,24.2965,28.9527,60.7376,60.63,71.2058,72.0562,49.4501,69.5375,35.1655,43.0542,81.0566,29.7315,27.9399,47.2638,60.1068,31.9765,34.8264,53.2102,83.3984,46.6126,43.4584,30.3542
69,12.8892,26.2636,36.0187,49.2268,42.6847,24.1807,28.7517,60.3272,60.4973,71.0708,71.5164,48.9866,69.6106,34.9494,43.1643,80.7935,29.5729,27.8129,46.99,60.0857,31.9663,34.6992,53.0548,83.5553,46.4566,43.3432,30.2372
70,12.9435,26.3376,36.1526,49.4083,42.6573,24.2556,28.9898,60.5391,60.8729,71.3962,71.3566,48.7541,70.7246,35.0873,43.5876,80.7869,29.6596,27.9638,47.0757,60.4094,32.0839,34.8717,53.3824,83.8628,46.4183,43.5343,30.3288
71,12.9226,26.2382,36.2153,49.5868,42.5851,24.2571,28.989,60.8149,60.8226,71.5995,71.4182,48.642,70.6755,35.0949,43.3988,80.4793,29.7106,28.1354,47.1302,60.3369,31.9711,34.904,53.4276,84.3463,46.419,43.264,30.35
72,12.9763,26.1576,36.1018,49.3295,42.7384,24.3439,28.7712,60.7599,60.7013,71.368,71.192,48.5603,70.2833,35.0513,43.5642,80.2454,29.5667,28.1417,47.1766,60.0203,31.7861,34.6905,53.2614,84.042,46.3614,43.3864,30.2172
73,13.0264,25.948,35.7263,49.0733,42.1969,24.0347,28.6379,60.1621,59.7895,70.8959,70.7277,48.8742,69.6072,35.0016,43.9482,79.6057,29.3085,28.1452,47.2464,59.6424,31.5537,34.5965,53.071,82.5257,46.1313,43.1833,30.1773
74,12.7762,25.3307,34.8705,47.8746,41.7374,23.7102,27.8639,58.8765,58.721,69.0277,69.4155,48.024,68.3904,34.5842,42.744,78.0241,28.7498,27.5869,46.2144,58.1435,30.9337,33.867,51.6551,78.9893,45.3739,42.1812,29.6625
75,12.6896,25.3678,34.5965,47.8612,41.4002,23.5604,27.5998,58.6095,57.6973,68.3946,69.0618,47.7773,68.7636,34.5381,42.6051,77.3294,28.6359,27.2002,45.9678,57.752,30.6165,33.8411,51.2862,79.0926,45.1674,42.0386,29.5692
76,12.458,25.2998,34.5675,46.6916,41.6733,23.5613,27.5951,58.5544,57.7842,67.8564,68.068,47.4112,69.7434,32.2338,40.0366,77.0719,28.9044,26.2008,46.2295,57.6186,30.0863,34.1924,51.3241,82.0042,45.0507,41.8947,29.4568
77,12.2558,24.6026,33.6936,46.0703,40.9848,23.0275,27.0575,57.4541,56.9935,66.2045,66.7724,46.4198,68.7056,31.7868,39.2295,75.6603,28.5282,25.8939,45.0299,56.0238,29.8716,33.2648,50.5019,80.9142,44.1115,40.887,28.642
78,12.4352,25.1,34.2806,46.5,41.1615,23.3302,27.378,57.8259,57.3027,67.5833,67.6833,46.5363,69.4998,31.7836,39.4984,76.2185,28.8253,25.8555,45.2812,57.0969,30.114,33.576,51.1605,81.8609,44.4239,41.2708,28.9936
79,12.3309,24.8211,34.243,46.1336,40.231,23.3622,27.1757,57.4592,56.9505,67.0563,67.5051,46.246,69.5331,31.5632,39.1693,75.9844,28.8622,25.7635,45.1415,56.7833,29.8319,33.274,50.7863,82.1208,44.1961,41.0473,28.9126
80,12.2597,24.6633,33.9171,45.9651,40.4001,23.2147,27.0112,56.7996,56.1212,66.797,67.2235,45.8332,69.6109,31.7286,39.3167,76.3102,28.6942,25.4977,44.8787,56.5674,29.7542,33.0783,50.5105,81.362,43.9248,40.8747,28.8378
81,12.2721,24.5925,33.8615,46.0482,39.7943,23.1799,26.6835,56.5749,55.5288,66.5482,67.1611,46.1169,68.4695,31.4726,39.0489,76.3448,28.3595,25.1382,44.6325,56.0129,29.6477,32.8437,50.2736,80.4965,43.9402,40.7906,28.8232
82,12.1238,24.352,34.0279,45.6659,39.6337,22.9006,26.4195,56.7662,54.5417,66.0528,66.8452,45.7964,67.5748,31.3872,38.7216,76.0051,28.0718,25.1749,44.1253,55.6469,29.5232,32.1478,49.6635,79.1313,43.7161,40.4332,28.56
83,12.2202,24.442,34.0483,45.6192,39.84,22.9695,26.6733,57.1546,54.841,66.4416,67.1296,46.1433,67.7456,31.4497,38.6689,76.9032,28.1205,25.5837,44.6439,56.0174,29.2826,32.3889,49.3528,79.4783,44.1712,40.6759,28.6887
84,12.4866,24.6997,34.6564,45.9977,39.8206,23.2685,26.9545,57.2909,55.4061,67.3909,67.5518,47.1715,68.1924,31.351,38.8884,78.2754,28.4444,26.9355,44.9829,56.4599,29.3978,32.6264,49.668,80.0192,44.4472,41.1105,29.1295
85,12.3424,24.6694,34.4791,46.0697,39.6893,23.3833,27.0468,57.3762,55.7772,67.1499,67.9276,47.1166,69.4177,31.3729,38.8712,78.8476,28.3262,27.259,45.0162,56.6954,29.2231,32.5409,49.6512,79.668,44.4143,41.122,29.1191
86,12.2878,24.597,33.9671,45.604,39.7704,23.1232,26.9867,57.2742,55.4685,67.0165,67.5699,46.8901,68.9813,31.4399,38.7405,78.7483,28.2762,27.3299,44.7566,56.7705,29.133,32.453,49.2901,79.6705,44.3528,40.9908,28.9917
87,12.2049,24.3455,33.4124,45.3612,40.4924,23.1223,26.6867,56.9067,55.4679,66.5449,66.8202,46.491,67.881,30.6405,38.1244,78.1707,28.1638,26.6181,44.5724,56.3337,28.65,32.1167,48.8587,78.7711,44.0523,40.4923,28.8388
88,12.2931,24.5042,33.588,45.4578,40.6115,23.351,26.9146,57.1207,55.9639,66.3384,67.0472,46.5427,68.1367,30.4455,38.2889,78.5811,28.5164,26.3688,44.6298,56.8856,28.7685,32.3752,49.0701,79.2766,44.2504,40.8873,29.0392
89,12.3785,24.8613,34.1243,45.6974,40.8757,23.6672,27.3548,57.8944,56.1915,66.8997,67.7529,47.2279,68.7307,30.7359,38.4304,79.8936,29.1222,26.875,45.1312,57.6041,29.1392,32.7083,49.5397,80.3222,44.5785,41.2383,29.4301
90,12.2776,24.9141,34.2449,45.6919,41.2469,23.5994,27.4599,58.4585,56.7899,67.2274,67.9241,47.6414,68.7549,30.7195,38.1654,80.6481,29.1479,26.862,45.4526,57.5991,29.1896,32.929,49.6577,80.7356,44.6691,41.4722,29.5081
91,12.1931,24.9962,34.5079,45.8496,41.1972,23.6714,27.5148,58.7193,56.888,67.3361,68.0176,47.6286,69.1818,31.0103,38.2621,81.1963,29.3211,26.7641,45.5994,56.3854,29.4392,33.0947,49.8501,81.8237,44.7115,41.508,29.3052
92,11.9066,24.7185,34.1895,45.3769,40.9018,23.3992,27.2227,58.0557,56.5303,66.6852,67.4605,47.1972,69.3094,30.9426,37.7942,80.9499,29.0729,26.6712,45.3174,55.4168,29.4363,32.7876,49.3083,81.7151,44.1274,40.9272,28.9595
93,11.542,23.8865,32.9077,43.6507,39.7968,22.7262,26.2047,56.3401,54.7538,64.5152,65.5509,45.4652,66.9758,30.2724,36.688,78.1424,27.9145,25.6044,43.933,52.5428,28.6951,31.6059,47.8432,79.3259,42.775,39.488,27.959
94,11.4147,23.8492,33.0001,43.5603,39.3726,22.6705,26.2307,56.2912,54.7307,64.4053,65.5795,45.6993,67.6087,30.2744,36.4686,78.0327,27.7575,25.3893,44.2279,52.5082,28.8613,31.5417,48.0253,79.1642,43.0155,39.6053,27.9064
95,11.3974,23.9164,32.7575,43.4832,39.2678,22.588,26.3892,56.0566,54.9946,64.319,65.4168,46.107,67.8129,30.5748,36.2518,78.2978,27.7109,25.5085,44.1823,52.3792,28.9456,31.733,47.9517,80.0709,42.869,39.7546,27.8763
96,11.6659,24.3031,33.2754,43.9285,40.1148,23.0174,26.939,56.9059,55.7634,65.0628,66.0098,46.5412,69.0294,30.9158,36.8877,78.8791,27.7705,26.5148,44.6701,53.2541,29.3298,32.2214,48.3384,80.8466,43.5106,40.227,28.3167
97,11.8888,24.6572,33.7054,44.4453,40.3643,23.2458,27.3475,57.8695,56.221,66.274,67.3279,47.0454,70.0412,31.3325,37.0916,79.9131,28.0228,26.7291,45.3331,54.5081,29.7206,32.7619,48.8959,81.9618,43.9342,40.673,28.6237
98,11.9923,24.9611,34.2882,44.7617,40.5522,23.4996,27.5709,58.2448,56.5072,66.8595,67.7163,47.7588,70.7184,31.219,37.1557,80.5174,28.4156,26.7153,44.8421,55.4854,29.878,32.7943,49.0486,82.6612,44.1738,41.0167,28.813
99,12.015,25.1993,34.5087,44.8355,41.2672,23.5854,27.1552,58.2723,56.9036,66.9089,67.6395,48.1343,69.6933,30.9738,37.3875,81.4225,28.65,26.848,45.6506,55.5127,30.1996,32.7141,49.1595,81.6401,44.0518,40.7418,28.3424
100,11.9282,24.9364,34.1156,44.494,40.2603,23.3352,26.818,57.738,56.5212,66.0711,67.0698,47.5032,69.2507,30.4667,36.6559,80.6982,28.53,26.4741,45.5458,55.2457,29.9207,32.1271,49.0392,80.9978,44.0554,40.3723,28.1148
101,11.9265,24.8859,34.0357,44.5083,39.8348,23.4416,26.7219,57.6246,56.3811,66.0757,67.0397,46.8274,69.6092,30.343,36.2501,80.346,28.6684,26.2074,45.0942,55.1239,29.8695,31.8693,48.8409,80.6536,43.6749,40.3726,28.1572
102,11.8503,24.8165,33.9417,44.4131,40.139,23.3493,26.5926,57.377,56.2229,65.8067,67.1617,46.4572,69.2008,30.0683,36.0832,80.0854,28.5788,26.1837,44.8331,54.7856,29.6049,31.7971,48.5719,80.0533,43.3745,40.2827,28.161
