,MO,ADM,BF.B,CPB,CHD,KO,CL,CAG,STZ,COST,CVS,DPS,EL,GIS,HRL,SJM,K,KMB,KR,MKC,TAP,MDLZ,MNST,PEP,PM,PG,SYY,CLX,HSY,TSN,WMT,WBA
217,37.2059,40.7577,36.8922,41.2323,32.8616,39.2861,64.0538,31.6285,70.5461,117.9881,68.3601,47.7613,72.7663,49.8145,22.1661,101.69,60.5094,104.103,19.9541,67.6755,53.6188,33.8512,21.2271,80.9768,84.7551,81.9888,36.2222,93.4123,94.6515,33.55,77.8382,56.9972
218,37.3983,41.3188,36.6555,42.3096,32.6286,39.0323,63.592,31.6053,70.2087,117.62,67.0817,47.2988,72.7133,49.5943,22.0949,100.9908,60.1689,102.8875,19.9226,67.3698,53.7261,33.9185,21.1424,80.5466,84.7328,81.1057,35.9501,92.2767,94.0248,33.2697,77.3799,56.5611
219,37.6307,42.3172,36.9769,42.6857,32.792,39.5829,63.7684,31.4061,69.1349,117.0119,68.8135,47.6346,73.2113,48.8406,22.2243,101.3188,60.9362,103.6093,19.7468,67.4493,54.6527,33.9635,21.4431,81.6333,84.9166,81.176,35.973,92.5875,94.3368,33.4891,77.2636,56.754
220,38.1309,43.5642,37.1994,43.2059,32.9372,39.8107,64.2195,33.5424,69.5025,117.9665,70.0387,47.8752,73.9473,49.1005,22.4348,101.7377,60.4715,104.4657,19.809,68.2794,54.907,34.4091,22.0194,81.4828,85.4067,81.8828,36.2039,92.6893,96.0506,33.7881,77.4225,56.797
221,38.4416,43.5857,37.4824,42.7536,33.1566,39.9927,64.6751,33.6483,69.6978,118.4803,70.1754,48.3045,74.4034,49.3219,22.4289,102.3733,60.6795,105.0966,19.8212,68.6828,54.9996,34.6703,22.3837,81.8165,85.5195,82.082,36.4915,92.831,96.3522,33.3847,77.5308,57.9195
222,38.0162,43.1082,37.5031,42.689,33.1264,40.0886,64.5404,33.3804,69.6253,118.538,70.521,48.2132,74.756,49.0304,22.3761,101.7152,60.1916,104.7339,19.9654,68.3571,54.924,34.6651,22.3018,81.8225,85.0991,81.3252,36.4761,92.5598,95.4951,33.3217,77.777,57.8581
223,38.156,43.2978,37.504,42.7506,33.1858,40.1976,64.7517,33.5279,69.8279,118.5166,71.0368,48.4633,74.6532,49.3414,22.4289,102.5575,60.3532,104.8777,19.9254,68.6934,55.0951,34.6767,22.3999,81.9777,85.6867,81.4056,36.5617,92.7272,95.8717,33.3875,78.0351,57.6997
224,38.2301,43.5667,37.5178,42.7667,33.1079,40.4026,64.6954,33.4126,70.0198,118.717,71.2313,48.5421,74.5983,49.5943,22.3901,102.8305,60.6096,104.7974,19.9234,68.9606,55.195,34.8861,22.4862,82.3039,85.9524,81.6405,36.4584,92.6009,96.2676,33.3215,78.2777,57.6016
225,38.3096,43.7351,37.6168,43.2856,33.2904,40.6498,65.3311,33.547,70.0749,118.6572,71.5818,48.7565,74.4743,49.8301,22.397,103.5045,61.0204,105.3007,19.7955,68.7435,55.6224,34.8653,22.4647,82.7366,86.6525,82.0623,36.8299,93.1994,96.5336,33.463,78.5332,57.6896
226,38.2809,43.662,37.728,43.2603,33.3056,41.0129,65.3702,33.6038,69.755,118.9326,71.6011,48.9097,74.9176,49.8518,22.5252,103.6431,61.2271,105.6468,19.8384,69.0697,55.7718,35.0447,22.6214,82.8643,86.3899,81.833,36.7496,93.4159,97.29,33.4884,78.6051,57.598
227,38.3854,43.4648,37.725,43.3013,33.1083,41.2547,65.1793,33.7,70.3029,119.0777,71.5672,48.7299,75.2593,49.8622,22.6223,103.6911,61.2243,104.6953,19.7716,68.9761,56.1637,35.2579,22.5392,82.9528,87.0452,81.4323,36.2156,92.8878,97.3219,33.4958,78.6265,57.4233
228,37.8956,42.9121,37.2974,42.8671,32.784,40.5036,64.202,33.5374,69.2132,118.2091,70.2821,47.7152,73.8704,49.2862,22.1765,102.232,60.78,103.8188,19.5759,67.5023,55.2469,34.8472,22.3599,81.9796,86.0634,80.3653,36.0985,91.0529,95.1831,33.203,78.6964,56.6982
229,37.8191,43.1474,37.453,42.5015,32.7468,40.5276,64.3025,33.5278,69.5205,117.6009,70.5078,47.6614,73.8495,49.6251,22.4353,101.8177,60.81,104.4005,19.5848,68.5616,55.0428,34.8265,22.5387,82.4683,86.2073,80.4693,36.0431,91.3073,95.7833,33.4079,78.7452,56.7538
230,37.3248,43.3222,46.0101,42.431,32.825,40.3167,64.1899,33.3823,68.8532,116.3592,69.636,47.687,74.1382,49.3298,22.4053,101.039,60.2056,104.4165,19.4435,68.3528,54.7365,34.6165,22.1871,82.3705,84.9386,80.6461,36.0218,91.1905,95.5337,33.3075,78.1864,57.4097
231,37.3982,42.9248,37.2964,42.8197,32.9403,40.4151,64.2492,33.8518,69.9801,115.9967,69.5099,48.0816,73.9624,49.6909,22.645,101.6472,60.735,104.2015,19.4912,68.8112,55.3233,34.7665,22.6654,83.5575,85.2629,81.3239,36.4131,90.7216,97.0446,33.3645,78.5546,57.6824
232,37.2092,43.1157,36.952,43.0978,32.7111,40.0043,63.6368,34.4256,76.6455,114.7976,70.5539,47.879,73.8012,48.8739,23.3649,99.4478,60.2145,104.0337,19.9189,68.1029,59.5208,34.7274,23.1905,83.1849,83.4564,80.515,36.6979,89.1521,98.2836,34.756,78.4928,59.1024
233,37.2195,42.3695,37.2558,42.3561,32.6955,39.7001,64.6948,33.6194,77.3522,117.483,69.9237,47.8846,73.4206,48.9191,22.4754,98.0105,60.1748,103.7487,19.6081,68.486,55.2961,35.1383,22.5172,82.7663,83.7206,80.4147,35.9082,89.2262,97.6434,34.4759,78.0457,60.7377
234,37.3495,42.1284,37.5649,42.7669,32.8053,40.1048,65.1365,33.7835,79.1194,117.5333,69.2335,48.2844,73.9847,49.1802,22.7392,98.2175,60.6784,109.0376,19.736,69.2781,55.969,35.5507,23.0445,83.2595,83.5317,80.3865,36.1895,89.3547,97.9348,34.7001,78.0205,60.3332
235,36.9912,41.6073,38.8741,42.3059,32.7385,39.7191,64.5128,33.71,79.9012,115.6512,68.7721,47.4522,74.1966,48.9922,22.474,97.5759,60.7121,104.8189,19.4153,69.2545,56.4074,35.3396,23.1029,82.5439,83.1777,80.0169,36.3335,89.0873,98.0762,34.25,77.431,60.5053
236,36.9214,42.723,39.1552,42.6272,32.825,39.7421,64.8082,33.8253,80.898,116.2105,68.5165,47.9812,73.7188,48.7398,23.0783,99.011,60.8993,105.2382,19.4656,69.6869,56.4846,35.4254,23.0222,82.462,82.6252,80.6204,36.482,89.3149,98.262,34.4161,77.7906,60.0397
237,36.9164,42.3979,39.1888,42.3534,33.009,39.7863,64.7389,33.8712,80.7982,116.2813,68.8599,48.0519,73.094,48.5106,23.2314,99.1295,61.0992,105.3404,19.6968,69.6934,56.3294,35.6901,22.9913,82.8511,84.155,80.7566,36.7796,89.6896,98.1903,34.662,77.7945,59.7163
238,37.1784,41.5781,39.9584,42.7481,32.9029,39.732,65.5404,34.0431,80.5353,115.5786,68.0528,48.3552,72.3834,48.4983,23.2083,98.5808,61.1053,105.5913,18.7465,69.1701,56.2744,35.8117,23.1764,82.8148,84.0556,80.5601,36.7768,89.9572,99.0735,35.2201,76.8743,59.7318
239,37.0073,36.9148,39.7222,41.9241,32.9213,39.377,64.7778,33.5546,79.4942,116.1115,67.9554,45.7832,72.2722,48.4007,23.0096,97.6074,60.7168,85.8613,17.5959,68.9406,55.6734,35.2815,23.0832,82.3563,83.5787,64.1347,36.61,89.894,98.6369,34.7548,76.2219,58.9059
240,37.231,41.3203,39.9103,42.0637,32.7817,39.7664,64.7437,33.4523,79.7724,115.1911,68.2971,49.2606,72.5,48.5094,22.914,96.9116,60.7786,106.1097,18.3371,69.5597,55.2015,34.3888,23.2558,82.7428,83.8957,80.0997,36.6397,90.2245,98.5244,35.0397,75.5434,58.6996
241,37.4979,41.992,39.7932,42.3939,32.761,39.943,64.0854,33.6622,78.6173,114.0776,69.1035,49.5361,72.1265,48.8236,22.998,98.5242,60.7731,110.9591,18.2525,70.0871,55.5362,34.6417,23.2829,82.7487,84.1418,79.398,36.4393,89.7868,99.6849,35.4835,75.3273,59.3891
242,37.11,40.8129,39.3331,40.9356,32.2152,38.9283,63.1315,32.9418,75.3647,112.7766,68.2074,49.0468,70.4924,48.4581,22.6708,97.8834,60.3419,106.0672,18.0932,68.7886,54.3863,34.4115,22.9842,81.9039,83.0601,76.745,35.7126,88.6991,98.6048,35.2221,74.5139,57.9408
243,37.1687,39.7531,38.8673,42.1329,30.2984,32.9565,62.6077,29.923,75.8704,112.3411,67.4815,42.7495,65.6993,48.2644,22.5747,97.5638,59.5932,98.4698,17.9657,68.7519,53.6431,33.8136,22.5814,72.1353,75.0748,74.0518,32.5725,85.2998,91.3482,33.0627,68.3561,56.3636
244,36.9398,39.6296,42.6618,42.0389,32.4061,38.8296,62.2403,32.9186,75.9948,112.1524,67.5029,49.0302,68.4118,48.537,22.7441,98.6401,60.0047,107.6643,17.9764,69.3555,54.2912,33.3919,22.2837,82.3592,81.1839,78.7649,35.6941,87.7095,97.608,34.6712,74.1402,57.5979
245,36.7745,39.9518,39.6942,41.9572,32.5476,38.8635,62.6458,32.7516,77.6888,114.3543,68.4584,48.9555,69.8743,48.9151,22.8393,99.2127,59.999,108.3871,18.2087,69.3808,54.5034,33.743,22.8717,82.2215,80.7756,78.999,35.8134,88.3278,98.4374,34.6964,74.7475,57.2747
246,35.0611,37.2706,38.9865,39.1634,30.5079,36.5869,61.5986,30.9717,77.1444,112.7,64.8857,46.4824,66.5599,46.0508,22.1057,93.9243,56.2354,99.3591,17.8691,65.1554,53.1916,33.0721,22.677,76.2284,76.3888,74.0952,33.3483,84.2773,93.1452,31.686,69.8797,56.4363
247,35.5721,39.4981,38.9968,41.2054,32.2293,38.151,61.7202,31.8416,77.5705,112.878,67.7101,48.2091,68.8292,48.3674,22.4754,97.8349,58.1469,108.2648,18.2655,64.7067,53.7351,33.0494,22.8788,81.0706,79.3715,77.1114,35.1265,87.6168,98.6746,34.4801,74.7395,57.2586
248,35.1302,39.5115,38.5474,41.3666,32.196,37.9659,61.1118,31.9011,76.4843,112.3301,67.6187,48.0384,68.5822,48.235,22.7054,96.9195,58.1019,109.0393,18.0357,64.1371,52.8501,32.7695,22.583,80.4117,78.3635,77.2323,35.0824,88.2356,99.1998,37.2153,74.7678,57.1978
249,34.1791,38.7428,37.9351,40.0087,31.2343,37.2589,59.9623,30.6114,75.6514,110.7614,65.8473,46.5315,68.0081,46.8924,21.7457,94.0133,57.0672,106.1546,17.67,62.4695,51.5466,32.2923,22.4039,78.4506,75.3958,75.7859,34.4548,86.5271,97.9378,36.3019,72.9149,55.7298
250,34.2418,38.4744,37.5691,39.6569,31.4041,37.2437,60.0731,30.6333,76.1153,110.4292,65.7308,46.7566,68.6107,46.7603,21.2409,92.9119,56.877,105.1958,17.6436,61.8062,51.3016,32.0335,22.4283,78.0851,76.3091,75.6898,34.164,85.2168,98.4464,35.2066,72.269,55.3865
251,33.9159,38.2654,38.0129,39.7857,31.502,37.3975,59.615,30.5882,75.4021,110.3334,64.5876,47.1384,65.5266,47.0336,21.4856,92.0764,57.39,105.2462,17.6813,63.3752,50.9922,32.1152,22.303,78.7432,76.6373,76.0059,34.5656,83.8192,99.9169,35.467,72.4661,56.9933
252,34.3757,39.0771,38.4286,39.8817,31.5885,38.1478,60.504,30.5482,77.1007,113.8619,65.8236,47.8165,66.7618,47.5769,21.6773,93.4687,56.925,106.1436,18.2261,63.1038,51.5888,32.6171,22.6115,79.2804,77.9998,76.8257,35.2547,84.935,100.4356,35.6412,72.8311,58.8704
253,34.6269,39.5854,38.9697,40.0774,31.6026,37.8165,60.4184,30.735,76.7885,114.9487,65.6981,47.4994,66.1089,47.6142,21.7496,92.4422,57.1102,105.5957,18.41,62.9361,52.12,32.888,22.777,79.2524,79.7094,76.625,35.0866,84.9051,100.0183,35.797,72.9177,59.6744
254,35.2402,40.0483,39.1684,40.5809,32.2406,38.7636,61.2421,30.9362,76.9508,113.4946,66.7495,48.7678,68.1691,48.2018,21.8241,93.7855,59.0112,107.1889,18.1042,63.6874,52.4201,32.9738,23.2461,82.7349,81.204,77.6808,35.3602,85.7591,101.5411,36.4028,73.4635,60.6324
255,35.0837,40.248,39.5207,40.8121,32.5041,38.6501,62.1602,29.0113,78.3433,114.6192,68.7068,48.8077,66.718,48.6925,22.075,93.9057,59.5583,108.4923,18.3245,64.4122,53.1235,33.2364,24.0298,81.0784,79.2087,79.6623,35.5991,86.6741,103.2211,36.5535,74.5326,63.1843
256,34.9331,40.648,39.8883,40.9225,32.266,38.5645,62.0412,28.98,78.8904,114.8502,68.6741,50.2628,66.8841,48.686,22.1913,93.5863,59.4898,107.862,18.4839,64.437,53.2656,33.237,24.0961,81.3453,78.704,77.6312,35.3698,86.693,103.3998,36.8813,74.8717,65.2056
257,35.0981,40.671,40.1208,40.9377,32.1883,38.6047,62.1564,28.9291,79.1359,115.5208,69.1037,50.0845,67.2619,49.0756,22.3332,94.4007,59.4169,108.4677,18.4513,64.8181,54.1868,33.7658,23.6265,79.2759,80.3362,77.5963,35.4745,86.9572,103.6986,37.362,75.2601,66.2438
258,35.4922,40.8305,40.3239,42.7779,32.4747,38.7581,62.6318,29.2867,79.5364,115.9676,69.9775,50.3111,67.9669,49.669,22.4634,89.8926,60.0057,109.7855,18.7113,65.3315,54.9573,34.0479,23.8379,78.6446,80.7221,79.0782,35.6726,88.0758,105.0057,37.5654,75.7705,65.5196
259,35.5535,40.6265,40.4884,43.0887,32.6993,37.4929,62.369,29.1836,80.1491,115.4204,70.3178,50.3294,68.0533,49.6528,22.5834,95.0754,60.078,109.6232,18.7379,66.0183,55.4182,34.1857,23.8914,78.1012,80.4049,78.0502,35.8897,87.3434,105.6262,38.2704,75.2543,64.7053
260,35.3004,40.1527,40.5916,45.7159,32.81,37.2561,61.7763,29.0194,80.2267,114.8143,70.3751,50.9328,67.8146,49.3934,22.6534,95.7819,59.9209,109.188,19.2371,65.7668,56.2481,34.2116,24.2603,80.5792,79.8301,78.3741,35.9504,87.0323,106.9643,38.1947,74.836,65.5862
261,35.4316,40.1448,40.6395,43.5991,33.0782,37.2761,61.8428,28.7149,80.6651,114.867,71.0017,51.3526,67.7433,49.6745,23.0464,97.8145,60.0154,110.0214,19.6031,65.9738,56.1001,34.5154,24.9037,78.2771,79.9167,78.052,35.9366,87.2166,107.5538,39.016,73.4401,66.8646
262,35.4187,40.0099,40.8002,43.8985,33.2282,37.3509,62.006,28.4935,80.3053,113.7211,71.3091,51.721,67.9286,49.723,23.316,98.0183,60.141,110.5504,19.692,66.0992,56.4903,34.4363,24.9777,78.3463,79.6554,78.3427,36.0433,87.3317,107.5283,38.8268,73.1198,66.3689
263,35.4737,40.3267,41.4373,44.2583,33.6743,37.4971,62.5701,28.5273,81.3911,114.2555,71.7857,51.9127,68.0466,49.8936,23.4738,98.9655,60.6624,110.6003,19.9538,66.4078,57.2522,34.4933,25.0047,79.0832,79.2534,78.2049,36.1545,87.3448,108.1481,38.8795,73.4617,66.6976
264,35.6453,41.0559,44.1384,48.8352,33.6614,37.7829,61.9791,29.3133,84.5362,115.2921,71.979,52.1694,67.4988,50.0541,25.5461,99.3448,62.9325,111.7902,19.8551,66.2102,57.2279,34.201,23.9128,80.8439,81.4205,78.0156,36.1029,87.07,107.4094,39.1326,73.56,67.1987
265,35.5491,40.4261,41.6669,43.5077,33.7984,37.86,62.0922,28.4471,81.9874,116.1048,72.27,51.7686,68.3699,49.8814,23.5892,99.1546,60.6566,109.121,20.0068,65.9016,56.8089,33.98,23.7867,79.0552,79.4818,78.186,36.0644,86.7701,106.3145,39.5526,74.6023,66.5223
266,35.8056,40.0182,41.6926,43.1539,33.7688,38.0127,62.0138,28.2321,81.4061,115.9781,72.008,51.5564,81.6849,49.7109,23.5202,99.2767,60.0137,108.8875,20.0778,65.5654,56.8668,33.8195,23.7576,79.0381,80.9428,77.958,35.9485,86.53,105.5613,38.947,74.4318,67.8036
267,36.2505,40.4949,41.8726,43.3194,34.0917,38.2369,62.8316,28.4435,81.3303,116.8603,73.1214,52.2379,68.8074,50.0729,23.7595,100.2341,60.6417,110.3028,20.7073,66.287,56.9314,33.9771,24.8076,79.7917,81.0803,78.5971,36.0388,87.3087,105.9475,39.3605,74.7857,68.0213
268,36.4767,39.6713,41.2462,42.9635,33.9004,37.9567,62.0071,28.3535,80.7662,115.8246,72.5114,51.5247,68.3805,49.618,23.4178,98.6375,60.1517,108.7551,21.0794,65.6344,56.3245,33.7628,24.3437,79.1727,80.0768,77.4478,35.8021,86.1717,105.0692,38.4207,73.5311,67.1739
269,37.0851,40.6938,42.0696,43.8666,34.3828,38.3013,63.004,28.6531,82.3773,116.4692,73.0878,51.8814,69.6556,50.6249,23.8241,99.6595,60.9407,110.7452,21.2848,66.9586,56.9257,34.2319,24.6509,80.5064,81.4981,78.4715,36.3269,87.3386,107.0842,39.5511,75.1248,69.0418
270,37.1103,40.7063,43.545,43.7996,34.1461,38.3321,62.7178,28.9954,82.672,116.3105,73.9842,52.0179,69.2317,50.7095,23.8726,98.6876,61.2649,108.8008,21.6146,66.8298,57.3672,34.35,24.5714,81.4029,82.242,78.3533,36.2169,86.687,106.9149,40.366,74.8515,68.7488
271,36.8774,41.8482,43.8353,43.6838,34.1873,38.4664,62.9803,29.1631,83.4161,113.2652,73.2645,52.0062,69.2023,50.7106,23.7185,97.9244,61.3615,109.3675,22.001,66.8918,57.9604,38.0529,24.4402,81.246,81.0385,78.1396,36.2451,86.8384,106.3731,40.2365,74.8499,68.2605
272,36.7375,41.2976,43.938,43.8423,34.137,38.498,63.06,29.4245,83.6553,113.6262,73.4082,52.1995,69.8556,50.6947,23.5948,97.3721,61.472,108.7972,21.9681,66.908,58.1537,34.9569,24.3692,81.3068,80.0863,78.3542,36.2153,86.4602,105.6377,40.1739,74.5858,67.1219
273,36.8207,42.2763,43.9826,43.8278,34.2515,38.5771,63.026,29.3521,84.6865,113.8832,73.4775,52.4394,69.8714,50.4399,23.6899,97.1038,61.5838,109.1533,21.8646,66.9315,58.3054,35.0141,24.4192,81.6367,80.9417,78.403,36.217,86.5739,105.5393,41.7839,74.2531,66.8816
274,36.8302,42.5551,43.9463,43.7189,34.2208,38.7329,63.4526,29.462,83.0939,114.3998,72.9501,52.8137,70.0583,50.6634,23.5364,96.6841,61.6791,109.1112,21.8306,67.1689,58.1647,35.0726,24.531,82.6206,79.6899,78.994,36.2097,86.7747,105.6342,39.9305,74.8824,66.6826
275,36.1018,42.8483,43.6585,44.0078,34.0069,38.3817,63.1498,29.6645,82.8919,115.2357,72.5618,52.9099,70.0705,51.2071,23.5425,97.4757,61.9424,109.5359,21.8269,67.6447,58.0671,34.6904,24.3519,82.1103,79.0471,79.1369,36.0981,86.6599,105.6705,40.2676,75.4228,67.1627
276,29.8941,40.331,43.5179,43.9664,33.9622,36.971,59.733,27.3034,81.5334,114.8747,62.944,49.8703,68.3483,48.5381,21.3255,92.5808,58.6545,105.1013,20.9989,64.6054,57.5191,34.7019,23.6362,77.4439,75.4047,75.958,33.7132,82.4308,105.5709,38.8331,72.0557,66.9987
277,36.3377,42.4564,43.692,44.2315,34.1597,38.7013,63.7253,29.4546,82.8629,113.9252,73.0763,52.37,69.4088,49.9167,23.5374,96.3748,61.2561,109.4584,21.9319,67.6486,57.8095,34.4738,23.4093,81.3666,80.1086,78.9469,35.9152,87.104,106.2868,41.2471,74.5278,67.1864
278,36.3991,42.6218,43.9973,43.86,34.4527,38.2711,64.3824,29.5232,81.8146,113.8207,75.1972,52.6668,70.0585,50.3053,23.6065,96.2649,60.9688,110.8919,21.9916,67.821,58.0399,34.2581,23.6513,81.8044,80.3239,79.7156,36.144,87.7806,105.5697,41.8021,74.5594,67.2578
279,36.519,42.8825,44.2807,44.3205,34.3026,38.3523,64.39,29.7577,82.5608,113.5691,73.8064,52.7031,70.1801,50.7189,23.7304,97.3287,61.4085,111.0841,22.0378,68.1818,58.2089,34.3711,23.721,81.9298,80.5769,79.7545,36.3964,88.1817,105.8736,42.1863,74.7737,67.1511
280,34.987,40.9935,43.6203,43.3877,33.3691,38.1318,62.0751,28.9626,81.147,112.4453,72.3171,50.9544,68.0867,49.9102,23.1708,95.6224,73.6348,108.6646,21.4157,66.6419,56.0379,33.7344,23.2666,79.0113,78.729,76.6671,35.1668,85.6847,102.5008,41.4096,72.5218,65.8477
281,36.1875,42.5883,44.448,44.426,33.9576,38.2839,63.43,29.9205,82.0851,113.0837,74.1738,52.3262,69.1297,50.9728,23.6242,96.1676,61.8169,109.9157,22.0431,67.5505,57.9494,34.1714,23.1895,81.6377,80.1091,78.5173,36.1511,87.32,104.2523,42.0017,75.0756,66.5332
282,35.8748,41.2192,42.8357,40.9445,30.9361,37.3135,60.9031,28.578,80.8418,93.8835,71.1469,51.4063,65.5891,49.6127,21.5354,89.2811,60.1282,105.3664,21.0921,62.0336,56.5563,23.5069,16.2279,78.2142,78.5936,75.0928,35.4509,84.2207,95.9875,40.7831,73.7236,60.2336
283,36.6134,42.4646,44.2324,44.2893,34.0061,38.3804,63.5351,30.1576,81.5136,113.274,74.2039,52.5215,67.7012,50.8534,23.7353,96.2673,61.5146,110.8652,21.8727,67.8968,57.8156,33.8716,22.7086,81.9185,80.6035,79.4654,35.9182,88.0978,103.8235,42.4007,76.5346,64.0159
284,36.8697,42.4285,44.1736,44.2612,34.1665,38.6803,63.6456,30.1518,82.4305,114.5863,74.7673,52.6504,67.3999,51.0348,23.8853,96.0466,61.4727,110.6527,21.7576,71.2206,58.2992,34.2495,22.773,82.2175,80.098,79.724,35.8895,87.6234,103.5883,42.3843,76.7037,66.5942
285,37.176,42.6268,44.4401,44.1071,34.2451,38.7161,64.1968,30.2501,82.5438,112.9243,75.5273,53.424,67.3421,51.0003,24.0514,96.0352,61.7531,110.6726,21.7819,70.8581,57.7869,34.2961,22.7742,82.9719,80.5348,79.5684,35.9211,87.8592,103.0684,42.6584,76.6848,64.906
286,37.1732,42.9119,44.0775,44.1239,34.0228,38.589,64.2706,30.3553,81.725,111.5772,73.6208,53.1925,67.293,51.0245,24.0659,94.1207,60.0978,109.8256,21.6863,70.542,57.9897,34.1789,22.7658,82.5592,79.8798,79.2945,35.2493,88.237,102.7125,42.547,76.1584,63.8121
287,37.1069,43.2154,44.4809,44.4646,34.089,38.9301,64.2376,30.5823,83.1153,111.8883,74.361,53.9204,66.8031,51.3574,24.1815,96.5345,62.0659,109.7347,22.0268,71.2449,58.2471,34.3896,23.1702,82.9842,80.7462,79.8377,35.815,88.0652,103.2409,43.1516,76.2856,65.2884
288,37.4008,43.367,44.768,44.8479,34.4158,38.7292,64.6888,30.8962,84.632,111.7868,74.8924,54.3543,67.7581,51.8504,24.6142,96.9101,62.6133,110.1174,21.8802,71.6646,58.8227,34.6487,23.2362,83.3996,82.9042,80.3884,36.1641,87.6991,104.2143,43.8051,76.4751,66.1368
289,37.3977,43.4577,44.7944,44.5161,34.2279,38.568,64.2852,30.7414,85.2341,112.0882,74.7706,53.9222,67.7035,51.7074,24.4516,96.8882,62.5271,109.415,21.7931,71.4974,58.7804,34.6412,23.6235,82.8976,82.0512,80.4419,36.0315,87.5527,103.9654,43.6232,76.8693,65.6842
290,37.5191,43.3808,44.6669,44.4951,34.3058,38.3835,64.2867,31.108,84.9297,111.4404,74.6932,53.8035,68.2577,51.6678,24.2575,97.5935,62.6496,109.6878,22.391,71.3454,59.1934,34.9547,23.7049,82.765,82.3457,80.0812,35.788,88.0015,103.5776,41.9773,77.8506,66.0732
291,37.5634,43.1161,44.6277,44.6271,34.3193,38.1369,64.3465,31.3194,84.6589,111.7915,75.101,53.7943,68.1745,51.9318,24.1527,97.6705,64.946,109.758,22.5191,70.9801,62.1432,34.8229,22.7593,82.8841,82.3516,80.112,35.8765,88.1025,102.8977,41.7537,77.3667,66.9598
292,37.6626,43.2082,44.5055,44.4528,34.1407,38.305,64.3542,31.2464,84.446,111.1947,76.559,54.0521,67.3177,51.5108,24.0122,97.8545,66.1123,110.2663,22.5018,70.719,60.1495,34.8403,22.441,82.9544,82.8956,80.0463,35.8459,88.6509,103.359,42.7574,77.5175,66.5219
293,37.7966,43.5537,44.2383,44.7733,34.1614,38.655,64.9174,31.1207,81.8567,110.7796,74.0448,53.8563,67.1343,51.9911,24.0426,98.1853,65.0621,110.6857,22.2102,70.388,59.4231,34.2837,22.1944,83.658,83.0501,80.5262,35.9319,89.4467,103.3741,41.1733,77.4177,65.2752
294,37.9593,43.4451,44.4619,44.7612,34.2575,38.7826,65.4136,31.1631,81.1919,112.131,73.3508,51.9264,69.3648,51.2892,23.9928,97.1537,64.4746,110.5393,22.1893,70.8482,59.1518,34.662,21.9874,83.4094,83.887,80.9153,35.7774,89.2692,101.9809,41.3739,77.935,63.8638
295,38.0922,44.1535,45.032,44.867,34.4847,38.8757,65.6467,31.0458,80.4161,112.6548,73.9004,52.1958,69.4825,51.2187,23.9116,97.0473,65.6322,111.3121,22.3357,70.9251,59.1082,34.8503,22.5825,83.855,83.6695,81.6831,36.0892,89.7939,99.2522,42.1235,77.7005,64.8787
296,38.1094,44.3191,44.7586,44.6303,34.2287,38.9843,65.7392,30.8298,80.541,113.0537,73.7256,52.3773,69.1045,51.3691,23.7064,95.752,65.7091,111.2444,22.0126,70.6453,58.3749,34.9689,21.8509,84.5015,84.0392,81.2341,36.0116,89.2844,98.8965,41.1461,77.0569,64.3448
297,37.7987,44.2922,43.9151,44.3566,34.0168,38.7345,65.5884,30.5204,78.4089,112.1268,72.7995,51.5591,69.1005,51.2242,23.53,94.5701,65.6408,110.2331,21.9702,70.2483,57.2496,34.3915,21.3485,83.4293,83.233,80.829,35.4969,88.5953,98.442,41.6227,76.5963,64.3466
298,38.0517,44.6091,43.4497,44.5702,34.15,38.6571,65.7792,30.7689,78.0194,112.2121,73.1465,51.2732,68.9509,51.2917,23.6642,95.2078,65.5345,110.2837,22.2051,70.3582,57.4354,34.4721,21.35,83.5079,84.0283,80.7685,35.6084,88.7695,99.035,42.2085,77.2811,65.6655
299,40.6529,44.2323,43.1813,44.2412,34.1572,40.1188,66.2434,30.835,77.2225,112.0283,73.1609,51.4782,70.1175,51.2093,23.6411,95.0153,65.2285,111.1503,22.0476,70.0693,57.064,34.2528,21.2807,83.835,84.1442,80.9013,35.7039,89.619,99.279,42.276,76.7501,65.1527
300,38.3862,44.8835,44.1816,44.605,34.5336,40.4331,67.0661,31.1518,79.3044,113.2102,73.8295,52.2529,71.7437,52.2211,23.7943,96.6289,65.7579,112.1756,22.1183,70.9486,58.2813,34.5999,21.6536,84.7602,84.5648,81.6276,44.2635,90.5709,100.3109,42.7319,77.2348,66.1778
301,38.2593,45.0708,44.4041,44.4911,34.5585,40.5324,66.8283,31.2702,80.403,113.5083,73.7858,52.4661,71.7802,52.0835,23.8747,96.5346,66.2188,112.3259,22.1155,70.8905,58.2418,34.6636,22.3193,85.3698,82.8667,81.6787,36.0636,90.6168,100.3963,42.6701,77.5313,66.5344
302,38.3238,44.942,44.5276,44.4326,34.6699,40.6416,66.7545,31.2275,80.7086,113.9485,73.7356,52.5449,71.8322,52.3351,23.8907,96.5067,65.8958,111.0032,22.3388,70.893,58.1585,34.7718,22.3029,85.7134,83.322,81.5384,36.225,89.9236,100.4085,42.9766,77.5338,66.2388
303,38.5351,44.6765,44.1798,44.5783,34.3611,40.6617,66.5527,31.3126,80.8505,113.8523,73.469,52.4165,72.0732,52.2645,23.9219,96.9074,66.1136,108.7952,22.6323,71.3153,58.8933,35.1214,22.5475,85.3233,83.5649,81.4242,36.4479,89.1353,99.9591,43.1338,77.6223,67.3232
