,MO,ADM,BF.B,CPB,CHD,KO,CL,CAG,STZ,COST,CVS,DPS,EL,GIS,HRL,SJM,K,KMB,KR,MKC,TAP,MDLZ,MNST,PEP,PM,PG,SYY,CLX,HSY,TSN,WMT,WBA
658,54.8234,44.4494,48.6063,51.7209,42.3903,39.3333,63.4802,42.7867,131.0919,143.9092,101.3891,77.8654,79.04,57.6111,31.1143,117.2746,68.8928,107.8653,37.4721,83.3473,82.8394,43.8145,45.0667,93.5125,82.1354,70.4435,39.5347,114.3547,93.5147,43.7659,64.6094,89.9033
659,54.4168,43.4471,49.1473,51.2837,42.0633,39.0956,62.8788,42.4148,128.0349,142.4018,99.5911,77.4137,78.0207,56.8467,30.6964,116.4891,67.8064,107.9745,37.0013,82.647,83.565,43.162,44.8463,93.1092,81.4104,70.0713,39.4412,113.5369,92.529,43.1371,63.7232,87.3223
660,54.6288,43.4679,50.0546,51.4367,42.3465,39.1581,63.1703,42.2646,128.3151,143.117,100.4763,77.965,78.3935,56.8424,30.6221,117.3041,67.7438,108.5344,36.6967,82.9958,84.0915,42.8926,44.9802,93.7607,82.027,70.5255,39.7975,114.4248,92.7579,42.7278,63.7266,87.8691
661,54.1396,42.408,49.6242,50.9738,41.9435,38.7423,62.1075,39.7576,127.0106,141.8576,99.7218,77.0755,77.3156,56.9489,30.1191,113.2557,66.9123,107.6102,36.1564,82.3067,82.3747,41.9429,44.6914,92.2835,80.7456,70.232,39.3681,113.6186,91.4651,41.8369,63.3267,86.4645
662,54.2405,42.1255,49.3035,51.2117,42.0355,38.7134,62.0673,39.5152,128.0303,144.7559,100.2685,77.4585,78.0742,57.1568,30.2668,113.4017,67.0719,107.6567,36.3068,82.5002,82.9803,42.2159,44.8188,92.3485,80.3009,70.2258,39.3277,114.1154,91.6231,41.9692,63.5581,87.0259
663,54.4703,41.8187,49.3039,51.1327,42.2636,38.9073,62.0157,40.4564,126.9273,144.5859,99.2289,77.5722,78.0046,56.899,30.4441,113.384,67.0799,107.9264,35.9408,82.6994,81.3665,41.9639,45.5193,92.2494,80.2171,70.9015,39.6008,113.9167,91.7794,42.6033,63.6623,85.7517
664,54.9863,42.574,49.864,51.8007,42.8789,39.7449,63.1545,41.741,129.3048,145.9319,99.1714,78.4626,79.955,57.7441,31.1196,114.4941,68.432,109.0853,36.2405,83.7107,82.2833,42.815,45.7353,93.5109,80.8334,72.6436,39.8332,116.0194,92.8663,43.355,64.0102,86.1676
665,54.9205,41.3726,48.4103,51.1129,42.4085,39.5344,62.6875,40.608,126.9371,144.0545,96.858,77.3079,78.0466,55.8348,30.7995,113.4357,67.0443,107.5221,35.7717,82.1187,83.2293,41.8997,44.7941,92.8275,79.3856,71.9879,39.0639,114.8059,91.8126,42.1633,63.699,83.0865
666,54.3394,40.9248,47.8625,50.3851,42.2143,39.5128,62.7389,39.9779,123.5409,143.4514,95.6755,77.938,78.0724,55.4417,30.7395,112.6115,66.3525,107.379,35.7154,80.9364,82.1952,40.761,44.7718,92.9485,78.5762,71.8814,38.9178,114.134,91.9709,41.6741,63.6172,82.3702
667,54.4347,41.4403,48.2307,50.686,42.0845,40.0252,63.4581,40.4664,124.8986,144.2086,96.381,78.9296,80.1827,55.9658,31.4902,113.879,66.605,108.9061,36.0067,81.8703,82.8187,41.6012,45.061,94.1122,79.2381,72.0249,38.9578,115.6274,91.9363,42.8956,64.6228,82.8521
668,54.0494,41.3997,48.7406,49.8863,41.8268,39.9348,63.5879,40.6619,126.6269,143.9211,96.3489,78.9587,80.6949,55.7646,31.4596,113.2165,65.7887,108.5152,36.3827,79.0212,83.036,42.1266,44.5837,93.7262,79.348,71.7531,38.5582,115.3009,91.6184,43.2374,64.2852,83.7946
669,54.4281,41.9049,49.323,50.2338,42.2056,40.0642,63.807,41.3482,128.2083,144.4139,97.711,79.1083,80.5727,56.3335,31.7384,115.1894,66.7288,109.0156,36.5863,79.005,83.2203,42.9019,44.1554,93.5813,79.3358,71.9176,38.988,116.3621,92.9743,43.8748,64.2114,85.3425
670,55.4924,43.5073,51.2688,51.2253,43.1145,40.8669,65.2356,42.2822,131.6229,147.5259,101.62,82.1833,82.7753,57.0936,32.5755,116.4934,68.0312,111.4669,37.8309,81.3893,84.2412,44.0549,44.9971,95.5637,81.3312,73.145,40.0864,118.2539,95.4782,44.8643,65.6601,87.8687
671,55.5811,43.6049,51.5461,50.9995,42.8468,41.1297,64.9401,41.9363,131.4488,148.2311,100.3603,82.2843,83.0449,56.1231,32.0451,115.4977,67.7252,111.6895,37.3609,81.3185,81.7213,43.9993,44.8143,97.3624,81.4672,73.3012,40.0886,118.4865,94.3185,44.6582,65.6432,84.8333
672,55.6812,44.3395,51.7391,50.8107,43.1525,41.4224,65.2071,41.1292,133.9707,148.2226,100.8114,82.7779,83.1677,55.684,31.9428,115.7446,68.0314,112.053,37.4425,81.8543,81.1413,44.1873,44.8928,98.5101,82.4951,73.6309,40.3754,119.0438,95.2507,44.7294,66.1006,84.0893
673,56.0893,44.882,52.4027,51.236,43.2901,41.7493,65.5126,41.3644,135.4557,150.4583,101.8491,83.2365,83.3239,56.1765,32.3321,116.619,68.8205,113.0274,37.8164,82.509,81.308,44.8196,45.0438,98.5589,83.6627,74.0008,40.8207,119.4398,96.4054,45.6022,66.7185,84.4546
674,57.0041,45.366,52.9629,51.3379,43.8119,41.9759,66.2021,41.9158,136.7846,153.3843,101.902,83.8887,84.3454,56.6747,32.6848,118.003,69.5966,114.6352,38.0588,83.1141,81.8017,45.0549,45.9116,99.365,84.2728,74.5425,40.8963,120.62,96.651,46.4102,66.7226,84.9517
675,57.3785,45.3716,53.2021,51.0661,44.1153,42.066,66.3041,41.8872,137.2547,153.7342,102.9985,83.9945,84.2639,56.9724,33.0759,118.4984,69.7451,115.4039,38.0805,83.3891,79.5816,45.067,45.9052,99.3342,84.5731,74.3262,41.1357,120.8404,96.9625,46.9306,66.8112,85.9417
676,57.497,45.1745,53.2041,50.5097,43.9791,41.6687,66.0153,41.8096,135.7167,152.7482,102.5942,83.5432,83.4227,56.752,33.0646,118.9477,69.4288,115.1568,37.7379,82.9859,86.9863,44.984,44.3286,98.3863,84.2337,73.9856,41.2857,120.2617,96.1953,46.0706,66.7067,85.4264
677,57.6093,45.0861,52.9553,49.6898,43.6544,41.7247,65.793,40.9338,134.1468,150.1425,100.6494,83.1705,83.1765,56.3539,32.4872,119.2717,68.9215,114.7385,36.2536,82.1358,85.9451,44.7301,42.9365,97.7378,84.8795,74.2513,40.6078,120.4432,94.5858,44.291,61.4705,84.0457
678,57.924,45.2936,53.1233,49.3068,43.6896,41.8752,66.353,41.1047,134.9892,151.1403,101.4238,82.8415,84.3278,56.2233,32.3528,119.5013,68.9862,115.8392,36.682,81.7609,87.4917,44.5398,43.125,98.1531,85.8282,74.2731,40.6811,120.4539,94.3558,43.8845,59.3551,86.1656
679,58.764,45.6445,53.3913,49.5325,44.1117,42.0249,66.9737,41.5794,135.0214,152.0377,103.1943,83.8295,84.6762,56.7926,32.7469,119.0765,69.653,117.0928,37.2086,82.6355,88.0668,45.5677,44.0781,99.5138,87.4826,74.7954,41.2125,121.493,95.0842,44.9166,58.8465,87.6337
680,59.2569,45.9216,53.6103,49.3738,44.1177,41.9719,67.1769,41.6009,135.0812,152.896,103.1805,84.6765,83.8951,56.7601,33.1578,119.0594,69.7356,117.1212,37.781,82.6291,88.2608,46.253,44.1433,100.0202,88.0515,74.9702,41.3466,121.4757,95.2679,46.0058,58.8695,88.3076
681,59.7289,45.6758,53.899,49.4257,44.0686,42.2527,67.0547,41.1724,135.5891,154.263,103.7061,84.97,83.9153,56.5408,32.9412,114.8829,69.0603,117.0244,37.7549,82.3226,88.3797,45.9815,46.5055,100.2191,88.6746,74.4663,41.223,121.952,94.2699,46.1006,58.7854,88.9205
682,59.9679,45.4488,54.0606,49.7583,44.0793,42.2461,67.0581,41.2344,136.4225,155.207,103.6497,85.1223,83.7193,57.0102,33.3054,116.0054,69.6701,118.6505,37.9182,82.983,88.0344,45.4879,46.4309,100.5312,89.1317,73.9794,41.6393,122.3909,94.3841,46.2299,58.7867,88.5162
683,61.0603,46.5445,54.0022,51.2484,44.2923,43.3601,68.4342,42.2313,137.1948,157.1232,103.8858,89.0089,84.5267,58.7853,34.0259,117.9545,71.4963,120.5939,38.3098,85.2297,88.1774,46.7637,47.329,102.6004,89.4006,74.8741,41.8215,123.4392,95.4614,46.9696,58.9114,88.5274
684,60.8279,46.7842,54.053,51.3611,44.0984,42.937,68.7988,41.5093,136.3303,156.0959,103.6559,89.8949,84.2245,58.4403,34.1292,118.1482,71.7525,121.2962,37.883,85.1426,88.2754,46.603,47.0816,102.4111,89.3824,77.172,41.7002,123.3104,95.5435,47.4131,58.435,89.1958
685,61.2954,46.4763,53.8291,51.5763,43.6897,42.6549,68.8849,41.3717,135.8691,156.1805,103.5039,89.867,84.0017,58.345,33.8277,117.3974,71.6062,121.3148,37.6176,85.1819,88.0311,46.7429,47.3952,102.4947,89.7057,77.486,41.6407,122.1418,94.9492,45.2345,58.1789,89.6745
686,60.9288,46.0958,53.6864,51.2042,43.393,42.5358,68.7809,40.5043,135.5664,157.3399,104.6152,90.2034,83.5323,58.2136,33.3288,117.0101,71.0017,120.8821,36.8521,84.5039,86.8407,46.6302,46.8944,102.8967,88.7846,77.1138,41.5285,121.9463,94.2726,44.641,57.5376,93.4538
687,61.0811,46.6311,53.7538,50.8295,43.5367,42.6079,68.7045,40.3951,135.6324,157.0035,103.6378,90.5671,83.647,58.147,33.6905,116.6349,70.8198,120.5962,37.2856,84.1122,87.6797,46.1548,46.7654,102.4716,89.1796,76.5722,41.4842,122.3411,89.2745,44.8715,57.4779,86.7956
688,61.3372,45.7647,53.3743,50.9638,43.3333,42.6237,69.0147,40.571,134.8838,157.6906,104.0288,90.1945,82.5563,58.0507,33.7902,116.3401,70.6647,121.4826,37.661,84.4606,87.5241,45.9802,45.4436,102.6322,88.8378,76.867,41.7211,122.0592,88.6853,44.0316,57.8519,85.3941
689,60.8077,45.7401,53.2104,51.0775,43.0578,42.5823,66.9078,40.7254,134.9851,158.5538,98.7302,89.7883,81.0088,58.2529,33.8287,117.367,70.7837,120.4173,37.7368,84.2869,88.1247,46.3092,45.6008,102.6133,88.8538,76.6715,41.4254,122.2429,89.0736,44.4665,57.5825,84.0734
690,60.3112,45.8769,53.505,50.6083,42.7759,42.1036,67.1638,41.0224,135.0054,158.6809,99.5332,89.2783,86.7134,57.8312,33.6746,116.966,70.3465,121.1417,37.9714,83.8751,88.3123,46.3454,45.0495,101.4658,88.5683,76.3528,40.8144,125.6726,87.8646,44.5045,57.2679,85.2798
691,58.2474,42.6549,53.2168,50.0985,42.2475,42.0916,67.6773,40.8874,134.4203,158.4978,99.8948,88.329,86.4265,57.2462,33.7697,116.8732,67.9969,120.8467,37.8233,84.5573,87.9494,46.3424,44.7539,100.6497,88.1117,76.7341,40.856,124.7886,87.9868,45.053,58.0735,88.0034
692,57.9792,42.7533,53.4167,50.3571,41.891,42.0226,67.3946,41.068,133.0312,157.6333,99.3584,88.1304,85.8468,57.3241,33.6391,117.4285,68.7245,119.9759,37.1161,84.983,87.3273,45.9378,44.1826,100.6831,88.0879,76.8705,40.8335,124.1374,87.6154,45.3813,58.4021,86.9915
693,58.075,42.8542,53.3918,50.187,41.5991,42.2148,67.5927,41.1548,133.3502,155.8894,99.5146,87.7443,86.5017,57.3835,33.747,117.5472,69.0778,119.6535,36.9785,85.7136,87.4263,45.7109,43.9817,100.6306,88.063,76.3948,40.9428,123.9764,87.7975,45.4014,58.6799,86.1946
694,56.84,42.2099,52.3077,48.6615,40.6712,41.8531,65.8327,40.4515,132.0644,156.9486,98.7439,86.3588,85.2934,56.4801,33.2013,114.8018,67.7906,118.1241,37.3409,83.8294,87.0157,44.805,49.7071,99.4759,85.9142,75.2104,40.8463,122.1047,86.0003,45.3034,58.6896,84.6669
695,57.0521,41.5029,51.8775,48.573,40.583,41.5499,65.5664,41.0221,132.092,154.8819,97.6397,85.8979,84.5466,56.3227,33.1776,114.3865,67.3012,117.8976,37.1817,83.2909,86.9916,44.2407,49.3776,98.7352,85.2399,75.2818,40.393,121.515,84.9504,45.0393,58.3519,83.301
696,56.9024,40.7747,52.0086,48.3661,41.4386,41.691,66.2759,41.3824,134.3488,155.7463,97.8631,86.9092,85.1582,56.6673,33.4359,114.9431,67.2805,118.8566,37.2458,83.7452,88.8488,44.5082,50.3257,98.8758,84.927,75.8511,40.4911,122.3038,85.5806,45.1087,58.5465,83.7719
697,57.4207,40.4915,52.4403,48.9203,41.8291,42.0648,66.7731,41.0315,135.1404,156.3884,95.8319,88.5939,85.916,57.1726,33.7309,115.2663,67.6627,119.687,37.0608,84.3941,90.7915,44.651,50.8011,99.6406,85.3069,76.0979,40.3795,123.7692,86.5518,44.9304,57.7591,82.0873
698,56.8307,39.0653,52.2857,48.3147,41.432,41.7436,65.5851,39.594,133.8806,156.3764,93.4575,87.0703,84.9192,56.4231,33.2811,113.7077,66.4737,118.0531,36.7849,82.8121,92.6176,43.8677,49.5862,98.664,84.2071,75.037,40.166,122.364,85.6229,43.7518,57.2237,80.7192
699,56.4898,38.0408,51.5117,48.024,41.2822,41.5176,64.8471,38.848,132.9072,153.8437,92.0632,87.1867,82.9883,56.0919,33.1274,112.1668,66.2229,117.4519,36.2282,82.0849,93.5399,43.4597,49.0833,98.259,83.6858,74.2949,39.931,121.0172,84.0022,43.201,56.577,79.7668
700,56.6034,38.2181,51.8916,48.4508,41.6514,41.8577,65.2849,39.5212,134.3018,155.3374,92.7095,87.6813,82.8232,56.7364,33.659,112.9366,66.7105,118.9738,36.3899,82.9304,93.9199,43.9268,48.87,99.1731,84.0972,74.8979,40.4526,121.4038,84.3944,43.8462,57.3481,81.1036
701,56.7761,37.5469,52.5972,48.2583,41.9791,41.7877,65.5091,39.5081,137.7829,158.9457,94.1274,87.4711,82.4663,56.6498,33.8056,112.4905,66.1531,119.4659,36.8968,82.9322,94.6871,43.9469,48.7252,99.1121,84.1281,75.4149,40.6288,121.9364,83.7118,44.1288,60.0844,83.0256
702,56.7882,37.341,52.7432,48.6291,42.2763,42.0515,65.8457,40.9538,137.9912,159.9951,94.7698,88.2212,83.3551,56.8326,34.0678,113.1148,66.1715,120.4378,37.4126,84.1827,93.9859,44.2303,49.3007,99.8422,84.8052,75.4568,40.8934,122.7689,84.9291,44.9077,60.656,84.2524
703,57.6041,36.6714,53.253,49.4246,42.8463,43.0844,66.4546,40.9985,137.7913,162.2417,92.8909,89.3104,84.4056,57.0985,34.4216,121.516,66.6908,121.81,37.3366,84.9946,93.8058,44.6278,49.7267,100.9925,86.2296,76.4087,41.5859,124.4768,85.3539,44.3672,60.7233,82.8691
704,57.4723,36.0396,53.0,49.1307,43.0085,42.9633,66.4875,41.1729,138.0639,163.436,92.3811,88.5981,84.5545,57.059,34.2925,122.2773,66.5387,120.8872,37.3683,84.6221,92.9972,44.2542,49.6927,100.9082,86.5771,76.206,41.0842,124.2595,84.7423,43.7574,60.6025,82.2564
705,57.5735,36.6597,52.9017,49.7018,43.0835,42.9849,66.6806,41.5274,141.741,163.3712,91.2707,89.0897,85.2967,57.822,34.6055,123.4313,68.6222,121.4402,37.1911,85.1536,92.2798,44.0789,50.1775,101.0489,86.4747,75.7399,41.3698,125.1479,85.4304,47.5318,60.3689,81.6916
706,57.5289,36.0213,52.5435,51.3686,43.19,43.259,66.7757,41.425,141.0144,162.487,92.0077,89.2781,85.4641,57.8181,35.4865,121.31,67.8783,121.0899,37.1566,85.2925,91.9993,43.969,50.5083,100.5489,86.717,76.286,41.3204,124.8946,86.0024,49.1346,60.0548,82.3653
707,57.5163,36.4224,52.5435,52.4897,43.477,43.3845,66.5843,41.6428,143.2317,162.0822,93.7063,89.6323,85.6311,58.2751,36.6519,122.9917,68.9377,120.6885,37.2339,85.7493,92.5293,43.9964,51.9052,100.6372,86.9789,76.1614,41.5905,125.1937,86.8767,49.8835,60.3793,83.5597
708,57.7942,36.4534,53.1644,53.0695,43.5509,43.0652,66.5407,41.6146,143.6974,163.5464,94.6613,90.2439,85.3877,58.3446,37.2497,123.4583,69.2079,120.8147,37.9785,85.8021,93.3484,44.2085,52.1644,100.7233,87.4786,75.7405,41.5005,125.4577,87.0963,50.3745,60.029,84.4583
709,57.6996,36.3712,51.7631,52.3085,43.0108,42.7507,65.8892,41.0599,141.4827,161.6247,94.3539,89.9761,84.4899,57.9081,37.5068,121.9292,68.9348,119.5346,37.7399,85.986,92.5337,43.8125,51.8033,100.373,87.6246,75.095,41.2462,124.6347,86.6021,50.0081,59.0221,84.1151
710,57.7377,36.6805,51.7444,53.0433,43.3275,42.9156,65.6982,40.9514,142.1271,161.5031,95.1412,91.2937,84.7028,58.2559,37.8873,121.1451,69.4288,120.9028,38.1227,86.7549,92.9361,44.2706,52.3674,100.8424,87.4565,75.7773,41.0995,126.2557,85.9547,50.4473,58.9738,83.8886
711,58.0105,36.6303,51.2689,52.6328,43.1062,42.7935,65.9554,40.8389,142.0103,161.3675,94.8919,91.1008,84.2754,57.9809,37.8447,121.2549,69.2013,120.3229,38.1359,85.9533,92.881,44.0,52.0294,99.8216,87.3727,76.0078,41.0647,126.8233,85.5387,50.8133,58.6893,83.5796
712,57.2264,35.7061,51.1174,52.8474,42.7291,42.5857,65.3937,40.2827,140.874,164.3127,93.7438,89.9949,83.7815,57.4556,38.0063,120.1853,68.811,118.4739,39.6748,85.0475,92.1096,42.9445,51.4417,99.2268,87.4606,75.6353,40.6399,126.2245,84.7088,51.3682,59.0164,82.5907
713,58.2964,35.9617,52.1158,52.9657,43.311,43.257,66.4117,40.7724,144.0709,166.3196,94.805,92.0966,84.8842,58.3458,38.5051,122.7321,70.0002,120.6491,40.2343,86.1119,94.6677,44.1882,52.2935,100.9914,89.2428,77.4457,41.0341,128.0583,85.9825,51.7379,59.6422,84.0703
714,58.354,35.4695,51.541,53.0288,43.4629,43.1762,66.2822,40.8074,141.8141,166.6645,96.0812,91.7022,86.7944,58.4114,38.6558,123.5177,70.466,121.5044,41.4198,86.8784,94.595,44.0369,51.9433,100.6357,88.734,78.1844,41.0624,128.9644,86.9451,51.6686,60.4046,84.7752
715,58.0943,35.2336,51.3544,53.2288,43.464,42.9818,66.1948,40.3279,142.4995,168.1022,95.6084,92.1694,86.7702,58.7437,38.678,123.6377,70.5137,121.3675,41.3721,86.55,94.0732,43.9133,51.9192,100.1056,88.5518,77.8322,41.0009,129.4855,87.7289,52.4239,59.7682,83.8499
716,57.5046,35.5557,51.327,53.4737,43.1283,42.8115,66.2934,40.3142,140.6724,160.3095,95.314,91.3844,86.6196,58.7014,38.6844,122.8947,70.605,120.9577,41.1078,86.3314,93.9965,43.7053,50.9704,99.6234,88.2965,78.1049,41.1406,128.0994,86.9579,52.7779,59.3652,83.1047
717,57.2452,35.2609,50.5778,53.6753,42.6345,42.8186,66.2762,40.3299,140.2375,162.1998,95.0049,91.0227,87.0215,58.7895,38.5919,122.3443,70.8825,120.5956,41.186,85.5837,93.5568,44.0011,50.7361,99.0363,87.7955,77.9792,41.1016,127.0206,86.8752,53.4905,59.6619,83.4928
718,56.5045,34.3108,50.0534,52.9945,42.0292,42.3658,65.284,39.4102,138.4734,160.1242,93.2798,90.5825,84.4527,58.0716,38.6522,120.8893,70.1498,119.1894,41.1252,84.0792,92.8952,42.9413,50.0798,97.9356,86.4743,77.7841,40.9243,125.9447,87.5369,52.918,59.254,81.6479
719,57.0424,34.0884,50.0624,53.0496,41.9484,42.2557,65.4949,39.2155,137.104,160.6195,93.4982,91.3425,84.8925,58.2848,38.7883,119.7667,70.7224,121.8173,41.5396,84.1046,91.7337,43.0299,50.3696,97.6006,86.7633,77.9754,41.021,125.7574,89.0601,52.5639,59.8915,82.1588
720,57.4599,34.812,50.7007,53.2148,42.2584,43.0336,66.8082,39.5704,139.0394,161.5778,93.3979,93.1329,87.487,58.4879,39.0031,121.5376,71.48,124.3437,42.3096,84.6839,93.7025,44.115,50.7841,99.0193,87.6836,79.5785,41.151,129.1685,89.4071,53.6576,60.0036,82.6919
721,58.4012,35.1088,51.3972,53.5972,42.5698,43.6222,67.7397,40.7347,141.9855,161.7807,95.9931,93.6128,88.3917,58.9021,39.6714,122.9972,71.6178,125.1291,42.2924,85.9849,93.7039,44.5786,50.7862,100.5617,89.4134,80.4873,41.4265,130.3136,90.9384,53.9717,60.2305,84.0444
722,58.6409,34.6306,50.9561,53.2557,42.6985,43.6922,67.5834,40.6875,140.9663,161.8208,95.8267,93.3175,89.4971,57.1973,39.8221,124.0191,71.7584,125.8207,42.1151,85.3695,94.1073,44.5365,50.3514,100.633,89.4238,80.5206,41.3537,131.293,90.092,52.876,59.3577,84.1002
723,57.437,34.7797,50.1695,52.3882,41.8349,42.7729,66.0247,40.7192,138.9251,158.6581,94.666,92.0944,87.8134,57.0541,39.4482,121.7215,70.9331,124.3173,40.9734,83.967,92.8122,43.3731,48.8157,98.5837,87.4541,78.8334,40.744,127.8574,88.741,52.5122,58.997,82.7323
724,57.1272,35.3597,50.1608,52.4826,41.9416,42.6812,65.804,40.8887,141.3825,158.5076,95.6496,91.8396,88.0316,57.1393,39.6614,122.7453,70.8726,124.5676,40.9587,84.4102,92.6477,44.1804,49.1194,98.3424,86.1734,78.5957,40.7622,127.5819,88.8568,53.0605,59.1019,84.2741
725,57.4728,36.2175,50.653,52.8001,42.3374,43.0716,66.3277,41.3835,141.7011,160.5864,97.616,92.9645,88.2767,58.0792,39.9687,122.6395,71.8949,125.8739,41.9247,85.0278,92.9926,44.5031,48.9756,99.4181,87.2579,79.4495,41.2288,127.4569,89.1623,53.3713,60.3884,85.5056
726,58.1975,36.7482,51.392,53.4405,43.4743,43.5908,67.1791,42.3963,143.3057,161.4529,98.427,93.8791,89.1709,58.7695,39.7041,124.4283,72.8502,127.2027,42.2726,86.5769,93.5212,45.4162,49.3265,100.5755,88.6975,80.0333,41.5224,128.1541,89.9138,53.8363,60.8811,86.0995
727,58.3776,36.6787,51.1615,53.3755,43.1218,43.5789,67.0165,42.2089,143.1635,161.8891,98.9353,93.9856,88.7556,58.7534,39.9389,124.8167,72.897,126.9304,42.4756,86.7332,94.0607,45.4406,49.6364,100.6668,88.9475,79.8282,41.383,127.8078,90.3229,54.0303,60.8868,86.6313
728,58.1855,36.4427,50.727,53.3887,42.7303,43.4232,66.8304,42.1772,142.7853,161.1839,98.4859,94.0024,88.5755,58.5644,39.872,124.1036,72.7883,127.9384,42.4207,86.8935,93.2393,45.0805,49.3536,100.5657,88.4446,79.795,41.4545,127.9903,90.1541,53.4396,60.7561,85.7596
729,58.8635,36.9775,51.0473,53.798,43.0144,43.687,67.5492,42.6964,144.386,162.6354,99.3026,94.9899,89.2986,58.873,40.1781,124.8966,73.4536,129.3479,42.5229,87.2122,94.6229,45.6066,50.0671,101.4772,89.2347,80.3641,41.6006,128.8616,90.9591,53.8861,61.6128,86.8635
730,58.839,36.9674,50.7738,53.3377,43.109,43.6208,67.7592,42.6826,144.2464,163.0445,99.0101,94.7734,89.2286,58.7111,39.8327,124.3266,73.3324,129.5618,42.3922,86.7375,94.5968,45.651,50.1689,101.305,89.0893,80.252,41.5423,128.5564,90.6928,53.8834,61.7136,86.7181
731,58.3333,36.6885,49.8243,52.6688,42.6524,43.0437,66.8686,42.2247,142.6905,162.47,98.0607,93.552,88.4499,57.7432,39.6185,123.4507,72.3558,127.8246,41.8554,85.7595,94.1219,45.0031,49.8963,100.1548,88.1019,79.5677,41.0717,127.24,89.4863,53.4933,61.4176,85.4462
732,57.0808,35.6933,48.3115,51.5507,41.5375,42.2337,64.542,41.5211,139.5381,158.8215,96.0555,91.6809,86.6819,57.1327,39.0154,122.1233,71.2529,125.6954,41.0133,84.1657,92.0726,43.6889,47.9648,98.3971,86.465,78.0602,40.4681,124.5533,87.7545,52.8347,60.9795,82.8006
733,58.2855,35.968,48.48,51.8317,41.4315,42.3999,64.9324,41.5757,143.2898,160.1963,96.582,93.2837,87.6982,57.206,39.6764,122.9155,71.888,128.9192,41.8521,84.383,92.3341,44.0893,48.491,99.3171,87.6802,78.567,40.5677,126.8144,87.7087,51.9687,62.6662,81.6027
734,59.035,35.5162,47.7779,51.702,41.2547,42.3457,64.2669,41.6893,143.0338,158.5638,95.7077,94.1822,85.476,56.7927,39.9315,122.6493,71.8842,128.7949,42.1246,84.225,91.066,43.8878,48.5775,99.2633,87.7127,77.8241,40.138,126.8696,87.4729,52.3111,63.5617,80.2241
735,58.4717,34.6908,46.9527,50.8942,40.5783,41.7452,63.2082,40.6347,149.9314,155.087,94.6857,93.691,83.7344,55.4216,39.2752,120.8454,70.705,127.4446,41.1101,83.7478,90.613,41.8656,48.5135,98.0107,87.5253,77.0962,39.8948,125.8291,85.976,52.0172,64.6979,81.2589
736,58.5789,34.7242,46.7403,51.1684,41.0584,41.7766,62.9699,40.5728,148.146,153.1787,94.5513,93.2338,83.5613,55.5571,39.3996,120.2471,71.7335,125.9497,41.0335,83.9341,89.6593,41.418,48.2936,97.848,86.9913,76.4177,39.928,126.5159,85.5027,52.5553,64.3934,81.9804
737,59.3474,34.2484,46.7817,51.3423,41.1751,41.5832,62.6439,40.167,146.5284,153.9313,94.3121,92.4398,82.4124,55.6558,38.8718,120.4419,71.4702,125.4558,41.1207,83.8238,88.7629,41.4636,48.7184,97.4578,88.7988,76.3051,40.0826,127.2306,84.1175,52.6809,64.0427,80.959
738,59.3612,34.1726,47.1654,53.0361,41.7141,42.0978,63.176,40.528,146.3391,155.8186,95.5259,92.6321,83.7076,56.1614,39.5918,121.3872,71.322,125.9845,41.0825,85.0553,89.2336,41.9514,49.2149,97.6241,88.8934,76.2673,40.5371,128.1595,84.6475,53.3042,63.8676,81.5263
739,58.3686,33.8931,46.2327,53.8408,39.8067,42.1659,63.3889,39.9625,145.1842,153.9216,95.2717,91.0599,83.4623,55.8429,39.5293,120.3369,71.4208,126.4542,39.9287,85.3574,88.5314,41.128,48.6698,97.015,88.5521,76.2978,40.4354,128.5904,84.3328,53.381,62.3775,80.6733
740,58.2689,33.2445,46.226,53.4399,39.2799,41.9189,63.6433,39.8695,143.1137,152.9714,95.5406,90.2539,84.2461,55.4311,39.3604,120.0045,71.6513,127.011,38.9011,85.0406,86.3072,41.3244,47.6181,96.2673,87.875,76.2337,40.1335,127.6816,84.3785,52.9136,62.8039,81.629
741,57.3485,31.5381,45.7964,52.8027,39.2424,41.3553,63.1528,38.9805,142.8387,150.2825,93.9817,89.0023,82.2537,54.6074,38.1598,118.2989,70.6785,125.2302,38.4575,83.5803,85.3054,40.2702,46.849,93.8687,86.0712,75.0137,39.6113,126.5029,83.2537,51.1997,61.8405,79.8003
742,58.2109,30.8476,46.2952,54.2581,39.5481,41.88,64.2159,39.0018,145.025,150.8181,95.1163,90.4863,83.638,55.4449,38.3986,119.5681,71.2382,125.9707,38.2497,81.5426,86.7267,41.2793,48.2079,95.1897,87.2679,76.3563,39.8838,127.8819,84.1783,50.0901,62.4281,80.8173
743,57.0214,30.6372,45.685,53.7025,38.9742,41.1978,62.389,38.5023,144.621,147.7553,93.5123,90.0007,82.1974,54.4768,37.4473,118.8065,69.9651,123.2797,37.2767,79.6783,85.987,40.448,46.3329,94.0939,85.6166,75.3739,39.4237,125.033,84.2537,49.3464,60.935,78.8277
744,57.3474,31.972,45.5272,53.9901,39.6162,41.3814,63.3017,39.1406,144.0319,150.1165,94.5522,89.9826,83.2822,54.1143,37.361,118.99,69.7288,124.4752,37.3542,79.548,86.8603,40.4088,46.2164,94.2051,85.5289,76.4966,39.3202,125.5462,84.6586,50.576,61.9553,79.2389
