,ACN,ATVI,ADBE,AKAM,ADS,GOOGL,APH,ADI,AAPL,AMAT,ADSK,ADP,AVGO,CA,CSCO,CTXS,CTSH,GLW,EBAY,EA,FFIV,FB,FIS,FSLR,FISV,FLIR,GPN,HRS,INTC,IBM,INTU,JNPR,KLAC,LRCX,MA,MCHP,MU,MSFT,MSI,NTAP,NFLX,NVDA,PAYX,QCOM,RHT,CRM,STX,SWKS,SYMC,TEL,TDC,TXN,TSS,VRSN,V,WDC,WU,XRX,XLNX
0,72.4622,11.9229,38.4492,39.9435,155.1111,384.623,34.6796,44.6321,65.626,13.3341,38.7543,60.5727,35.5073,24.8667,21.1351,72.9244,38.3919,12.0693,56.1293,16.9317,107.0803,29.0074,37.3948,30.5228,40.1513,23.6927,24.818,46.4556,21.0059,200.6235,62.734,22.3362,56.8984,42.5216,52.2076,34.2824,7.9343,27.3893,59.3705,36.0173,25.9783,12.3007,33.2698,66.9545,55.7167,42.8559,34.4145,24.0255,22.2054,39.862,66.831,33.5246,23.2973,45.0623,40.001,47.4603,14.7251,31.9794,36.8415
1,72.4146,11.9903,37.943,34.6832,153.6439,386.2058,34.6043,44.3333,65.8571,13.2404,38.5232,60.2382,34.9382,24.6916,21.1015,71.8825,38.7169,12.2393,55.821,16.8838,105.2974,28.6027,37.1051,31.0836,39.9728,25.1984,24.7526,46.51,20.8078,199.5332,62.386,22.2738,56.4944,42.2908,51.9194,34.0801,7.7652,27.2204,59.7552,35.475,26.0659,12.2605,33.109,66.5071,54.8897,42.5224,34.1955,23.7296,22.1787,39.8741,61.6468,33.1881,23.1064,44.9301,39.424,47.1134,14.6325,31.8364,36.8516
2,73.3316,13.3003,39.1303,35.244,154.038,392.4204,35.2452,45.5483,67.8573,13.5914,38.8746,60.8566,35.3123,25.025,21.2192,72.9304,39.3698,12.2497,56.7549,17.3219,105.3193,28.8563,37.4907,30.3696,40.2279,26.4564,24.9448,46.6894,21.0198,201.5001,61.3416,21.9208,56.5637,42.7188,52.275,36.4828,7.7234,27.5607,60.2601,35.8592,25.9596,12.3617,33.3582,67.0924,55.1583,42.535,35.8296,24.0886,22.5453,40.4487,62.5384,34.0844,23.189,45.3562,39.4734,48.6982,14.7064,31.9052,37.4531
3,72.8689,13.5364,38.6955,35.1899,153.526,389.8439,35.2202,45.9569,68.6973,13.6632,38.8936,60.4398,35.4613,24.8759,21.2376,72.3466,38.7308,12.4106,56.1202,17.4017,103.9587,28.2011,37.5829,31.944,40.4233,26.4759,24.9539,46.566,21.0109,200.4326,61.4105,21.8034,56.5253,42.67,52.2053,36.3335,7.8752,27.7353,60.8319,35.4298,25.4367,12.507,33.2922,67.0725,54.4581,42.6143,35.0878,24.1253,22.6153,40.4711,62.4764,33.8018,23.0032,45.4829,39.1694,48.5883,14.3954,31.9594,37.4231
4,73.2494,13.5383,38.9158,36.23,152.4986,392.1557,35.248,46.2068,67.5763,13.6098,39.0372,60.3927,35.1154,24.8633,21.0253,73.3957,38.3741,12.5648,56.8597,17.4662,102.7139,27.6031,36.5009,33.3955,40.2876,26.6915,24.808,46.734,21.15,200.135,61.4497,21.6381,56.5558,42.6934,51.9759,36.474,7.9305,27.8836,60.8363,35.6169,25.6306,12.4694,33.3863,65.9099,54.9473,43.0426,34.8717,24.185,22.7659,40.5285,61.6588,33.546,23.032,45.5511,39.2907,48.2605,14.2623,31.8897,37.5459
5,73.472,13.5837,38.8821,37.0167,152.0964,391.5707,35.1048,46.2593,66.8816,13.7449,38.7421,60.323,35.1689,24.9914,20.9988,72.2341,38.1497,12.7451,56.9856,17.2264,101.6474,27.8995,37.1923,32.8498,40.2531,26.9592,24.8051,47.0318,21.2257,200.224,61.313,21.5585,56.5447,42.9434,51.8523,36.6916,7.9252,28.0083,61.017,35.6845,26.2823,12.4613,33.517,65.5046,54.4461,42.8899,34.8621,24.264,22.5744,40.8397,61.2358,33.7091,23.0094,45.6034,38.7758,48.5879,14.2718,31.9847,37.7007
6,73.3009,13.9248,38.6261,37.5259,152.2682,392.5655,35.0836,46.3795,66.8217,13.8355,38.5996,60.5886,35.3133,25.0797,20.8455,72.1009,38.0967,12.8968,56.879,17.1508,101.1062,28.4185,36.8675,34.3099,40.1713,26.768,24.9616,47.5679,21.2226,199.8826,60.8986,21.5731,55.9275,42.9403,52.143,37.2161,7.9832,27.9969,60.8756,35.2849,26.7878,12.4759,33.6056,65.4086,54.0933,43.5455,35.0023,24.7837,22.5962,40.9029,61.9548,33.6018,23.0056,45.5818,38.9207,48.8829,14.2411,32.0731,38.2203
7,73.7691,14.325,38.5661,38.492,155.4648,395.6612,35.2081,46.1711,66.3402,13.7528,39.0134,61.1491,35.282,25.103,20.9578,72.6285,38.3505,12.8574,56.8114,16.9588,101.0882,28.3673,36.6019,34.5227,40.2829,26.7438,25.0683,47.7036,21.1658,200.5156,61.6487,21.7061,55.7715,42.5745,52.1444,37.0621,8.0538,28.0085,61.4621,36.196,26.9597,12.6157,33.87,65.4526,54.0736,43.5916,34.5723,24.654,22.6573,41.0157,62.2928,33.649,23.224,46.199,39.3262,48.6093,14.3472,31.9198,38.1417
8,74.9125,14.4613,38.8516,38.5403,155.3856,401.5799,35.35,46.7849,65.4266,13.8304,38.971,61.3719,35.4005,24.9836,21.2855,73.2658,38.9489,12.8994,56.5887,17.5367,103.0624,28.7775,36.7773,36.1569,40.5356,26.8976,25.2865,47.7504,21.1199,200.7445,62.2585,22.0365,56.3547,42.8102,52.3337,37.0148,8.0529,27.996,61.7596,36.4581,27.741,12.5926,33.8754,65.5624,53.9435,43.7397,34.2363,24.6359,22.5427,41.2365,62.8263,33.8904,23.3545,46.1246,39.3569,48.7255,14.2635,31.9732,39.1156
9,75.3865,14.3517,38.9547,37.9874,153.5513,399.8225,35.1291,46.2535,64.5551,13.6958,39.0606,61.4519,35.2425,24.8868,21.3451,72.7042,38.7665,12.7023,56.1302,17.5766,104.087,28.609,37.2525,35.9593,40.6056,26.7943,25.2858,47.6235,20.8586,200.1358,61.7792,21.9384,55.4719,42.3495,51.7334,36.7864,8.0267,27.9469,61.527,35.7981,27.478,12.5886,33.8605,65.5191,54.1374,43.2078,33.0642,24.0668,22.7044,41.1529,62.4764,33.4511,22.2199,45.85,39.035,47.4213,13.9976,31.8596,38.6866
10,73.8707,14.2991,38.4812,36.9327,152.3284,399.1077,34.6811,45.1737,63.7067,13.2469,38.1805,60.4228,33.5623,24.4616,20.8417,71.4015,37.7765,12.5252,54.5728,17.5547,100.7167,27.5763,36.6485,34.5027,39.8023,25.9566,24.6203,46.9881,20.301,198.4806,61.2283,21.266,54.1017,41.2079,51.8095,36.1343,7.7293,27.5304,60.9321,34.6569,26.7503,12.3425,33.0783,64.7431,52.2487,42.2918,31.7261,21.1528,22.3614,40.5221,61.4543,32.5488,22.0177,45.3261,39.2685,45.8481,13.9461,31.3341,37.704
11,74.426,14.4408,38.4958,36.4695,153.2633,399.3935,35.1713,45.5413,64.1509,13.5076,37.9497,60.8171,34.0365,24.5152,20.8422,72.4274,38.0198,12.6105,54.8705,17.7596,100.8716,27.1926,36.7002,33.7709,39.9143,26.3878,24.7989,47.8627,20.3421,200.2361,62.3459,21.4189,54.709,41.8842,52.1453,36.7828,7.9184,27.6372,61.6527,34.3691,25.8433,12.4375,33.1026,64.9233,51.3705,42.5019,31.6533,21.952,22.6496,40.8564,62.7372,33.9287,22.7884,45.7125,39.62,45.84,14.0128,32.2952,37.8857
12,74.8851,14.5091,38.5949,36.8215,156.4543,400.7621,35.0174,45.4479,64.1948,13.5335,37.2617,61.2454,33.463,24.4842,20.8905,72.5006,38.2953,12.5408,54.5182,17.8617,96.167,27.3778,36.9972,33.5353,40.2415,26.2339,24.7092,47.7936,20.4675,199.8836,62.5616,21.13,53.7971,41.6106,51.8428,36.6835,8.1162,27.6801,61.2036,34.2429,26.096,12.4258,33.352,65.7118,51.0407,41.6631,31.346,21.177,22.7509,40.3335,63.2676,34.0797,23.2965,45.4262,39.5661,45.3203,13.9658,32.1844,37.8412
13,73.9559,14.2101,38.3746,36.3718,155.1679,395.5615,34.9348,44.8827,63.4631,13.5322,37.0218,61.0667,32.943,24.1677,20.6015,70.8331,37.886,12.2867,53.5806,17.6655,94.8871,27.0485,36.9217,31.2604,40.1876,26.0969,24.4681,47.2192,20.6656,199.0723,62.4313,20.4103,53.902,41.4871,51.066,36.26,7.9588,27.4087,60.4621,33.8011,25.8238,12.3269,33.0694,65.2729,49.5267,41.0048,31.1703,20.502,22.3918,39.6497,60.8809,33.7702,23.2511,44.8673,39.3669,45.7286,14.0026,32.0029,36.7409
14,74.1735,14.2321,39.4073,36.4696,157.4178,400.0109,35.3082,45.2638,63.7902,13.7276,36.2533,61.4309,33.9599,24.5134,20.8445,71.0468,38.4912,12.4811,54.2006,17.9563,93.6499,26.938,37.531,26.5385,40.5794,26.3754,24.4749,48.1942,20.8868,201.2175,63.6285,20.7227,54.6076,42.3759,51.2501,36.7188,8.1356,27.7659,61.6595,34.3444,26.228,12.5739,33.1202,65.5694,50.3844,41.3637,31.7889,21.0456,23.029,39.9393,58.919,34.2645,23.5858,45.2577,39.767,46.7508,14.1307,32.468,37.1821
15,74.5712,14.3689,39.5754,36.9667,159.1383,402.2023,35.467,45.4436,63.5064,13.7674,36.6794,61.4852,34.1699,24.593,20.8953,71.3503,38.5165,12.6477,54.8496,17.7106,93.8251,26.8841,37.6748,26.5009,41.0191,26.4211,24.1757,48.224,20.9506,201.5122,64.3762,20.7114,54.8245,42.4571,51.8394,36.6979,8.3421,27.8482,62.2688,34.058,27.0333,12.7265,33.1689,65.8888,50.9796,42.6804,32.1814,21.39,23.5139,40.0692,58.1711,34.5152,23.7065,45.7311,39.7556,47.298,14.0864,32.6279,37.4444
16,74.5131,14.2697,39.6127,36.5732,157.9203,401.9119,35.6474,45.0904,61.9008,13.5724,37.1611,61.3957,33.6992,24.342,20.7392,71.2153,38.7502,12.4566,54.7036,17.9114,93.733,27.4609,37.5451,25.4167,40.7508,26.1901,23.9935,47.8546,20.9703,202.0062,64.7242,20.5124,54.2946,42.4816,51.7437,36.3236,8.2683,27.8329,61.9535,33.9138,26.9004,12.6489,33.2359,66.121,51.2512,44.6274,32.2017,20.8068,23.5973,40.1203,58.5346,34.3024,23.7433,46.0121,39.4783,47.8086,14.1794,32.5432,36.6867
17,74.9242,14.3774,40.1675,37.2949,158.3966,408.1083,35.9052,45.1787,60.4793,13.5369,38.2711,61.5459,33.5575,24.4231,20.6953,72.2382,39.0663,12.3613,54.8769,18.1722,92.7205,27.6897,37.6028,24.8906,41.0979,26.0457,24.0023,47.2788,21.1339,204.302,65.7454,20.2151,54.058,42.5253,51.9593,36.3758,8.3835,27.9462,62.2014,33.6284,25.9834,12.6536,33.3699,66.3976,51.7497,46.2511,31.9854,20.4564,23.862,40.2858,58.3102,34.3918,23.689,46.1886,39.6871,47.816,14.0568,32.4054,36.5141
18,76.5836,14.503,41.2606,37.5199,159.0017,418.2696,36.2367,45.7186,61.3354,13.7157,39.2818,62.4879,34.0886,24.7829,21.1594,73.8403,39.8198,12.5105,55.3753,18.5827,93.3091,27.7296,38.0952,25.2331,42.0558,26.3164,24.2573,47.2806,21.4745,206.7755,67.4805,20.1278,55.3139,43.3549,52.7709,36.8303,8.6741,28.3459,62.9034,34.1334,25.9318,12.7484,33.839,67.9755,52.0664,46.2041,32.3169,20.6944,24.2737,40.8711,59.1475,34.8419,24.0255,46.4155,40.1724,48.1323,14.2663,32.9255,37.0265
19,77.2897,14.7144,41.3201,37.8128,159.2963,416.8527,36.3798,46.0164,61.1082,13.7419,39.7321,62.2073,34.5384,25.069,21.5903,74.197,40.153,12.5419,53.8024,18.6142,93.4492,27.7729,38.3006,26.4204,42.0467,26.2832,23.9031,45.7375,21.7099,207.8658,68.0945,20.2013,55.0633,43.1977,52.6737,36.7623,8.7158,28.0234,63.3019,34.5034,26.154,12.8223,33.7681,66.6727,52.4938,46.5445,33.018,20.9148,24.4363,41.2647,59.6514,35.0823,24.0871,46.8463,40.2356,48.9995,14.4253,33.4729,37.5591
20,77.3511,14.9361,41.4381,37.3161,158.3493,417.0031,36.266,45.8162,60.9832,13.5897,39.9455,63.2313,34.8514,25.0644,21.845,74.2108,40.2277,12.6251,53.1937,18.7123,94.8175,28.1763,37.5112,25.8286,42.0617,26.62,23.6391,45.7159,21.8974,209.1094,67.8996,21.0037,55.1682,42.9217,52.6998,36.7142,8.8606,28.1696,62.8467,34.4595,25.6008,12.8303,34.0881,66.689,53.3564,46.2088,32.2036,21.1632,24.556,41.5642,57.9513,35.1597,24.2332,46.326,40.0488,47.5019,14.4092,34.0947,38.1019
21,78.0688,14.7974,41.5355,37.2298,157.9213,414.996,36.5176,45.8924,61.7134,13.5298,40.1127,63.3375,35.178,25.0639,21.8593,74.534,40.2036,12.7057,52.951,18.5746,94.1136,28.0128,37.9074,26.3115,42.2325,26.7429,23.6887,45.4028,21.6418,210.1307,67.6295,20.7459,55.0772,42.774,52.8067,36.8885,9.0817,28.0935,62.8542,34.2461,26.3097,12.8051,33.9926,66.7498,53.1483,46.301,32.2983,21.3387,24.5853,41.9725,58.6546,35.0886,24.2431,46.6313,40.1408,47.43,14.5581,34.7136,38.1967
22,78.1151,14.767,41.3092,35.822,157.8496,418.2885,36.5724,46.2477,61.7792,13.4946,40.2836,63.6758,35.3408,25.0236,21.8584,74.5865,39.7244,12.6462,52.9218,19.0998,94.3092,28.2624,38.3122,26.5057,42.3077,26.5404,23.8117,44.8174,21.5443,209.7149,66.5487,20.8206,54.7502,42.4674,53.0396,36.8457,9.24,27.8282,62.6798,34.5085,25.8695,12.6771,33.9313,66.5999,53.0944,46.584,33.0173,21.4685,24.4966,42.0652,59.0485,35.4257,24.3357,46.8108,40.2334,47.7711,14.5859,34.5169,38.2519
23,77.9804,14.812,41.3623,34.8658,157.2221,413.7457,36.3536,46.3878,61.7188,13.4343,40.0869,63.8488,35.3637,25.1225,21.6645,73.9694,39.4752,12.683,52.2678,19.1115,93.7784,27.8204,38.4711,27.1135,42.276,26.4222,23.9747,44.7014,21.5727,210.2451,66.4361,20.8302,54.5038,42.2424,52.506,36.7985,9.3285,27.8008,62.0769,33.9663,25.9393,12.6805,33.8819,66.7814,50.9152,45.371,34.586,21.511,24.4938,42.0742,58.7292,35.533,24.349,46.3684,39.9663,49.3669,14.4782,34.3435,38.3694
24,77.8247,14.9358,41.5679,34.6138,157.1187,412.7948,36.4803,46.4721,61.45,13.5333,40.3423,64.0583,35.8405,25.3079,21.6198,74.4651,39.3463,12.6612,51.3774,18.9714,92.9386,27.1954,38.458,27.1228,42.4049,26.4185,24.3134,45.1528,21.626,211.4985,66.3655,20.5379,54.6958,42.1714,52.6322,36.7078,9.5136,27.9136,62.0508,34.0539,27.3774,12.8004,34.039,66.8339,50.6151,45.154,35.3709,22.0879,24.4336,41.998,58.5419,35.2749,24.3439,46.4027,39.8586,50.3768,14.5005,34.3593,38.5245
25,78.1272,14.9779,41.6479,34.6998,157.8472,411.1074,36.6517,46.6242,61.7869,13.6901,40.642,64.7885,36.7604,25.4336,21.6262,74.8128,39.3634,12.7316,52.2254,19.2228,91.5413,27.1222,38.5569,26.9173,42.5454,26.3443,24.3569,44.9522,21.634,214.9026,66.2692,20.62,55.1302,42.5162,52.8334,36.847,9.6708,28.0515,62.3279,34.3871,27.0249,12.74,34.1959,66.6167,50.4623,44.9295,35.7445,22.3794,24.7552,42.4314,58.3575,35.487,24.3814,45.9353,40.1009,50.5399,14.558,34.5525,38.8881
26,77.0002,14.7262,41.4625,34.8881,157.9145,408.4749,36.2422,45.7329,62.9961,13.3989,40.3467,64.5919,36.1357,25.4415,21.7322,74.4307,39.2755,12.8329,50.8536,19.0009,91.464,26.7363,38.4206,26.7643,42.6349,26.0458,24.026,44.4427,21.4258,214.8393,65.7444,20.276,52.9919,41.5378,52.1166,36.3494,9.4416,28.0482,62.2023,34.5085,26.5532,12.6599,34.0369,65.4688,50.3418,44.2768,35.2873,21.9226,24.5636,41.9304,57.7704,35.0696,24.2889,45.6129,39.7949,50.2412,14.6374,34.7818,38.5269
27,76.7386,14.4461,41.1244,34.7309,157.0529,404.3221,36.1462,45.0242,64.482,13.0936,40.0399,64.1785,35.5663,25.2551,21.7829,72.5728,38.9183,12.8386,50.0439,18.8081,89.5447,26.4883,37.956,26.5989,42.5046,25.9376,23.6739,44.3,21.3284,213.7416,65.3394,19.8299,51.9656,41.0822,51.6741,36.0328,9.1693,28.1255,61.7778,34.0455,26.266,12.5643,33.8175,64.3824,50.1218,43.7784,35.1979,21.5708,24.4963,41.7237,56.9459,34.7555,24.0447,45.2975,39.5164,49.7463,14.6703,34.6559,37.9004
28,76.249,14.0949,41.3466,34.6331,156.6563,406.4359,36.1422,44.7759,64.8579,12.9339,39.759,64.1213,35.3604,24.9279,21.503,71.3624,38.6376,12.8317,50.9654,17.4563,89.2181,26.5277,37.8623,27.4007,42.5008,25.9024,23.6176,44.4698,21.1488,213.2396,65.0697,19.1255,51.324,40.824,51.2091,35.8803,9.2534,28.0903,61.5886,33.783,26.0112,12.491,33.826,64.5136,49.7972,43.0259,34.4873,21.6251,24.2315,41.5654,56.2763,34.5861,23.864,45.4213,39.2668,48.9156,14.5955,34.4737,37.9405
29,76.4711,14.1302,42.457,35.3597,156.4175,407.3892,36.5428,45.4616,64.597,13.1055,41.0235,64.3914,35.7281,25.1664,21.6659,72.4512,38.8185,13.1325,51.9635,17.2765,90.679,26.0564,38.3509,29.1297,42.7756,26.0574,23.7804,44.908,21.2065,215.0588,65.3502,19.2202,51.7515,41.1588,51.7174,36.2746,9.3376,28.2954,62.2936,34.2068,26.1043,12.581,34.2188,65.7985,50.8762,43.1099,34.9405,21.6498,24.4843,41.9647,57.4478,35.0011,24.0477,45.9467,39.6292,49.2987,14.5943,34.8206,38.2046
30,74.6675,14.1759,42.2709,35.1668,156.68,406.9381,36.4378,44.8123,64.8765,13.0117,40.9893,63.7891,35.5256,24.993,20.8901,71.9341,38.2068,13.0424,52.7891,17.7655,89.4714,25.8849,38.4124,29.1305,42.6065,25.9821,24.0399,44.3924,21.0256,211.6419,65.1725,18.8031,51.4005,40.7645,51.5439,35.8682,9.208,28.146,62.3776,33.7557,26.3927,12.4575,34.125,65.4951,50.6562,43.1422,34.4561,21.4536,24.4,41.6274,57.338,34.4807,24.1574,45.6655,39.6719,48.1578,14.5032,34.4062,37.9147
31,73.8777,14.3051,42.7536,34.8872,157.3194,406.4471,36.459,44.8842,65.5525,13.2069,41.1245,63.9511,35.816,25.2431,20.8207,71.1978,37.5138,13.0366,53.1924,17.9455,87.2948,25.8181,38.4563,28.6926,42.9544,25.8285,24.1278,43.9548,21.247,212.2713,65.4408,18.8755,51.5606,40.702,51.7289,36.0565,10.0326,28.1943,63.4573,33.5795,25.9207,12.462,34.2836,65.8667,50.3648,43.8472,34.5914,21.4677,24.5408,41.7091,57.014,34.5145,24.3137,46.2679,39.8197,47.7483,14.5977,34.3148,38.0066
32,73.6002,14.3074,42.7314,34.5087,157.9169,406.3325,36.411,44.7094,66.4855,13.3032,40.6603,63.9738,35.5164,25.1187,20.8522,70.3385,37.3848,13.0224,51.693,17.7058,87.5354,25.2872,38.658,28.1317,42.8999,25.6949,24.361,44.4383,21.2124,211.0111,65.1096,18.9305,51.5995,40.8906,52.0917,36.1991,9.9053,28.1351,63.287,33.2989,25.9795,12.4021,34.4227,65.698,48.6592,43.4043,34.5782,21.3359,24.5089,41.6511,56.9311,34.5364,24.4571,46.246,40.7048,47.3926,14.6011,34.2044,37.8052
33,74.3817,14.4202,42.7261,34.9196,157.629,405.8199,36.495,45.4083,66.0477,13.4186,40.6667,64.6449,35.7529,25.0192,20.801,70.6758,37.4282,13.0884,51.7555,17.8187,87.4152,25.2441,38.8651,27.34,43.2197,25.7657,24.654,44.9117,21.5693,212.1487,65.6095,18.6681,51.9308,41.1422,53.2704,36.6211,9.9663,28.196,63.4748,33.2671,27.0266,12.4547,34.7524,66.4085,49.1478,43.2043,36.0253,21.6011,24.5861,41.7044,56.9808,34.8757,24.6423,46.6574,41.699,49.0725,14.7358,34.2137,38.1905
34,74.7166,14.4184,42.6909,35.0043,159.2756,402.1934,36.4266,45.5872,64.7511,13.2911,40.7436,64.5534,35.5056,24.9982,20.7596,71.1713,37.1694,13.1158,51.5861,17.7142,88.3515,25.72,38.9835,27.2148,43.1151,25.652,24.5524,45.1292,21.8503,211.1835,65.5048,18.6913,51.5592,40.8108,53.7087,36.4267,9.931,28.3039,63.5006,33.5341,27.4842,12.6181,34.7735,66.416,48.2359,43.7466,36.4859,21.5243,24.5012,41.6055,57.2625,34.9107,24.5375,46.9544,41.9566,49.6571,14.8627,34.2069,37.9285
35,75.2291,14.4548,43.2164,35.2128,161.2717,398.5265,37.0926,46.2473,63.6219,13.4633,41.0801,64.8594,35.7851,25.0858,20.8699,71.4582,37.8588,13.2804,53.3619,17.5736,88.9321,25.6777,39.3208,27.2659,43.7615,25.9204,24.7884,46.1399,21.7928,212.4091,65.5018,18.618,52.4638,41.1433,54.0275,36.6209,9.9562,28.5347,63.8506,33.947,27.1665,12.7288,34.9483,66.8449,49.7438,44.515,36.5484,21.872,24.6712,41.8688,57.9442,35.3679,24.6916,47.2237,42.4459,50.0255,14.9852,34.284,38.0526
36,75.8355,14.435,43.4258,34.9997,161.095,399.9556,36.8413,45.7643,62.0248,13.3629,40.0264,64.7271,35.5316,24.9048,21.0039,71.7402,38.3752,13.2647,56.0644,17.8915,88.2002,25.5201,39.6759,27.0153,43.6004,25.8723,24.5752,46.0366,21.4391,212.178,65.2904,18.5666,51.8924,40.8616,53.9155,36.3978,9.5776,28.5366,63.7876,34.1079,26.3914,12.4669,35.2826,66.1674,48.7527,44.0364,36.7516,21.4006,24.4529,41.5628,57.4045,35.1443,24.4636,47.3016,42.0833,50.5116,14.7796,34.5023,37.8431
37,76.693,14.7281,43.6476,34.956,159.9704,405.7287,36.8624,45.1953,61.7993,13.279,39.9273,65.3342,35.0824,24.802,21.1185,71.4344,38.4804,13.3248,56.3446,17.6622,89.6463,25.743,39.8109,26.527,43.5527,25.7965,24.4272,46.1742,21.4691,214.0885,65.4814,18.4353,51.49,40.8001,54.1332,36.0933,9.4371,28.752,63.7288,34.6583,25.654,12.3011,35.6206,66.2361,48.8488,44.0047,36.1377,21.1236,24.6801,41.5901,57.2017,34.7942,24.3848,46.968,42.0341,49.8098,14.7473,34.8692,37.3562
38,76.551,14.612,43.6955,34.9114,158.4066,403.7413,36.7424,44.4058,61.9313,13.116,38.881,64.9385,34.4592,24.7177,21.2253,70.985,37.6503,13.3416,55.6445,17.3412,90.9916,26.156,39.97,26.2891,42.9929,25.8072,22.6873,46.0035,21.1787,213.3686,64.8507,18.3567,51.4925,40.5814,53.4945,35.545,9.222,28.7734,63.0391,34.5464,24.09,12.1395,35.6627,66.1837,48.0364,42.5556,36.3458,20.5756,24.5106,41.4825,56.5001,34.4022,24.0703,46.6154,41.3227,50.7918,14.6718,34.5477,36.462
39,76.5456,14.4404,43.9398,34.3064,158.2063,398.0263,36.6762,43.7666,61.2095,13.1699,38.3502,64.6336,34.4281,24.6317,20.9965,69.566,37.2517,13.3735,55.5364,17.249,83.9205,26.7138,39.7584,26.1453,43.0884,25.8717,22.1499,45.3114,21.0825,211.1076,64.6644,18.0521,51.5324,40.979,53.3632,35.4132,9.199,28.4321,62.9443,34.4794,23.8634,12.2076,35.6004,65.7422,47.7107,41.5812,36.1156,20.7875,24.42,41.4296,52.0249,34.4131,24.1455,46.5182,41.5083,50.4562,14.6808,34.7916,36.6346
40,75.961,14.3434,43.4499,34.0299,155.4343,391.1904,35.9796,43.301,60.3646,13.0696,37.9575,63.5895,34.1051,24.4285,20.4666,67.769,36.599,13.204,55.1997,17.2053,73.502,27.3256,39.0721,26.3927,42.4255,25.5037,22.1542,44.5474,20.8394,208.4596,64.0191,17.3041,51.3063,40.581,52.9525,35.1724,9.3726,28.4307,62.5799,33.9169,23.798,12.308,34.8505,64.9691,47.41,41.1084,35.4293,20.6858,24.1115,40.876,52.7156,34.0564,24.0099,45.9637,41.1027,49.5505,14.3244,34.4642,35.9738
41,76.3105,14.5984,43.5059,34.3154,154.8899,386.8712,36.3185,43.7386,60.7219,13.2765,38.174,63.9788,34.4152,24.1585,20.5425,67.7068,37.0397,13.3056,55.8546,17.1597,72.4205,26.8921,39.0486,26.9108,42.6353,25.615,22.4153,44.5811,20.9305,208.427,63.8108,17.7025,51.7156,40.9126,53.2749,35.6037,9.2637,28.5401,62.7486,33.9118,23.0526,12.3343,34.9456,65.5931,47.6904,41.5176,35.6916,21.0869,24.1603,41.2008,53.1478,34.7483,24.131,46.0885,41.3664,49.9986,14.3629,34.4652,36.5386
42,76.3107,14.6268,43.945,34.6329,154.3686,390.3062,36.3774,43.9704,60.7924,13.3596,38.3922,64.3563,34.7765,24.5319,20.8545,67.1907,37.2354,13.3604,55.9847,17.4245,72.5941,26.695,39.0833,36.7848,42.9973,25.6856,22.949,44.9751,21.6304,209.305,63.7272,17.9713,52.5992,41.1533,52.7157,35.8902,9.5221,29.4169,63.5545,34.2334,24.012,12.5735,35.1379,65.7586,48.1408,41.2611,36.7623,21.1004,24.2024,41.4096,53.7943,35.1135,24.4361,45.5561,41.2473,51.3208,14.7062,34.8934,36.7861
43,76.7667,14.8851,44.9438,35.7776,156.2129,394.0827,36.8708,44.8859,61.8425,13.6676,39.5267,65.4154,35.2624,24.9744,21.4423,68.5502,38.1254,13.4083,57.26,17.6418,73.1795,27.5541,39.7535,37.055,43.8545,26.0033,23.0279,45.572,22.2445,211.8781,64.7386,18.7139,53.9184,41.8794,53.4713,36.6457,10.0375,30.1412,64.3669,33.841,23.874,12.7753,35.6633,67.1161,49.5069,42.0083,37.6434,21.7355,24.4709,41.4167,55.8664,35.6688,24.8086,46.1255,41.6675,53.1815,14.9644,35.7497,37.6152
44,77.6143,14.749,45.0894,35.8343,158.0585,394.7646,37.294,45.0152,62.0549,13.8287,39.1955,66.0058,35.564,24.9114,21.5618,68.9325,38.5581,13.3593,57.8088,17.7224,75.5215,27.879,40.6878,37.4939,44.2247,25.9243,23.1373,46.1818,21.728,212.5183,64.9355,18.5823,54.1504,43.1166,53.96,36.7911,9.9965,28.8616,64.4761,33.397,24.5135,12.5922,36.0412,67.0557,50.0079,41.6839,36.344,22.2541,24.3682,41.9506,55.7367,35.7067,24.9662,46.6304,41.8196,52.03,15.072,37.0471,37.5198
45,76.9078,14.6776,44.961,35.5043,157.5193,394.7161,36.769,44.3951,61.5367,13.6261,38.3324,65.803,34.882,24.8424,21.4201,69.893,37.4593,13.2611,57.2709,17.5117,74.8256,27.5252,40.5513,37.6503,43.8732,25.6706,22.7905,44.2333,21.614,210.7462,64.6299,18.5967,53.5563,41.7281,53.2073,36.2957,9.9888,28.8214,63.7732,34.8564,24.8393,13.0306,36.0346,66.5772,50.2251,41.894,36.1606,22.1384,24.1413,41.6245,54.9964,35.6215,24.8311,46.2909,41.4568,52.3367,14.994,36.2716,36.92
46,76.1045,14.3916,44.9363,34.7182,156.4488,393.5326,36.2258,44.1826,60.4133,13.3892,37.1249,65.0194,34.0171,24.8294,21.2823,69.649,37.1816,13.1401,56.336,17.1138,73.5771,26.8254,40.4127,36.6075,43.2144,25.0809,22.3855,42.8747,21.5012,210.3211,63.6475,18.3486,52.7486,40.7071,52.7218,36.0828,9.6817,28.7615,62.5739,35.0597,25.6022,12.9136,35.5903,66.0265,49.6128,41.8389,35.2522,21.4894,24.0636,40.7471,54.4304,35.5075,24.5726,46.1017,40.734,52.2819,14.8168,35.9407,36.8332
