,ACN,ATVI,ADBE,AKAM,ADS,GOOGL,APH,ADI,AAPL,AMAT,ADSK,ADP,AVGO,CA,CSCO,CTXS,CTSH,GLW,EBAY,EA,FFIV,FB,FIS,FSLR,FISV,FLIR,GPN,HRS,INTC,IBM,INTU,JNPR,KLAC,LRCX,MA,MCHP,MU,MSFT,MSI,NTAP,NFLX,NVDA,PAYX,QCOM,RHT,CRM,STX,SWKS,SYMC,TEL,TDC,TXN,TSS,VRSN,V,WDC,WU,XRX,XLNX
223,81.0895,18.1103,59.4435,47.5458,253.94,556.1768,44.1187,50.6525,81.2528,17.4164,49.5574,80.1658,52.5422,33.4048,21.6616,61.0676,49.2715,17.6313,55.051,23.8484,89.5432,57.6988,52.4778,55.1307,58.3597,29.5032,31.7931,69.0035,25.502,182.917,83.209,21.7151,63.9963,54.3251,81.268,44.2788,21.7357,37.0169,66.9718,40.3873,54.2502,15.7352,45.4273,73.0702,55.9445,54.9144,56.0651,28.2009,22.8944,54.4154,44.3846,43.4187,33.0783,59.2406,54.5456,82.4311,17.1101,48.6028,45.2344
224,82.079,18.106,59.6824,47.2355,254.8729,616.6875,44.1982,50.7278,80.7701,17.4236,49.5167,80.6283,52.7564,33.4769,21.7963,61.0382,49.573,17.7189,54.1073,23.727,89.4347,57.8749,52.5574,55.7852,58.7809,29.6922,31.9865,69.6375,25.6447,184.7422,76.423,21.91,64.1323,54.3859,81.9727,44.391,21.917,37.4133,67.2589,40.3804,54.0593,15.73,45.5739,73.4738,55.6703,54.8756,55.9088,27.9942,22.9517,54.636,44.85,43.5795,33.5005,59.6721,54.9246,83.0007,17.2264,48.9141,45.1729
225,82.7178,17.9046,59.5383,47.0413,257.9432,558.822,44.1801,50.7619,80.1258,17.4265,49.5897,80.7686,52.8797,33.4728,21.9667,61.7273,49.6066,17.7766,54.224,23.623,89.3399,56.4765,52.8261,55.6405,58.7783,29.7591,31.9585,70.138,25.6105,185.4581,76.287,22.1487,64.0182,54.209,82.6894,44.2691,21.6835,37.3616,67.401,40.7237,52.8726,15.7224,45.6588,73.8787,57.0194,54.5423,55.9353,27.8825,23.0315,54.684,45.0761,43.713,33.2446,59.5222,55.0267,82.9849,17.2002,48.7837,45.3076
226,81.8649,17.8237,59.5366,46.9687,259.085,557.4123,44.3226,50.7726,79.2341,17.4958,49.5797,80.9445,52.631,33.5627,22.2385,62.6536,49.9438,18.5398,54.0282,22.9245,90.1475,54.2,53.2246,55.9196,58.8066,29.7303,32.1632,69.7608,26.0801,186.0836,76.6026,22.5326,64.0431,54.4469,83.4405,44.4977,21.3961,37.1767,67.3476,40.9557,52.0122,16.1455,45.6031,73.6229,56.0126,54.9063,56.5373,28.2472,23.376,54.4685,44.6173,43.8164,33.228,59.2378,55.1514,83.5322,17.2232,48.5407,45.5869
227,82.1314,17.8198,59.7795,47.1593,262.7043,558.3512,44.5586,50.9352,79.9579,17.623,50.2026,80.9223,52.9447,33.668,22.3679,63.1143,50.3314,17.8166,54.6466,23.0671,90.8279,54.4671,53.5921,55.506,59.0799,30.0709,32.4772,69.8674,25.9418,187.3761,76.3478,22.5926,64.4237,54.4558,84.6401,44.6978,21.7766,37.396,67.4428,41.1627,52.3752,16.0115,45.5883,74.0457,56.02,55.145,56.0955,28.5271,23.5186,54.966,45.4894,43.91,33.2773,59.6665,55.5415,83.775,17.2153,48.6971,45.9015
228,81.1354,17.9026,59.214,46.5995,260.748,554.9661,43.9904,49.3025,78.6643,17.5205,49.2365,79.596,52.1838,33.1414,21.9299,62.3353,49.5914,17.6475,53.8112,22.452,88.9943,54.5792,52.9559,56.5365,58.2442,29.2087,32.5892,68.4836,25.6426,185.5937,75.7013,22.4727,63.1719,53.9743,83.2118,44.1675,21.5462,37.0874,66.1739,40.505,51.6328,15.7594,45.1061,73.3374,55.5584,54.76,55.4095,27.4239,23.3608,54.0929,45.0839,43.047,32.7764,59.803,55.1209,82.9252,17.0674,47.3846,46.1568
229,81.4727,18.2215,59.3392,46.5907,264.3721,555.3599,44.0397,49.5198,77.9068,17.5818,49.057,80.954,52.5808,33.1525,21.9928,62.5514,49.3647,17.8798,53.4627,22.7624,88.3917,54.9585,53.2702,56.7887,58.1479,28.939,33.2457,69.2015,25.7688,186.5732,75.9279,22.719,63.4389,53.964,83.0605,44.5042,21.0919,36.888,66.3274,40.394,52.2091,15.712,45.276,72.7744,55.78,55.1323,56.4097,27.6507,23.231,54.4835,45.1695,43.2996,32.8448,60.1717,55.3074,83.003,16.9785,47.9335,45.6783
230,80.8007,18.2739,58.2928,46.1177,260.4678,557.0858,43.7152,49.3546,77.2852,17.3194,48.5889,79.8904,52.7215,32.9211,22.0804,61.6638,48.8803,17.8297,51.7271,22.4077,88.2032,55.8267,53.2768,52.0439,58.1565,28.9778,33.003,69.0119,25.5392,187.1519,75.7693,22.7561,63.9333,53.3414,82.8521,44.5243,20.853,36.2746,66.0722,40.2272,51.1819,15.9887,44.8625,72.8101,56.3898,54.3908,57.1251,27.6341,23.0926,54.4056,45.4647,42.9883,32.8115,59.5509,55.161,83.2905,17.0479,48.2581,45.4926
231,81.4784,18.254,58.5869,46.8131,254.3116,566.9767,43.9423,49.53,78.2093,17.3766,49.5842,80.7488,52.8481,33.3385,22.3143,60.0688,49.5614,17.8812,53.3871,23.125,89.1773,57.8566,52.9294,52.8688,58.37,30.5614,32.6126,68.4612,25.6084,189.2736,76.8268,22.8205,62.4294,53.8759,83.657,44.7741,21.8487,36.3564,66.2372,40.5675,48.8433,16.1129,45.1558,73.0558,57.1601,54.8894,58.6103,27.8204,23.3841,54.7994,45.6558,42.8401,32.9925,60.9213,55.3636,85.507,17.4144,48.7255,45.5623
232,82.1665,18.2442,59.5444,48.2162,258.3807,571.7225,45.1468,50.4432,77.6369,17.6429,50.4013,81.0242,53.4616,35.8328,22.3611,61.1331,50.1376,18.5033,52.9233,23.2892,89.6047,57.9836,54.2218,53.0822,60.3798,33.5717,32.9338,68.8588,25.4672,188.4595,76.332,22.8834,62.8259,57.9836,84.5718,45.8227,23.9605,35.9549,67.9238,41.7126,49.2085,16.8426,59.6615,73.4078,56.9921,56.8826,60.3309,27.9272,23.5781,57.0657,46.0385,43.4274,34.7513,61.8928,55.9484,88.7468,17.7498,51.093,46.4114
233,82.7277,18.3343,59.157,47.5738,260.4161,566.1864,44.5242,49.3985,77.1774,17.4047,51.1793,80.8659,53.127,33.7141,22.0828,60.7797,49.7617,18.0238,52.1416,22.8566,88.128,57.6531,53.0493,52.1668,58.6314,32.5977,33.6305,68.3123,25.3591,187.7131,76.6977,22.7633,62.7826,62.4296,84.1317,45.1962,23.4187,35.5988,66.3966,40.6889,48.2607,15.8434,44.6138,73.9048,57.3939,56.2985,58.1107,27.699,23.4119,55.5434,45.6223,43.0993,32.8525,61.2293,55.6286,85.3854,17.1318,48.0197,45.7665
234,82.8977,18.1697,59.3491,47.9619,327.9678,564.3751,44.5402,49.411,76.2638,17.4291,51.182,80.3507,53.3609,33.8917,22.1539,60.1029,50.1661,18.2363,51.5885,22.9112,88.2839,57.8202,52.9721,51.9396,58.2798,32.2438,33.9729,68.7659,25.6171,187.1631,76.2417,23.2336,63.2447,54.8067,83.5893,45.0949,23.5833,36.1612,66.2191,40.4332,47.5985,15.7153,44.4068,73.7575,56.5958,56.5611,58.2537,27.6529,23.5174,55.4281,44.4126,42.944,32.5729,61.2756,55.2288,85.4643,16.8146,47.9389,45.6563
235,81.5058,17.9508,58.6822,46.4143,252.446,564.4951,44.6992,48.8381,76.2135,17.3429,51.9876,79.2489,52.5475,33.4459,22.4439,59.151,49.2873,18.0911,52.1997,22.3272,91.9816,56.7808,52.3033,49.8607,57.608,32.2194,34.9971,68.359,25.6951,184.6232,75.166,25.3851,65.2039,54.7878,82.0181,45.1273,23.6699,35.1952,65.5538,39.8092,48.3075,15.5368,43.4069,73.1785,58.4139,56.4846,58.9709,29.1379,22.4764,55.4528,44.4229,42.1904,32.1896,60.4948,55.2614,85.2004,16.5357,48.728,45.1704
236,81.8964,17.4676,60.0368,47.0922,254.4138,571.9024,45.7942,49.7382,83.1491,17.5543,52.2287,79.7192,54.9593,33.7909,22.3865,59.5811,50.8575,18.3483,52.8368,22.224,94.1656,57.0986,52.5755,51.1016,57.9509,32.5092,34.84,69.0048,26.3942,185.5324,75.9215,25.4032,63.8139,55.7964,81.8371,45.8564,23.5791,35.5436,66.2858,40.087,48.209,15.7384,43.8059,73.2696,58.8363,57.0862,59.9692,28.9638,22.2614,55.4539,45.3897,43.1777,32.3207,61.1193,55.3471,87.1324,16.6148,48.9476,45.9536
237,83.5155,17.3706,61.4092,48.8451,255.4004,575.3262,45.8828,50.0711,79.6483,17.8947,53.3154,80.1776,57.869,34.2079,22.8137,62.3503,50.3995,18.4704,53.7078,22.176,97.1716,57.7562,52.4321,52.1185,57.8334,33.4534,34.9971,69.9378,26.7926,187.8238,76.768,25.7775,63.8966,56.0051,82.6091,46.2078,23.484,36.5847,65.8615,42.5705,46.6734,15.9874,43.6981,74.3323,59.4994,59.0848,60.8818,29.1193,22.6773,55.5761,48.0215,43.4429,32.7186,62.3009,55.8901,88.6439,16.5937,49.5855,47.319
238,83.8268,17.384,61.6079,48.675,255.206,577.8704,45.8628,49.9994,79.2461,17.7009,53.4369,79.9373,55.8067,34.104,22.7743,61.7205,50.2333,18.5249,54.0999,21.6121,97.6142,57.4783,52.5312,52.6718,57.4949,33.2293,34.8026,70.3147,26.4378,188.1644,76.8748,25.8301,63.1088,55.2775,82.5654,46.2106,23.1116,36.7929,65.7913,43.4439,47.1734,16.0366,43.8873,74.6036,58.9816,59.2729,63.3156,28.9338,23.1806,55.6441,47.1664,43.4202,32.5018,61.7794,55.4969,89.0508,16.6879,49.9663,47.1333
239,84.3622,17.0106,61.2718,48.7337,256.0606,577.4031,46.0082,49.5704,77.9964,17.5566,53.457,80.0648,56.0644,34.2511,22.6785,60.8194,49.8253,18.6728,53.4113,23.9769,97.1106,56.9422,52.5891,52.1616,57.2689,33.4681,34.6025,70.4131,25.8896,189.1279,77.101,25.8368,62.7098,54.448,82.1149,46.4429,22.8761,36.5354,69.7041,44.1633,47.2308,16.0499,44.0423,74.706,58.7034,59.5457,60.7405,30.7533,23.2161,55.8231,47.3108,43.4452,32.2542,61.6145,57.1986,88.6215,16.4973,49.0876,48.0916
240,84.7253,16.8197,60.9846,48.786,255.4269,580.1627,45.5346,49.9294,78.0886,17.5883,53.4606,80.28,56.0896,34.3212,22.8238,61.1151,49.5133,18.7253,53.8183,24.2954,98.1969,57.6991,53.0818,51.226,57.1273,33.6407,34.4656,70.5734,25.511,187.8866,76.4958,26.0971,62.6279,54.4165,81.9813,46.3034,22.7897,36.3129,67.1767,44.965,46.4482,16.0167,43.8932,75.314,59.2393,60.8983,61.5395,31.0083,23.263,56.1772,46.9701,43.743,32.1348,61.9584,58.134,88.7674,16.2511,48.7203,47.5381
241,85.3618,16.7441,62.4547,49.0701,260.5889,582.1188,45.3794,50.3777,79.0734,17.6515,52.5338,80.4255,56.7593,34.6491,22.8736,60.83,50.2879,18.9611,55.665,24.2145,99.6873,57.9149,53.4362,53.2356,58.1323,34.0181,34.7662,70.5416,25.3132,181.8282,75.5015,26.0759,63.3326,55.1926,83.0598,46.185,23.3899,36.0271,64.6372,45.4457,50.4677,15.9897,43.6941,75.6639,59.2307,61.0006,61.2916,31.5549,23.4884,60.0789,46.0199,44.5132,32.1994,61.9815,58.1805,88.3571,16.2275,48.3161,48.2033
242,83.7323,16.6567,60.7964,49.2498,255.7292,579.8883,44.399,49.5866,78.8633,17.4826,51.8824,79.2989,56.1675,33.6026,22.5543,59.4974,49.473,18.8414,54.9959,23.8147,105.0282,56.2415,53.194,50.3663,57.6768,33.9878,34.4858,69.3031,25.0232,180.6908,75.178,25.9887,63.322,54.2867,82.1126,45.334,23.4686,36.075,64.9081,45.6633,55.277,15.9522,43.1686,75.5667,57.7263,58.9652,60.3501,31.2993,23.5319,59.1776,44.6774,44.1424,31.7979,62.136,57.0611,87.1354,15.9087,47.0521,48.3723
243,73.7409,16.8725,59.479,48.5467,235.1424,568.3773,42.4924,48.4955,78.6542,17.2414,50.6681,77.448,54.6788,32.9245,22.4677,59.0634,48.7373,17.4567,54.3821,23.8056,103.8558,55.1707,50.41,48.7102,56.6091,33.0281,32.0061,59.1814,24.9513,161.5208,73.841,27.5838,62.4448,52.1064,79.1312,44.3322,23.1571,36.9918,64.0944,44.5588,55.2889,15.7798,42.4129,76.6175,56.7687,53.5952,58.9719,30.9869,23.4003,57.0862,41.3207,43.3262,30.9043,60.8738,50.605,85.7643,15.0623,43.8364,47.2254
244,81.1826,16.6041,58.1173,47.7867,243.696,549.2238,42.9008,48.0843,77.0002,16.3497,49.9476,76.2055,53.7839,32.1669,21.873,57.7921,48.1182,18.3018,52.8691,24.0385,104.9979,53.1282,50.6646,48.1275,55.5203,32.1575,33.3338,68.8346,24.642,179.5941,72.2266,27.8034,61.2475,50.5042,76.406,44.0264,22.8865,35.9914,64.5633,43.5886,54.2184,15.443,41.6953,72.8379,56.1054,58.6222,57.4343,30.3419,22.9123,57.3518,43.4982,42.5411,30.5047,58.7066,54.361,84.3513,15.4968,42.987,46.3752
245,81.4048,16.7224,58.9294,48.1695,245.394,560.0707,43.0161,48.4539,72.7706,16.707,51.0118,76.8113,54.1072,32.434,21.9604,58.7126,48.2871,17.0491,53.1537,24.7778,108.6218,54.7572,50.875,49.9523,56.6128,32.6305,33.915,70.5689,24.8796,176.9676,73.6034,27.4008,61.5442,51.3267,78.4414,44.7422,22.9851,36.0836,64.3638,43.5507,56.5839,15.5316,42.1869,72.1746,57.0417,58.8385,51.7535,29.5496,23.2924,56.6296,43.8246,42.675,30.4798,59.6817,55.1397,83.382,15.8522,43.3282,46.4548
246,76.4514,16.9006,58.7148,47.7584,239.2898,556.27,42.501,48.526,71.7234,16.7515,50.169,76.7017,57.2914,32.2598,21.6991,57.6071,48.1756,16.671,52.4433,25.3723,108.1763,55.2758,48.5213,50.1352,56.503,32.0844,30.9496,70.0752,24.7618,170.052,73.5435,27.6651,61.5111,51.1413,77.7049,44.8601,22.969,36.5777,59.2099,43.0351,57.4731,16.4082,42.0948,72.4375,55.1765,63.5407,53.1444,30.0879,23.733,54.2105,42.1447,42.4802,29.2576,59.1921,44.6821,84.3299,15.1612,42.6905,46.3695
247,80.689,17.2107,59.5499,48.2473,247.9023,572.428,43.2019,48.8324,78.4086,16.7819,51.4937,77.2301,54.8542,32.3801,21.9029,52.4369,49.0635,17.3743,52.9278,26.0681,109.0956,61.6766,51.7371,51.3607,56.8526,32.6689,33.7366,69.625,24.7491,177.136,74.2026,27.8509,61.6535,51.2155,79.2915,45.2715,23.4698,36.6718,64.8719,42.9721,57.911,15.6625,42.2116,72.9273,56.6749,60.672,53.4052,30.4334,22.4036,57.6991,42.1126,42.6627,30.6285,59.5039,55.2654,86.3599,15.6563,43.712,46.716
248,79.7373,17.1975,59.1446,47.8278,242.8818,588.2606,43.4251,48.4216,78.0724,16.753,51.2756,76.6294,54.7038,32.141,21.925,56.5984,48.5798,17.2502,53.2132,26.3784,107.3284,62.0016,50.7776,50.9863,55.9872,31.8774,33.1581,69.4016,24.5492,176.7132,73.2669,26.9483,61.3482,50.7408,75.3799,44.8851,23.2177,37.6915,64.0671,42.3982,58.2854,15.6898,41.8473,73.8853,56.6292,60.7114,53.0035,30.4629,21.7107,56.8327,41.414,42.2902,30.1408,58.9663,54.1628,86.2829,15.4526,46.7255,46.5072
249,77.7969,17.108,57.8379,46.6271,236.7157,576.4106,42.2832,47.511,71.8545,16.738,49.8293,74.7319,53.6191,31.3289,21.609,53.0061,47.7963,16.9981,52.5249,26.0183,104.9596,62.356,48.9466,48.6527,55.0967,31.149,31.8346,67.3795,24.1587,172.7149,71.4262,26.4317,60.097,49.1403,74.4444,44.8549,23.1511,37.0406,62.5947,42.473,57.9066,15.8179,40.7826,73.3696,54.8144,58.7743,51.482,29.5919,20.9597,54.558,40.1163,41.8758,28.8568,57.1619,53.3689,84.3425,15.1893,42.1381,45.3163
250,77.6414,16.8995,59.2935,46.556,235.254,572.0843,42.1133,47.5599,73.9964,16.7229,50.0154,74.8566,53.7316,31.1552,21.6658,53.3083,48.2431,17.0039,52.9099,26.429,106.1072,62.5235,50.1745,48.8529,55.2521,30.9966,31.8209,66.4357,23.8111,171.7467,70.9492,26.6104,59.943,50.2673,72.783,43.4536,23.0017,36.5503,61.8777,41.5937,57.8106,15.5996,40.7486,72.6342,54.3303,60.3708,49.7979,29.6697,20.5794,54.0723,40.4187,41.0974,28.5481,55.7086,53.2011,83.2241,15.1029,41.3941,45.0055
251,77.4892,16.8508,60.4152,49.5345,233.6904,571.9648,42.4035,47.6381,73.1754,16.8316,49.8435,73.6328,53.9096,31.0848,21.9206,53.8423,46.1921,17.4175,53.3824,26.1678,103.8582,62.1942,51.2266,47.8904,55.493,30.9753,31.9519,66.8947,23.714,173.4283,70.7982,26.5542,60.7201,49.7718,72.4827,43.5357,23.1551,36.0968,62.6907,41.4182,57.6693,15.4107,40.6641,72.3646,54.5076,60.775,49.13,29.7368,20.5295,54.3895,40.6074,40.7725,28.4664,56.9674,53.5825,82.3074,14.8645,41.0768,63.5847
252,78.3172,17.3263,61.2505,56.5846,251.7368,582.9449,43.2902,48.4004,73.2303,17.0538,50.8207,73.9546,55.2375,31.554,22.4344,54.1726,47.3814,17.9576,54.1213,26.3301,106.0508,62.1816,52.0323,48.5075,54.8336,31.8631,32.3578,68.7153,23.9409,174.4401,71.1317,27.148,61.9202,50.771,74.3112,43.8795,24.2398,36.1114,63.2832,41.7828,58.2255,15.6285,40.8546,73.0134,55.3651,61.8746,49.1637,30.4166,20.4661,55.5934,42.3607,41.2681,28.9099,55.564,54.499,83.321,15.3059,41.6746,45.5065
253,79.7982,19.5225,62.5757,56.7514,263.1839,588.3281,43.2165,48.7418,74.5196,17.131,51.6563,74.6295,56.2944,31.9915,22.5665,54.8044,48.244,17.9549,54.4224,27.1904,106.5963,63.8482,53.0878,49.2477,56.0649,30.5346,32.7843,69.9151,24.0694,174.2287,71.6626,27.192,62.0867,51.4666,75.2341,43.9625,24.3849,36.3915,63.6568,42.8139,60.5038,15.7608,40.8903,74.5098,56.5839,61.2406,49.474,30.4783,20.7987,55.6801,40.1073,41.7522,29.088,52.3605,54.6628,84.1901,15.4283,41.4938,46.7813
254,80.1225,19.268,63.3205,57.5036,266.0097,587.8427,43.435,49.1734,75.3834,17.1993,52.5421,74.3236,56.0784,31.9457,22.8153,55.3575,48.039,19.2959,54.9608,26.8419,109.4965,63.8606,53.3791,50.8626,54.5161,30.5572,33.1749,70.907,24.2359,177.2234,71.3572,27.6418,62.232,51.5394,76.3885,44.716,24.9299,36.6987,64.9066,43.3953,61.1674,15.9581,40.7183,74.5812,56.4921,60.9243,50.1848,30.8361,20.9171,56.3155,41.1037,42.1924,29.4036,53.6315,55.1992,84.4461,15.6318,41.8276,46.4447
255,80.5218,19.3892,64.1608,59.2613,272.3105,592.0479,43.9184,49.6181,76.4061,17.7388,52.7845,74.5064,57.587,32.1262,22.7749,55.9116,48.6455,18.7244,55.1886,27.2249,111.2738,64.1593,53.0557,51.6316,55.321,31.1317,33.3699,71.1865,24.4483,179.5086,72.5111,27.6071,63.4121,52.6209,76.287,44.8694,24.7878,37.1484,65.0075,43.6302,61.6002,16.1635,41.1253,75.3542,57.2757,61.3882,49.5626,31.2045,21.1483,56.6188,42.9426,43.0116,29.638,53.7736,55.4783,84.7753,15.8326,42.0776,47.0998
256,81.2538,19.4868,64.7353,60.0327,276.7338,593.0567,44.1022,49.9343,76.8325,17.9391,53.4526,75.5946,58.996,32.5816,22.8133,56.3223,49.2669,18.972,54.6538,27.6605,112.2372,64.6042,53.3934,51.8794,55.6309,31.1736,33.4644,71.7356,24.5542,180.6463,69.9042,27.2426,63.7574,52.6946,76.0676,45.2917,25.0259,37.4814,65.5854,43.046,61.4357,16.6301,41.3646,76.2689,57.8762,61.5128,49.5939,31.859,21.2775,57.1044,43.0652,43.2641,29.6592,54.0766,55.9622,86.2364,16.362,42.569,48.8318
257,81.5598,19.7348,66.462,59.4802,278.049,597.6236,44.1762,50.5338,77.3454,18.5901,54.1513,75.9687,58.8182,32.9294,21.9756,56.9715,49.6706,19.0199,54.7227,27.5609,110.8364,66.3311,53.8891,52.0741,55.988,31.0388,33.4774,71.483,24.6069,181.1553,70.005,27.3945,63.9717,51.556,76.0766,45.6643,24.9409,37.6833,65.6683,40.5679,62.2678,17.4045,41.4876,76.4845,57.9165,62.5073,49.5594,32.0658,21.2886,57.0138,42.8566,43.6025,29.447,54.2916,56.0056,86.3402,16.1826,42.9335,49.6322
258,82.0707,19.7741,67.8836,60.045,279.2863,600.8722,44.1034,50.7167,77.6418,18.9582,54.399,76.1209,58.0847,33.0142,22.5737,57.1743,50.0092,19.1374,54.6438,27.5798,111.6909,67.1603,53.9078,52.9971,56.1278,30.751,33.379,71.915,24.6371,183.5927,71.2076,27.4501,65.1032,52.0549,77.0969,45.7857,24.9815,37.5937,65.6591,40.8601,62.1012,17.8017,41.6291,76.1296,58.2781,62.972,50.0579,32.0268,21.3082,57.1829,42.9799,43.8017,29.4575,54.5322,56.3743,86.6752,16.2445,43.0667,49.7625
259,82.4778,19.973,68.4897,66.5709,282.7285,604.7568,44.4028,51.0799,78.309,18.8474,54.3897,76.3156,58.2696,32.8626,22.4375,57.2438,50.0623,19.1006,55.1526,28.1995,112.0607,66.8818,54.172,55.8401,56.8434,31.2009,33.4679,73.6821,24.7122,183.4521,72.8489,27.4878,64.6803,51.6908,77.6556,45.4096,25.7142,37.5289,65.814,40.6696,62.2702,17.9049,41.4658,75.8508,58.0774,63.3804,50.0032,31.7531,20.8386,57.5028,43.562,43.8579,29.6114,55.2338,56.6613,86.7392,16.2736,43.1357,50.0703
260,83.3005,19.7906,68.2868,60.3928,282.8373,605.7653,44.4435,51.9399,77.5144,18.7932,54.8175,76.4473,57.8469,32.4793,22.3863,57.4498,50.068,18.9987,55.0841,28.1647,110.5571,68.0883,54.2271,56.5529,57.0773,31.2543,33.5668,73.0053,24.5629,184.0158,73.4524,27.2059,64.4276,51.9452,77.2677,45.0246,25.551,37.5292,65.2783,40.655,61.716,18.1293,41.6654,77.4772,58.8079,63.2602,49.3698,31.4638,20.5725,57.7145,44.3507,43.9692,29.8366,55.4301,56.3491,85.8363,16.1236,43.001,50.7869
261,83.3061,19.6819,68.3006,61.1641,282.2506,602.5379,44.3782,51.6435,75.9733,19.0123,54.349,76.4947,58.6928,32.6161,22.3397,59.6875,50.1493,19.0038,54.9716,27.7984,110.4706,67.8492,54.3204,56.3766,57.198,32.1085,33.6133,72.7236,24.7438,188.7294,73.7411,27.7791,64.6766,52.154,75.559,44.9062,25.5002,37.6944,65.0678,40.0305,62.0856,18.5386,41.2811,75.9114,59.0109,62.6534,49.958,32.7938,20.4716,57.4779,44.6468,44.0588,29.8126,55.4966,55.8529,85.7053,16.0006,42.9356,50.8437
262,83.8448,20.0096,68.0494,62.6088,283.4925,603.5218,44.1869,51.3381,75.518,19.1178,55.2111,76.5335,58.6415,32.5351,22.239,59.996,51.2386,19.0284,55.2329,28.0565,110.8011,69.2336,54.493,56.3065,57.4559,32.6624,34.2475,73.0479,24.5788,183.7119,77.4971,27.916,65.2135,52.3481,75.9398,45.3124,25.0266,38.0764,65.3621,39.8945,61.8452,18.7082,41.323,75.9919,58.7127,63.953,51.0534,32.9437,20.4475,57.5317,45.9201,44.2789,30.0435,55.2935,55.9256,87.6536,16.082,43.0245,50.9977
263,84.2419,19.7415,68.9168,62.693,285.9966,608.0952,44.5759,51.2303,75.2256,19.2022,54.8873,77.0498,59.5184,32.7421,22.155,59.9436,52.2009,19.3015,56.9642,28.1325,112.3422,70.6278,54.9944,57.791,57.7875,32.9809,34.5421,72.8909,24.7182,184.1783,77.6757,27.5776,65.6843,52.6904,76.3264,45.3714,24.8998,37.8108,65.1875,40.0576,63.1319,19.2631,41.6681,75.6663,58.9867,63.78,51.218,34.139,20.8267,58.0686,45.8299,44.598,30.3018,55.0424,56.5643,88.7117,16.3803,43.2338,53.8003
264,83.3826,19.4957,68.0968,62.1311,286.4656,609.92,44.4287,50.8016,74.963,19.4871,54.5076,76.9089,58.8114,32.612,21.9386,59.9437,52.5851,19.2611,56.6847,28.0158,110.7321,69.9371,54.9561,55.9034,57.5536,33.2933,34.4347,72.5362,24.5676,183.4466,81.77,27.3676,65.1475,52.6815,76.5817,45.3214,24.2975,37.6277,68.3996,39.9344,64.6115,18.7608,43.3516,75.101,59.0063,63.6564,50.7404,34.2253,21.159,57.7094,45.4991,44.4081,32.0043,54.9839,56.8118,88.0916,16.1181,42.9006,51.7711
265,83.4491,19.5387,68.1325,61.8206,286.1985,611.903,43.7882,50.9466,74.1167,19.4447,54.6261,77.2751,61.9374,32.8815,21.8295,60.7024,51.8893,19.2522,57.3172,28.4574,113.4062,70.0704,55.177,51.9316,57.7425,33.2878,34.2519,72.4808,24.8569,184.5433,77.6474,26.913,65.5828,52.9271,77.0691,45.7013,24.376,37.5027,65.3379,40.1916,64.4398,18.7823,41.5713,75.1615,59.653,63.7919,51.7515,34.7453,21.2104,57.775,46.4585,44.7095,30.4647,55.0918,56.6175,89.0943,16.393,43.075,52.1427
266,83.2633,19.5819,69.4194,62.4505,284.3755,610.9107,43.7619,50.9357,74.9045,18.9974,55.6279,77.5445,61.2933,33.2763,21.9399,60.8011,51.53,19.4243,58.4501,28.344,113.7799,69.3831,55.7403,56.2551,57.9857,33.112,34.5287,73.7128,24.6433,185.2382,77.8051,26.9909,64.8369,51.8272,77.6687,45.5603,24.1143,37.6089,65.5687,40.514,64.519,18.5758,41.3855,74.9473,59.7411,65.3974,51.6633,34.8424,21.3797,57.9802,45.8551,44.6541,30.5247,55.2135,56.6248,88.3952,16.4854,43.833,51.9608
267,83.3806,19.4014,69.1331,61.6641,285.5074,608.9262,43.976,50.827,75.3522,18.9236,52.9389,77.8346,61.5743,33.505,21.8779,60.0767,52.0445,19.2669,59.0041,28.5,112.9622,68.5867,55.7685,56.9732,58.0543,33.9884,35.2397,73.7825,24.7318,185.2396,77.9344,26.6198,65.144,51.7495,77.977,45.5626,24.1191,38.2346,66.1724,40.4894,63.9483,18.3986,41.6384,75.2075,59.1431,63.5388,52.0961,35.6204,21.5087,58.6559,45.9741,44.9568,30.5196,55.1226,56.5811,87.0901,16.7266,44.4018,52.1307
268,82.2392,19.4788,67.6569,60.8031,271.5048,600.929,43.6362,50.5457,75.2043,18.6997,51.1889,76.7382,61.6098,33.0838,21.5447,58.6124,51.3416,18.9442,58.1286,28.1408,110.337,67.3943,54.8592,56.3112,57.5808,34.007,34.8429,73.2714,24.455,182.6024,77.7892,26.4768,64.2906,51.4557,75.9096,44.8994,24.3814,37.7211,65.5786,40.4414,63.1694,18.1331,41.2372,73.5907,57.5783,60.5769,52.0514,36.0722,21.2841,57.9696,45.2503,44.5892,30.1221,55.0515,55.3501,87.2998,16.5519,43.4462,51.6731
269,83.9831,19.7044,68.7545,62.3929,285.1669,607.4297,44.8581,51.1956,75.8101,18.8066,53.1323,78.2785,63.4506,33.4194,21.82,60.7459,52.4899,19.4143,58.9941,28.671,112.7623,68.4781,56.4181,57.3424,58.971,34.7534,35.4785,74.6851,24.6122,186.584,80.6113,26.3706,65.1986,51.0474,78.3851,46.0232,25.0134,38.3322,66.961,40.4435,64.6062,18.4914,42.2645,76.3048,60.2783,62.8982,53.108,36.73,21.182,59.752,46.2591,45.2598,30.8456,56.0379,56.1797,88.87,16.7467,44.2829,53.3123
