,MMM,AYI,ALK,AAL,AME,ARNC,BA,CHRW,CAT,CTAS,CSX,CMI,DE,DAL,DOV,DNB,ETN,EMR,EFX,EXPD,FAST,FDX,FLS,FLR,FBHS,GD,GE,GWW,HON,ITW,IR,JBHT,JEC,JCI,KSU,LLL,LMT,MAS,NLSN,NSC,NOC,PCAR,PH,PNR,PWR,RTN,RSG,RHI,ROK,COL,ROP,R,LUV,SRCL,TXT,TDG,UNP,UAL,UPS,URI,UTX,VRSK,WM,XYL
272,134.2242,143.3382,44.6847,38.6603,54.1544,36.3117,129.0254,52.3763,96.9773,61.3569,28.903,145.8749,88.8288,35.3082,83.2654,99.357,76.1902,65.6333,70.6634,39.7174,48.9097,137.6574,80.927,79.9765,46.9233,111.4121,26.1093,257.5652,95.5846,82.6675,62.0849,74.4137,63.0832,45.9528,98.4684,117.4131,166.8086,23.4156,46.304,94.4173,124.5003,65.9846,124.4076,82.8036,36.4772,101.3447,34.1843,42.6867,124.3314,81.7557,139.2132,77.9716,23.0926,117.3853,40.1511,181.1135,93.8345,47.6014,98.2157,88.7849,118.0774,62.2837,41.3585,38.5861
273,133.5459,142.5014,44.5821,39.1792,53.5554,35.5738,125.8767,52.3876,96.4596,61.0162,28.7746,143.8447,88.1869,35.1602,82.1945,99.5874,75.0534,65.0211,70.9007,39.3474,48.9828,137.617,79.7201,78.5599,45.8263,110.4733,25.9829,255.5301,95.1139,82.0953,60.9187,74.1828,62.753,45.6511,98.4379,117.7015,165.5219,23.1022,46.2351,94.2244,122.6872,65.4011,123.0997,82.3327,36.2837,100.5913,34.1647,42.3938,123.8156,81.5263,137.5242,77.5363,23.4451,116.9775,39.4252,179.6685,93.0593,47.2851,98.5099,91.828,117.5946,63.0393,41.2737,38.1324
274,132.8815,141.3769,44.552,38.8936,53.1104,36.5554,126.3353,52.3365,97.1105,60.4699,28.8412,143.7916,89.1405,35.1145,82.3044,99.9514,74.6867,64.6685,71.3895,39.7842,48.8095,137.3881,79.2893,77.6788,45.5395,109.6141,25.8946,254.8559,94.4163,82.4307,60.2479,76.0247,62.8441,45.1412,100.1414,115.3222,164.3582,23.2479,46.23,95.203,122.1834,65.9723,121.3382,81.6222,36.0177,99.751,33.9813,42.0438,122.7613,81.0108,134.8594,77.6489,23.7806,116.232,39.3595,180.1111,92.9284,46.5231,98.4995,91.0268,116.2326,64.0109,41.2198,37.9819
275,132.3699,139.0744,44.4181,37.6169,52.9256,36.5924,124.6231,52.4368,96.7221,60.1687,28.6887,142.0083,88.6851,34.5975,81.2244,98.1175,73.576,63.8842,71.5254,40.0516,48.6595,137.4551,78.043,76.3127,44.6209,109.0109,25.7313,250.8266,93.5105,81.8759,58.8678,72.7574,62.7592,44.8005,101.3118,115.2077,163.3874,23.3314,45.1866,95.9257,122.0507,65.9463,119.1888,79.9634,35.5235,99.4512,33.8767,41.7107,121.4586,79.9768,133.2953,77.0599,23.9304,115.8039,38.7745,180.0924,93.1724,47.1395,98.2911,90.8536,115.3625,63.4267,40.6699,37.439
276,124.6056,134.6746,43.7213,36.8307,48.8086,33.1403,119.1364,52.1441,90.6814,59.8471,27.873,131.0743,84.2236,33.4418,77.8882,89.3458,69.1963,59.0001,64.3523,39.9151,48.5348,136.5814,76.3289,70.7693,43.2496,107.7833,24.334,247.257,93.6465,81.3622,57.9711,72.1817,62.2599,42.2781,97.4005,101.364,157.5369,22.1749,42.7692,91.9107,115.9036,65.4769,117.4215,78.865,33.2093,95.9599,33.4339,41.1709,115.2205,79.4359,123.3292,73.9177,22.8036,115.5482,35.7158,177.4759,93.2797,37.4474,94.6756,88.4929,109.4614,62.5397,40.4431,37.0177
277,130.3391,139.7098,45.4297,36.5679,52.8032,35.3489,124.7479,51.3629,95.612,59.5572,28.4185,139.9996,87.5609,34.1867,80.1926,97.593,71.7011,62.6963,71.22,39.279,48.4539,136.9026,76.1225,74.5576,43.0889,107.8308,25.2018,246.4474,92.422,80.8353,57.2646,71.8017,62.3294,44.9235,97.0588,115.323,163.1999,22.7869,43.9704,94.5544,121.894,65.1469,116.7766,77.9104,35.3867,100.0793,33.4517,41.2067,120.2387,79.867,133.9935,77.0459,23.9426,115.4117,37.9334,181.3943,92.5799,44.7876,96.4966,90.3803,113.2473,62.3986,40.7609,36.9409
278,132.1813,141.8605,45.8185,37.1582,53.5627,35.7502,125.2776,51.1686,95.8629,59.6483,28.6277,142.7842,87.679,34.1506,81.5375,99.3364,72.5753,63.6476,71.5855,38.9836,49.794,137.88,76.7598,75.1957,43.7503,108.2966,25.4457,250.7065,93.3296,81.7638,58.1362,71.7927,63.392,45.4631,98.2843,116.8992,163.8898,22.8602,43.9395,95.7696,122.044,66.4899,119.1663,79.0103,36.0073,100.6793,33.77,41.4415,122.1818,80.3959,136.3059,78.0223,23.9613,115.3336,38.3964,181.2839,93.5632,45.2968,97.1146,91.3623,114.3828,63.2678,40.9934,36.8952
279,132.8726,142.9555,46.5008,37.5851,53.8285,35.9117,125.2617,51.0936,96.3185,60.2623,28.7357,142.9008,87.7049,34.2754,82.0005,101.1294,73.1166,63.8769,72.5931,38.9107,50.4512,138.4626,77.1847,76.4444,44.2274,109.3519,25.6265,252.3953,93.6717,81.8671,58.6625,71.3145,63.7443,44.9862,99.6265,117.9754,164.2383,23.0024,44.595,96.4538,123.6651,67.1056,119.8287,79.4305,36.1066,101.1805,34.0681,41.9586,123.077,80.8947,136.9292,78.3391,23.9753,115.1262,38.7364,182.1742,94.6177,45.7738,97.5335,91.6016,114.692,63.0299,41.2675,36.8106
280,128.0126,139.0653,45.8197,36.7854,51.9518,34.4509,120.1572,50.2083,93.6687,59.2868,27.7813,136.9831,85.3699,32.9689,80.3043,98.5948,71.5893,62.7039,70.8348,37.5858,49.6212,136.8897,75.1587,74.4614,44.4691,106.8971,24.681,248.1365,91.5202,79.5433,57.2822,70.2346,62.6852,43.8202,98.7487,114.781,159.1494,22.1557,43.6001,94.0992,122.9614,65.7454,117.3118,77.0532,35.8266,97.8562,33.4279,40.8579,120.7803,79.1309,133.097,77.1284,23.4875,114.3666,38.2157,177.9548,93.254,44.1996,95.2744,90.1754,111.1287,62.0982,39.5894,35.6527
281,132.2511,141.5368,46.139,36.6691,52.9974,35.7125,122.93,50.4723,96.1026,60.4475,28.6657,143.2236,87.7308,33.6561,81.2193,102.0566,72.5146,63.4955,71.7287,38.5818,49.5463,136.4196,76.4647,75.5388,43.4326,107.3974,25.2192,249.8205,92.8261,80.5227,58.5338,70.2583,63.9322,44.3459,99.4037,116.3309,160.1576,22.4938,43.899,96.7695,122.6096,66.8689,119.4323,78.5467,36.2888,98.7488,34.1514,41.6619,122.7937,80.0161,136.0268,78.2369,23.8038,114.7775,38.4815,181.0348,94.0278,44.952,96.6349,93.979,113.7048,62.5873,41.1064,36.2973
282,129.9555,130.4268,41.4888,36.4967,50.63,35.0706,120.7731,36.2835,92.3147,36.1273,27.531,140.0716,83.4941,30.6262,74.9075,95.0661,70.3919,62.1802,67.9863,29.4055,38.6761,133.0374,74.6207,69.6771,41.8571,100.794,24.6141,239.6343,90.3512,78.1173,55.798,61.987,62.1168,39.7005,92.0043,113.1601,150.5225,21.0813,41.4794,92.7721,117.7244,55.016,107.8656,75.5987,34.1119,95.4935,33.2363,41.1777,116.55,75.7749,126.8908,72.9503,22.3374,95.9027,37.5056,178.8769,89.2223,39.7254,91.4128,92.0619,110.9569,39.6498,38.9448,35.075
283,132.4948,138.2683,45.4273,36.4032,52.5383,36.1742,123.0243,50.7519,96.8882,59.1825,28.6607,142.846,88.5532,33.0077,80.7967,100.9198,72.5376,65.3336,70.5209,38.9299,49.1912,135.2691,76.4697,76.2359,41.2103,106.5263,25.3979,251.9953,92.1959,80.3793,58.0531,69.7897,63.9515,44.0876,98.0696,115.6462,157.9818,21.7743,44.2544,96.3144,120.8632,66.5062,119.0667,78.2679,36.5387,96.9915,33.991,42.0268,122.4077,80.0676,134.3432,78.4532,23.2838,112.9506,37.8153,182.9493,93.5588,44.3867,97.0832,92.7709,113.6892,61.6087,40.6209,35.8763
284,133.7913,139.4064,46.4582,37.6631,52.7264,36.2276,124.1126,51.2241,98.752,59.4246,29.0953,144.2475,89.1148,34.2941,81.0874,100.2844,73.8094,66.1314,70.1311,39.2228,49.2863,133.9179,76.648,77.1031,41.7011,107.8211,25.5834,254.2144,92.2893,81.0838,58.1359,70.0145,63.8184,44.1158,99.687,116.0161,160.2367,21.9185,44.2361,97.5705,121.9385,67.7288,121.1434,78.6145,36.3052,98.0421,33.8832,42.1667,123.4028,80.2294,134.5581,78.9126,23.6804,112.5648,38.7937,184.3693,93.8976,45.1062,97.6081,92.9355,114.7352,61.6272,40.6961,36.513
285,133.525,136.0376,46.1338,37.2979,52.125,35.9082,123.708,50.7925,98.4298,58.9765,28.8377,145.4266,88.6252,34.07,81.4005,99.9376,73.4909,66.2073,69.6139,38.9141,48.8573,132.9785,75.6392,76.9535,41.2166,107.3499,25.7422,252.1318,91.5436,81.0577,57.0478,69.9787,63.2658,44.2374,98.2758,117.7073,160.3832,21.9974,43.8779,96.6796,122.2994,66.9254,119.3857,77.908,37.218,97.5571,33.7918,41.9877,122.6172,79.5176,133.4911,78.4069,23.5122,112.4765,38.2103,184.8877,92.8258,44.4162,97.1706,92.4403,115.1507,61.0078,40.6427,36.1747
286,132.3221,129.399,46.1227,35.526,51.3015,37.2211,121.0743,50.4652,97.3294,58.366,28.2574,142.3142,87.3921,33.5349,80.1909,98.2611,72.3869,65.7544,68.3235,38.4642,48.232,131.6276,74.9585,75.127,40.272,106.2011,25.5481,249.5634,89.7398,79.6734,54.352,69.5682,62.7353,43.6351,97.6592,116.0169,158.3087,21.6228,43.688,95.3723,119.9306,65.8363,117.919,76.2253,35.9311,96.6067,0.0,41.204,121.2717,77.1893,132.1768,77.8176,23.0044,111.6918,37.7774,185.032,91.5874,43.5034,96.5095,90.2719,113.4187,60.3358,40.7527,35.5309
287,134.343,130.7392,45.8228,35.9408,51.4611,37.6317,125.2368,51.3789,99.311,59.4909,28.5373,146.4217,88.5618,34.0632,81.1235,99.4619,74.2032,66.8447,68.4388,39.2351,49.3829,132.3678,76.1795,76.6149,41.3668,107.6409,25.8871,250.4716,91.0934,80.7757,56.6169,70.0837,63.2571,43.905,99.6614,117.3914,160.5787,21.9339,44.2979,96.2395,121.9709,66.7781,119.3907,77.4609,36.8023,98.4477,33.7882,41.391,123.9454,79.1038,133.1983,78.6649,23.3053,112.211,38.4811,185.0296,92.1644,43.6225,97.4432,92.345,114.7872,62.6013,41.2353,36.0245
288,135.4296,132.5473,46.3218,36.5024,51.4936,38.4368,125.56,52.2516,99.6662,59.5044,28.9467,149.2392,90.052,34.5039,81.6067,99.4842,75.1299,66.8564,68.0656,39.5224,49.223,132.5307,77.8862,77.8298,42.0381,108.8465,25.9101,252.1136,92.4905,81.4669,57.2517,71.6543,63.5229,44.217,101.5791,118.0818,162.8531,22.2457,44.5234,97.147,123.3147,67.6972,120.0836,79.0568,36.9365,98.8675,34.0901,41.8563,124.8519,79.4849,133.522,79.8887,23.5471,113.197,39.2344,185.094,93.7715,44.31,97.5584,94.7222,116.4722,59.8774,41.8681,36.3708
289,136.1958,133.1426,46.6905,37.6772,52.2113,38.9229,127.5716,51.7279,99.7934,60.0148,29.0282,148.8568,91.4366,35.4327,82.2003,101.4738,75.3386,67.1545,69.3908,39.5254,49.9506,133.7294,78.858,77.3617,42.4976,109.3705,25.8453,253.3645,93.0545,82.0029,57.2716,72.5152,63.6889,44.7086,102.3639,118.672,163.2959,22.5342,44.9654,97.4978,123.5371,67.7647,121.7616,80.1622,36.8879,98.992,34.1698,42.4526,124.7984,80.161,133.9832,80.6493,23.8046,113.4389,39.6689,185.3964,93.7944,46.4824,97.3479,95.8886,117.4886,59.7477,41.8493,37.0742
290,135.9605,136.8308,47.4428,38.2078,52.8474,38.4383,128.0498,52.8397,101.8722,59.7116,29.1541,149.3264,91.6841,35.9823,85.1003,102.5107,76.5908,67.8041,69.612,39.8451,50.4461,134.7991,79.504,77.5988,42.4795,110.6191,25.9789,254.9094,93.8148,83.5465,57.7715,73.8459,64.2687,44.6122,104.6422,119.7696,164.2441,22.8604,45.3552,97.604,124.7503,68.1143,123.5436,80.6864,36.9527,99.6761,34.49,42.4752,126.0801,80.718,136.3352,81.846,24.19,113.5441,40.3783,185.9417,94.6221,47.5948,97.9439,95.3392,119.593,61.2041,41.8019,37.559
291,136.268,134.8309,47.2487,37.4285,52.6639,38.294,128.7602,53.0585,102.4085,59.091,28.9726,149.5923,92.0062,35.3612,85.46,102.4031,77.0973,68.6392,69.1136,40.2189,51.4706,135.3727,78.8171,77.9358,42.3123,110.7009,26.159,256.3469,94.0599,83.6242,58.0043,73.8628,64.322,44.5513,104.1543,119.8201,164.1464,22.9145,45.2964,97.0649,124.7273,67.4895,123.2518,80.1583,36.7877,99.9171,34.4943,42.4731,126.7263,80.7434,136.7603,81.9486,23.98,113.9707,40.0342,185.187,94.4604,46.4266,98.5178,94.5994,119.5744,60.6988,41.7648,37.4073
292,136.687,137.915,46.507,36.8617,59.3299,38.4362,128.6047,52.6038,102.5262,58.5924,28.9194,148.271,92.2207,34.8918,83.9859,101.769,76.3838,68.7938,79.5594,39.6341,51.5128,134.7242,78.3515,78.3617,42.3504,109.603,26.1533,258.8132,94.1556,84.1806,57.0401,73.5543,64.2126,44.4859,100.9115,118.2641,161.5637,22.882,44.6676,97.2615,122.1142,66.2909,122.7894,78.9687,36.9084,98.8769,34.6097,41.9669,125.3194,79.973,135.6586,81.1371,23.9267,113.2926,39.483,182.4213,94.3108,45.2183,98.4953,92.7597,119.5081,60.0892,41.9989,37.4601
293,134.9862,128.6334,45.2289,36.2939,50.6746,37.5736,126.3582,52.2337,101.1122,57.9559,28.4737,145.7073,91.1373,34.4074,82.2451,100.478,73.6112,66.7268,66.9322,39.512,50.4893,133.5129,76.6221,75.58,40.964,108.0148,25.8812,248.0811,92.2638,82.3268,55.2909,72.3254,63.0078,43.1929,100.2368,115.5009,158.735,22.1722,44.0143,96.1685,120.0307,65.0277,119.619,76.9281,35.7072,97.2007,34.4518,41.065,122.3772,78.4655,133.2358,78.6565,23.562,112.435,38.4235,178.6057,93.2135,44.3929,97.5919,86.9847,116.6709,58.5214,41.7296,36.4681
294,134.6777,126.8962,44.8463,35.1912,50.5953,37.786,124.5332,52.1546,103.3177,57.9904,28.3353,145.4737,92.7026,33.3381,82.2909,102.049,73.3837,66.5906,66.9828,39.7699,50.9917,132.8548,76.5485,76.0548,40.848,106.6528,25.7721,252.1301,91.9488,82.2154,55.1417,72.1128,62.8573,43.0563,99.4756,114.4505,156.0469,21.7758,43.3415,95.4415,118.607,65.4933,119.7802,78.0257,35.7172,96.1483,34.549,41.6581,122.7172,77.7215,133.443,79.4587,23.3523,113.6482,38.1911,176.0768,92.9019,43.3625,97.4165,87.1392,115.7734,58.8234,41.8865,36.1677
295,135.1795,126.6631,46.8041,36.2592,50.7399,38.9417,125.9262,52.7878,102.713,57.9215,28.43,147.6755,93.1322,34.1891,83.284,102.3759,74.2509,66.8451,67.569,39.7671,50.9791,133.7955,77.5399,76.8615,41.6582,107.1455,25.8075,257.2921,92.6395,83.0209,55.7763,72.4935,63.1104,43.3215,100.2009,116.1774,158.2337,21.9555,43.8166,95.9931,119.8056,66.5224,122.0691,79.5549,36.2285,98.6695,34.7362,41.7649,123.4587,78.5817,133.6516,81.0942,23.9061,113.3905,38.8422,177.4002,92.9198,43.5786,97.7237,89.9348,116.4543,59.4633,41.953,36.5867
296,134.634,124.1958,46.544,35.5603,49.9604,38.2464,124.1387,53.7995,102.2977,57.1802,28.0945,145.7395,93.447,33.6003,82.1995,100.8318,73.1976,66.2481,66.6451,39.2239,50.7928,132.085,76.1505,76.1461,40.5217,106.3621,25.7674,253.9143,91.503,82.027,55.7188,72.2489,62.7876,43.3228,98.4997,114.9706,156.3748,21.617,43.612,94.6833,117.987,65.4055,120.4676,78.772,36.0407,96.7074,34.6492,40.7429,122.302,77.0457,131.109,79.9376,23.4079,111.9304,37.5907,176.1143,91.9711,43.004,96.7077,89.1426,114.7925,58.28,41.5034,38.2729
297,132.969,124.1894,45.5669,34.3653,50.2893,37.4729,122.5494,54.6126,101.5409,56.7431,28.0488,142.5976,92.5764,32.9917,81.3152,98.9044,71.4516,65.4924,65.4052,38.8734,50.0653,131.6935,75.4486,74.7611,40.6918,105.4318,25.5458,251.7074,90.6761,81.3944,54.7211,71.9335,61.8738,42.7026,96.1766,114.1975,154.4052,21.3613,42.8866,93.326,117.3843,64.4575,119.2565,77.5355,35.5085,96.7149,34.2077,39.9397,121.0395,76.5458,130.5421,78.5918,22.9958,110.2306,37.2074,173.9825,91.1514,41.7213,96.5049,87.9355,114.2998,57.0046,41.1851,35.4599
298,132.9348,123.1805,44.9117,33.9145,50.5971,38.3735,123.0636,55.4157,102.3191,56.2426,28.2471,143.3706,92.442,31.9403,81.3804,99.4623,71.0879,65.3941,65.1685,38.8005,50.5103,131.7981,75.355,74.8273,40.3653,105.1769,25.6108,248.8819,90.7818,81.6884,55.1591,73.5934,61.8401,42.6189,97.1464,114.3079,155.7915,21.4859,43.2402,93.6219,117.7687,64.4503,120.0651,77.5842,35.2197,97.2121,34.2509,40.0094,121.4361,76.5952,129.5334,79.1676,22.6838,109.9369,37.356,173.2322,90.8756,41.1118,96.235,87.6972,114.6506,57.3757,41.2587,35.1195
299,133.2463,121.7965,44.6247,33.1171,50.4115,38.7185,123.4165,55.373,102.2396,56.1809,28.3283,141.2486,92.2096,31.4433,81.6975,101.0543,71.238,65.9785,65.7933,38.9269,49.9701,131.8522,75.6874,75.0452,40.1861,105.8984,25.7302,249.1193,91.0595,81.6398,55.1994,73.9889,61.5144,42.7773,98.5343,115.5668,156.0693,21.3955,43.2991,94.2845,117.8317,64.2352,120.7764,77.2712,35.1223,97.0513,34.2386,40.065,121.2622,76.8089,128.1917,78.8356,22.7737,109.3598,37.3676,174.9185,92.1581,41.5225,95.8665,87.7469,115.1632,57.2173,41.3022,34.8462
300,135.9834,126.3763,45.7777,34.9826,51.4457,39.8889,125.592,56.1751,102.7839,56.8911,27.5212,144.2047,93.0411,33.0431,83.1036,103.1727,72.7123,67.3651,67.2262,39.4315,50.17,133.381,77.8019,77.1437,40.8779,107.6881,26.0256,251.8347,92.8516,83.3318,57.2537,75.3152,62.8827,43.3038,100.6267,116.7021,158.5421,21.8963,43.9485,94.0964,120.2244,65.3905,123.7809,79.3082,35.8138,98.6223,34.666,41.192,124.8547,78.2754,130.2432,80.4543,23.3211,110.431,38.5599,177.7179,93.5605,43.4666,96.6753,90.9795,117.2785,57.6164,42.0828,35.4948
301,137.7347,126.2359,46.2998,35.4266,52.008,40.5729,127.6497,56.549,102.9802,57.554,28.0011,146.2015,93.3526,33.4608,84.8141,104.848,73.8578,68.2484,68.6686,39.9104,50.2615,135.3197,79.0352,77.9403,40.6785,108.9812,26.6251,252.7239,93.2584,84.1023,57.9348,75.9621,63.5813,44.1183,102.2174,117.5952,159.7917,22.0777,44.6672,96.1031,121.5325,65.5072,125.3514,79.8884,36.3674,99.8803,34.485,42.0292,126.7159,79.5294,130.7759,80.2344,23.4022,111.294,39.5432,180.243,94.0486,43.4102,97.7747,94.2042,118.6836,57.8072,42.0341,35.4114
302,138.3393,126.9526,46.1218,36.7384,51.9494,40.575,127.9634,56.9266,102.303,57.4098,28.1994,146.1926,94.173,33.745,85.6156,104.5133,73.8291,68.588,68.3626,40.4067,49.9772,136.3516,79.1107,77.3745,40.6826,109.1653,26.6222,252.0396,93.0234,84.1822,57.5738,76.002,63.6006,44.4228,102.0147,117.8429,161.2343,21.8942,44.6285,96.833,122.1865,65.7415,125.0965,80.0985,36.124,101.2628,34.5029,42.2595,127.5024,79.0979,131.095,80.4548,23.5029,111.5612,39.4686,180.793,95.5218,43.5993,98.663,93.1156,118.4226,57.4993,41.8465,35.4289
303,139.0406,127.5534,47.0612,36.2912,52.0428,53.1185,128.567,57.4968,104.8954,57.7772,28.289,147.0957,93.2266,34.9554,86.2133,106.3557,74.4988,68.7999,68.4714,42.491,50.4479,137.2973,79.0723,78.0737,41.5108,109.0726,26.6787,254.5335,93.5828,85.4665,57.9196,76.5185,64.5054,44.5817,102.1832,117.5611,158.9288,22.2728,45.103,96.9861,121.4831,66.0065,125.4455,75.8013,36.2374,100.7878,34.7074,42.9631,128.0152,78.7583,131.9656,81.3065,23.9265,111.4776,40.0265,181.9208,96.4522,45.5069,99.0783,95.4267,119.5963,57.9867,42.064,35.7585
304,138.0815,126.2139,48.067,36.9311,51.8737,41.1962,130.2424,57.7463,103.783,57.896,28.1779,147.2645,93.6147,36.7082,86.4197,106.6488,74.4583,69.1975,69.9837,40.4477,49.9276,136.4961,78.6495,77.7954,41.3082,110.7975,26.5104,255.3273,93.8024,85.5191,59.9194,76.1942,64.0591,44.5606,101.1659,117.4931,161.031,22.1314,45.2013,94.9038,121.0003,66.0559,125.3166,75.1982,36.0085,100.3741,34.8447,43.5491,127.2472,78.4073,131.9367,83.1297,24.1409,113.1814,40.1667,181.5648,95.9939,46.2614,99.4497,94.6428,119.5923,57.9411,41.9236,35.7052
305,136.3891,125.843,47.4551,37.4315,51.9195,40.8771,129.5904,57.1839,105.9071,58.1696,28.3477,148.896,93.6946,36.9205,87.7436,105.8434,74.8718,69.8498,68.8408,40.5797,49.9538,136.232,74.4351,77.3651,41.6256,110.535,26.4824,252.7916,93.7865,85.5092,59.6539,75.9223,63.5516,44.2737,101.0963,116.3698,160.5483,22.3742,45.8672,94.9328,119.2986,66.3916,124.6587,74.9415,35.7542,95.7646,34.9053,44.2055,127.7303,77.6524,131.7638,82.9115,24.2243,113.4212,39.7711,179.9091,95.5057,42.3527,98.9168,94.8851,119.0652,58.3228,42.9187,35.864
306,136.5528,123.6734,46.8431,36.4165,51.3606,40.0695,128.9019,56.3149,104.1526,57.6931,28.1142,147.3551,93.0239,36.16,85.2585,104.4331,74.1268,68.6973,69.0065,40.0822,49.2007,134.4596,73.3899,75.7476,40.4058,109.2381,26.6551,248.7887,92.8201,84.689,58.7856,75.4838,62.314,43.2098,99.4699,115.4182,160.6884,20.3406,47.5421,94.0565,118.6727,65.6308,122.6515,74.1259,35.2805,95.249,34.2611,43.1682,125.2864,76.8385,129.6453,82.536,24.0324,114.3573,39.2637,176.2704,94.4107,40.3489,97.5517,92.8318,117.4327,57.8596,43.0287,35.369
307,137.1411,122.7855,46.6094,35.7439,51.554,39.6723,127.1954,56.529,104.2189,57.6767,28.0933,145.2618,93.0226,35.9058,85.161,102.6299,74.3598,68.2248,69.084,40.4145,49.3184,134.5315,72.1234,75.1367,39.6776,107.6523,26.7084,249.3754,92.4021,84.3693,58.2974,75.7067,62.0293,42.7104,99.4383,114.4392,161.2807,20.7574,46.3021,94.0102,118.9796,65.8056,122.9776,72.8763,34.8941,95.2589,34.6376,43.3658,124.1452,76.6458,137.7517,81.67,23.8341,114.793,39.2028,174.6514,94.0155,39.0557,98.0041,90.3071,117.3667,57.5442,43.6748,35.3724
308,137.4946,123.476,46.7593,35.3182,52.1989,40.1186,127.9724,56.1273,104.9862,58.5618,28.1966,150.1903,93.849,36.317,85.9871,103.8962,72.3874,67.9994,69.8807,40.7286,49.48,135.31,72.2207,74.6517,39.8656,108.5141,26.7102,249.6622,92.5083,84.8416,58.6879,81.3527,56.7198,42.9371,100.105,124.1136,162.0326,20.3325,47.0578,94.4744,120.3161,63.6443,125.2808,73.4305,34.6989,98.1612,35.1358,43.7494,117.0087,77.1924,137.9466,81.2834,23.9864,116.0753,39.828,174.9473,94.6789,40.4921,98.2861,92.2638,117.8289,57.8474,43.9202,36.6001
309,138.4474,124.2045,46.9224,35.2339,52.3963,40.2849,128.8949,59.2897,105.4519,58.7877,28.1821,150.5746,93.4814,36.6619,86.0144,109.1754,72.4347,68.0068,70.4662,41.0045,49.8846,136.1394,72.7356,75.3648,39.7851,110.4065,26.8315,251.484,92.82,85.148,59.458,75.9862,57.1915,42.9017,100.5259,115.4882,163.753,20.2632,47.001,94.4447,121.3063,63.5922,126.2597,74.2127,35.0899,95.6905,35.077,44.465,118.4811,77.4982,138.6212,81.8187,24.1312,116.13,40.5411,177.2797,95.2135,41.0807,98.4384,93.2062,118.3383,60.017,44.3324,37.3644
310,140.5498,124.1734,47.9508,36.1928,52.8206,40.7688,128.9342,58.6298,105.2449,58.7187,27.8824,151.5586,93.0482,37.2332,86.0613,107.3489,72.8605,67.8795,70.5564,41.2414,49.7219,136.4641,73.4805,75.5035,39.8673,110.0294,26.7217,253.3148,92.4422,85.2881,59.9314,76.8073,57.9564,42.7428,100.1937,117.3352,163.4103,20.2004,47.2611,93.6908,120.9626,64.0546,126.3911,74.1881,35.1295,95.5531,35.0266,44.7805,119.9983,78.1229,138.2923,82.4478,24.3942,115.7848,39.3203,179.0191,94.6936,41.1117,98.184,94.3683,117.3111,60.0891,44.3153,36.9575
311,140.5669,124.1615,47.8179,36.4185,52.8262,41.33,129.9698,58.4904,105.1047,59.1355,27.9196,151.4579,93.0141,37.1392,86.0555,106.6015,73.0356,67.7691,71.0289,41.3959,49.6194,136.9924,74.3859,75.9494,40.5974,111.1586,26.7345,253.06,92.5092,85.4878,59.8937,77.265,57.4654,42.8334,99.709,113.5628,163.7077,20.6046,47.127,93.6648,120.8098,63.7362,125.3503,74.8708,34.6904,95.883,34.9336,44.7907,119.8009,78.2648,138.0794,82.3421,24.1643,115.6156,39.1673,179.8429,94.23,40.6737,98.6875,93.8943,116.5674,59.9499,44.1596,36.9919
312,140.1455,123.8185,47.6416,36.4238,52.7286,40.6974,131.3806,58.1733,104.4665,58.9134,27.9164,149.9823,92.5769,37.4269,85.6611,105.8281,72.7907,67.4884,70.7245,41.098,48.8579,135.783,74.5491,74.5965,41.6711,111.6306,26.5699,251.4193,92.3948,85.3626,59.5245,76.5571,56.6364,42.5235,99.0935,114.2395,164.6178,20.187,47.0449,93.3912,120.8661,63.3061,124.5181,74.7413,34.4976,96.4586,34.7818,44.1023,119.7182,79.1546,138.0002,81.7042,24.2131,115.3686,39.224,181.7095,93.8246,40.5022,107.4083,94.2373,116.6584,59.9734,43.9848,36.737
313,143.1705,122.9422,47.4377,36.8658,53.2559,41.1606,132.541,58.5874,105.4319,59.6478,28.2385,150.7368,94.2146,38.3368,86.7967,105.8233,73.7978,67.6269,71.7213,41.5159,49.1656,137.7334,74.9571,75.1957,39.498,112.9916,26.992,254.8819,93.5788,86.9343,59.4778,76.6141,57.0447,43.0579,100.3577,114.8911,166.6055,19.7754,47.9466,94.8552,122.1509,63.8908,129.4999,75.5536,34.5365,97.6893,35.4339,44.8418,128.3577,79.6243,139.5844,82.704,25.0154,117.0861,39.5403,178.6859,95.0189,40.3602,99.7481,93.8279,119.2189,59.9446,44.2078,37.5066
314,140.5219,121.245,46.9983,36.8933,52.7801,39.8947,130.0866,58.2123,104.1493,59.5144,28.0144,149.1496,95.9167,37.9008,85.7163,105.4836,72.3501,67.0012,70.7452,41.3967,48.5119,137.722,74.9674,75.0162,38.8558,111.9201,26.448,251.8465,92.4591,85.7495,58.7196,76.2437,56.748,42.7881,99.3758,114.8578,163.7896,19.6443,47.0481,94.7453,120.3746,62.6786,123.3561,74.9676,34.0033,97.2059,35.0933,44.8242,119.2631,79.1821,138.4928,82.4139,24.144,114.0616,38.8281,178.5419,94.0003,39.4465,98.4981,93.1037,116.7034,59.6736,43.8278,37.0367
