,MMM,AYI,ALK,AAL,AME,ARNC,BA,CHRW,CAT,CTAS,CSX,CMI,DE,DAL,DOV,DNB,ETN,EMR,EFX,EXPD,FAST,FDX,FLS,FLR,FBHS,GD,GE,GWW,HON,ITW,IR,JBHT,JEC,JCI,KSU,LLL,LMT,MAS,NLSN,NSC,NOC,PCAR,PH,PNR,PWR,RTN,RSG,RHI,ROK,COL,ROP,R,LUV,SRCL,TXT,TDG,UNP,UAL,UPS,URI,UTX,VRSK,WM,XYL
0,102.5892,69.6163,23.6492,,41.2699,26.8004,76.1146,60.6579,97.945,42.5123,21.6221,120.1707,92.7668,14.2576,71.088,84.5415,59.3626,57.2067,59.4267,43.224,49.9799,105.7183,52.1291,65.0314,32.6798,66.0118,22.3962,217.6442,69.7777,62.3425,52.5334,68.1705,48.4171,31.798,94.4674,76.337,87.1931,18.2652,32.2801,69.1825,65.0322,47.8367,93.3792,50.9369,28.4513,53.3462,31.3817,35.7623,90.8352,59.4641,118.9898,58.9416,11.3842,94.8294,28.9294,139.2729,66.4886,25.0979,80.6231,52.044,89.2835,54.627,35.9922,27.8578
1,102.0589,68.5852,23.7803,,41.0249,26.7389,76.9789,59.4265,96.1414,42.6711,21.6057,118.6911,92.0433,14.7122,71.0602,84.4841,59.003,57.244,56.2613,42.8721,49.7748,106.4972,51.6512,64.5881,33.0194,66.544,22.4065,216.0673,70.0077,61.9944,52.0414,68.0233,48.1064,31.7464,94.8536,76.708,87.2277,17.9085,32.4251,68.5872,65.4875,46.9273,93.6608,50.5261,28.4694,53.8265,31.7358,35.5271,90.3647,59.8455,118.3282,58.3417,11.543,97.9216,28.7667,141.6672,66.0151,25.5935,81.3079,52.0913,89.3878,54.1835,36.4607,27.278
2,102.7528,70.1732,24.2901,,41.4445,26.8105,76.667,59.6207,96.8786,42.8759,21.8579,119.2143,92.689,14.6449,71.0737,84.1518,59.0895,57.6385,55.3974,43.2028,50.6323,106.6668,52.3518,63.7229,33.4392,66.7393,22.4928,216.5996,70.5479,62.4673,53.0348,68.9826,48.0932,32.1631,94.7442,77.5446,87.8707,17.7911,32.6512,68.9008,65.9161,47.5309,94.1667,50.961,28.458,53.999,30.8189,35.4622,90.9646,60.5034,119.3235,58.4166,11.643,97.1291,29.1533,144.134,66.3906,26.1863,82.239,53.0647,90.2036,54.9061,36.1639,27.2138
3,102.512,70.3196,24.3435,,41.2737,26.6584,76.073,59.4228,96.5601,43.4032,22.5893,119.3607,93.1539,14.7358,71.2102,84.9856,59.3465,57.5353,54.9782,42.9858,50.7443,105.9331,52.3477,63.6036,33.6068,66.761,22.4233,217.4514,70.0933,62.7504,53.0458,68.4051,47.8574,32.312,94.9509,78.0925,87.528,17.7792,32.4595,70.276,66.0477,47.6219,94.3051,51.3465,28.2976,54.4178,31.3027,35.4101,90.7594,60.1771,118.8545,57.5182,11.6724,96.4911,29.4586,145.1269,66.7792,26.4151,82.5227,53.2918,89.6133,54.2905,36.3583,27.3694
4,103.3052,70.3235,24.4009,,41.7761,26.8926,76.0298,59.1401,97.1852,43.3695,22.5763,119.3937,93.5667,14.5948,71.3986,79.1526,60.0104,58.1135,54.5023,42.9154,50.9978,106.0665,52.9306,63.4703,34.3155,66.7208,22.6349,222.2498,70.4106,62.9646,53.1291,67.3818,48.1419,32.3753,95.7596,78.1829,87.317,19.9832,33.4185,71.2497,66.2959,47.9383,95.073,52.0157,28.571,54.3892,31.2734,35.3173,91.3315,59.7334,119.7039,57.6066,11.5571,96.3806,29.2607,144.6387,67.1835,25.9444,82.5157,54.5365,89.8852,54.1261,36.3932,27.9352
5,102.8679,70.8569,24.6075,,41.9191,27.2155,74.9861,58.7488,96.5936,43.4411,22.839,118.9755,91.6706,14.6687,71.5066,79.2337,61.0666,58.0296,54.0067,42.6784,51.8556,106.0838,53.4392,64.325,34.8907,66.2198,23.3163,224.9379,70.1807,63.4342,53.2095,66.9177,48.6066,32.8525,97.1022,77.9343,86.8426,20.4277,33.6819,71.9494,65.8731,47.8745,96.1021,52.693,29.1046,54.0177,31.2618,35.2512,91.6263,59.1688,119.8867,57.8084,11.5857,96.4161,29.4843,144.5984,67.5881,26.1723,82.5378,55.1352,89.3552,54.4528,36.6759,28.175
6,102.7776,71.2827,24.3432,,41.9187,27.7139,74.9651,58.3015,96.245,43.5061,22.8706,118.6047,90.8899,14.2531,71.7237,80.9085,61.1613,58.2807,54.2538,42.477,52.3167,106.4173,53.3672,64.485,34.3336,66.2768,23.3021,225.8214,70.0835,63.6172,53.2347,67.371,48.9069,33.2112,97.2345,77.871,86.9405,20.1765,32.7166,71.7642,65.8664,48.0707,96.4708,52.9702,29.1477,53.8851,31.315,35.144,90.4055,59.1627,119.8152,57.8761,11.4686,96.4477,29.3876,143.4779,67.7952,25.6202,82.6177,55.751,89.6629,54.3544,36.8484,28.4506
7,103.1266,71.3897,24.5953,,41.8841,27.8688,74.9884,57.8655,95.8716,44.3569,22.835,119.1043,90.0576,14.4241,72.4686,81.4509,61.0852,58.3819,55.013,42.4514,52.924,106.7359,53.2925,64.4602,34.0585,66.2541,23.3627,229.6898,70.1335,63.4767,53.093,67.4933,49.0989,33.5388,97.7292,77.5424,87.4597,20.0505,32.4874,71.4716,65.5715,48.087,96.0937,52.8819,28.7907,53.8024,31.39,35.5124,90.9889,59.0199,119.985,57.8096,11.6258,96.9254,29.4574,143.5926,68.3657,26.3774,83.498,55.3892,90.4496,54.8355,36.8205,28.2633
8,104.102,72.4709,24.9211,,42.1717,27.448,74.576,58.0827,95.5806,44.5216,22.9392,118.6347,90.2408,14.3714,72.6835,82.7568,61.356,58.4525,55.7012,42.4151,52.9724,107.0252,53.2004,65.6973,33.8854,66.7448,23.6563,229.2117,70.586,64.1821,53.3838,67.2382,49.9953,33.7218,98.4233,77.4937,87.8559,19.9631,32.8871,72.636,66.0776,48.4228,97.1184,52.8539,28.8995,54.154,31.2252,36.4709,90.9811,59.0872,121.3927,57.6542,11.6548,96.9323,29.5056,143.167,68.4694,26.6118,84.3806,55.3261,91.1126,54.8536,36.5839,28.588
9,103.7787,73.0681,24.8784,,41.9586,26.6786,75.5233,58.6066,93.8693,44.4787,22.933,116.2732,89.0572,13.9756,72.5467,82.6632,61.1704,58.185,54.5667,42.1115,52.588,106.2285,52.9777,64.9643,33.236,66.827,23.5268,227.9814,70.8501,63.6058,53.3946,66.9054,49.8879,33.8374,97.9662,77.3387,88.1369,19.1547,32.5446,72.6932,66.5449,47.6039,95.8574,51.9857,28.4003,54.3677,31.2275,35.8806,90.489,59.1179,121.8042,56.8238,11.507,96.5811,29.4417,141.4902,67.7204,26.1941,84.2691,54.902,90.652,54.661,36.5987,28.2228
10,102.7505,71.8881,24.7737,,41.6702,26.0839,75.5464,57.7219,91.4117,43.8657,22.5762,112.814,86.7878,13.4504,71.6112,81.6198,59.7354,57.1085,54.0408,41.0031,51.1521,105.1073,52.0575,63.3622,32.9524,66.4096,23.2475,224.4618,69.7207,61.8489,52.3203,66.1281,48.4904,33.2398,97.498,76.3922,87.437,18.6004,31.86,71.9529,65.4007,46.617,93.3919,50.9827,28.1598,53.921,31.0677,34.8186,88.8309,58.0175,121.6219,55.7084,11.4165,95.8778,28.6085,140.168,67.167,25.9139,82.6732,50.8116,89.0611,53.8182,36.3837,27.7258
11,103.2976,71.8183,25.1827,,42.1913,25.9469,76.6877,57.9834,91.5996,44.0943,22.7706,112.9296,87.3948,13.5768,73.1806,81.265,59.9667,57.2069,54.1861,40.8445,51.4551,105.4739,53.592,63.7589,33.8073,67.2522,23.3396,224.9586,69.7924,61.5789,52.5521,67.003,48.8275,33.3665,98.1441,76.7728,88.162,18.9117,32.0276,72.707,65.9171,46.864,94.243,51.3916,28.6596,54.3975,31.3095,35.2734,89.8506,58.8167,123.8993,56.132,11.5537,96.0982,29.0481,142.3166,67.7317,26.2651,82.8979,52.6474,90.1393,54.2359,36.5663,27.7874
12,102.8821,70.2825,25.1202,,41.6726,25.6266,75.7914,57.3908,90.4854,43.6244,22.6575,113.9538,87.1603,14.1919,72.7176,81.0592,60.3564,56.5902,53.8886,40.4739,51.3699,104.5598,52.593,62.7047,33.7194,67.1156,23.1478,223.7371,69.5505,60.6925,51.9947,66.9639,48.3976,33.2446,97.8422,76.1454,87.932,18.3751,32.5936,72.4589,65.5898,46.7495,92.6666,51.4923,28.5562,54.3168,31.1965,35.4828,89.5214,58.3829,123.4021,55.23,11.5151,95.8317,28.6847,140.5713,67.741,26.7667,82.6173,52.2295,89.4372,54.1816,36.5702,27.4935
13,102.266,70.366,24.8589,,41.3342,25.2266,75.4964,56.1805,89.4642,43.1939,22.0604,112.3789,86.4581,13.7872,72.0341,80.5164,59.422,55.9545,53.2974,37.5637,50.9088,103.1911,51.4273,60.7381,33.6782,66.8912,23.0446,222.4509,69.1193,60.0336,51.3379,66.2702,47.5487,32.7796,97.5555,75.6916,87.3338,18.4907,32.774,71.1989,64.9003,46.3436,91.4549,50.7409,27.9447,54.2401,30.8587,34.9126,88.3785,58.4326,122.1257,54.2389,11.3345,95.1571,27.9996,139.0725,66.8917,25.8305,81.8833,50.1627,89.0771,53.9208,36.5275,27.012
14,103.3254,72.0478,25.5736,,41.7488,25.464,77.3096,57.2242,91.6406,43.7895,22.6442,115.4718,87.5428,14.2335,73.3177,81.2501,61.3072,56.9821,54.0584,38.1073,52.1573,105.1276,52.7592,62.314,34.5177,68.2596,23.233,227.065,70.1607,61.2097,52.1881,69.6409,48.3708,33.1906,104.5388,76.1772,88.018,19.1388,33.5094,72.5288,65.862,47.3085,93.1507,52.3151,28.0213,54.9262,31.1363,35.3969,89.9775,59.6787,124.1738,55.6673,11.6821,96.0485,28.6351,142.233,68.2621,26.7504,82.878,52.9064,90.2896,58.7308,36.8684,27.246
15,104.0111,69.238,25.8167,,42.0197,25.5962,76.9959,57.2312,92.5604,43.917,22.9452,116.2938,87.9893,14.3203,73.602,80.9251,62.0818,56.95,54.8652,38.8249,51.6986,105.5038,53.4796,62.2913,34.6264,68.4353,23.2835,226.8871,70.3508,61.6338,52.6652,69.6883,48.8466,33.6066,103.5286,76.5341,88.2931,19.296,33.6299,73.1663,65.8329,47.6358,94.424,53.355,28.3343,54.8442,31.448,35.6502,90.5735,60.1467,124.6822,56.2518,11.743,96.0956,29.0001,143.1323,68.7265,26.8448,82.8337,53.5524,90.7334,58.1074,37.2712,27.6177
16,103.6035,67.3195,26.1208,,41.4137,25.2735,77.1601,57.0073,91.2693,43.6913,22.9556,114.976,87.7251,14.8286,72.9391,80.4754,62.6432,56.2103,55.7385,38.6869,51.7191,105.4233,53.6075,60.4569,34.1682,67.7173,23.1998,227.1779,69.9067,61.6054,52.0738,69.1399,47.9997,33.2833,101.607,76.2931,87.9915,19.195,33.8508,73.6767,65.4394,46.9728,94.3429,52.3403,28.0388,54.4474,31.1375,35.1992,89.4441,59.9699,124.5218,55.5907,11.8195,95.8684,28.554,142.5706,68.3419,27.5039,82.7953,52.5871,90.1376,58.7092,36.8559,27.4807
17,103.0763,66.9927,26.957,,41.6163,25.0228,76.8494,56.8757,89.7478,43.5402,23.0729,113.5739,87.417,15.4152,72.0883,80.1625,62.0109,55.3854,56.1316,38.6325,51.4313,105.3968,53.6875,59.4117,34.7336,66.8673,23.1269,227.9244,69.4995,61.2137,51.9346,69.3976,48.0451,33.299,103.6747,75.64,86.973,19.2944,33.7317,73.9908,64.5129,46.4405,93.3823,51.9701,28.3052,54.0492,31.1087,34.8977,87.9546,59.2548,124.0878,55.224,11.9894,96.449,28.4428,141.939,68.8815,28.5671,82.7702,51.6512,88.9852,59.1475,37.0871,27.3658
18,104.4234,69.987,27.8131,,42.2646,25.2137,78.2611,57.5038,90.5903,43.9772,23.5598,116.9771,90.1328,15.8245,73.4238,80.2263,62.4747,56.1287,56.7233,39.5171,51.7949,108.1507,55.0098,61.3599,35.2694,67.6818,23.6052,232.0385,70.5884,62.3433,53.0243,70.1779,49.9111,33.7829,105.6534,76.6337,87.6806,20.0331,34.1898,75.1321,64.8641,48.288,96.195,52.8721,28.9104,54.7303,31.3279,35.4867,89.5932,60.1785,125.9797,56.6842,12.081,98.1559,29.409,143.3101,69.5722,29.4067,84.0465,55.1862,90.9457,59.1275,37.4917,28.2728
19,104.8221,70.7574,27.9022,,42.275,25.5906,78.9522,57.3876,89.9091,43.7945,23.3649,116.5666,89.5746,15.7405,73.3665,80.3132,62.4819,56.4695,56.9777,39.1985,51.5158,108.4872,55.1421,62.5008,35.9315,67.6625,23.7392,231.0238,71.2275,62.5245,53.389,70.5193,50.3621,33.7479,104.9788,76.2079,88.1432,19.9232,34.4762,74.7281,65.0029,48.5579,96.5115,52.028,29.328,55.0416,31.1292,35.9349,89.9228,60.0398,125.4033,57.8077,12.1104,97.8808,29.8336,143.5147,69.6301,29.4675,84.5046,54.588,91.2297,59.6247,37.3196,29.1361
20,104.784,71.5822,27.8871,,42.0315,25.8665,81.1871,57.0835,89.6462,43.9654,22.8398,117.249,89.9194,15.8092,73.2122,80.2769,62.141,56.4654,56.518,38.959,51.2733,107.2477,54.7845,63.2627,35.685,67.7893,23.7198,230.791,72.0204,62.2065,53.8041,69.0592,50.3319,33.4113,103.3074,76.7123,88.904,20.0026,34.3296,73.4346,65.3597,49.3434,97.2487,51.7463,29.2694,55.5127,31.0024,35.8761,90.5582,60.6347,125.5129,58.0321,12.0354,97.1738,29.7743,143.6916,68.5091,29.5995,84.3629,53.8867,91.6718,59.4507,36.7716,28.7012
21,105.4765,71.7892,28.5598,,42.2199,25.8786,81.1871,57.1506,90.3909,44.3634,22.8866,119.2105,90.7135,16.1923,73.6096,80.0889,63.0627,57.0465,56.6846,38.7473,51.4456,107.554,54.8322,64.1493,35.9953,68.6111,23.7642,231.2162,73.3256,62.4396,54.1058,69.1961,51.4394,33.5176,104.6315,76.9274,89.762,19.9864,34.6772,74.5642,65.8612,50.2003,97.7484,51.7733,29.4031,55.86,31.1739,36.297,90.293,60.8996,125.8754,58.8643,12.2449,98.3002,30.2074,143.979,69.1387,31.2604,84.4771,54.2946,92.1642,59.5251,36.8886,28.4031
22,105.7363,71.9167,28.5319,,42.3837,25.9254,82.4199,57.1367,90.9705,44.3865,23.3308,119.2741,91.2113,16.1899,73.8279,80.5478,63.2737,57.3163,56.6747,38.7264,51.3807,107.6555,55.165,63.9588,35.8455,68.9895,23.5704,231.2299,73.6154,62.4875,54.6132,68.9352,52.307,33.6894,105.7336,77.1385,90.2869,19.9769,34.7133,74.8915,66.0594,50.7422,97.744,51.7122,29.7831,55.8969,31.6073,36.3466,90.2148,61.3066,126.0894,59.2891,12.2217,98.8622,30.5447,146.5514,69.67,30.6757,84.7274,54.3196,92.7486,59.5713,36.9205,28.7712
23,105.2839,71.6465,28.5162,,42.2755,25.887,83.9408,57.3637,89.9662,44.1956,23.3181,118.4899,90.9642,16.0815,73.2308,80.8711,62.6232,56.886,56.5186,38.348,50.7596,106.6229,54.7545,63.6519,35.5313,68.8111,23.416,224.9953,73.4635,61.537,54.8631,69.4293,52.0755,33.2809,106.025,77.2715,90.2368,19.5737,34.5655,74.5654,66.2087,50.227,96.8257,50.9536,29.6078,56.0238,31.5243,35.8939,88.7503,61.6445,124.6929,58.5948,12.3608,98.557,30.6954,146.9386,69.5154,30.1606,84.5042,53.7305,92.8089,59.0083,36.9856,28.5195
24,105.1686,71.7182,29.5956,,42.3522,25.6256,84.2686,58.5026,89.449,44.3881,23.4537,117.8345,91.0176,16.2678,73.4864,80.9672,63.3466,56.2733,56.2876,38.3102,51.0189,107.6536,54.8232,63.7403,35.865,69.785,23.4587,225.081,73.8205,61.3509,54.9865,73.2731,52.4321,33.1947,106.6462,78.5734,91.8036,20.043,34.6272,74.2075,67.0575,50.5237,96.7154,51.2088,29.4169,56.9171,31.9902,36.0148,88.5352,62.9445,124.3897,59.7602,12.4567,100.3042,30.7064,149.5508,69.6039,30.5732,85.0025,54.3227,93.0839,59.0874,37.2133,28.4742
25,105.7739,72.0407,29.6975,,42.6287,25.6216,84.62,58.9797,88.6576,44.3281,23.7621,117.463,92.0194,16.3103,74.3204,81.3135,63.18,57.0389,56.5637,38.357,50.9494,108.3715,55.5444,64.5787,36.2096,69.8335,23.6354,224.9794,73.7292,61.2199,55.6154,74.1615,52.9888,33.3889,107.9708,79.4203,92.2902,20.3787,34.5855,74.7094,67.4611,50.919,97.378,52.2337,29.6579,57.2848,31.8876,36.17,88.9193,63.334,125.686,61.2824,12.4622,101.1734,30.9433,150.6108,70.2761,31.0121,85.5084,54.3497,93.3407,59.2945,37.2373,28.7061
26,106.2896,71.5235,29.6403,,42.7522,25.7535,85.7413,59.0997,88.6274,44.6204,24.0405,117.1078,92.0041,16.027,74.0504,81.8684,62.7077,57.4434,56.4301,38.3605,50.8109,108.68,55.7941,64.4625,36.3579,69.6168,23.4538,225.0786,73.512,61.8151,55.4262,73.524,53.5621,33.1249,108.0423,80.6435,92.5417,20.0616,34.4527,75.3259,68.4979,50.9578,96.7081,52.7107,29.4142,57.6668,31.8959,35.812,88.6235,63.2687,124.8851,60.8959,12.4228,101.5564,31.0025,151.111,70.5067,30.959,85.3275,53.0126,93.2266,59.8799,37.3775,28.8688
27,105.6014,71.3091,30.0366,,42.6049,25.7795,85.3723,59.322,89.2085,45.2163,24.0647,116.6982,91.8418,16.1172,73.8886,81.9371,62.0224,57.0454,56.1906,38.3232,50.528,107.6696,55.8056,63.4678,36.3578,69.853,23.2642,223.9811,73.8249,62.1895,55.0924,73.9942,53.8264,32.9136,108.2134,80.6929,92.5559,20.2111,34.5109,75.3276,68.5756,50.3809,96.005,52.7822,29.3196,57.1529,32.0307,35.4526,87.7313,63.4803,124.5011,60.8732,12.4781,101.3206,30.8973,150.2819,70.207,31.1646,85.3239,52.7625,93.0876,59.6283,37.4613,28.8117
28,105.1874,71.0775,30.4321,,42.7037,25.4658,85.5456,59.1652,88.1298,45.7182,23.8921,115.2655,90.6499,16.5126,73.473,82.2279,61.3842,56.7578,56.2741,37.3865,50.5439,106.5873,55.6647,63.3768,36.3013,69.9809,23.2689,223.264,73.8944,62.101,55.0687,74.0012,53.9779,32.662,107.6947,80.8637,92.9261,20.3446,34.4712,75.4506,68.3349,50.0496,95.0048,53.1651,29.1356,57.0523,32.0888,35.6913,86.7036,63.439,124.8378,59.7189,12.619,101.3873,30.7711,149.923,69.8183,31.668,85.2124,53.387,93.0831,59.5953,37.4045,28.5054
29,105.7629,71.7603,31.1218,,42.8338,25.601,85.5847,58.8248,86.9383,43.139,24.1314,116.4727,88.0108,16.9357,73.3818,82.2005,62.4198,57.0304,56.8037,37.0118,51.3374,100.3984,56.1694,63.955,37.3849,69.897,23.4724,225.6636,74.695,63.065,56.2457,74.3633,54.1895,32.9458,108.5609,81.2763,92.6459,20.8622,34.6037,75.9025,68.7172,50.0394,94.9511,53.686,29.5088,57.1466,32.4119,36.52,86.8099,63.7776,126.0797,59.4871,12.7548,102.2092,31.0777,151.464,69.6458,32.5445,84.2846,55.0902,93.5633,59.9433,37.7696,28.497
30,105.0676,71.1434,31.0751,,42.3998,25.4416,84.6947,57.8237,86.9105,43.1939,24.0034,114.6399,87.1559,17.0188,72.9302,81.2743,62.7941,56.5557,56.6249,36.7324,50.6898,96.848,55.397,63.6762,36.7561,69.182,23.4241,223.6709,74.6916,62.8419,55.7464,74.277,53.9391,32.5486,107.4713,80.5185,91.9926,20.5084,34.434,75.3375,68.1061,49.4248,92.8384,53.3188,28.7342,56.9179,32.4923,36.5115,86.2292,63.1171,125.0255,58.4666,12.7946,102.168,30.9073,149.8303,69.3011,32.2692,83.308,54.3292,92.7378,60.0253,37.8694,28.5794
31,106.1277,71.2637,31.2801,,42.5389,25.3457,84.8106,57.9392,87.2921,43.2668,24.0093,113.585,87.7645,16.7222,72.4671,80.8338,63.2007,56.7145,56.3839,36.5352,51.2689,98.1806,55.1602,64.5885,36.6644,69.2252,23.3418,224.2204,75.0199,62.3166,55.4654,74.2705,54.1681,32.5995,107.5731,80.3485,92.2333,20.5786,34.5125,74.8151,68.0469,49.9472,92.0423,53.3781,28.7724,57.0413,32.6351,36.3433,85.8718,62.8551,125.3082,59.6123,12.7675,103.9009,30.8475,149.3023,69.4483,31.9691,84.3106,53.8876,93.364,61.0965,38.2344,28.5094
32,105.3873,70.3407,31.3214,,42.4416,25.2413,84.8234,58.2469,86.613,43.1142,23.9842,112.7023,87.0581,16.4345,72.3981,80.8621,62.5162,55.9971,56.2721,35.7867,50.6916,97.2232,54.861,64.4155,37.0709,69.4222,23.2466,220.1805,74.9848,61.5644,55.2133,74.0511,54.3764,32.5627,107.1473,80.0519,92.3546,20.588,34.5675,74.5794,68.0234,49.5236,91.2246,52.4707,28.5379,56.7961,32.6632,36.443,85.2304,62.6249,124.8644,59.9529,12.8772,103.5445,29.9092,148.5565,69.0192,31.8703,84.5332,53.3565,92.9287,60.9686,38.3314,27.8822
33,105.9609,69.7024,31.3583,,42.5068,25.2156,86.4612,58.8042,86.9825,43.2529,24.075,112.8523,86.9755,16.5152,72.7588,81.343,61.4664,55.3677,56.4065,35.6521,50.364,97.6812,55.0827,65.1168,36.5737,70.0953,23.143,220.3178,75.3944,61.02,55.2658,73.427,54.9522,32.6315,108.4028,80.0553,93.5142,20.5432,34.9076,75.2327,68.967,49.9672,90.5105,51.5738,28.4219,57.7091,32.6358,36.8407,84.6748,62.6822,125.8687,59.9943,12.9692,104.3153,29.8331,149.7173,69.5945,31.8858,84.916,52.9367,92.9266,61.2362,38.6119,27.7303
34,105.2337,69.0929,31.5191,,42.6392,25.3136,85.8538,58.9633,86.5449,43.4928,24.1904,113.7716,87.161,16.5431,72.0913,81.7923,60.6406,55.1433,56.3726,35.6593,50.3677,97.2618,54.8485,64.8834,36.6093,70.3394,23.0171,221.4343,75.0028,60.4636,54.3245,73.3062,55.1565,32.5851,107.3794,79.9508,94.1734,20.4023,35.0208,75.878,69.5461,49.9664,89.7132,51.3979,28.1003,58.1728,32.425,36.8645,84.4683,62.604,125.5669,59.3916,13.1271,104.6305,29.426,150.2443,70.0808,32.0359,85.2178,53.2024,92.2178,61.2987,38.6033,27.3515
35,106.0518,69.0353,32.0137,,43.1959,25.4964,85.8055,59.1999,87.0608,43.978,24.5708,114.9961,86.158,16.6712,72.6893,83.415,61.1913,55.7186,57.221,35.6209,51.1244,98.0127,55.5973,66.0764,37.1897,70.5132,23.1219,224.1639,75.3164,60.852,54.6506,74.2547,56.0275,33.183,110.409,80.7939,95.9103,20.2633,35.5591,76.9484,69.9047,50.4153,91.1625,52.3036,28.5144,58.698,32.8304,37.3581,85.9064,62.9331,126.8579,59.8324,13.4652,105.6546,29.6953,152.0906,71.1132,32.1072,85.7387,54.5018,93.3871,61.3682,39.018,27.4789
36,105.6746,68.8823,31.8568,,42.7237,25.1622,85.4376,58.7511,85.8212,43.8913,24.256,113.37,85.1956,16.4295,71.9001,83.7258,61.2633,55.0543,56.7272,35.4526,50.1169,98.1476,55.1243,65.704,36.5794,68.7337,23.037,221.1272,74.3834,60.8094,54.7435,73.3217,55.2537,33.2905,109.1183,80.5928,95.2647,19.9211,35.3878,76.2634,70.1198,49.9728,90.0675,51.8763,27.8335,57.9831,32.5515,37.3774,85.0227,62.4497,126.0787,58.575,13.296,104.7313,29.2401,151.5203,70.3238,31.3251,84.7175,53.0968,92.9479,60.9537,38.6626,27.2764
37,106.4706,68.3892,30.2451,,42.2888,25.0137,84.6179,58.6857,85.0247,44.1738,24.3597,112.1123,84.2592,15.1434,71.4355,84.5727,61.2561,55.029,57.1302,35.5751,49.8295,97.4197,54.4758,64.862,35.9827,67.3132,23.2877,219.6764,74.3759,61.0723,54.5711,73.8064,54.8505,33.144,107.4102,80.0526,95.2322,19.6998,35.3326,76.6316,69.5579,50.3373,89.1934,52.0438,27.2295,57.7223,32.6719,37.2173,84.3231,62.0391,125.0068,58.4537,12.8141,105.4985,28.9755,150.8369,70.8087,29.7263,83.9591,53.5553,93.1459,61.123,38.9114,27.2752
38,106.0172,72.6774,29.1738,,41.5288,24.7301,84.769,58.435,84.0727,44.0378,23.9975,112.2783,84.6685,14.5441,70.8193,84.2148,59.5338,55.0544,56.4752,35.6717,48.8317,96.7963,53.9175,62.3308,34.7457,68.1116,23.0708,218.1763,73.6633,61.1945,54.1116,73.0002,52.951,33.1561,104.5853,81.0865,95.5165,19.241,34.9788,75.4082,70.1557,49.0112,87.8115,51.8243,26.3477,58.2342,32.4344,36.6042,84.2606,62.2609,123.903,58.0655,12.648,104.887,28.6731,149.8289,69.7503,28.7761,83.5407,51.1569,93.42,60.5732,38.7863,27.0238
39,105.7787,72.5205,29.5253,,41.4676,24.8004,84.7724,58.413,84.3157,44.0469,23.7111,113.6619,85.5857,14.6159,71.8502,84.2712,59.4329,55.8813,56.4973,36.0156,49.195,96.3913,54.0932,61.7179,34.2962,67.8536,23.0436,222.2175,73.5868,61.684,54.381,72.3557,52.8234,33.099,103.8811,81.5385,95.6436,19.3325,34.9708,73.8694,70.9428,48.4226,89.0799,52.561,26.5515,58.4949,32.5322,36.4761,86.4633,62.4071,123.9636,57.4851,12.7377,105.0606,28.6699,149.5405,68.9043,29.1132,83.5768,50.8391,93.203,60.005,38.8571,27.5635
40,105.1234,71.946,29.3294,,40.8357,24.5956,85.3381,58.4517,84.4621,43.7842,23.6125,112.0875,85.3724,14.151,71.6562,82.9129,58.8226,55.6754,56.1682,35.7633,48.8872,95.1158,53.4326,61.3995,34.0379,68.713,22.8385,221.2616,72.7639,61.4173,53.9349,72.622,52.8859,32.568,103.2824,81.9088,94.4964,19.1047,34.6568,73.7794,71.3311,47.9614,89.1806,51.9238,26.6272,58.0439,32.3286,35.478,87.3825,62.0422,122.2846,56.8288,12.6603,104.1655,28.4534,147.6802,68.9288,28.6014,83.0867,50.6257,92.3111,58.7547,38.4965,27.4738
41,105.6158,72.2542,29.8786,,40.7618,24.9324,86.1766,59.2665,84.1784,44.1002,23.8709,112.4035,86.3297,14.7683,72.7794,83.0353,59.842,55.6919,56.743,36.1366,49.8497,95.4177,53.6164,62.2588,34.9206,68.9317,22.9642,223.738,73.2753,61.6422,54.6125,73.8486,53.6384,32.6591,105.7769,81.4477,94.6497,19.4297,34.8174,75.127,71.5394,47.8994,89.765,52.5048,27.7186,58.0189,32.3126,35.6288,86.7942,62.0836,122.5187,58.638,12.8148,104.5658,28.6978,149.8367,69.6247,29.7042,83.0784,53.1007,93.2269,59.7698,38.5394,27.6476
42,106.0812,73.417,29.7563,,40.8379,25.1556,86.8201,60.0655,85.577,44.3661,23.8907,114.3602,86.763,15.0054,72.8815,84.2035,60.3462,56.4817,57.7784,36.8892,50.6002,95.2009,54.1884,62.6079,35.0904,69.2643,23.0213,225.271,73.5182,62.1189,55.35,73.6104,53.5707,33.1093,105.6899,81.8518,95.0954,19.5881,34.8927,74.6331,71.524,48.8222,90.4684,53.2817,27.9703,57.9966,32.713,35.5481,87.6034,62.4467,122.6737,58.7886,12.9015,105.2686,28.7039,151.2158,69.8986,29.747,83.492,53.492,94.1833,59.7556,38.9296,27.8402
43,107.4082,73.7088,29.7356,,41.5687,25.1346,88.0611,60.7973,86.5299,44.9945,24.1812,117.3622,86.9059,15.1625,74.079,85.7519,60.8784,56.9512,58.6789,36.91,49.1258,97.5018,54.8892,62.5101,35.5171,69.373,23.4645,225.7236,73.9092,62.3959,56.0889,74.4444,53.8592,33.7995,106.8984,83.205,96.0383,19.724,35.4173,75.3714,71.915,49.9111,90.5101,53.7096,28.0218,58.3744,33.1923,36.4111,88.3196,63.2929,123.9638,60.9849,13.0459,107.0717,29.1104,152.786,70.4152,30.0001,84.4833,54.1537,95.2963,60.8323,39.3152,28.5029
