,APC,APA,COG,CHK,CVX,XEC,CXO,COP,DVN,EOG,EQT,XOM,FTI,HAL,HP,HES,KMI,MRO,MPC,MUR,NOV,NFX,NBL,OXY,OKE,PSX,PXD,RRC,SLB,SWN,RIG,VLO,WMB
0,83.2334,84.7877,27.1023,20.4252,115.5295,65.902,91.5067,57.4631,58.1014,64.626,61.8218,89.5871,47.8723,40.2621,63.9693,66.5224,37.2875,34.1672,38.8278,60.1913,66.6049,29.6853,56.2646,88.2655,47.4623,61.6703,123.4924,70.6634,78.7664,34.3187,55.8754,45.5315,35.5571
1,83.936,83.988,27.0286,20.3442,114.9572,66.0928,91.8417,57.6289,59.2696,64.7161,61.8915,88.1465,48.0509,40.5492,64.4208,66.3707,37.6031,33.9282,39.163,59.8814,67.5565,29.731,56.5755,88.1495,47.6879,62.2751,124.0688,70.8089,78.2139,34.6243,56.2229,45.3853,35.8392
2,84.4338,84.7303,27.4032,20.2833,115.4898,66.4541,96.1288,57.8442,60.0876,66.3242,61.6782,88.459,48.5129,41.1038,64.2167,67.3444,37.6076,34.3999,40.5245,59.9684,68.9301,29.772,57.4484,88.3063,47.7797,64.2082,128.1958,71.8898,78.7732,34.3898,56.2123,46.0215,36.0011
3,83.4803,83.9999,27.1396,20.0953,115.501,66.4355,96.0291,57.6116,59.6765,66.4709,61.1792,88.3219,48.4416,40.9809,64.941,66.6307,37.6218,34.4466,40.89,60.1569,68.5268,29.3572,56.3867,87.3865,47.7397,64.2506,127.5884,70.8469,78.1291,33.8064,55.8977,46.3646,35.7498
4,83.3398,84.003,27.3124,19.9847,116.3985,67.0446,96.3222,58.1562,59.4392,67.0425,60.8859,88.3718,48.2338,40.8414,65.1094,67.0334,37.6496,34.439,40.5168,60.2123,68.8689,29.4189,56.1205,87.0336,47.9994,64.335,129.2338,70.8994,78.4079,33.351,56.1733,45.8124,35.6889
5,83.8517,84.0336,27.6107,20.4257,115.3533,67.4402,94.7235,58.4021,61.2324,66.6183,60.812,88.5032,50.6211,40.8658,65.5429,67.7967,37.7709,34.8919,40.7198,60.2754,68.8612,29.8385,56.311,86.8615,47.9917,64.0648,127.1624,71.1583,78.5039,33.537,57.1373,46.0565,35.6488
6,84.0757,81.9937,27.6409,20.3976,115.7513,67.6674,95.8244,58.0071,61.1283,67.486,60.7206,88.4688,51.0281,42.893,67.3213,68.4742,37.5861,35.1452,41.3933,60.0973,70.1738,28.4564,56.1373,86.9104,47.7899,64.5022,127.9524,71.6504,80.6297,33.5679,58.4712,47.0342,35.5686
7,82.4377,77.7737,26.9244,20.0739,114.9113,65.4997,95.7673,57.2758,59.3219,64.8832,59.6382,88.2754,51.6001,42.6732,67.5645,67.5329,37.6138,34.6135,41.1005,61.1229,69.4715,27.3237,55.8962,85.4374,47.7185,64.2557,130.0945,70.4308,80.1872,32.9827,56.3209,47.162,35.1589
8,83.435,76.9551,27.692,20.3374,115.8605,66.2133,97.4194,58.1615,59.9519,65.4483,60.4474,89.0767,52.8258,42.9901,68.8115,68.0407,37.4682,35.5054,41.7496,61.9211,69.7219,27.2361,56.6878,85.7659,47.7647,64.3445,131.9552,71.7369,79.9464,33.2541,56.2416,47.3573,35.2972
9,81.5209,76.1023,27.115,20.3079,115.4178,67.8975,96.011,58.0478,57.8054,64.721,59.8084,89.3853,52.0632,42.1445,66.422,66.8985,37.3591,35.0579,41.1357,61.5491,68.3578,25.5279,56.0943,85.2158,47.7348,63.6789,128.8515,70.9252,79.0445,33.1993,55.1814,46.1708,35.097
10,79.9392,75.0515,26.7602,20.2565,114.7107,68.065,92.4957,57.7224,55.2342,62.2645,59.1438,88.6869,50.7702,40.6988,64.2111,64.7314,36.761,34.2205,39.7681,60.9967,66.767,24.2777,55.1552,83.4886,46.8654,62.0946,125.3255,69.8639,77.1403,32.9383,52.91,44.8428,34.3552
11,81.2857,75.2391,29.3372,20.2687,115.6374,69.1468,95.0055,58.0104,54.8126,62.3579,59.9252,88.9385,51.7014,40.7958,64.9508,65.5252,36.9033,34.4926,40.4542,61.3924,67.464,24.7989,55.5879,83.585,47.1298,63.5478,126.4974,71.4675,77.4311,33.3354,52.9103,45.7564,34.3648
12,80.3086,74.4952,29.8506,19.6018,115.1423,67.7287,92.594,57.552,54.854,62.3603,60.1787,88.8517,51.4732,40.6013,64.5848,65.0959,36.5973,33.6853,40.4137,61.035,67.6138,24.5599,55.1772,83.8554,46.8873,62.8587,123.6048,71.5393,77.1747,33.8548,52.2351,45.2101,33.832
13,78.2094,73.5122,29.8668,19.5364,114.6506,66.6879,88.8577,57.5471,53.4145,61.3395,59.0251,88.438,50.8626,40.0906,63.9763,64.3308,36.162,32.6762,39.8216,60.4163,66.6085,23.3996,54.2016,81.8357,44.6896,60.9779,122.5659,71.0705,75.9611,33.2329,50.9803,44.4887,33.6747
14,80.0618,74.3343,30.9719,20.0599,116.1482,68.0027,89.8076,57.9692,54.0649,63.0453,61.3049,89.1054,51.8533,41.1218,65.0926,65.5096,36.6933,33.3119,41.1829,61.113,68.1888,23.3695,55.0864,82.1889,45.0387,62.6421,125.8982,73.5401,77.4754,34.0665,52.1259,45.5481,34.319
15,79.7633,74.3518,31.0874,20.1972,117.2091,67.597,89.975,58.0979,54.2329,63.3777,62.7039,89.4884,51.9368,41.6363,66.476,66.6553,37.1354,33.6119,41.5951,60.9405,68.4548,23.2231,55.4515,82.315,44.9818,63.3113,125.899,76.06,78.02,34.3973,52.4942,45.9089,34.6176
16,79.5038,73.4996,31.5292,19.6847,116.6956,65.5842,88.4427,58.0936,53.8253,61.653,63.3108,89.3235,51.4031,40.6972,65.8506,65.8992,37.1456,32.865,42.0463,60.4428,66.9511,23.1069,54.9028,82.3839,44.8394,63.4959,123.7296,77.1061,77.4973,34.847,51.8493,45.8711,34.1061
17,80.3554,72.7488,31.5213,19.4805,117.1214,63.9407,88.2955,57.5967,53.5152,60.9214,62.6964,88.8328,50.848,40.0082,64.2065,69.073,37.2127,32.3998,43.9376,60.1735,66.0548,22.5153,54.7364,81.5978,44.903,64.7178,122.4498,77.3221,76.4295,35.4237,52.7672,47.7293,33.5932
18,82.8715,73.0516,31.6176,19.5537,117.9702,64.7725,88.873,57.6728,54.1049,61.9728,63.311,89.7538,51.3028,40.7944,64.8041,69.8853,37.4099,32.556,44.3738,60.8296,67.2212,22.693,54.6646,82.4008,45.3474,65.4621,124.8118,78.7182,77.0369,35.9505,52.7392,48.091,33.7006
19,81.9864,73.4155,31.2189,19.7233,118.421,64.9738,88.2473,57.7226,54.3179,62.7076,63.3753,89.4156,50.9335,40.7571,64.8763,69.8585,37.0711,32.6913,44.3754,61.2369,67.3142,23.0375,54.8516,81.8537,45.0915,66.0072,124.9767,78.0931,77.1219,36.0973,53.7428,47.945,33.7283
20,82.5513,75.6481,32.1301,20.4704,118.6247,66.9479,90.5606,57.9687,55.4624,63.6114,65.4088,88.9893,50.8525,41.0026,65.0144,69.1509,37.1753,33.2259,44.0173,61.442,67.79,23.3016,55.841,81.9313,45.2428,65.7358,126.5091,78.8872,77.6309,37.2928,53.2901,46.5348,34.201
21,82.9479,75.7551,32.178,21.1109,118.4679,69.7811,92.0377,58.2359,56.0607,64.1643,65.1081,88.8064,51.4051,41.8782,64.2865,69.3482,37.2975,33.5436,44.2637,62.1031,68.0118,23.5529,55.963,82.2197,45.1902,66.0144,127.8236,78.9488,77.7676,37.5136,53.1258,46.2172,34.6059
22,83.3345,75.3086,32.7384,21.4536,118.5475,71.1851,91.5473,58.4323,55.8325,64.331,65.07,89.1261,51.5423,41.985,63.5875,69.5795,37.2711,33.629,43.8967,61.732,67.5072,23.7638,56.3618,82.8326,45.249,65.2871,127.3853,79.0693,77.5933,37.871,52.982,43.9524,34.924
23,84.1244,75.4068,32.4801,21.4384,118.6031,72.0103,91.4692,58.7171,56.0073,64.9564,65.1145,89.363,51.6145,42.0778,63.7233,70.3211,37.2511,33.9678,44.2615,62.016,67.4513,23.6624,56.7035,83.7133,45.2199,66.0075,127.0178,79.08,77.504,37.7885,53.2068,45.0243,34.8525
24,83.974,75.2696,32.7636,21.5052,118.3664,74.0199,93.8122,58.7718,55.7222,65.0149,65.4135,89.1947,51.8045,41.8885,63.3172,71.4134,36.9247,34.265,43.6678,61.4125,67.5965,23.7904,56.9958,83.4726,44.9735,65.0083,126.2811,79.6284,77.509,37.7836,53.0056,43.8145,34.6913
25,85.1098,75.54,33.836,22.1877,119.8846,76.0812,96.0327,59.3335,57.1847,65.6772,67.1198,89.7391,52.2906,42.1849,65.1867,71.8474,36.99,34.7182,43.4771,61.5547,68.3184,24.1233,57.7023,84.2207,45.1723,64.8179,127.0696,81.2377,78.4848,38.4282,53.3223,43.2838,35.4017
26,85.1315,75.5915,33.7116,22.6067,119.5229,77.9129,96.9081,59.1114,58.0025,65.5994,67.036,89.2294,52.5045,42.1458,66.1052,72.1755,36.5731,34.9761,44.0055,61.9131,70.2854,24.2477,58.0871,83.7367,45.0075,64.4166,128.6342,82.2999,79.1462,38.732,53.6234,44.4129,35.431
27,85.0088,75.8748,33.8782,22.3725,119.3414,78.6158,96.121,59.3195,58.0655,64.7411,66.6551,88.9461,51.8436,41.0367,63.0791,72.1343,36.3263,35.0245,44.3498,61.8974,69.6222,23.7741,57.8352,82.6514,44.8264,64.7442,127.5483,82.1499,76.8781,38.6313,53.1475,44.5531,35.2424
28,83.3031,74.733,33.7615,21.265,119.2481,76.9925,93.6119,59.1384,57.2972,63.7808,66.7664,88.4958,50.9096,39.4005,61.3885,70.2031,36.4319,34.1073,44.0986,60.8694,68.1531,23.2559,57.1741,80.3403,44.739,65.5002,124.3433,80.7807,74.0709,38.281,52.3118,44.0374,35.224
29,86.42,75.0646,33.7724,20.7674,120.3531,74.8727,94.7445,60.1379,57.0688,63.3549,66.9613,88.679,52.2243,39.3637,60.7048,70.1053,36.8933,34.4613,45.2562,61.7931,68.4748,23.3515,57.0854,79.0351,45.7617,67.3272,124.0436,80.6065,73.8274,38.7972,52.7565,44.4708,35.8715
30,86.0893,74.5575,33.8438,20.8587,120.5256,74.3046,94.0098,60.8206,57.1982,62.5692,66.8339,88.2648,51.9492,39.7298,60.5702,69.6472,37.3941,34.3328,44.8669,61.3553,68.183,23.1616,56.6164,78.5874,46.0121,66.9165,122.8472,81.6533,73.5893,38.1765,52.2035,44.3461,36.4727
31,86.6819,74.6039,33.9334,20.4704,121.0934,75.4548,94.3952,60.8796,57.2349,62.325,66.9451,88.9965,52.1527,39.3777,60.5011,70.0083,37.6074,34.189,45.4928,61.6274,68.1407,22.8687,57.0338,78.628,46.1815,67.3771,122.6136,81.2202,74.0675,37.857,51.7424,44.3026,36.8371
32,87.3803,74.694,33.8072,20.5146,120.3767,76.1128,96.6618,60.489,57.2682,62.234,67.4403,89.1444,52.7623,39.545,60.3797,70.8652,37.5432,33.8338,45.4293,61.9377,68.5503,22.7111,56.7758,78.1292,46.523,67.4209,122.8095,81.306,74.0479,37.8976,51.2246,44.5088,37.0262
33,88.4168,74.4804,33.8991,20.5233,120.8417,76.0368,98.1039,60.3833,57.1388,63.6758,67.7803,90.0149,53.3733,39.9856,60.7703,70.8876,37.8334,34.0657,45.4544,63.1862,69.9686,22.6602,57.5264,77.7162,46.4694,66.8626,124.4864,82.1693,74.1897,37.5285,50.8907,44.8522,37.0694
34,88.7127,74.905,33.7736,20.5317,120.2222,75.6458,98.5592,60.4122,57.087,63.9677,67.7391,90.3772,53.756,40.4375,60.8942,71.4857,38.1467,33.8569,44.997,63.5557,70.1858,22.3641,57.5019,78.1182,46.3432,67.6195,125.176,81.6549,74.5878,37.6969,51.7799,45.006,36.8848
35,87.82,77.3173,33.8646,20.3801,119.5798,75.6311,97.6748,60.2705,56.6905,64.1901,67.835,90.4164,54.2932,40.4474,60.716,71.8226,38.667,33.8022,44.9378,63.7293,70.9437,22.3986,57.8749,78.377,47.4439,69.5896,124.9897,81.0823,75.0684,37.3302,51.8821,45.5191,37.4685
36,86.5391,76.3953,33.3574,20.4264,119.4176,73.7662,96.6693,60.3786,55.5169,64.0035,67.3457,90.6816,53.9107,39.8813,59.7004,73.27,39.0959,33.6186,44.5864,63.1969,69.7106,21.9413,57.8663,78.7226,48.2119,69.2054,122.7212,80.1748,73.9541,36.9585,51.0792,44.8782,37.9295
37,85.7382,76.2721,33.4328,20.0225,119.2394,72.0071,94.8909,60.161,55.0205,64.5762,67.4049,90.5847,53.8893,39.9594,60.1532,73.8767,38.9821,33.6281,43.4001,63.2602,69.5583,22.0802,57.9234,80.7494,48.6911,67.8324,123.132,79.4533,74.7938,36.8762,50.6879,42.7774,37.7621
38,84.1523,75.0856,32.6044,19.3778,118.0946,69.4225,91.4773,59.5614,54.1919,63.5508,65.5394,90.2438,52.4517,38.994,59.0303,72.6893,38.0068,33.5217,40.5005,62.8781,68.3593,22.5125,57.652,81.1156,47.8219,62.8561,121.8955,77.1903,74.3351,36.1877,50.0585,40.7762,37.0359
39,83.8605,74.9041,32.2726,19.2342,117.8863,69.3733,89.8487,58.9663,53.4889,61.7975,65.6196,89.7527,51.9664,38.4962,58.8449,71.4683,37.8728,32.6577,41.2309,62.6604,66.942,21.5909,56.7939,81.3609,47.8786,62.6542,117.9528,76.4159,73.8146,35.849,49.7948,41.0707,36.8972
40,84.4671,74.0619,33.5083,19.6612,117.1249,70.444,88.7741,58.4149,53.8792,61.38,67.0882,88.8172,51.7364,38.3397,60.3227,71.5006,37.5333,32.2949,40.8665,62.6498,67.1538,21.9068,55.6007,81.4996,47.533,61.7271,117.3651,78.4834,73.8802,36.9945,49.9855,41.6186,36.8441
41,85.7456,74.4063,34.3514,19.6724,117.3248,71.4524,90.6147,59.0109,54.206,63.0442,68.4624,88.5534,52.5614,38.3928,61.0789,71.9673,37.8893,32.7511,41.4433,63.2167,67.9332,22.2213,57.1506,81.726,48.1967,62.9076,120.5367,80.0615,74.7502,37.4063,50.8656,41.6035,37.1298
42,86.5014,75.254,35.0518,20.0212,118.4793,72.3552,92.0328,59.7129,55.1266,64.1443,69.2122,88.991,53.3605,38.8955,61.6586,73.1539,38.5844,33.3391,42.2836,64.385,68.2971,22.6481,58.2809,81.4514,48.7234,64.5519,122.4448,79.9862,75.3759,38.0313,51.1196,42.3777,37.5348
43,86.4387,75.6836,34.9268,20.3696,119.3886,72.7305,91.6119,60.2938,55.7372,64.5735,69.6742,88.6969,54.9362,40.261,63.0967,72.9841,38.9064,33.8659,42.3379,64.2747,69.3228,22.6317,58.5368,81.2936,48.7079,63.8235,123.0867,80.1518,76.8701,38.2909,51.4582,42.7566,37.9466
44,87.0386,76.4087,35.179,20.1362,120.6864,72.7678,90.5912,60.2038,56.2272,64.1508,69.7801,88.9307,54.8408,40.8715,62.7466,72.5724,38.8871,33.8929,41.0224,63.8189,70.0085,22.7559,58.7951,84.1192,48.7066,62.5741,123.3018,80.4093,77.0688,39.2603,51.506,41.6592,37.9462
45,85.6111,75.2362,34.0698,19.7339,119.9522,71.8062,86.6763,59.342,55.4905,62.4597,68.6158,88.8575,53.1222,40.5913,61.3044,71.224,38.698,32.5482,39.8675,61.6725,68.8034,21.664,57.2755,83.0849,49.028,60.351,119.0089,79.116,75.7399,38.3895,50.3787,40.4853,37.5547
46,80.6561,73.5255,32.4556,19.1024,117.2308,68.587,82.1602,57.6866,53.5243,59.0959,66.8442,87.0793,50.5575,39.0229,58.291,68.779,38.2058,31.0254,39.1447,60.2854,66.4423,20.522,54.7836,81.3666,49.1875,58.0067,112.2189,75.006,72.4653,36.7756,48.9435,39.0763,36.7539
47,81.6996,71.6502,32.3473,18.9226,116.8844,69.1701,82.7136,57.3231,53.6688,58.9346,66.405,86.5737,49.7397,39.3785,58.3874,68.6799,38.2018,30.9331,39.3215,60.5145,66.4031,20.0155,54.5737,81.3393,49.5216,58.6744,112.8775,74.185,72.8739,36.532,48.7273,39.4955,37.2032
48,79.6346,71.3324,31.9939,18.5675,114.8967,68.6793,80.2038,56.8127,52.6411,57.5527,65.696,85.8194,48.4854,37.9532,56.5625,66.6146,37.7846,29.9913,38.1962,59.6482,64.4929,20.1941,53.4604,80.1876,49.2622,57.8515,111.0933,72.4019,70.9515,35.7801,47.4835,38.3158,36.919
49,80.099,70.4874,32.5521,18.7799,115.4452,70.333,81.5726,57.1641,52.8937,56.9728,66.7778,86.5246,49.3833,37.7922,57.0964,66.9272,37.8411,30.1771,38.361,60.6199,64.3038,20.6957,53.4614,80.0807,49.84,57.4212,111.9196,73.53,71.0833,35.6597,48.5049,38.613,37.374
50,80.0721,69.2277,32.3071,18.5755,116.1725,69.8437,81.6678,57.3523,51.7562,57.0447,66.6523,87.0945,49.0416,37.3809,57.0834,66.9654,38.615,29.882,38.9903,60.5946,64.3307,20.0535,53.4758,79.578,51.0233,57.3912,110.8666,74.8285,70.4606,35.418,48.2571,38.9812,37.3018
51,80.6238,68.761,32.6161,18.6012,116.5307,70.7157,84.1417,57.3233,51.496,57.5759,66.627,87.9049,50.2139,38.8763,58.2962,67.59,38.9656,30.1679,39.8184,60.2097,64.9948,19.8917,54.0597,79.9609,51.8018,59.2927,111.7941,74.903,70.7407,35.0546,48.6045,39.6987,37.6517
52,81.2392,70.2009,32.7898,18.7959,117.4893,70.5903,84.3942,57.441,52.321,58.2667,67.3572,88.921,51.2281,39.4695,59.2757,68.3992,39.4044,30.6945,40.6281,60.4771,65.7205,19.8817,55.0916,81.7846,51.9815,60.6543,113.103,75.531,71.537,35.092,49.1624,40.4817,38.014
53,83.1114,71.0561,33.3829,19.2206,118.346,72.4404,86.2363,58.2587,53.4098,59.6108,68.7067,89.6272,53.3179,41.1156,60.8256,70.0977,39.8688,31.231,41.3916,61.268,67.438,21.383,56.2242,83.9531,51.6339,62.11,115.4875,75.4127,73.1047,35.0541,50.834,41.8777,38.2827
54,84.4879,72.4192,34.6176,19.4141,119.1841,72.9802,87.1462,58.3347,53.9194,61.1294,74.2221,88.3769,53.4085,41.1743,59.5284,71.3428,39.4615,32.0507,41.4053,61.3156,67.5377,22.0492,57.3369,85.6564,51.8363,62.4134,117.6755,77.5544,73.5092,36.0505,51.0797,41.5751,38.187
55,83.6369,72.0418,33.6005,19.117,119.8031,70.5678,84.864,58.7408,53.3515,60.0532,73.9073,88.014,53.0104,40.5264,58.2434,71.0422,38.8331,31.6751,40.5784,61.0727,65.6747,22.269,55.8889,85.9797,50.8989,61.6301,117.1448,74.3045,73.2167,35.414,51.2364,40.528,37.9092
56,84.5834,73.1496,34.1423,19.3466,120.9583,72.758,86.2469,59.716,54.6919,60.9581,76.0907,88.3522,53.2038,41.4225,58.3032,72.1569,38.9104,32.4534,41.1628,62.072,66.1993,22.0703,56.536,87.4082,51.1934,61.9581,120.6547,74.6208,73.8789,36.9814,51.3304,41.2667,38.271
57,84.4091,73.5888,34.0487,19.3407,121.3917,72.9287,85.8778,60.144,54.9367,60.7867,75.0983,88.5947,53.8933,42.4055,58.2187,71.7967,38.8765,32.5464,39.3438,62.1837,65.261,21.7865,56.5359,88.9317,51.0766,60.6806,121.5863,73.3407,74.1876,37.1344,51.0129,40.8156,38.0741
58,83.3971,73.3594,33.225,19.3343,120.8419,72.3283,83.8014,60.2194,55.885,59.3772,75.5382,88.0911,53.6743,42.0245,57.8805,70.8164,38.688,31.9756,37.5317,61.0026,64.756,21.6752,55.89,87.6994,48.6625,60.5466,119.3029,72.1509,73.734,36.7211,51.6975,39.0905,37.6286
59,84.4565,73.2871,33.2477,19.0876,121.7747,71.723,80.4362,60.7985,56.1025,59.7197,74.5319,88.4405,54.1635,42.299,59.3776,71.9837,38.6721,32.2993,37.6824,60.5438,65.6258,22.052,55.4198,87.7261,47.1912,60.1752,125.1468,72.1792,74.147,36.5907,52.2158,36.6186,37.4193
60,86.3887,75.3043,33.7199,19.2702,123.3563,73.7965,82.7629,61.7778,57.9427,61.8072,75.7813,89.8577,55.5488,42.7554,61.4806,73.3004,38.8002,33.3899,38.8172,61.4915,66.7875,22.7379,56.2551,90.9576,47.2287,62.1572,129.6142,74.3036,75.8456,36.8719,53.3646,37.4327,37.6202
61,87.6039,75.8792,34.1593,19.3974,123.2596,74.8877,82.8806,62.1595,58.8318,62.7053,75.8329,90.473,55.6621,43.0693,62.3295,72.7886,39.045,33.5648,39.7635,62.4261,68.1322,22.8976,56.8497,89.949,47.2613,63.4178,133.112,74.378,76.1374,37.1847,54.0933,38.1523,37.3583
62,87.5476,76.8547,34.1323,19.1608,123.1015,74.8047,83.8257,62.7341,58.2683,67.9768,75.6684,90.7518,56.4187,43.3763,62.4469,72.4108,39.0965,34.1637,40.6468,63.8977,68.4988,23.0638,58.2604,89.378,47.6084,64.6641,137.1501,75.3311,76.8887,36.6848,54.7288,38.9994,37.1247
63,87.3539,77.1335,33.9727,19.2468,123.2722,72.8672,84.6103,62.6034,58.3608,68.6614,75.3577,91.469,56.2347,43.4738,62.5919,72.0667,39.3284,34.5527,39.8892,63.943,68.5302,22.8932,58.3962,89.2901,47.8871,63.6114,137.289,74.1849,77.2947,36.3751,55.1162,38.7084,35.5018
64,87.1822,80.8515,33.9523,19.5205,123.5602,72.2511,83.4553,62.5838,58.3645,68.5398,75.8318,91.0821,56.3801,43.5271,62.5725,71.2684,39.4455,34.6332,39.0031,64.0392,68.1349,22.6784,58.1483,88.4443,47.8442,62.4745,137.5471,75.5637,77.1662,36.6047,54.674,38.2682,36.6361
65,86.1126,82.3184,33.3152,19.9036,123.0202,70.2788,81.2186,62.1864,58.6811,66.6685,75.5871,90.1091,55.7857,43.1092,62.2755,69.4272,39.4293,34.1757,38.4381,62.5846,67.7007,23.1964,57.3817,88.6489,47.7882,61.3295,135.1815,75.8442,76.3456,36.6561,54.5643,38.4182,36.5733
66,86.638,82.8036,33.4279,20.3573,122.7516,70.0589,81.5611,61.9989,59.0048,66.7498,75.1327,89.9236,56.0173,43.4582,61.8159,69.3711,39.412,34.3187,38.1494,62.8026,67.2881,23.3309,57.5269,89.9095,47.7384,61.5712,137.515,75.8396,77.0471,36.5607,54.1631,38.2018,36.296
67,88.316,83.0416,33.9072,20.6866,124.4662,70.7464,82.8679,62.653,59.3707,68.0032,76.0377,90.8554,56.5605,44.1536,62.0256,71.0977,39.771,35.1516,38.6505,64.2008,67.93,23.6335,58.4025,90.8464,48.4377,63.3205,139.7758,75.847,76.9089,36.9886,54.9126,38.7856,36.574
68,87.7248,81.5516,34.1625,20.6186,123.0598,69.9592,81.22,62.2956,58.7505,67.6912,77.3026,91.0039,56.2377,43.8378,62.0278,71.3245,40.1421,34.8957,39.7393,63.9865,67.5689,23.6263,58.5848,90.5565,49.1812,64.7663,138.5607,75.5935,75.5275,37.6745,54.8225,39.8396,36.6613
69,88.2879,81.2395,34.1615,20.0761,122.9216,69.2736,80.938,62.5358,58.3889,66.8806,76.934,90.8958,56.339,44.0632,62.8871,68.9465,39.9791,35.2097,39.6162,63.8426,67.3685,23.5447,58.8611,91.1675,48.7229,64.3593,138.8564,75.2633,75.6395,38.0254,54.9187,39.7234,36.754
70,89.7303,81.1328,34.8034,20.2184,122.8672,70.1513,82.4565,62.9314,58.8457,67.4737,78.2869,91.3599,57.3511,44.9712,65.0839,69.6142,40.2846,35.8586,40.7749,64.075,68.4258,23.5668,60.1546,92.0972,49.0886,65.3029,141.2587,75.9555,75.5266,38.5386,54.3282,40.7687,37.0907
71,91.2141,83.3454,35.8683,20.7566,124.383,71.4888,84.0848,64.0583,59.6108,67.9059,80.8185,92.3723,58.3918,45.3838,65.5395,69.76,40.8702,36.3847,42.2066,64.951,69.4152,24.0676,61.1351,93.4053,49.2689,66.1091,141.3732,77.0716,76.8904,39.5018,53.6956,41.9432,37.7492
72,91.3102,84.3323,35.6739,21.0546,125.6642,71.1408,83.8439,64.3582,60.2705,67.5026,81.2757,93.0568,58.7105,44.8893,65.1136,69.718,41.199,36.2752,41.6555,64.8259,70.2955,24.604,60.9288,93.5373,49.3656,65.8915,140.0164,78.5449,77.311,39.951,53.6426,41.6917,37.778
73,90.4073,84.4527,35.6027,21.2761,125.7691,70.2931,82.4175,63.2603,59.8135,66.0945,80.2506,92.6621,58.0629,44.3538,63.2975,68.7238,41.1371,35.702,41.1459,63.1288,69.6897,25.0766,60.2083,91.5264,48.6642,65.5192,144.6731,77.9752,76.2201,38.962,52.7702,40.8886,37.3437
74,88.7623,81.2607,35.8145,21.4052,125.2003,70.4744,80.8654,62.5594,58.0577,65.1839,79.6902,91.9017,56.9723,43.2062,61.7165,67.6709,40.4152,35.1019,41.0669,61.8533,68.525,24.4572,58.9708,89.847,47.56,65.0139,142.6697,77.4715,74.7859,38.6668,51.4895,40.237,37.1558
75,88.6553,81.3841,35.473,21.4522,125.0015,71.6673,79.8753,62.4037,57.6376,65.0063,79.9508,91.3878,56.469,42.9147,62.5038,66.9217,40.5721,34.9719,40.7692,61.4761,69.4671,24.2024,58.3775,90.4364,47.1344,64.7027,141.3049,77.0533,74.2697,38.0667,51.5944,39.793,36.7088
76,91.3622,82.44,36.3379,22.1144,126.6003,73.5603,82.7275,63.0733,58.5179,65.7662,81.2262,92.5046,57.5853,43.5726,64.1403,68.6388,40.6168,35.5207,41.88,61.8819,71.3814,24.7384,59.3046,92.8595,47.1856,66.4888,144.9383,77.8355,75.6865,38.4861,52.4762,40.698,36.5121
77,90.7753,83.7818,36.1773,22.562,125.608,73.3266,83.2639,62.6996,58.4123,66.1268,80.7304,91.9791,56.9584,43.4499,63.7867,68.3832,39.6842,35.3702,41.7219,62.3886,71.4905,24.8565,59.0089,94.2117,45.8588,66.6702,144.556,77.0873,74.8348,38.4727,51.7808,40.4387,35.8103
78,90.1581,84.6197,35.9837,22.5392,125.4675,72.5091,83.7408,62.385,58.4409,66.2254,81.014,92.2871,56.9499,42.6009,63.2624,68.6966,38.9974,35.162,41.7287,64.0196,71.1469,24.8895,59.1022,94.7097,45.8087,66.3954,143.883,76.5214,74.6797,38.4544,51.7692,40.6514,35.8591
79,88.2961,83.5464,35.689,22.251,123.8116,71.154,83.9868,61.9316,57.4117,65.3665,81.6008,91.2114,55.9442,42.2678,62.3881,68.135,38.3292,34.7539,41.65,63.75,70.567,23.908,58.1442,93.3874,45.4381,67.1026,141.0419,76.013,73.7129,38.0788,50.6745,41.0101,35.499
80,88.1469,83.9022,35.4244,21.9452,123.4976,69.8732,84.0301,61.709,57.2077,65.5192,79.8666,91.0837,56.0303,41.9762,62.2781,68.5462,38.0699,35.0293,40.723,63.1504,70.389,23.9149,57.8103,93.4673,45.1829,65.4288,140.1001,74.6262,73.1248,37.9175,50.5333,39.884,34.9897
81,87.6064,84.2769,35.2664,21.7135,122.9681,70.3932,85.2586,61.744,57.2815,65.844,79.2861,90.8035,55.919,42.348,62.8972,68.218,38.0616,35.0826,40.4114,63.3198,70.1433,23.6506,57.6628,94.5477,44.4202,65.0948,140.3176,74.7236,72.9982,37.8427,51.1546,39.0275,34.6056
82,86.7631,85.2587,35.1187,21.5814,122.0669,70.8853,87.7759,61.7229,56.797,64.9547,77.9195,90.2134,55.2314,41.9146,63.3968,67.045,37.7058,34.2681,40.276,63.1747,69.2478,23.443,57.0924,93.4817,43.4652,64.1725,138.8185,73.6186,72.6246,37.6526,50.6553,38.8181,34.2117
83,86.5217,85.164,35.0021,21.3982,120.0148,71.9696,87.6096,61.5174,55.7875,64.6643,77.7167,89.6605,55.4561,41.9953,62.0978,67.0829,38.513,34.2617,40.9385,63.5635,69.4922,22.965,56.8937,92.4062,43.523,64.4527,140.7673,73.5361,72.6292,36.9007,50.2034,39.0754,34.4018
