,APC,APA,COG,CHK,CVX,XEC,CXO,COP,DVN,EOG,EQT,XOM,FTI,HAL,HP,HES,KMI,MRO,MPC,MUR,NOV,NFX,NBL,OXY,OKE,PSX,PXD,RRC,SLB,SWN,RIG,VLO,WMB
230,78.3183,86.127,38.1297,26.1621,124.0649,99.5029,100.7072,70.3583,60.3036,81.9326,87.576,99.6013,51.8616,50.2797,82.2144,79.6729,35.8748,34.5321,44.3976,62.7371,79.5485,23.976,65.686,93.8433,61.8155,77.1277,173.9965,80.7534,87.9116,38.9188,48.7765,49.9046,38.3047
231,79.1624,87.468,38.866,26.3071,124.8812,100.6436,101.7263,70.3024,61.5906,83.0157,88.7424,100.7699,51.409,50.1724,82.9195,80.7898,36.0974,34.7612,44.2176,63.4375,79.5687,24.502,65.8623,95.1394,62.3563,77.2773,175.3951,82.4056,87.3941,39.3841,48.9447,50.7917,38.758
232,79.7033,88.4042,39.3755,26.0908,123.8406,100.5038,100.8558,70.3908,61.4125,84.6308,89.955,100.9948,51.8426,49.8001,87.8644,82.7785,35.9901,35.1368,44.9105,65.5614,79.2533,24.4921,66.9626,96.0396,62.813,78.179,178.2127,83.9303,87.131,38.8811,48.6638,51.9279,39.0351
233,78.7793,86.0202,37.5419,25.772,122.7882,97.2626,99.2248,69.5283,60.7301,83.5416,86.8231,99.7572,51.5161,49.5536,84.7846,81.3755,35.9453,34.5066,45.3424,63.1333,77.5094,24.6871,65.4559,94.6558,66.3216,78.7171,171.4198,81.5085,86.6614,37.934,48.3649,52.6999,39.2938
234,79.4984,86.1787,37.5615,25.6708,121.1896,95.5295,99.1748,68.9619,60.5724,83.44,85.926,99.9112,51.9679,50.1513,85.4954,81.0024,35.9211,34.5569,45.3522,62.8211,77.8615,25.6206,64.8778,93.9944,64.4255,78.041,170.1408,81.5675,87.3356,38.2986,48.6521,53.0732,39.2155
235,78.5587,84.8997,36.6807,25.3104,119.3629,93.9439,96.5686,67.8588,59.3768,82.3964,84.8915,98.7645,51.1461,49.8066,83.6277,79.0161,35.5929,34.2294,44.4811,61.8758,76.9032,25.1082,64.3795,91.9384,63.1543,77.59,165.8268,80.3303,87.5601,38.1895,47.6494,52.1714,39.2228
236,80.4059,85.4447,37.145,25.5737,119.2797,98.0464,98.9983,68.0104,59.7331,83.6604,85.8168,98.9975,51.6239,50.2993,84.9978,79.3284,35.5511,34.367,44.6484,62.3749,77.2576,24.7834,64.2856,92.1051,64.1067,76.3105,170.0222,81.6272,88.4494,38.8232,48.1804,52.2034,39.1294
237,81.6513,84.9855,37.5911,26.194,119.4535,99.6891,99.9743,68.2168,59.6094,85.4665,86.9803,98.9587,51.437,50.6688,85.0329,78.2101,35.5492,34.2816,43.3116,62.9536,77.3038,25.2604,64.5335,91.6772,64.7308,75.5693,173.4937,83.277,88.7191,39.1174,47.6167,51.4323,39.0818
238,81.3063,85.2974,37.9115,25.8684,118.7342,101.039,100.6226,67.674,59.2636,84.9905,88.3684,98.6932,51.1126,50.7069,84.9389,77.6355,35.6056,34.1395,42.7448,62.6146,77.0916,25.2045,64.5835,91.794,65.9059,75.2217,173.7546,83.7236,88.9649,39.5302,47.1379,50.6711,39.1963
239,80.4431,84.6769,37.5291,25.5688,119.4483,101.5659,99.7468,67.7055,59.017,77.3893,88.2726,88.1745,50.8497,50.7505,85.5936,77.4396,35.5649,34.1106,42.8098,62.8643,77.0728,24.9637,64.2285,91.087,67.1161,75.8565,175.6009,82.9982,84.8488,39.3898,46.7339,51.4725,39.1513
240,81.2056,84.5593,38.6329,26.2488,120.2468,102.8435,99.3877,68.0434,59.5063,84.6243,90.7376,98.4409,51.3699,50.1409,87.0125,77.7576,35.7504,34.1751,43.2116,62.8553,76.9476,25.4979,63.8265,90.0155,67.7608,76.8342,177.5139,84.434,91.1927,40.1193,46.7598,52.0266,39.8825
241,83.2506,84.1593,40.0023,27.028,120.3543,105.05,101.1581,68.3709,60.151,85.5135,92.5285,98.124,51.3419,50.3486,87.4535,78.1362,36.1831,34.3347,42.744,63.4396,77.443,25.9499,65.273,90.7171,67.8617,76.8521,181.5437,87.16,90.8972,41.8388,46.6931,51.0793,39.5155
242,82.1796,83.313,39.831,26.8651,118.3649,102.6097,99.6804,67.4933,59.972,83.6271,91.5872,95.8421,50.6009,49.6673,86.5497,77.4652,35.8787,33.6981,41.2926,62.2757,75.8952,25.4714,64.3591,89.4672,67.0671,76.1043,180.2573,87.1503,90.0216,42.1759,44.8889,50.9076,39.0286
243,59.8761,76.0409,39.4471,25.0185,101.6303,98.526,94.7259,60.3828,55.7287,76.5298,89.1505,83.1228,48.7042,46.508,80.5191,77.2914,30.9272,30.5541,38.7821,60.269,71.5391,23.6535,62.8593,79.9628,65.6072,69.4239,173.3172,85.6866,87.1844,41.2067,43.0825,49.2386,34.0535
244,80.6786,81.2824,39.0278,26.1327,116.5255,96.4825,96.1478,66.0813,58.903,81.3613,89.4059,95.1641,49.0155,48.5102,85.9067,75.7672,35.6441,32.937,41.3835,60.2047,73.5705,24.2682,62.3497,87.3553,65.3309,74.7723,171.1405,84.2423,87.8777,40.8938,44.9218,49.4145,38.8705
245,80.9228,81.9504,40.1595,26.6505,116.6496,99.0145,97.691,66.0344,59.2246,83.1173,90.7614,95.4509,48.8707,48.2677,86.1489,76.7489,35.8278,33.2704,41.4787,61.0997,73.2185,24.6288,63.2521,88.1672,66.0893,75.0366,173.4442,85.9269,87.7229,41.4008,44.9306,49.9217,39.6814
246,77.2343,76.9671,39.394,26.4395,106.7387,92.3324,93.392,62.7528,56.9386,79.1026,90.2667,88.645,47.6693,47.0937,82.3884,77.1809,33.5623,32.9965,43.1002,60.3843,73.0797,23.2987,62.8794,80.4279,66.4474,74.3715,168.0832,85.3982,80.2384,41.4077,43.234,51.0684,38.4983
247,81.4077,81.2951,39.9407,27.0806,116.163,98.1166,96.8404,65.7499,59.5196,82.9976,89.9753,93.923,49.5921,49.1668,86.9813,76.702,34.4041,33.0938,43.5984,57.9632,73.5881,24.8014,63.1663,87.7095,67.2985,73.9516,172.3537,85.6042,88.8018,41.2694,43.5997,51.7718,40.1141
248,80.8369,80.4941,39.9497,26.9913,112.2461,98.3537,97.8055,65.1398,59.4068,82.9773,92.0751,92.6043,49.6682,49.0698,88.0153,75.6603,34.1795,32.7062,43.8413,56.8633,74.908,24.8917,62.5503,88.017,68.3007,73.5057,170.4886,85.9396,87.9464,40.8249,43.402,51.5764,40.5656
249,78.8908,79.0306,39.685,26.1271,110.8772,96.3298,95.8769,63.9345,57.9512,81.3024,91.9899,89.9407,48.562,48.0123,86.4293,73.7464,33.378,32.1443,42.3699,55.3632,73.6052,23.8124,61.853,87.3267,58.3424,71.644,165.9064,84.9837,86.2882,40.5103,42.2071,49.3145,39.4024
250,80.1494,78.1613,40.9788,26.517,110.0818,97.1218,98.6509,62.8996,59.1578,82.4507,94.8108,89.3433,49.2121,48.794,83.9845,74.0131,33.4321,31.9403,41.3278,55.311,74.1871,23.7736,61.5523,86.7898,59.563,70.1128,170.2575,87.054,86.328,41.8712,42.1288,47.5849,39.5318
251,79.2585,77.4289,40.6787,26.0431,109.2892,98.4413,99.4182,63.0745,58.8148,83.7283,93.4724,89.5472,50.9025,49.0516,84.2873,74.3538,33.1303,31.776,40.8207,54.6508,73.2783,23.5913,61.1708,86.4101,59.2565,70.1702,172.2631,86.7655,85.9635,41.938,41.6593,46.4387,39.6692
252,79.2307,79.5968,40.7546,24.7447,111.07,102.5326,103.8169,64.1252,60.0324,86.1022,94.3101,89.7982,50.1261,50.5271,86.2811,76.094,33.6081,31.976,41.3682,55.7637,74.1248,23.9227,61.9845,88.431,59.0436,72.729,178.8606,84.414,88.0388,42.9314,42.2801,47.3095,40.7878
253,78.9346,80.7031,38.8053,23.994,110.332,102.6079,104.884,63.994,59.3879,86.8071,92.9286,89.3156,47.5615,51.3477,82.5272,76.4599,33.432,32.2296,41.7023,56.5699,73.6913,23.9437,64.5727,89.4024,58.8547,73.6311,182.3854,82.4031,88.6737,41.0491,42.176,49.9301,41.1879
254,80.5266,80.9551,38.5955,24.5934,111.5761,102.7234,108.0381,64.5592,60.6843,87.412,93.9497,89.6907,48.7906,51.7733,85.8334,77.0115,33.7847,32.3,41.3213,57.2455,74.8933,24.1195,66.267,90.7685,58.8221,72.8643,186.0406,83.7389,88.9846,41.2795,42.6666,48.7057,40.9128
255,81.7715,80.9207,39.1124,24.8446,113.2926,105.5388,108.2796,65.3573,61.394,87.3898,95.3212,90.4928,50.2817,53.415,87.4694,78.0806,33.9664,32.6034,42.0677,57.3977,75.333,24.3113,66.3581,91.7112,59.0627,73.5245,181.7971,84.5403,90.0952,41.7009,43.6065,47.984,41.5727
256,81.7726,81.4265,38.8751,24.8122,112.1497,107.7842,109.6965,65.4026,61.347,87.7371,95.8464,91.2352,50.7269,56.3276,87.6313,78.2508,33.8765,33.1902,42.271,56.6737,75.9479,24.3259,66.4621,92.1886,59.6972,73.7643,180.725,84.4935,90.3371,41.6071,43.568,47.6833,40.836
257,81.4726,79.8076,38.5752,24.782,112.2151,109.1571,110.9692,64.7075,61.9197,87.6806,95.8522,91.2571,51.4547,53.6671,89.0416,78.7223,33.7004,33.1754,42.6081,56.6487,75.7302,24.5386,66.4713,91.9431,60.0683,74.3043,179.9668,84.1279,90.2098,41.3942,43.2032,48.492,40.9586
258,81.3521,82.8565,38.9948,25.1309,113.005,109.2556,111.8101,65.4191,61.9353,88.2317,97.0346,93.5492,51.1863,53.6542,90.2976,79.5322,33.727,33.2428,43.7503,59.5102,76.2281,25.2742,66.1512,95.2925,59.9328,75.4873,183.2152,85.2654,90.6103,41.61,43.2738,49.6033,40.8139
259,82.9973,83.2578,39.6923,25.6656,113.1817,111.5515,115.0652,65.4254,62.8553,89.6267,99.6037,94.0144,50.8692,53.9551,92.6675,80.3487,33.7885,33.4136,43.9744,58.9312,76.0955,26.1309,66.5331,96.4443,60.5626,75.918,189.5896,86.4129,90.3645,42.2798,42.6556,50.5264,40.745
260,83.6772,84.6116,40.3194,26.3661,114.2657,112.0418,114.5338,65.4379,64.5934,90.0935,100.7232,94.5616,50.8219,54.6883,94.3048,80.8972,33.4244,33.6632,43.8136,58.2641,76.7304,26.1367,66.7779,95.794,61.1525,75.9201,189.7474,87.8695,91.0611,43.0053,42.8775,50.6948,40.6526
261,83.1585,84.2266,39.1824,26.5785,114.6923,113.7556,116.338,65.0334,64.4782,90.2897,99.9589,95.2688,50.6362,55.7578,94.5087,81.3893,33.1121,33.4855,43.9691,58.0142,76.608,25.2828,66.8742,95.2349,61.0408,75.2938,189.8798,87.0189,90.8174,42.0972,43.0258,49.7677,41.8603
262,82.8278,85.1891,36.6692,26.709,113.3003,112.8457,115.3732,64.8017,64.2635,89.646,100.5524,95.2946,50.212,55.5851,94.2503,81.2643,33.2333,33.3538,43.8951,57.9333,75.1832,24.9557,67.0672,95.5024,60.8943,75.1994,187.9376,86.1233,90.7564,42.8659,43.2883,50.2421,42.0545
263,84.1501,85.3844,35.9188,27.268,114.4629,115.1657,119.1027,66.3564,64.5926,90.0383,101.7976,96.7165,50.7676,56.5723,96.7655,81.8726,32.2338,34.078,44.3625,59.0558,76.2584,25.5839,69.6632,96.1643,61.285,78.1878,194.7699,87.913,92.7875,43.801,43.8519,51.1163,42.5992
264,83.186,82.8137,35.6012,26.9695,114.9388,112.0054,117.846,66.9325,63.8115,91.5264,101.3604,96.5008,50.0169,55.3029,96.6776,80.3811,32.6002,34.3641,44.986,60.0271,74.5279,25.4231,68.794,95.8831,58.8762,79.9874,192.9043,86.347,92.4846,42.672,42.9103,51.7074,41.8318
265,82.8966,80.3697,35.395,25.3113,115.3523,111.916,118.8392,66.2026,63.6962,93.1274,99.7825,96.0564,50.3174,55.3891,96.7993,79.5332,32.2867,33.8264,44.4246,59.2366,74.2546,27.9822,68.8323,95.2794,58.8621,76.9856,192.4205,84.6706,92.7952,42.3542,43.2532,51.1968,41.1253
266,82.8674,79.5363,35.5875,25.7056,115.2609,113.3352,119.0448,65.9096,64.0903,93.2104,100.7934,95.6924,49.8414,55.4432,96.2572,79.3851,31.9686,33.3023,43.304,59.2058,74.5726,27.408,67.9711,95.3412,58.918,75.0284,194.583,86.3707,92.1531,42.9363,42.0052,48.7285,41.544
267,84.1897,79.5908,35.0064,25.9379,115.8986,115.3024,120.8895,66.5158,64.3969,94.419,101.9783,96.3267,50.2388,56.8896,98.4721,79.936,31.8461,33.5272,42.1567,59.5226,76.6427,27.8346,68.6656,96.6129,59.1401,75.001,200.6694,86.3359,93.2907,41.293,42.356,48.1246,41.3222
268,84.0399,79.7327,34.7987,25.5749,114.481,114.7287,121.7401,66.2243,64.1752,94.9952,100.8537,95.2191,49.7275,55.8818,97.5567,79.8764,31.455,33.2909,41.7828,57.9216,76.7162,28.5613,68.0572,95.704,57.9673,74.4306,202.2468,85.0228,91.0849,40.9729,41.6303,47.8809,41.4062
269,85.6161,80.424,34.8056,25.6312,115.6405,115.7129,122.5697,66.5802,69.9648,95.9259,101.5162,96.442,50.2191,56.9759,98.7656,80.339,32.009,33.8838,42.0356,59.4379,77.7731,28.8375,68.7226,97.1262,59.5478,75.7089,203.4994,85.1237,92.6195,40.9528,41.8247,48.7136,42.3909
270,85.611,79.3886,34.6048,25.5442,114.9253,114.1114,121.4772,66.6869,64.5354,95.7343,101.8133,94.1786,50.5287,56.9352,99.0876,80.36,32.5193,33.6904,42.9307,59.6941,77.5632,29.0387,69.2147,97.067,59.3531,76.406,201.1681,83.9038,92.0708,40.5018,42.4002,49.9437,42.5172
271,86.8936,79.4622,34.9727,25.4595,114.7406,114.6896,121.3013,66.4604,64.5184,95.5623,100.1233,93.6006,52.1265,56.8924,100.3951,81.2765,32.3673,33.9359,44.5708,59.8952,78.0368,28.7885,68.5617,96.2223,59.181,78.1336,197.9677,84.1104,92.6257,41.1509,42.689,52.2906,42.6575
272,85.5318,79.9454,35.2035,25.7578,115.1122,114.0317,121.4246,66.5675,64.9209,94.7776,100.3745,94.7066,53.2559,58.1794,100.3307,81.7282,32.0847,34.1739,44.9624,59.9101,78.7716,28.6645,68.9747,96.8329,58.9672,77.9662,196.879,84.9189,92.8457,41.9797,42.1519,52.8738,42.6021
273,84.7171,80.1303,35.0915,25.6488,115.159,113.2868,120.1117,66.6196,64.3053,94.3576,101.1782,95.1519,52.9028,56.1716,100.0935,81.9917,31.8485,34.1709,45.4171,59.6943,78.7502,28.3743,68.9629,97.0707,58.777,78.5467,193.972,85.8215,92.6228,42.294,41.6609,53.3252,42.1153
274,83.7962,80.2187,35.4717,25.3508,114.8278,112.1916,119.0883,66.7074,63.8503,93.6056,101.0609,94.2416,52.3094,56.568,98.943,81.452,31.682,33.9809,45.4251,59.5132,78.0975,28.2879,68.9342,96.5758,58.3525,78.8658,190.5102,87.182,92.4901,42.973,42.0623,53.3128,41.6208
275,82.4229,79.2622,35.2188,25.038,115.6696,109.6382,116.4791,66.3898,62.9511,92.3476,100.5324,93.9566,51.3082,55.1527,98.3844,80.6089,31.3917,33.4139,46.8731,59.4213,77.1534,28.0316,67.816,96.1432,58.4826,79.7983,185.3035,86.4535,90.9962,42.3464,41.0571,54.8738,41.1071
276,78.795,75.9364,34.8756,25.0239,107.9784,107.1474,115.1675,61.8393,59.834,88.0935,100.9027,87.2059,50.3799,51.5372,93.7487,75.039,30.5539,32.9175,46.4005,59.0642,75.0448,26.4231,67.2105,88.2246,58.2627,74.1236,183.4272,83.1452,90.0494,42.8182,39.1506,53.5863,36.8991
277,81.8863,79.0361,34.1028,25.0557,114.1565,111.4118,117.4679,66.5077,62.6421,92.6031,102.0118,93.6749,51.0103,55.1931,97.4779,80.1179,31.5896,32.848,47.0359,59.9191,74.6496,27.6047,66.5669,96.2055,58.7858,78.9093,185.5148,87.2269,90.026,43.6792,38.9114,54.279,41.3697
278,82.1394,79.3277,33.4662,24.8342,115.0059,112.3995,117.93,67.112,62.8686,93.4954,102.7989,94.1869,51.2443,56.4036,100.272,80.3999,31.4894,33.1661,46.9257,60.3082,73.792,27.8432,66.6896,96.7413,59.225,79.3727,184.8709,88.2086,89.5473,43.9251,38.8348,54.4686,41.4067
279,83.181,79.9944,33.3852,24.8134,116.996,115.1484,119.1697,67.9405,63.4105,94.6842,104.2623,94.8317,51.316,56.8074,101.9802,81.2204,31.6791,33.5695,46.826,60.3097,74.546,30.4362,67.2633,97.3818,60.1897,80.0237,188.4077,89.0881,90.6249,44.8459,39.1717,54.9369,41.6233
280,81.6241,77.5622,33.0039,24.133,112.0942,113.2317,115.8723,66.0721,62.8777,92.3426,102.5229,91.3175,50.571,54.311,102.4087,76.7923,30.0876,32.8392,45.4393,59.0162,72.536,27.8375,65.0437,93.8678,57.8335,76.7191,183.1681,86.7729,86.7747,44.0747,39.2577,53.3972,40.3953
281,83.2433,79.8309,33.3241,24.5158,115.5858,115.9969,116.6505,67.7809,63.3207,94.7092,103.1357,94.4164,52.081,57.241,103.757,80.9496,31.2419,33.6809,45.9029,60.3132,73.8841,28.2745,66.5543,92.7037,59.2127,78.3428,184.379,87.2067,90.9371,45.4814,40.1322,54.9355,40.7812
282,78.8095,77.1467,32.0148,23.8843,111.5576,114.6709,112.5541,65.563,61.613,90.2377,100.4827,91.4436,48.8586,56.0682,100.7746,78.7727,30.0497,33.3692,44.069,58.1953,72.5225,29.9838,63.9086,91.3973,54.0872,75.0668,171.5477,81.6607,89.3454,43.9944,37.8768,50.7061,39.8354
283,83.0027,80.8969,32.6306,24.8197,116.067,116.1416,124.0199,67.5764,64.0324,94.8647,102.9569,94.7901,52.276,57.9236,105.8946,81.7365,31.3919,34.3301,44.905,62.1874,74.2216,29.9068,66.7755,93.7578,58.5945,77.4786,180.7717,86.5464,93.8033,46.4176,40.0628,54.1154,40.7883
284,83.0923,81.7594,32.7281,26.1113,116.8332,116.3969,119.9392,68.1562,64.0731,96.0658,100.1431,95.5243,52.3271,58.9606,106.8241,82.2333,31.5429,34.4672,45.4071,62.1547,74.7582,30.9862,67.5941,94.6833,58.4823,78.3549,181.4143,86.5651,95.3427,45.6168,40.3226,54.336,40.719
285,83.4703,81.5461,32.2639,24.9837,117.5903,115.2723,121.5362,68.6686,64.0343,96.3253,96.5869,94.6866,51.9487,58.6787,106.3905,81.7124,31.8485,34.5362,44.9714,62.1321,74.9078,30.4565,67.7528,94.0762,58.014,77.2598,180.6583,85.3256,95.6152,45.19,40.6847,54.11,40.6095
286,83.3514,81.5011,32.9568,25.3996,117.1081,116.0654,122.9243,69.0199,64.6149,96.6232,95.8772,95.4521,51.7905,57.6852,106.2372,81.7125,32.1288,34.4793,43.377,62.392,75.6858,30.918,68.7407,93.9136,57.9182,76.4987,184.3441,84.497,96.2606,45.2545,40.3648,52.4004,40.5607
287,84.6174,82.6298,33.7945,25.6489,118.2639,120.041,124.0995,70.037,65.4386,98.5576,97.6429,97.498,52.136,59.1942,107.6825,83.1588,32.2117,35.0928,43.8659,62.7037,77.359,31.4841,70.7359,95.0707,58.3095,76.8774,188.9906,85.2156,97.6969,45.6793,41.0285,52.8989,40.8788
288,85.1282,82.9891,33.8739,25.4328,118.9072,119.2684,122.4272,70.4239,66.5461,98.2588,97.1746,97.918,52.2942,59.1501,107.3879,82.8351,32.4258,35.4981,43.6308,62.7597,77.8079,31.3586,71.1185,95.4472,59.1371,77.155,187.5187,83.5784,97.6516,45.8372,41.2773,53.1679,40.6368
289,87.5905,83.4993,34.1131,26.0401,119.196,118.235,123.0589,70.3284,67.3796,99.6345,97.8199,97.5383,52.8434,59.2551,107.8915,83.5518,32.7336,35.3167,44.1555,62.852,77.7484,31.2034,70.5853,94.8128,58.9075,78.6894,185.5295,83.5192,97.6799,45.6029,41.0995,54.9265,40.6864
290,86.4968,84.0813,34.7671,26.4263,119.1011,118.2354,124.8738,70.6664,67.7853,98.9629,100.6615,97.7149,53.5954,59.867,107.987,84.7534,32.8137,35.4324,43.6745,63.1472,78.3891,31.4395,70.2135,95.4164,59.7159,78.7216,191.6156,85.61,97.9206,46.1538,41.4448,54.6281,40.7616
291,95.6821,85.0759,35.3941,26.7433,119.2181,117.4347,126.6221,70.4362,68.8405,100.6273,102.7766,98.1815,53.9904,59.9066,107.77,85.5301,33.2468,35.6699,43.6655,62.1266,78.3307,32.3772,71.3333,96.3658,59.782,80.4273,193.8548,87.6872,98.2788,47.0511,41.1695,55.6698,40.6129
292,102.27,85.6513,34.8749,26.6295,119.0119,116.488,125.6032,72.0441,68.4937,100.0807,108.1085,97.8716,54.7622,59.8325,107.7046,85.5365,33.1781,35.647,43.7231,67.6497,78.8252,32.3292,71.3647,94.9873,59.8799,82.8195,190.5756,92.4253,98.6394,47.1205,41.6896,55.1235,40.5849
293,98.066,84.167,34.1311,26.0086,117.9063,113.166,121.9442,69.6573,67.6464,98.2824,102.1164,96.9744,53.5829,58.0715,105.3981,84.1391,32.4152,35.0096,42.6979,61.3684,77.802,32.0971,69.5795,93.8949,58.8588,78.4157,181.2897,86.099,98.0573,46.7026,41.2394,52.7067,39.7168
294,98.0769,85.0592,34.2612,26.1667,117.7623,114.6796,123.6271,69.9501,67.9017,98.7353,101.7604,97.5029,53.5949,58.276,106.0902,83.9862,32.9428,35.1097,41.8796,60.9976,78.068,32.1623,70.1912,94.6404,58.6394,77.5406,184.8988,87.8654,98.231,46.6574,41.8563,51.4261,40.4141
295,98.8978,83.3148,34.0294,26.2099,118.6557,116.3314,125.9023,71.0353,68.2128,98.6696,103.9783,97.1366,53.2225,58.4541,106.9686,84.5592,32.838,35.3873,42.5132,60.2009,78.3722,32.4122,70.5876,95.5275,59.2987,78.1328,186.0874,87.9714,98.5423,46.4372,41.2695,52.5507,40.7257
296,96.9139,83.0258,32.6226,26.4759,116.5594,114.6796,124.5844,69.8516,68.1128,98.4603,103.2183,97.0411,52.9827,58.1949,105.9754,84.4174,32.7797,35.3335,42.1957,59.5977,77.7205,32.1038,69.8729,94.7656,58.7978,76.8744,183.1777,88.1758,98.6147,46.6609,40.799,52.4171,40.3549
297,96.9205,82.2327,32.544,26.1979,117.3423,114.697,125.0084,70.975,68.0423,98.8664,102.4743,96.746,52.2005,57.7321,106.0853,83.7553,32.3854,35.1757,41.7239,59.8896,78.2825,32.1202,69.8275,93.7927,58.5696,76.9114,186.2228,88.3136,97.203,46.8329,39.8339,51.1321,40.2131
298,97.3376,82.4298,32.778,26.6361,119.2408,115.4273,127.0441,71.1892,67.7019,99.5115,102.2603,97.5612,52.5046,59.0255,106.9944,84.9216,32.359,35.4964,42.1818,59.9348,79.4613,32.5302,70.5035,94.2297,58.9633,77.5176,190.1016,87.8032,98.6834,46.4389,40.5804,51.907,40.4389
299,97.8711,83.2075,32.8964,27.1184,119.7333,117.3487,129.7412,72.4698,68.5519,100.9353,102.4447,98.0382,53.2425,59.4731,108.3029,85.6421,32.6476,35.8397,42.9079,61.1491,80.5401,32.542,71.3313,94.469,59.2124,77.9243,194.186,88.9091,99.7381,47.0426,41.3084,53.1809,40.5659
300,98.4509,84.2676,33.7111,27.3676,121.7081,118.7278,131.6515,73.6294,69.8415,101.0963,103.0445,99.6622,54.388,60.418,109.5451,86.4965,33.2197,36.3268,43.9612,62.8587,81.2196,33.0959,72.6137,95.6808,60.5383,80.1302,200.3312,90.2294,114.7626,47.6953,40.6463,55.1854,41.2026
301,98.9458,84.7986,34.969,28.1361,123.3238,120.6813,132.8748,74.5051,70.7666,102.2524,104.9426,100.4509,54.8655,60.8951,110.373,86.627,33.5811,36.7287,44.8858,63.848,82.2148,33.824,74.3632,96.4569,61.1512,80.558,202.9218,92.6583,100.3675,48.678,40.3974,55.6907,41.7118
302,98.7997,85.5067,34.9306,28.3954,124.0812,120.1739,132.9855,76.0633,70.4692,102.887,104.9685,100.6961,55.1915,62.8675,112.605,87.768,33.4604,36.5821,44.9486,64.244,82.2628,32.7465,74.4094,97.2444,61.5289,81.6901,200.3448,93.0204,101.5818,48.6444,40.4641,56.1631,42.0186
303,99.2192,86.0804,35.6547,28.509,124.083,121.8033,130.891,74.2588,70.6536,102.6233,105.3507,100.5672,55.3478,63.2008,113.1623,87.9821,33.4249,36.4626,44.9659,63.8694,82.2849,32.5438,74.3063,106.7384,62.2491,81.912,198.4706,92.8804,101.9962,48.7948,40.8908,56.0639,42.0034
304,98.954,87.7282,36.1476,28.976,124.7295,122.8495,132.5211,74.1423,71.3238,105.2506,105.7285,100.5939,58.4096,64.7393,114.2076,88.4418,33.6963,36.5255,45.473,64.6347,82.7769,32.7161,74.7291,97.0631,62.2571,82.238,197.9874,93.2078,102.4743,48.6113,41.4815,56.4108,42.1522
305,100.3457,87.8779,37.9229,29.2123,124.4909,123.1785,133.9925,74.4447,71.9679,104.3075,109.2587,100.13,57.4297,63.8568,108.5317,88.4807,33.7405,36.4403,45.4245,64.747,82.5066,33.1407,75.3081,97.024,62.3661,82.5512,197.695,94.2552,101.9597,48.5736,42.7458,56.4833,41.4381
306,99.6706,87.4153,38.2634,28.904,124.069,120.4331,129.7263,74.3471,71.109,99.9877,106.7554,100.3251,56.9455,63.0492,107.0059,87.5616,33.1485,36.0655,45.4981,63.8524,83.2045,32.0654,73.1907,96.6004,63.5608,82.6495,192.6096,92.0294,101.6493,47.9419,43.0457,56.7772,41.6118
307,99.4093,86.8271,38.5209,28.7294,125.3307,119.0976,127.4342,74.5661,70.2802,97.9972,105.9043,100.888,56.5573,62.7638,106.8978,87.3555,32.5004,36.1845,46.3367,64.0564,77.9783,31.6786,72.2411,96.7048,62.2616,83.6645,191.7356,91.5966,101.2422,47.8798,42.7337,57.7671,41.5969
308,100.1405,88.0881,39.0121,29.2007,126.7723,121.6509,131.416,75.0058,70.8981,100.0215,108.3216,101.8631,56.7294,63.7173,108.1226,88.1167,32.9792,36.8547,46.86,64.6996,78.6193,32.2661,72.9208,97.418,62.8989,83.8586,196.5273,89.8513,102.3497,48.2411,43.1292,57.3257,42.1128
309,98.8471,86.8307,39.1007,28.7847,125.5782,118.9892,129.6153,74.3748,69.9923,97.63,108.5598,101.693,56.4868,62.9234,107.4246,89.0889,32.7285,36.305,46.7163,63.2923,78.2597,33.1107,71.8004,95.8106,63.1455,83.5686,192.8834,89.6318,101.4638,47.6347,42.8908,57.1308,42.0939
310,99.1481,86.9299,39.2654,28.569,125.0033,118.6227,129.6907,74.8976,69.9262,97.4835,108.7378,101.6706,56.3884,62.9058,106.1903,88.8313,32.5699,36.2032,47.0979,61.5688,78.784,36.7462,71.1834,95.1894,63.2751,84.0923,193.6199,89.0606,100.9467,47.3616,42.5928,57.6892,43.0853
311,99.7692,87.1896,38.604,28.3544,124.7744,118.5397,131.3105,76.2904,70.302,97.3927,110.0381,102.2235,56.6252,63.6311,107.7609,88.7767,32.7466,36.5331,47.947,61.2386,79.6733,33.8519,71.3614,94.7535,63.2591,83.8242,195.0562,90.0778,101.2138,47.0962,42.9626,58.2167,43.0343
312,99.2822,86.9357,38.5932,28.2862,125.3789,119.4951,131.266,76.8872,70.3508,98.8269,109.3268,102.7276,56.9262,63.8167,105.6986,88.5432,32.7653,36.4645,47.7623,61.2309,79.8474,33.6415,71.0042,94.7983,63.607,83.7456,197.1154,90.3512,101.2171,46.6816,42.9654,57.8176,44.603
313,103.2475,87.3647,38.8575,28.4674,130.4461,119.6988,131.0355,78.1901,70.9275,103.7467,109.7188,105.5914,57.923,64.3532,114.5556,90.998,32.8487,36.5236,48.6518,61.5518,81.1161,34.0814,71.9919,96.4742,64.1023,85.6584,199.8755,91.541,103.7703,47.0421,43.1012,59.1628,44.0302
