,APD,ALB,AVY,BLL,CF,EMN,ECL,FMC,FCX,IP,IFF,LYB,MLM,MON,NEM,NUE,PPG,PX,SEE,SHW,MOS,VMC
280,119.7063,63.5345,49.1277,26.7083,49.8662,83.8202,108.234,77.0033,30.4643,44.6867,90.5386,88.247,121.9249,110.5834,24.5459,48.4228,95.5768,130.8656,29.5543,200.9147,46.9504,66.8178
281,121.8341,64.0024,50.7393,26.8614,50.4029,85.2877,109.8282,78.7431,31.0963,45.4671,92.8706,90.1065,126.6286,113.5469,24.7414,49.6371,97.3991,132.3812,32.29,201.7484,48.8296,66.7739
282,118.3141,63.0422,49.0333,25.5015,48.2568,84.3675,102.6255,74.7142,30.4803,43.7326,89.0426,87.4084,119.8589,108.9469,23.9219,48.4976,94.321,126.1105,30.4199,185.3353,47.4404,63.3586
283,120.9163,64.493,50.6658,26.7448,50.5907,85.4309,110.0839,78.6129,31.7123,45.5656,93.0111,89.6824,123.9004,113.2022,24.0418,50.8118,96.8481,132.2121,31.7416,198.6837,48.4416,65.3246
284,120.797,64.934,50.4501,26.7872,51.019,85.6394,108.7456,78.5588,32.1581,45.9772,93.0939,90.8435,126.2134,113.3508,23.9739,51.3772,96.7161,131.4311,31.7708,198.7702,48.806,65.7463
285,119.9064,64.5811,49.9738,26.7207,50.5393,84.8443,107.4723,77.1421,31.8171,45.3719,92.8605,90.3688,126.2136,112.4909,23.2824,50.9863,95.8527,130.281,31.4347,196.4789,48.8581,65.1766
286,117.8862,64.5124,49.2677,26.5971,50.6464,83.9343,106.0232,76.8904,32.1605,45.2147,92.6388,87.7634,125.1223,110.9009,22.754,50.0989,94.4343,128.4517,31.1045,190.9261,48.5966,64.2707
287,117.591,65.0534,50.0964,27.0226,51.553,85.4423,106.3586,76.7942,32.86,45.8819,94.0822,88.213,127.3572,112.1982,23.8015,50.1264,95.2657,129.3936,31.5377,195.1486,49.1659,66.4523
288,118.4193,66.3142,50.5231,27.3516,51.7424,86.0887,107.6745,76.3357,32.9825,45.8796,95.4187,89.1168,128.3264,113.3113,23.6016,50.5789,96.8156,130.7241,32.6619,196.8182,49.8268,66.6597
289,119.4231,66.3584,50.9467,27.4591,52.829,86.197,108.2722,76.9904,32.8524,45.8586,96.0548,88.7998,127.9831,113.5326,23.5386,50.62,97.8371,130.9872,32.7958,198.2206,49.7126,66.31
290,121.0065,66.7665,51.5505,27.5929,52.9535,87.0139,108.7915,78.002,33.415,46.3521,96.4264,89.6384,127.0037,114.0681,24.2883,51.0169,98.541,131.6072,33.2856,199.8247,49.4661,65.8789
291,121.7611,66.9559,51.6193,27.6561,52.1315,87.4346,109.1021,78.265,33.414,46.4223,96.67,90.3824,125.8654,116.9652,24.0161,51.5215,98.9064,131.678,33.0835,200.7971,49.3862,66.4556
292,120.2138,66.306,51.3696,27.773,53.6524,86.734,107.8999,86.6172,33.4565,46.1289,95.4202,90.0941,127.7889,117.0562,24.3478,51.4488,99.586,130.3384,32.6567,196.6378,49.3875,67.1462
293,117.4321,65.2313,50.5741,27.2521,50.5912,84.9936,106.1244,76.0343,33.1792,45.3111,93.8295,87.5132,123.0032,112.7972,24.545,50.9203,96.975,128.3765,31.7972,191.981,48.3545,64.9015
294,117.0197,65.2771,50.7047,27.3467,50.7375,84.8509,105.2135,76.4029,33.8017,45.3311,92.9617,87.169,122.8352,112.7248,24.8959,51.5634,96.0853,128.3733,31.69,191.3032,48.3518,63.8052
295,118.2162,66.4946,50.8912,27.5266,51.0754,85.5894,106.6417,77.1535,33.8662,45.8134,93.7674,88.1246,125.4793,114.2056,24.9054,52.3352,97.3139,129.7758,31.939,193.5091,48.4424,64.8038
296,117.455,64.3687,49.3859,27.3461,49.5883,84.6237,105.4398,76.0565,33.21,45.293,92.4545,87.6748,127.267,112.9051,25.0125,51.2173,95.4298,129.0331,31.5476,190.8159,47.7999,65.2789
297,115.7183,65.1147,48.8676,27.1077,47.8985,84.5821,104.2282,74.6935,32.744,45.1427,91.809,87.4563,125.077,111.7455,24.353,50.7066,94.4185,127.6149,30.6325,189.5008,47.3284,64.0257
298,115.4594,65.539,49.1704,26.949,48.0174,84.9398,104.1609,74.9772,33.1473,45.0341,92.3345,87.9221,125.2964,110.5947,24.5182,51.7575,94.2727,127.4295,30.6553,190.2583,47.4189,63.7277
299,115.3337,65.1703,49.0756,27.4139,48.0717,85.9674,104.7937,75.0665,32.7308,44.6148,92.6229,88.8266,124.3898,110.2685,23.642,51.1846,93.7967,128.3619,31.2127,190.2392,48.1389,63.0588
300,117.8499,66.1382,50.2776,27.9887,49.2611,87.9322,106.7973,76.6383,33.0327,45.2727,94.2338,91.2554,125.9503,112.1608,23.7446,51.8716,95.4456,131.0973,32.0778,192.683,48.5945,64.5611
301,118.2051,66.427,50.611,28.1022,48.7191,88.591,107.6004,76.8564,33.0966,45.5926,95.059,91.7963,125.8479,112.7375,23.6582,52.2849,99.2344,131.8477,32.2453,196.4046,48.7577,63.8922
302,117.6585,67.0688,50.8772,28.0281,48.2607,87.6486,107.7372,76.7679,32.8841,45.8213,94.9349,92.307,126.4281,112.7885,25.0259,52.1349,98.636,132.637,32.448,197.3582,48.9083,65.0863
303,119.2383,67.714,51.6916,27.8623,48.1796,88.5794,107.5231,76.8751,33.2759,46.0677,95.8303,93.4747,127.3225,113.3529,24.8092,52.1559,98.455,132.3486,33.0113,201.9897,49.0909,65.2429
304,118.5231,67.1474,49.2942,27.7287,53.2305,88.6949,106.9442,76.9914,33.4249,46.1009,95.8536,92.3679,127.1256,112.1471,25.8381,52.4123,98.3269,131.2726,33.1927,202.5237,48.8984,64.4582
305,118.3077,66.9964,48.8645,27.7352,48.1517,87.2989,106.3244,76.1554,34.1475,45.8603,95.6923,91.6124,126.2129,111.0038,25.492,51.6086,97.5088,131.0153,33.1774,201.318,48.6827,64.7026
306,117.1946,66.4069,48.6854,27.834,48.0399,84.4679,105.3877,75.7063,34.1795,45.6875,95.3134,91.0889,123.7631,110.025,26.222,51.1936,96.456,129.6498,32.6455,200.2392,49.2419,64.0207
307,116.7761,65.9099,48.7658,28.2087,48.3101,84.7966,105.1583,75.3821,33.8198,46.1345,95.2458,90.7745,117.9943,110.1579,24.8405,50.6789,95.9485,129.5346,32.4531,198.4491,49.6887,62.349
308,117.3561,66.6953,48.4697,28.0635,48.9095,86.1143,104.5796,77.4345,35.0394,45.9649,96.7056,90.8726,121.8332,110.7694,25.0647,51.5451,96.355,129.0729,32.6191,199.2946,49.9516,63.3679
309,117.3232,66.9656,48.47,28.0447,48.9811,86.8364,104.5172,76.7802,34.2493,47.115,97.9687,92.3039,123.7376,110.5729,24.8197,51.6929,96.7163,130.0111,34.1053,199.7974,50.042,63.9416
310,117.8,67.7257,48.5162,28.7018,48.5799,86.3364,104.5264,76.6025,34.2736,46.0691,98.2863,92.3159,126.7769,110.1623,24.5506,51.9055,96.4649,130.1165,33.7064,199.6935,49.8038,65.0607
311,118.0698,68.2486,48.5136,28.0377,48.6289,86.1844,104.7184,76.4563,34.7497,45.9376,97.9884,92.5467,126.7238,111.9013,24.7259,52.4531,97.3743,130.7962,33.4265,200.8422,49.9432,65.2772
312,118.9201,68.5377,48.5069,28.075,48.8065,85.8751,105.0448,75.945,34.1919,45.7851,97.665,93.4045,125.083,114.1478,24.8616,51.7402,97.7699,130.6369,33.2971,199.8799,49.6957,64.7822
313,120.8939,68.3935,48.4735,28.7206,49.0403,86.4578,106.3843,76.9398,35.3509,46.4868,98.7206,95.0429,125.2899,115.548,24.8441,52.8219,99.0683,133.4195,33.2849,201.5108,48.797,64.5497
314,119.2116,68.4184,48.6176,28.8671,48.785,86.0744,104.9367,73.3399,34.029,46.4447,99.2785,95.1419,122.5773,115.4576,23.9821,52.2057,98.8335,130.5137,33.0166,198.9373,48.609,62.7593
315,119.8939,68.241,48.8735,29.0205,48.5269,85.9145,104.8398,73.4008,33.8528,46.7559,99.6204,95.1021,121.2236,116.1003,24.0012,52.281,98.45,130.3102,33.3053,198.3209,48.7633,61.8151
316,118.6658,68.2262,48.5073,29.1853,47.4699,85.5373,104.6793,72.9905,33.8845,46.5261,98.3905,94.8749,118.727,115.45,23.9389,51.5893,98.4372,130.0247,33.206,198.7723,48.586,60.3699
317,119.9552,69.335,49.0058,29.5219,48.3872,86.0715,105.3945,73.632,34.852,47.3171,98.7202,96.2825,122.3422,116.0329,24.5312,52.935,99.499,131.0538,33.6932,201.4406,48.7314,61.9118
318,119.5679,69.2788,54.1243,29.3802,49.7617,85.9363,105.8409,73.1218,35.4974,47.1168,98.3545,96.4236,121.2197,116.7693,24.761,52.7153,99.3277,131.0934,33.5078,200.6037,49.2572,61.9989
319,119.5764,69.0512,48.1869,29.801,49.833,85.7883,106.2458,72.9878,35.5795,47.2137,97.5978,96.571,119.5558,117.239,24.7127,53.0713,98.6606,131.3288,33.2104,199.1923,50.6157,61.0954
320,117.3653,67.8551,47.4194,29.7285,48.09,84.2373,105.7899,72.0851,35.1851,46.8876,96.2484,95.1239,117.2116,115.6559,24.3007,52.2192,97.3081,130.589,32.3915,197.5783,49.2994,59.5612
321,117.5467,67.4506,47.0727,29.8113,48.0192,83.6975,105.6495,71.9849,34.8486,46.4819,96.9348,95.7255,119.1214,115.756,23.9696,52.0444,97.4877,130.6978,32.5173,198.8062,49.189,60.1601
322,118.5222,67.9122,47.2779,30.1559,49.2566,85.8028,105.2073,73.3775,35.076,46.7803,97.7728,97.242,119.6216,116.2438,23.4826,52.3546,98.3814,131.4004,33.0803,200.1443,49.4973,60.2643
323,117.0041,67.5427,46.8429,30.0854,49.4941,85.2412,106.795,73.4705,34.596,46.6151,97.1574,97.1364,117.3247,116.2258,23.5562,51.3939,98.1469,130.4473,32.5217,200.6588,49.7208,59.7127
324,118.34,67.9708,47.0553,29.9484,49.3176,85.2351,107.6137,74.3825,34.2974,46.3547,98.0893,97.8641,118.6048,116.7773,23.6875,51.2738,98.5412,130.4907,32.5729,200.3141,49.8103,59.3593
325,118.4632,68.1775,48.0617,30.0091,49.1335,85.1042,107.6287,75.521,34.3731,46.4945,98.096,97.9953,120.4311,118.8894,23.4331,51.0503,98.5073,130.5456,32.5709,200.8217,49.6388,59.5489
326,118.2539,68.5405,48.1906,30.0636,49.2233,86.1031,107.8339,75.5937,34.444,46.7648,98.6453,98.432,123.0028,119.8654,23.4222,51.3861,99.1465,130.8262,32.7252,201.5692,49.4412,61.021
327,122.918,68.7984,48.5746,30.2226,49.4572,86.5084,108.8136,77.1903,34.111,46.804,98.5648,98.5993,124.3336,120.1709,22.7467,51.8923,99.1805,131.0156,33.2134,202.335,49.5925,61.2906
328,118.5086,68.3461,48.6935,30.2962,48.7449,86.7144,108.4492,76.5557,33.7586,46.7021,98.6578,99.1084,126.9038,120.7343,22.3902,51.3584,100.1452,130.4822,33.0654,202.3454,49.3624,61.5173
329,119.3205,69.0239,49.0492,30.0663,48.3078,87.5824,108.4183,76.6664,34.2016,46.8181,98.7081,99.7079,123.0759,121.1903,22.7845,51.5883,99.9953,131.5953,33.0194,202.8753,49.7213,60.9333
330,120.2024,69.8356,50.6193,30.5298,48.9239,88.2167,109.3572,76.6855,33.9007,47.5839,99.6351,99.9993,122.7812,121.8388,22.7713,50.7025,121.2083,132.4681,33.6188,205.4949,51.0561,60.9608
331,121.2688,69.5265,50.0269,30.116,48.9899,88.7988,109.0015,76.7096,34.1107,47.0775,99.7263,100.1072,122.6479,122.3631,22.6031,50.4147,101.1547,133.6651,33.0281,203.9833,49.8406,61.0783
332,121.3422,70.0193,49.5327,30.3629,49.0879,89.6044,109.1795,76.4485,33.9671,47.6341,99.8121,100.2089,121.4641,121.336,22.5677,50.1271,100.8295,133.6638,32.9599,204.0036,48.999,60.9141
333,120.7613,70.6366,49.4303,30.3173,48.981,90.1602,109.6723,76.9583,34.4568,47.6019,100.3859,100.1476,122.1453,121.2834,22.885,50.3164,101.7149,133.4071,32.4153,203.3324,48.901,61.1402
334,121.7857,70.7772,49.5122,30.3917,48.9627,89.4764,109.518,77.8719,34.7308,47.7512,100.3852,99.0962,124.2392,121.7411,22.9505,50.8119,101.4056,133.1753,32.3906,203.6483,48.7167,62.5973
335,123.2935,72.0337,49.7731,30.5706,49.1387,89.8968,110.412,78.2816,34.7933,47.9262,100.6413,99.1426,128.3149,121.6821,23.0186,51.2954,102.4746,134.5569,33.1478,204.6671,48.7336,63.4394
336,122.9373,72.3492,50.0946,30.5905,48.8933,89.9389,109.9965,78.1219,34.675,48.1922,101.5394,99.1338,128.3996,121.7483,22.7829,50.9038,102.5422,133.9743,33.1872,204.4245,49.0582,63.662
337,141.5428,72.0623,50.1073,30.6574,48.4572,89.5443,109.8888,77.7946,34.3343,48.3398,101.6069,99.5879,129.8762,121.3042,22.7294,50.6194,102.6084,133.499,33.6196,204.2945,49.0933,64.5445
338,122.1513,71.5503,49.6597,30.4586,47.8245,112.7407,109.3822,78.0132,34.0425,48.1398,101.729,99.2938,129.2014,120.9481,23.0512,50.7016,102.7214,132.6777,33.5192,203.5784,48.8958,64.048
339,120.0014,71.0592,49.547,30.2894,47.2814,88.7459,108.608,77.2887,33.688,48.0394,101.2943,100.0423,128.8658,121.1393,23.588,50.2774,102.072,131.3665,33.3403,202.6368,48.6917,63.91
340,120.909,70.9218,49.6887,30.3194,46.8978,88.7131,107.9649,77.1227,33.9167,47.9947,100.9082,99.1302,130.3027,119.7509,23.2855,50.6959,102.0942,131.484,33.2039,202.6954,48.4807,64.4851
341,120.3346,70.5772,50.2515,30.3175,47.5729,87.7608,107.5698,76.6586,33.9814,48.4331,100.5226,98.8282,131.5217,119.2272,23.2065,50.4702,101.4446,130.6494,33.8445,202.2475,49.3238,64.6428
342,121.2538,71.2335,50.5682,32.8848,48.1655,87.8397,110.8721,76.0696,34.0085,48.449,100.8924,98.8971,131.0374,119.7338,23.2699,51.0782,101.4422,130.6682,34.3217,202.9481,53.6443,64.0932
343,129.8171,70.9671,50.5712,30.285,48.5754,87.6505,107.721,75.0716,34.4843,48.6108,102.2907,98.5101,133.624,120.7601,23.5968,51.6641,101.3984,131.7599,34.0804,202.7597,50.0459,64.55
344,130.0589,71.2934,50.9949,30.5359,48.9577,87.6358,108.3682,75.0857,34.6897,48.7977,102.7076,98.8799,133.5816,121.5758,24.3421,51.731,101.659,131.4874,34.4833,203.1408,50.5131,64.8953
345,130.3792,71.8937,51.2812,30.709,49.2384,88.0597,108.7426,74.7661,34.6821,49.0406,104.5052,99.9399,134.7811,122.0726,24.6737,50.6845,102.2122,132.0741,34.872,204.235,50.7316,65.1513
346,130.0778,71.2362,50.8769,30.7831,49.1561,87.5712,108.3169,71.7646,35.7649,48.7222,104.1352,100.5507,134.7189,122.2567,25.0913,49.9923,102.1439,131.9381,34.7187,204.4543,50.8021,65.2377
347,129.478,71.0141,51.1346,30.7691,48.3822,87.5221,107.7839,71.0868,35.8469,48.6717,103.5191,100.7502,132.3698,121.4392,24.9607,50.0595,101.8963,131.5962,34.469,205.1737,50.435,64.2324
348,129.3569,71.0867,50.7349,31.1358,48.3302,87.0553,107.4069,70.6918,35.8363,48.6964,103.6512,98.9323,131.1177,127.038,24.8626,50.1629,102.3762,131.4763,34.0482,205.5947,50.0902,63.456
349,128.7241,70.9247,51.1254,31.019,48.1891,86.7769,106.878,70.5079,35.6378,48.7066,103.3155,98.2451,129.9706,126.4851,24.8627,49.8584,101.3327,130.8904,34.2973,204.7568,49.871,62.9406
350,129.76,82.3144,52.702,38.2144,51.4086,96.1795,109.325,71.1315,36.4054,59.7591,104.1619,100.1817,142.1949,130.4413,25.7758,50.9304,107.3814,132.249,35.5277,226.2682,50.416,66.4262
351,128.7346,72.2863,51.3304,31.3746,48.3747,87.3019,111.0298,71.1223,36.2552,50.1862,104.4059,97.779,132.0629,124.7692,25.2915,49.194,105.2042,134.9595,34.3151,207.2427,49.5838,63.8284
352,128.8892,72.302,51.4589,31.5402,48.6358,87.6974,111.5639,71.0989,37.0674,0.0,104.9997,98.5486,132.3979,124.5548,25.1096,49.3691,104.7474,132.8265,34.1971,207.6445,49.4113,64.4697
353,128.8243,71.8643,50.9896,31.3395,48.8764,87.6984,110.7501,70.6278,37.6837,49.9637,104.9325,98.8211,127.8027,126.0296,25.3497,49.5753,104.2583,132.7224,33.7038,206.6254,49.0885,63.4021
354,129.314,72.617,51.624,31.5604,48.9504,88.4937,110.6943,71.3206,38.419,50.0341,105.4079,99.5703,127.3773,126.487,25.0725,50.5234,104.8917,133.125,33.7617,207.2808,49.1098,63.9844
355,128.7872,72.1743,51.0087,31.4237,53.0338,87.8328,110.0093,70.6975,38.5665,49.4192,105.4795,98.2376,125.2606,125.4129,24.8151,49.7596,104.1153,132.7228,33.3301,205.507,48.8096,63.704
356,128.6892,72.2373,50.9523,31.4877,48.6721,87.5909,110.2958,70.0349,38.6669,49.1053,104.6879,97.8209,126.5526,124.6056,24.6802,49.7875,103.7781,132.7573,33.0861,203.586,48.125,64.3045
357,129.0451,72.095,50.9405,31.6738,48.715,87.206,110.081,70.1016,39.0017,49.6253,104.4276,98.7132,143.4514,123.7732,25.3934,50.2611,103.7918,132.3376,33.3546,204.498,47.8737,64.6763
358,128.4801,71.6431,50.6752,31.6364,48.1185,86.7,109.9318,69.1765,39.3155,49.6171,103.8734,98.5669,128.6836,122.5739,25.6628,49.8107,103.4494,131.8891,33.1482,202.2842,47.3225,64.1056
359,129.0659,71.8599,50.5886,31.5411,47.9167,86.6205,109.4677,69.2368,38.5696,50.0174,104.0779,99.0597,129.3949,121.2672,25.8869,49.434,103.7405,131.5726,33.2618,202.2214,47.3028,64.8301
360,129.5892,72.6369,50.9144,31.8272,48.0902,86.8086,109.9823,68.7603,38.6429,50.0538,104.5403,99.0443,129.2057,120.2393,25.3346,49.2613,104.1065,132.3125,33.4213,203.2581,47.5612,64.3353
361,129.6943,71.2283,50.984,32.0127,48.5384,86.2346,110.1959,69.5197,38.3124,49.9712,104.416,98.7533,129.7166,120.0686,24.9166,49.5149,103.1589,132.9917,33.5742,202.5645,47.6388,64.3648
362,129.7645,69.26,50.9844,32.0886,48.9484,86.2225,110.525,69.2475,38.8248,49.8579,104.2259,99.388,129.32,120.2731,25.2908,50.4109,102.9443,133.2339,33.6867,202.1547,47.727,64.1951
363,129.6791,69.4414,50.8403,31.8789,50.3546,86.1721,110.2572,68.7005,38.6042,49.4967,103.7921,99.7225,128.6746,120.123,25.2757,49.9737,103.6836,132.4614,33.4485,211.1204,47.6376,63.2671
364,129.6791,70.166,50.9331,32.1391,50.3546,86.5183,110.1789,68.9247,38.3397,49.7537,104.0398,100.6385,130.4323,120.123,25.2757,50.253,104.7065,132.5818,33.4485,211.1204,47.7107,63.8811
365,129.7721,69.3704,50.573,32.1922,50.3792,86.413,109.3837,68.6888,38.5573,48.5882,103.8978,100.9315,128.3128,119.2578,25.3196,50.2563,104.4115,131.6571,33.2713,212.1336,47.2688,63.4915
366,130.2061,68.8484,50.7478,31.7008,50.7426,87.3518,110.0378,68.8868,38.8522,47.5046,104.243,101.8325,129.877,119.1747,25.4174,50.7179,105.0598,131.9521,33.1126,214.0061,47.3363,64.3786
367,134.5142,68.3804,50.6538,31.4605,50.5228,87.9522,109.9882,68.7592,38.7114,47.7297,103.7907,102.544,131.0949,116.9684,25.2532,50.7484,105.2377,130.6116,32.7779,214.6822,47.438,65.6776
368,135.6416,67.6686,50.9473,31.8492,51.0727,88.0587,110.2691,68.6191,37.5975,50.2471,103.9784,102.5967,131.8265,115.9618,24.7589,51.2473,105.1157,129.6636,32.5968,213.7721,47.5554,65.467
369,135.5335,68.6283,49.6899,31.7078,50.6318,88.4958,110.4138,68.3993,37.9282,49.9818,103.7269,106.9207,130.9461,116.1875,25.0299,51.2097,104.6554,130.1619,32.5157,213.2257,47.1102,65.2816
370,135.8944,68.602,48.8866,31.4918,50.7717,88.3182,110.7661,68.5351,37.9638,49.8374,103.9482,108.8597,129.1219,115.2365,25.4175,51.195,104.2866,130.4759,31.9984,212.6262,47.3522,64.5488
371,136.3833,67.871,48.2504,31.384,51.0426,82.3769,110.3652,68.3667,38.0566,49.2923,103.4408,108.7836,130.7158,114.6085,25.5941,51.2863,103.1756,129.3731,31.8052,211.7893,47.4028,65.7762
372,135.5725,67.1718,47.7344,31.2183,51.0145,81.6501,109.5623,67.2741,37.8615,48.3001,103.1578,108.3214,129.463,114.9718,25.4146,51.3832,102.3139,129.1462,32.8845,210.5313,47.1336,65.3767
373,132.7346,61.7934,47.2515,30.8095,50.2762,79.2374,108.994,65.7478,37.3754,47.5918,101.5035,106.4363,125.3304,113.5753,25.0633,50.3891,99.8614,128.46,32.2686,207.2307,46.4207,63.593
374,134.5105,61.5381,47.5424,30.9689,50.3222,78.633,108.9337,65.4725,36.8098,47.7118,100.5056,106.4895,126.3827,114.0593,25.0973,49.9849,99.1184,128.5973,32.4305,206.9424,46.6163,63.3215
375,134.5105,61.707,47.5424,30.9689,50.3222,78.9839,108.9337,65.4725,37.1429,47.7118,101.4609,107.6073,126.3827,114.0593,25.5032,49.9849,99.8113,128.5973,32.7534,206.9424,46.6163,63.3215
376,133.5683,61.8041,47.3394,30.8299,50.3218,79.2375,108.547,64.9291,36.9326,47.5325,97.4935,108.0596,127.028,115.0037,25.6103,50.1373,99.5045,127.5718,32.7627,205.8266,47.0436,62.8503
377,132.302,61.3761,47.3208,31.0604,50.4235,79.4326,108.7402,64.7815,36.9432,47.7838,97.7577,108.8361,126.2958,115.8663,26.1634,50.6025,99.421,127.7658,33.1878,207.0336,47.0009,62.0534
378,131.5128,60.7389,47.104,31.1944,49.0414,79.132,108.4099,64.3417,36.2097,47.5814,97.7347,108.5612,126.4692,115.4608,26.1239,50.1807,98.9913,127.4442,33.1909,206.2033,46.3826,61.5
379,132.0564,60.5695,47.2785,31.015,48.9862,79.5437,108.6274,64.7078,36.3898,47.73,98.2103,108.0829,126.6717,115.1738,26.3377,50.7861,99.516,128.2119,33.2538,207.9123,45.9215,61.7984
380,132.2477,61.2126,47.7366,31.3121,49.3854,79.8932,109.5072,65.115,36.913,48.0476,98.7655,108.7518,126.8386,115.6375,26.5058,51.1825,99.977,128.9362,33.3626,209.5124,46.5774,62.0467
381,131.8103,60.5157,47.7626,31.3356,49.6014,79.8032,109.8373,64.7788,36.8667,47.7222,99.2296,108.6631,125.4905,115.4358,27.0921,50.9617,99.6799,128.6372,33.1514,210.1203,46.5059,61.6844
382,132.4377,61.3186,47.9729,31.3521,49.2401,80.906,111.0163,65.0208,36.4638,47.0454,100.3243,109.5784,126.4384,116.4872,27.1516,52.1199,100.6362,129.5248,33.5421,211.3973,45.7709,62.3181
383,132.5297,60.7465,48.0817,31.4449,49.4738,80.9855,111.7425,65.9397,35.9452,47.8277,100.3608,110.0564,127.3259,117.0041,27.0859,52.3202,100.6394,129.6248,34.2878,211.7327,45.8217,62.1088
384,132.6153,60.8317,47.8627,31.5632,50.3018,80.7016,112.0795,66.0693,35.9678,47.4085,100.0727,109.9045,127.0775,118.4022,26.8134,52.1591,100.9981,129.6964,34.7484,212.352,46.2921,61.9273
385,133.9308,61.7856,48.2412,31.8681,51.2688,81.1372,113.3685,66.5156,36.2023,47.7759,100.7506,111.2474,127.751,119.5434,26.7292,53.3428,101.7574,130.4389,35.0978,214.0164,46.7857,62.6231
386,134.3205,61.738,48.9815,32.0264,51.5738,81.494,113.8507,66.3442,36.3449,47.7759,101.4558,112.0485,129.2175,119.7914,26.8665,54.0048,102.3284,130.4911,35.5401,214.4235,47.1856,63.1821
387,133.8053,61.8288,48.7702,31.7124,51.2555,81.9017,113.7378,66.5427,36.8995,47.1608,100.8433,112.2064,128.8907,120.4182,26.7154,54.1,102.0579,130.1176,35.4072,214.7051,47.2604,62.6771
388,133.2177,62.1499,48.5369,31.8092,51.7714,82.0619,113.8132,66.038,36.6189,47.5165,101.416,112.3458,129.0668,118.3974,26.4419,53.7906,102.6654,131.293,35.7665,217.1464,47.5155,62.952
389,132.9537,61.796,48.1083,31.6004,51.4055,81.4657,113.6323,65.4152,36.4694,47.1711,101.1229,112.0805,129.1903,116.9235,26.3858,53.7069,102.4379,130.8001,36.0848,217.0274,47.462,62.8063
390,133.2246,62.1411,48.2053,31.5375,51.483,82.0056,114.5557,65.544,36.504,47.2605,100.8397,113.0699,129.4021,117.1342,25.9682,54.087,102.9498,131.5597,36.0872,217.5496,47.5277,62.59
391,133.4681,62.2988,48.0966,31.7314,51.7228,81.7407,115.035,65.4872,36.4296,47.71,100.8851,112.6376,130.8389,117.2133,26.4451,54.4162,101.9995,131.5342,35.9809,217.819,47.5444,63.4554
392,132.8225,62.4062,48.084,31.8272,51.9245,81.4291,114.2121,65.7088,36.465,48.0753,100.6215,113.2909,130.0397,116.2375,26.5601,54.2938,102.6193,131.1452,35.9501,217.2647,47.8306,63.6104
393,133.3015,63.1514,47.9921,31.8641,51.805,82.1166,114.3811,66.04,35.9765,48.1496,101.0415,113.2747,130.6109,115.3542,26.853,53.891,102.6771,131.1985,35.8648,218.2745,47.8899,63.1141
394,133.0348,63.4924,48.084,32.0423,51.5375,82.4538,114.6497,66.1457,36.3254,48.398,101.4877,114.1175,130.6878,115.9049,27.0575,54.2295,102.8679,131.5616,36.0258,217.7935,47.7884,63.328
395,132.2383,63.8882,48.1771,32.6252,51.3134,82.9359,114.5621,65.9843,35.6351,48.3948,101.1744,114.2155,129.612,115.0692,26.4373,54.0626,102.6179,131.5616,36.421,217.871,47.3331,62.8909
396,132.8416,63.703,48.3748,32.9498,51.3225,83.2121,114.8468,65.9007,35.4114,48.9658,100.8635,114.4327,129.4049,115.4792,26.3456,55.0305,101.9995,132.1659,36.2497,217.2937,47.3041,62.1529
397,132.8403,63.6514,48.6913,33.0691,50.9524,83.0723,114.9421,65.6497,35.3576,49.0284,101.0408,114.3393,130.9749,114.175,25.8899,55.7848,102.0724,131.7035,36.712,217.8745,46.943,62.4109
398,132.1181,63.5058,48.7449,33.0224,50.6023,83.0648,115.2256,65.4138,34.9232,48.9796,101.1292,114.3493,132.003,113.9999,25.8253,55.8802,101.7199,132.0915,36.9314,217.908,47.1298,62.4065
399,132.3524,64.0039,48.7984,32.9366,50.6213,83.5307,115.625,66.2703,34.8942,49.1334,101.5747,114.2386,131.8105,114.5449,25.3026,55.6179,102.019,132.59,37.3221,217.7561,47.1313,62.4247
400,130.1959,63.4593,48.4926,32.8078,50.4378,83.1154,114.9531,64.5746,34.4888,48.5111,99.566,113.5138,131.1532,114.5137,25.4532,55.2601,100.9985,132.0521,37.0272,216.8969,46.301,62.1486
401,129.7903,64.3781,48.3041,32.9071,50.0638,83.1752,114.4377,63.39,34.3793,48.2045,99.1116,113.0396,130.5092,112.2766,25.3512,54.7943,100.8562,132.305,36.6647,216.8252,45.9879,61.8
402,128.6761,64.4028,48.6793,32.9698,50.1267,83.5263,114.551,63.6624,34.5516,49.8727,98.973,113.0836,130.8908,113.709,25.4168,54.9808,100.5388,131.7733,36.8344,217.6161,46.0784,62.7387
403,128.273,63.7503,48.3707,32.8924,50.1387,83.3364,115.6239,62.5501,34.2937,49.7007,98.5212,112.1245,129.3286,113.0654,25.1657,54.8957,99.9932,131.6493,36.9452,215.9603,46.2063,62.5812
404,128.4319,64.1059,48.325,32.882,50.3751,82.7812,115.1154,63.2163,34.258,49.8332,98.52,111.5579,128.4109,113.0469,24.9692,55.7467,99.7648,131.4791,36.8742,214.7726,46.3959,62.4556
405,131.4647,64.8659,48.3886,32.8513,50.8451,83.5966,115.9967,63.2136,34.7812,49.2783,99.1926,111.9313,128.0414,113.7114,25.0622,55.6753,100.1521,131.9036,36.8656,216.8043,46.571,62.5672
