,APD,ALB,AVY,BLL,CF,EMN,ECL,FMC,FCX,IP,IFF,LYB,MLM,MON,NEM,NUE,PPG,PX,SEE,SHW,MOS,VMC
0,87.3385,62.1372,38.9779,22.6217,45.2909,72.5752,74.0954,61.8471,36.0132,42.5359,71.1004,60.9429,98.6484,101.6232,44.815,46.9363,68.8813,110.6157,19.4776,162.6812,61.3738,56.2818
1,87.2269,61.5395,38.9988,22.6729,45.128,72.2484,73.2431,60.0214,35.7517,42.083,71.9948,60.9635,97.2839,100.4152,45.341,46.2873,68.8371,110.2811,19.2818,162.2799,61.2086,55.411
2,88.2239,62.5755,39.2564,22.6746,45.1407,73.0537,74.1863,59.4969,35.6999,42.4767,73.4608,61.6474,98.1869,100.8732,44.9774,46.7007,69.2423,111.3394,19.2235,163.6108,61.3635,55.9974
3,88.4399,62.748,39.2063,22.5055,45.1373,73.8755,74.1186,59.3786,35.273,42.2247,73.3846,60.7581,98.3059,101.8427,44.3867,46.857,69.4888,111.1474,19.1087,163.8372,61.0554,55.956
4,88.4894,62.6681,39.4723,22.5413,44.4172,73.7294,74.2779,58.4366,35.5761,42.1488,73.4425,60.4745,98.2776,101.56,45.0412,47.267,68.1822,110.8059,18.961,164.0716,61.3552,56.2338
5,88.663,66.0466,39.568,22.5358,43.5735,74.7392,74.4315,58.6574,35.6908,41.7298,73.9229,62.4249,99.3524,102.4923,44.9853,47.329,69.3751,111.4869,18.9874,165.0517,61.9734,56.056
6,88.6774,65.5167,39.988,22.5886,43.6041,74.0961,74.7958,58.7826,35.5532,41.7718,73.8207,61.4986,99.982,102.1219,44.6338,48.0587,69.431,111.3019,18.9695,164.0925,61.8325,54.9237
7,88.3591,65.3493,39.7447,22.7386,43.1681,73.8073,75.3843,59.5107,35.086,42.1545,73.847,60.5033,101.1371,102.7947,43.2583,48.1055,69.6783,110.2221,19.3014,166.4544,61.9607,54.9812
8,88.7649,65.8962,39.9015,22.6432,43.5694,73.5156,75.3348,59.71,34.4743,42.0387,73.82,60.8313,101.8381,102.3874,42.9486,47.8931,68.141,110.6035,21.8018,163.9826,61.729,54.8563
9,87.93,64.6216,39.8765,22.4393,41.7779,71.1498,75.3397,58.4259,32.6935,40.8234,72.9192,60.6949,99.4219,99.3855,41.137,46.4855,66.8266,110.6125,20.9014,160.803,59.3078,53.2449
10,86.1783,63.7884,39.2755,22.0739,40.4685,68.536,73.9921,57.2687,32.186,41.0401,71.8925,57.6374,97.9077,98.6878,40.9874,44.8139,64.7656,109.8782,20.473,156.4293,57.3198,51.834
11,85.788,64.9641,39.4943,22.1322,40.2489,70.8277,74.6358,58.4072,32.1328,42.7397,72.1655,58.7999,98.1731,99.0846,41.0535,45.1664,65.769,110.7917,21.0869,156.6054,56.9421,52.0342
12,85.3558,63.9377,39.3175,22.0263,39.9822,69.4115,73.8547,58.2658,31.9585,42.717,71.5591,57.9607,96.1545,99.2211,41.1896,44.3969,66.0714,110.3339,21.3533,156.8185,56.9428,50.541
13,84.4276,63.7264,39.4773,21.8215,38.6257,68.1865,74.9085,58.3088,31.7093,42.5008,71.43,56.5966,95.3335,98.8525,41.2826,43.6924,66.0734,110.6096,21.3524,155.6761,56.2686,50.2873
14,85.3182,65.0839,40.56,22.0515,39.7152,70.6489,77.2678,59.5062,32.1968,43.8294,72.6364,57.8335,96.1985,100.1779,40.7884,44.7914,67.1952,111.9325,21.7804,160.1008,57.8021,51.0605
15,86.3652,65.3035,40.9765,22.2441,40.165,70.2053,76.954,60.0272,31.9221,44.3026,73.0467,58.8451,97.3867,101.099,40.4471,45.2619,67.6025,113.0897,22.128,162.3052,58.7013,51.0921
16,86.139,64.1739,40.7668,22.0778,40.0944,69.231,76.6232,59.7246,31.4524,44.2971,73.0407,59.3622,98.0681,101.3168,39.9045,44.5351,67.3133,113.3168,22.2349,162.3813,58.4289,51.6382
17,86.1352,63.7146,40.8906,21.9443,39.9788,69.3617,76.8915,59.91,31.1497,44.2259,73.2611,59.935,98.7876,101.1734,38.9526,44.6945,67.5764,112.6951,22.379,164.0156,58.011,51.935
18,87.1179,63.6668,41.7522,22.1159,40.3926,71.0917,77.4752,60.6985,31.827,45.1478,73.4371,61.0644,101.4464,102.8077,38.9087,45.684,68.1934,113.742,22.7245,165.3662,58.6664,53.6785
19,86.9148,64.67,41.8166,22.1782,40.5292,71.8971,77.6778,61.013,32.7337,45.9884,73.7799,62.132,102.0375,102.2261,39.5608,46.3927,67.759,113.3315,22.5686,164.3295,58.213,53.6394
20,87.666,64.3886,41.8177,22.2663,40.4823,71.8886,77.9676,61.1268,33.0316,46.1074,73.6345,62.2755,103.0802,103.0187,40.2472,46.839,67.703,112.9133,22.3438,164.6548,59.1857,53.8124
21,88.87,65.2297,42.0974,22.3806,41.0772,72.2888,78.1234,61.047,33.2567,46.6614,73.9423,63.4054,104.7364,103.0636,39.4922,47.5475,68.353,113.5353,22.5706,165.2734,59.8658,54.603
22,88.6429,65.1565,42.3941,22.476,41.4826,72.3857,78.659,61.2877,33.1952,46.9085,74.8768,63.318,104.5004,103.6863,38.9542,47.3447,68.7383,113.2128,22.8616,167.0952,61.3843,54.5464
23,88.8841,65.1686,42.7481,22.5218,41.3221,73.1121,79.2221,61.2903,33.6921,46.579,74.7955,63.9399,104.2322,103.4897,39.7354,47.4338,69.3779,113.0801,22.7986,167.9916,61.9947,54.4537
24,88.7831,64.9255,43.0283,22.7751,41.0861,72.6628,79.8314,61.0439,33.063,45.877,75.2924,63.6519,104.7224,103.9705,39.135,46.4392,70.3072,112.496,23.3811,168.742,61.8311,54.3737
25,89.5795,65.2616,43.4674,22.9285,40.6228,73.2461,79.903,61.1392,33.0939,45.8982,75.6238,64.7292,104.9682,104.0428,39.4441,46.0348,71.074,113.2775,23.953,169.255,62.016,54.9644
26,89.9859,63.6797,43.192,22.9969,40.7957,72.7915,79.6631,60.187,33.7718,45.6802,75.9274,64.3087,103.6425,104.1587,39.6537,46.3908,70.7391,113.345,24.4227,169.1967,62.5196,54.4967
27,88.8961,62.5218,43.2774,22.9408,40.3098,72.6684,78.8732,59.7088,33.4884,45.3703,75.6044,63.7281,104.2728,102.8641,40.2509,46.2951,70.3952,112.9452,24.1136,169.6149,61.8336,54.3775
28,88.2099,62.4644,43.0038,22.9583,39.4454,72.6591,78.9356,58.9936,32.9937,45.0881,75.3938,63.4384,103.4262,102.0633,40.3333,46.1076,70.3814,113.2026,23.9542,169.342,61.4148,53.3422
29,88.7105,62.3864,43.1068,23.1186,39.2628,73.2576,79.4123,59.1554,33.2,45.5146,76.5278,65.1032,103.4426,103.0982,40.346,46.5698,70.6084,113.7175,24.2022,171.5878,61.5154,53.7355
30,87.2755,61.8218,42.824,23.0265,38.9289,70.9354,78.8764,57.6552,33.0554,45.1193,76.1137,64.8948,102.729,101.586,41.374,46.6727,69.1605,111.9232,23.7896,170.0805,60.3914,52.5921
31,87.5814,61.3614,42.9057,22.8797,38.6295,70.0779,79.4777,57.4312,33.0377,45.2173,75.4669,64.5008,102.8304,101.2591,41.4609,46.1769,68.1751,111.5781,23.6199,168.6083,59.8849,51.4159
32,87.4769,61.8157,42.956,23.0376,38.364,69.4333,79.9156,56.7602,32.6423,45.0368,75.3534,63.7974,102.1905,99.8919,41.2862,45.9527,67.0258,112.0481,23.7526,168.4272,59.3985,51.7756
33,87.7539,62.0035,42.9865,23.151,38.407,69.3482,79.032,56.9078,32.6698,45.5343,75.5373,63.6231,101.7122,102.9193,40.9099,45.7596,67.2853,112.1519,24.0844,169.3288,58.8149,51.381
34,86.1493,61.8308,42.7022,23.5005,38.3171,68.6246,78.3553,56.5515,33.1159,45.4831,75.254,63.0225,101.625,105.0672,41.6612,45.7991,66.5363,111.127,24.0845,168.7133,58.4398,50.983
35,86.9261,62.2541,42.8837,23.7396,38.2005,69.7445,79.8453,56.8088,33.1299,46.4295,76.3556,63.4045,101.7515,105.2929,41.7505,46.1611,66.7924,111.5687,24.0935,168.8755,59.5624,51.1664
36,85.7469,61.5532,42.4463,23.6468,37.9227,69.3806,79.5732,56.32,32.4115,46.3906,75.6972,62.1085,101.6507,105.9641,41.4918,45.2949,66.9805,111.1336,23.9537,168.0279,59.3152,50.4486
37,85.196,61.1572,42.4618,23.8856,37.4116,68.482,80.0685,56.355,32.0812,47.7604,75.4061,60.4311,101.4358,104.0173,40.0804,44.1638,66.9406,110.9331,23.2872,167.7963,58.1652,49.6259
38,84.5012,60.4631,41.5593,23.5669,37.2697,66.7841,79.5521,56.2174,31.5337,46.9772,74.3545,58.4171,98.4903,104.8256,38.9689,43.1715,66.389,110.5464,22.2572,164.3094,58.3196,48.0872
39,85.1333,60.9372,41.8437,23.5547,37.9096,67.3311,79.6911,56.2887,31.7258,46.6656,74.4754,58.8789,97.9226,106.0177,38.8006,43.5404,66.9871,111.1941,22.2947,165.4063,59.1508,48.5037
40,84.7557,61.5883,41.4871,23.3966,37.8864,67.4348,79.1748,55.4359,31.9522,45.986,73.7001,58.4214,98.3287,104.8795,39.6182,43.4632,65.7757,110.5553,21.7044,164.6759,59.0563,48.4001
41,85.1941,62.1091,42.0866,23.5348,37.8277,67.6148,79.6052,56.4483,32.3355,46.8552,73.5557,58.6857,99.0104,105.0625,39.0382,43.6223,65.6447,110.9691,22.1313,165.2738,58.8893,48.7575
42,85.9988,61.7442,42.9063,23.7059,38.3393,68.3711,80.4905,57.0448,33.6244,47.3357,73.7268,59.7574,99.015,105.6471,40.0827,44.5097,66.2291,111.4912,22.1066,165.808,59.9541,49.2321
43,86.2369,61.591,42.8982,24.0018,38.0872,67.8748,81.7461,57.5978,33.7092,47.6854,74.9793,60.4213,99.8609,105.5053,39.1132,44.8314,67.0059,112.3918,22.7443,167.6063,60.0085,49.4015
44,87.05,62.334,43.3436,24.1308,37.7995,68.5298,82.8511,58.5482,32.9659,48.5976,75.8763,61.5061,100.1766,106.7642,38.8482,45.0623,68.656,112.7327,22.8587,170.5185,60.4481,50.6412
45,86.7822,60.9052,42.8817,23.9062,36.5978,67.5251,82.1963,58.3476,32.0847,48.1016,75.3507,59.5058,99.2264,105.474,36.8386,44.2458,68.052,111.1676,22.5673,170.4235,59.2341,49.2286
46,85.6768,59.2547,41.7286,23.3408,35.3644,66.0282,81.4169,57.1481,29.6067,45.9747,73.858,56.2237,94.5181,103.8777,34.1107,43.0123,66.1844,108.7547,21.6929,171.7382,57.4575,46.311
47,86.1373,61.0275,41.6148,23.3232,35.3677,67.3971,81.6665,57.7284,29.4521,47.2852,74.7206,56.8435,96.8116,104.7982,34.2171,43.2815,66.9804,109.6251,21.8238,173.7258,57.8301,47.7854
48,85.7949,60.4158,40.7868,23.164,34.5933,66.7742,81.2901,57.7636,28.0179,45.9325,74.2588,55.9839,96.3386,104.0634,33.0305,42.4559,66.3958,109.8201,21.3373,172.8993,57.8824,47.9114
49,85.1555,57.9888,40.2345,23.1148,35.4016,66.3864,81.2402,57.9678,27.9641,45.1352,73.9591,55.7013,95.1418,102.387,32.7168,42.3349,70.0193,109.9771,21.1602,174.115,57.5149,46.4164
50,85.5221,58.1106,40.8416,23.1858,35.7987,69.7229,82.126,57.9176,27.9271,45.7748,74.8764,57.4321,95.3077,103.1202,32.899,42.0381,70.4025,109.7419,21.4838,178.1593,57.3972,45.9739
51,86.1021,58.8866,40.9084,23.3112,35.5448,69.1216,82.8105,57.8749,28.1778,46.9851,75.6237,58.4686,94.4386,103.3341,33.268,42.0292,71.5221,109.7881,21.6034,179.6885,58.0011,46.1857
52,85.4998,59.2518,41.2212,23.4582,35.6175,70.2432,83.7659,58.7419,28.4076,47.4373,76.8792,59.2632,96.3927,103.3303,32.2224,42.2969,72.2067,109.8985,21.785,181.0791,58.1408,47.0711
53,85.6991,59.0489,41.5967,23.6859,37.0651,71.6619,83.5641,59.715,29.5753,48.4056,76.8916,59.9175,97.9267,104.1178,33.8037,43.3602,72.5185,112.7129,22.0874,181.1029,59.7828,47.4695
54,86.1653,59.3334,41.6832,22.5862,38.2507,72.9361,83.8918,60.5846,30.1394,47.8641,76.8533,61.6696,98.7855,105.7513,34.7213,43.7615,73.6682,112.8312,22.2404,183.7466,61.0454,47.6144
55,85.7111,58.9232,41.5011,22.0862,37.3946,69.6097,83.1537,60.2582,29.4108,46.7095,76.022,60.2257,96.7496,105.1291,33.7408,42.8615,72.5194,112.8323,21.9071,182.8165,60.2697,46.5942
56,86.2707,59.1819,41.5112,22.0997,37.5059,67.5112,82.8852,60.5423,29.9104,47.2108,76.486,60.8014,98.3545,106.0292,33.9893,43.1112,73.1519,113.8746,22.0478,182.4887,61.1767,48.3569
57,86.6821,60.8194,41.3694,22.029,37.3098,67.022,83.8278,60.7618,29.9254,46.9277,76.8998,60.7831,100.6447,106.6064,31.8872,43.2868,73.3878,114.0561,22.098,182.4457,61.5114,49.4141
58,86.12,59.5809,40.9156,22.2954,36.7552,64.2542,84.5023,59.0817,30.1576,45.9766,76.4575,58.3099,99.9488,105.4752,32.4699,42.9488,73.0597,113.6608,22.181,181.5876,60.5847,48.6573
59,89.1737,59.7483,41.1357,22.5148,36.7657,65.6727,84.2744,58.7708,30.2934,44.207,76.7139,58.8658,102.5397,105.6501,32.5895,43.3065,73.9329,113.1975,22.0052,183.7191,60.3952,50.553
60,89.9499,61.4825,42.3785,22.7728,36.9299,68.1955,85.312,59.7898,31.3689,45.6944,77.7909,60.8443,107.0361,107.3076,32.9869,44.7595,75.9335,114.892,22.3051,187.4221,60.8694,53.2323
61,89.1274,61.4222,42.4373,22.6733,37.0803,68.1964,85.3113,59.8926,31.3921,45.8541,78.0581,61.977,106.7246,107.1075,33.1856,44.6671,75.6756,113.9201,22.7848,187.4102,60.8285,53.4969
62,89.8456,62.0957,42.888,22.7164,37.3238,69.032,86.5427,60.3563,31.5845,46.2572,79.1183,62.9529,107.9396,107.5834,32.3494,44.9258,76.4815,113.9568,22.8104,189.0422,62.1492,54.2029
63,90.6825,63.02,43.2768,22.7203,37.7361,68.7196,86.8034,61.4638,32.3801,46.7946,79.4736,62.8048,109.0832,107.5187,33.563,45.9086,77.2321,113.7937,22.8017,189.2838,64.0163,54.6328
64,91.1096,63.3235,43.0699,22.8488,39.0654,67.3796,86.835,61.5005,32.8081,46.9527,79.5449,61.7677,108.1498,107.6833,33.5662,45.6146,77.0124,113.8432,22.863,189.1515,64.1361,54.6608
65,90.9739,63.9596,43.2732,22.9521,38.6376,67.064,86.8407,61.6587,32.2692,46.4153,79.977,61.1478,107.4463,107.8744,32.5712,45.2678,76.8504,113.9454,22.989,188.254,63.1507,54.3076
66,90.8294,63.9343,42.9287,22.797,38.3207,66.7569,87.1796,60.7682,31.9052,47.2991,80.0959,62.0555,106.7929,107.1833,32.6272,44.9728,76.657,113.2468,22.806,187.6762,61.4192,54.1748
67,91.2508,64.7142,43.4039,22.8443,38.4285,67.1782,87.677,62.5828,31.6091,47.9891,81.1177,64.1819,108.0705,107.3544,32.6404,45.2461,77.9874,113.8645,23.0815,192.5053,61.7476,54.583
68,92.0084,65.5235,44.1098,22.7543,38.0469,69.8098,88.642,62.8663,31.6747,48.5862,81.5035,64.7538,109.0329,108.7361,31.7225,45.0514,78.2636,114.5852,23.2489,193.158,61.4059,54.7495
69,92.635,66.3388,44.4722,22.7314,38.2472,71.4796,88.4062,62.3202,32.0766,47.9416,81.5255,65.6418,109.949,108.0796,31.41,45.3593,78.1343,114.3127,23.5988,190.5964,61.2083,54.7712
70,93.8815,67.2496,44.2652,22.8443,38.1214,73.3392,88.4978,62.8937,32.5,48.0059,82.0605,66.9607,110.781,108.2049,30.5745,45.6128,78.8401,115.5337,23.8071,190.9763,60.5182,54.9558
71,94.8672,66.4475,44.4539,23.0136,38.138,73.5662,88.3834,63.0981,32.6527,47.7949,82.3362,67.0371,111.7288,108.4334,31.7512,46.0582,78.5871,115.8024,23.8416,189.0275,61.1227,55.2544
72,95.0376,67.0548,44.2263,23.1342,38.1953,73.379,89.0206,63.0098,32.2434,47.6443,82.3394,66.4324,112.0744,107.2904,31.847,46.9694,79.3987,115.9726,23.8007,190.0779,60.6611,54.9963
73,95.467,66.8814,43.8703,22.9823,37.9889,73.103,88.0157,62.9494,32.0772,46.889,82.1254,65.7567,109.6246,104.9434,32.1492,46.2858,79.5592,115.9006,23.8239,188.6045,59.6759,54.2614
74,93.95,66.0922,43.6261,22.7297,37.597,71.9587,87.2568,63.3268,30.8361,46.93,81.6729,65.0559,107.5069,104.7792,32.2095,45.6161,78.2896,115.4733,23.7594,186.4419,59.4757,53.0477
75,93.7652,66.3783,43.5205,22.3217,37.2756,71.583,86.9137,63.3093,30.4209,46.9058,81.8392,65.5406,108.2969,104.6462,31.9679,45.2629,78.211,115.6575,23.6753,188.2836,59.4181,53.5407
76,94.7309,67.5497,44.4767,22.3374,37.8699,72.17,87.3082,64.4582,30.8595,48.0413,82.4028,67.3282,109.953,105.3232,32.0336,46.0395,78.772,116.4698,24.2746,192.0809,60.6877,54.8951
77,94.5244,67.4259,43.7649,21.996,38.403,71.6632,86.125,63.9167,30.8357,46.9426,81.5598,66.3277,109.1343,104.7818,32.7124,45.7824,78.4747,115.5932,24.2423,190.235,61.3442,54.0899
78,94.8706,68.5439,44.0453,21.8621,38.7876,71.9129,85.832,63.7986,31.7356,46.9347,81.4766,66.731,110.314,105.09,34.23,45.7658,78.2716,115.5312,24.346,191.3438,61.8066,54.6556
79,94.6758,67.3666,43.811,21.6973,38.4755,72.3647,84.7835,63.2104,31.2793,46.5783,80.7533,66.9533,110.0515,101.7245,34.0286,44.9696,77.3121,114.9627,24.2473,190.0822,61.0754,54.0476
80,94.3132,65.6429,42.9633,21.4541,38.4465,71.7225,83.8596,61.9999,31.2441,45.5343,80.4637,66.468,108.1383,101.2474,34.9399,44.7366,77.0181,114.8186,24.3469,186.4503,60.6526,52.8479
81,95.2113,65.9105,43.0265,21.6668,38.7327,71.6964,84.968,62.1273,30.8764,45.5631,80.264,67.8466,107.4788,101.7855,34.1298,45.1525,76.9661,116.1866,24.511,183.8275,61.7561,52.6518
82,94.697,65.0207,42.2931,21.4361,38.7279,69.2886,83.8338,61.5906,30.3706,44.7048,78.9501,66.1421,105.494,99.3529,34.6441,44.55,75.4752,115.9246,23.7365,179.5212,60.2831,51.3924
83,94.245,64.1647,42.4291,21.352,38.3605,69.1432,83.7137,60.9974,30.7917,44.7181,78.4165,66.1125,105.0831,98.4033,34.8812,44.3265,75.3789,114.2848,23.4296,180.5006,59.7195,51.0985
84,94.7417,63.9838,43.2326,21.7366,38.7818,70.3468,84.4391,62.5435,30.8829,45.4534,79.5637,65.0072,106.7278,101.1441,34.0565,44.482,77.1862,114.185,24.2533,182.874,60.3804,52.0262
85,95.0085,63.5012,43.4256,21.7201,38.7753,70.5431,84.877,62.6329,30.836,45.5655,79.6405,65.0776,107.8054,106.0555,33.8851,44.3451,77.1142,115.0193,24.2485,183.2514,60.063,53.0441
86,94.9307,62.8352,43.1248,21.5132,37.8743,69.5443,83.9683,62.7495,30.3822,45.3295,79.1389,64.5164,107.6553,104.6166,33.169,43.7267,76.0757,114.428,23.8948,182.2948,58.3841,53.225
87,94.9564,62.159,42.781,21.3093,36.9749,69.1014,84.1749,62.3933,29.7886,44.4972,78.5276,64.4495,107.1895,103.958,33.2462,43.8189,75.7099,115.2392,23.5589,179.0937,57.7458,53.1897
88,94.7345,63.0458,43.1188,21.5854,36.7931,70.4255,84.0821,62.4265,29.5219,44.945,78.4574,65.7454,108.6427,104.2294,33.2055,44.8929,77.0675,115.6542,23.6541,182.4426,58.0327,53.85
89,96.3444,63.2288,43.0284,21.6826,36.8887,71.1396,84.2483,62.5444,29.8405,45.4852,78.6732,67.4842,109.3288,105.7193,33.3279,44.6957,77.0288,117.7681,23.8556,183.3139,57.9184,53.889
90,96.499,63.245,43.4624,21.6517,36.9534,72.1484,85.9099,63.3644,29.6446,46.2294,79.3214,68.0732,109.7967,104.864,33.3745,44.9403,77.9253,118.539,24.1424,183.2013,58.1964,54.4755
91,96.4226,64.0424,44.0459,21.5939,37.5911,73.3088,86.5569,64.4881,29.4875,46.0243,79.9419,68.9482,109.6247,105.2853,32.5253,44.9108,78.0604,118.724,24.6161,183.7864,58.9457,54.2585
92,96.5413,63.7107,43.716,21.7691,38.0893,72.8323,86.2347,64.5066,29.5836,46.142,79.7083,68.9455,109.491,105.8895,32.4956,44.9474,77.8223,119.7667,24.511,182.7673,58.6675,53.9508
93,94.771,62.4491,42.1478,21.3203,36.98,70.8657,84.4253,62.9586,27.9528,44.6523,77.0416,67.385,105.3366,104.4411,30.144,44.352,75.2817,117.3291,23.5749,177.649,56.864,52.0264
94,94.3327,62.038,41.7529,21.3189,36.5205,70.5271,83.774,62.6319,28.0544,43.4841,76.7852,66.5071,102.3593,103.1927,29.7409,44.1895,74.8266,115.615,23.4617,173.1836,56.7757,50.6727
95,93.3549,61.0029,41.138,20.9118,35.2986,69.2742,83.8664,61.773,26.8418,42.8715,74.4279,64.9297,98.2763,101.497,28.8929,42.8894,73.2421,113.8769,22.8945,173.4266,55.2378,48.4147
96,94.3498,62.2085,41.8942,21.0112,35.0759,70.3118,84.4257,61.6634,27.2259,43.2646,75.4037,66.4257,99.4098,101.7632,28.8258,43.5567,74.0358,114.4085,23.2322,176.4889,55.7301,48.5293
97,95.9615,62.7756,42.218,21.0046,35.3345,71.6824,85.6167,62.0205,26.8297,43.8049,75.7649,66.6862,99.5749,100.8776,27.4463,43.4574,74.3442,115.4968,23.4457,177.7589,54.5233,49.2413
98,92.958,62.8655,42.7727,21.1038,35.0185,72.3486,85.7407,62.6376,27.3499,44.1265,76.1626,67.548,100.3513,99.2885,27.7656,44.2599,74.5293,115.1324,23.9572,179.1088,54.209,49.9621
99,91.9102,62.6431,42.7787,20.8929,34.7753,70.6551,85.5975,61.4463,27.4628,44.0698,75.5378,66.7321,99.1682,98.7977,29.4335,43.5591,73.3336,115.1258,23.9355,177.3978,53.8489,48.9466
100,93.6369,63.0784,43.4267,21.0052,34.4499,71.6318,86.4151,61.8259,28.2648,45.027,77.5407,67.0601,100.1285,98.0643,29.936,43.9313,74.415,117.0453,24.5365,178.9024,53.517,49.1613
101,91.7428,63.172,43.511,21.0315,34.3854,70.8429,86.2052,61.2809,27.9056,45.5832,77.6375,65.5225,98.8135,97.9696,29.4599,43.6663,74.4637,115.1879,24.6043,179.693,53.4366,48.2955
102,91.2737,62.8373,43.4662,21.0431,34.7785,70.7777,86.0111,61.7707,27.6973,45.6564,77.4612,66.2161,96.8869,97.8088,29.1911,43.5186,74.4126,114.2952,24.8162,180.053,53.5767,47.5137
103,91.7842,63.4306,44.1754,21.2267,34.835,71.6907,86.2791,62.1257,27.176,46.1233,78.6154,67.3002,96.9416,98.5116,27.4575,43.5764,75.8928,115.3209,25.3511,181.6671,53.7654,46.6854
104,92.2107,63.3838,44.8888,21.4067,35.4282,72.5426,86.8859,61.002,27.4375,46.5972,79.1788,68.2108,97.9278,99.0628,27.3929,44.0538,76.4528,115.8654,25.819,182.239,54.4276,46.9082
105,94.4106,64.7041,45.1357,21.7734,36.2075,73.6786,88.1612,61.7568,27.6672,46.8661,79.5963,68.7795,99.5445,100.9272,27.021,44.8135,77.9617,117.1375,26.0434,183.5098,56.097,48.465
106,96.0632,65.0939,44.4515,21.9743,36.042,72.9034,88.5239,62.0724,27.7558,46.3899,79.8409,69.4111,103.0964,101.4753,26.6861,44.0841,78.0085,117.0186,26.641,183.652,55.719,49.111
107,97.011,65.2097,44.7403,22.4994,37.119,74.0717,89.6702,62.236,28.4937,47.3366,80.4787,69.8014,104.9865,103.0139,27.8671,45.5529,79.0185,117.8286,27.1329,186.9806,56.5333,50.2704
108,96.5025,64.7574,44.6642,22.6563,36.8202,73.6827,90.0039,61.7872,28.0787,47.7851,80.126,69.6601,105.003,102.7002,27.5419,44.8491,78.5969,117.29,27.3906,187.4829,56.23,50.2692
109,96.5003,64.697,44.7087,22.5685,36.8952,74.298,90.575,62.4968,28.0721,48.0036,80.0943,70.7936,105.521,103.3057,27.4362,45.246,78.613,116.7899,27.5468,185.9148,55.8486,50.32
110,95.2672,64.6458,44.199,22.4373,36.4092,73.9187,91.0652,61.6533,28.28,48.2519,79.521,69.6267,104.2252,102.1476,28.3236,44.7179,77.6193,115.9086,27.498,183.5648,54.3671,49.4817
111,96.2472,64.9774,44.1568,22.3046,36.6643,74.9371,91.4668,62.0691,28.2686,48.0412,79.536,68.5934,104.7469,102.7954,28.374,45.2033,78.1412,116.3512,27.5237,183.0584,54.2384,49.9519
112,96.7661,62.4562,44.8722,22.5683,36.7354,75.3079,92.1601,62.9485,28.251,48.0327,79.5056,67.8664,105.8899,102.8356,28.194,45.8022,79.8196,116.6934,27.44,168.7334,54.0278,50.3816
113,96.797,62.5755,44.8014,22.5889,36.7226,75.4981,92.991,63.2967,28.4402,47.6419,79.4934,68.1818,106.3071,103.5447,28.6648,45.5197,79.8584,116.909,27.4047,171.2964,53.9116,50.4467
114,97.5996,62.5392,44.5996,22.7737,36.67,75.8195,93.7712,63.4493,29.1287,47.5259,80.0029,68.6337,106.0386,104.0531,30.274,46.1024,79.9646,116.9861,27.4328,171.6632,53.8096,50.4079
115,100.2564,62.8641,45.1114,22.8682,36.3511,75.7754,94.8278,63.1379,29.8758,47.0435,79.1603,68.1552,105.7915,103.9385,30.8104,46.4615,79.8486,117.1439,27.0372,170.7733,53.7803,49.951
116,100.1714,62.6166,44.1144,22.7656,35.9114,74.8475,93.8841,63.2549,29.008,47.3805,78.8562,67.5163,104.8477,102.0873,29.846,45.7936,78.5787,117.9892,26.866,172.0512,52.5126,48.8972
117,106.3455,62.4786,44.0704,22.7027,35.844,75.3456,93.4655,63.3089,28.8487,49.5437,79.6985,67.8887,102.7827,100.8802,30.16,46.4032,79.0224,118.5524,26.9493,172.4786,52.0614,47.9902
118,105.2638,61.8627,43.8119,22.4549,35.995,74.106,92.6182,63.3899,28.6277,49.1508,79.2439,67.4842,103.0967,100.3996,29.5325,46.6934,78.5591,118.4766,27.015,172.5414,52.1683,48.4953
119,103.9071,61.7523,44.1773,22.4442,38.9271,74.9744,92.0877,63.3482,28.5605,48.8133,79.8252,67.2113,101.6331,101.2193,30.0518,46.7844,80.0588,118.9552,26.997,173.4562,52.8,48.041
120,105.3686,61.9858,44.4024,22.4302,39.748,79.8492,93.9812,64.0642,28.1862,48.7763,80.221,68.4903,99.2795,100.4101,30.0786,46.8035,80.4353,120.4114,27.084,174.7037,41.8598,47.4665
121,108.973,62.0582,44.6932,22.4563,39.313,80.6634,92.6567,66.1549,28.2233,48.5843,80.8306,68.9204,100.3625,99.3821,29.8817,46.993,80.446,120.8223,27.3269,174.5445,41.7588,47.3678
122,108.3739,62.4848,45.9132,22.7585,39.2036,82.192,93.7836,66.653,29.0735,49.4664,82.1974,68.3608,102.4526,98.268,29.7597,47.1085,81.2618,120.4223,27.7924,176.0569,41.5253,49.6903
123,106.4818,62.4096,45.7148,22.8924,38.7188,81.7914,93.4412,67.1228,29.2471,49.3438,81.6532,68.7691,101.6921,97.6461,29.3356,46.9585,81.302,119.8754,30.1807,178.1736,40.9674,49.53
124,107.6823,62.9784,45.5277,22.6754,38.6389,82.5746,92.5182,66.418,29.04,48.8037,82.408,69.4821,100.6864,97.353,28.6238,46.8375,80.8436,120.0324,30.2452,176.8514,41.3726,49.293
125,107.1982,63.0708,44.7072,22.2689,37.8339,80.9728,93.3013,65.8682,29.2629,48.3998,83.028,68.7123,99.3357,95.1294,26.9876,46.5526,80.3035,120.2515,29.9239,176.0893,40.6118,48.13
126,106.6703,63.0802,44.5767,22.1872,37.8684,80.6187,93.222,65.4483,29.5869,47.9969,83.3273,68.2767,98.8422,95.0979,26.7334,46.3366,80.6084,120.4086,29.8566,174.7271,41.1287,47.2707
